statement_id	record_unit_id	page	boundary_from_previous	owner_trace	terminal_status	literal_card_chain_de	spoken_role_sequence	role_expansion_de	smoothed_workshop_clause_de	smoothing_is_dictionary_value
H4-S002	H4	f55v	FRESH_AFTER_CLOSE	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	TERMINAL	Sollmaß | überführen | Ziel · verwahren	QUANTITY_OR_STAGE>OPERATION>OPERATION	QUANTITY_OR_STAGE=nach Sollmaß | OPERATION=überführen | OPERATION=Ziel verwahren	Neuer Schritt: nach Sollmaß; überführen; Ziel verwahren; Schritt schließen.	NO
H4-S003	H4	f55v	FRESH_AFTER_CLOSE	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	TERMINAL	Posten · Sollmaß | Auszug · Quelle | länger bearbeiten | fertig	QUANTITY_OR_STAGE>OBJECT>OPERATION>STATE_CLOSE	QUANTITY_OR_STAGE=Menge/Stufe: Posten Sollmaß | OBJECT=Arbeitsgegenstand: Auszug Quelle | OPERATION=länger bearbeiten | STATE_CLOSE=bis fertig	Neuer Schritt: Menge/Stufe: Posten Sollmaß; Arbeitsgegenstand: Auszug Quelle; länger bearbeiten; bis fertig; Schritt schließen.	NO
H4-S004	H4	f55v	FRESH_AFTER_CLOSE	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	Sollmaß | dorthin einsetzen | weiter · bereitstellen · Posten | Ansatz | dies | Bereitung · Anteil	QUANTITY_OR_STAGE>OPERATION>PROCESS_OR_STATE>OBJECT>ANAPHOR>OBJECT	QUANTITY_OR_STAGE=nach Sollmaß | OPERATION=dorthin einsetzen | PROCESS_OR_STATE=Prozess: weiter bereitstellen Posten | OBJECT=Arbeitsgegenstand: Ansatz | ANAPHOR=dies | OBJECT=Arbeitsgegenstand: Bereitung Anteil	Neuer Schritt: nach Sollmaß; dorthin einsetzen; Prozess: weiter bereitstellen Posten; Arbeitsgegenstand: Ansatz; dies; Arbeitsgegenstand: Bereitung Anteil.	NO
H5-S001	H5	f56r	RECORD_START	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	Zugabe · Bereitung | weitere Zutat | Zugabe · Ziel · Posten | Sollmaß | weitere Zutat | bearbeiten · weiter | Folgeansatz | einsetzen | dorthin	OBJECT>OBJECT>OBJECT>QUANTITY_OR_STAGE>OBJECT>LINK_OR_ORDER>ORDERED_OBJECT>OPERATION>ANAPHOR	OBJECT=Arbeitsgegenstand: Zugabe Bereitung | OBJECT=Arbeitsgegenstand: weitere Zutat | OBJECT=Arbeitsgegenstand: Zugabe Ziel Posten | QUANTITY_OR_STAGE=nach Sollmaß | OBJECT=Arbeitsgegenstand: weitere Zutat | LINK_OR_ORDER=bearbeiten weiter | ORDERED_OBJECT=als Nächstes: Folgeansatz | OPERATION=einsetzen | ANAPHOR=dorthin	Besitzer »WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB«: Arbeitsgegenstand: Zugabe Bereitung; Arbeitsgegenstand: weitere Zutat; Arbeitsgegenstand: Zugabe Ziel Posten; nach Sollmaß; Arbeitsgegenstand: weitere Zutat; bearbeiten weiter; als Nächstes: Folgeansatz; einsetzen; dorthin.	NO
H5-S002	H5	f56r	CONTINUE_SAME_OWNER_OPEN	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	TERMINAL	vom vorigen | Zugabe · Posten | einsetzen | Langpassage; Schluss	ANAPHOR>OBJECT>OPERATION>PATH_OPERATION	ANAPHOR=vom Vorigen | OBJECT=Arbeitsgegenstand: Zugabe Posten | OPERATION=einsetzen | PATH_OPERATION=durch den örtlichen Weg: Langpassage	vom zielgesetzten Ansatz weiter: vom Vorigen; Arbeitsgegenstand: Zugabe Posten; einsetzen; durch den örtlichen Weg: Langpassage; Schritt schließen.	NO
H5-S003	H5	f56r	FRESH_AFTER_CLOSE	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	halten | weitere Zutat | bearbeiten · kurz · Posten | einsetzen · einsetzen · Posten	PROCESS_OR_STATE>OBJECT>PROCESS_OR_STATE>OPERATION	PROCESS_OR_STATE=Prozess: halten | OBJECT=Arbeitsgegenstand: weitere Zutat | PROCESS_OR_STATE=Prozess: bearbeiten kurz Posten | OPERATION=einsetzen einsetzen Posten	Neuer Schritt: Prozess: halten; Arbeitsgegenstand: weitere Zutat; Prozess: bearbeiten kurz Posten; einsetzen einsetzen Posten.	NO
H5-S004	H5	f56r	CONTINUE_SAME_OWNER_OPEN	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	weiterbearbeiten | einsetzen · Auszug | bearbeiten · Ziel	OPERATION>OBJECT>TRANSFER_OR_ADDRESS	OPERATION=weiterbearbeiten | OBJECT=Arbeitsgegenstand: einsetzen Auszug | TRANSFER_OR_ADDRESS=Weg/Adresse: bearbeiten Ziel	mit dem eingesetzten Posten weiter: weiterbearbeiten; Arbeitsgegenstand: einsetzen Auszug; Weg/Adresse: bearbeiten Ziel.	NO
H5-S005	H5	f56r	CONTINUE_SAME_OWNER_OPEN	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	weitere Zutat | weiterbearbeiten | Auszug · Quelle | danach · anwenden	OBJECT>OPERATION>OBJECT>OPERATION	OBJECT=Arbeitsgegenstand: weitere Zutat | OPERATION=weiterbearbeiten | OBJECT=Arbeitsgegenstand: Auszug Quelle | OPERATION=danach anwenden	mit dem Auszug am Ziel weiter: Arbeitsgegenstand: weitere Zutat; weiterbearbeiten; Arbeitsgegenstand: Auszug Quelle; danach anwenden.	NO
H5-S006	H5	f56r	CONTINUE_SAME_OWNER_OPEN	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	das nächste | kurz · weiter | Sollmaß	ANAPHOR>PROCESS_OR_STATE>QUANTITY_OR_STAGE	ANAPHOR=als Nächstes | PROCESS_OR_STATE=Prozess: kurz weiter | QUANTITY_OR_STAGE=nach Sollmaß	zum nächsten Posten weiter: als Nächstes; Prozess: kurz weiter; nach Sollmaß.	NO
B1-S001	B1	f81v	RECORD_START	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	kurz einwirken; Schluss	OPERATION_CLOSE	OPERATION_CLOSE=kurz einwirken	Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: kurz einwirken; Schritt schließen.	NO
B1-S002	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	bemessen | Lauf | dorthin einsetzen | davon | weiter | Anteil | weiterer Anteil | dorthin | weiter | weiter | Zusatz | derselbe Ansatz | weiter | Passage · kurz · Ziel | Sollmaß | einsetzen · länger · Ziel | Sollmaß | durchleiten | überführen; Schluss	OPERATION>TRANSFER_OR_ADDRESS>OPERATION>ANAPHOR>LINK_OR_ORDER>QUANTITY_OR_STAGE>QUANTITY_OR_STAGE>ANAPHOR>LINK_OR_ORDER>LINK_OR_ORDER>OBJECT>ANAPHOR>LINK_OR_ORDER>PATH_OPERATION>QUANTITY_OR_STAGE>PROCESS_OR_STATE>QUANTITY_OR_STAGE>OPERATION>OPERATION_CLOSE	OPERATION=bemessen | TRANSFER_OR_ADDRESS=am Lauf | OPERATION=dorthin einsetzen | ANAPHOR=davon | LINK_OR_ORDER=weiter | QUANTITY_OR_STAGE=einen Anteil | QUANTITY_OR_STAGE=einen weiteren Anteil | ANAPHOR=dorthin | LINK_OR_ORDER=weiter | LINK_OR_ORDER=weiter | OBJECT=Arbeitsgegenstand: Zusatz | ANAPHOR=mit demselben Ansatz | LINK_OR_ORDER=weiter | PATH_OPERATION=durch den örtlichen Weg: Passage kurz Ziel | QUANTITY_OR_STAGE=nach Sollmaß | PROCESS_OR_STATE=Prozess: einsetzen länger Ziel | QUANTITY_OR_STAGE=nach Sollmaß | OPERATION=durchleiten | OPERATION_CLOSE=überführen	Neuer Schritt: bemessen; am Lauf; dorthin einsetzen; davon; weiter; einen Anteil; einen weiteren Anteil; dorthin; weiter; weiter; Arbeitsgegenstand: Zusatz; mit demselben Ansatz; weiter; durch den örtlichen Weg: Passage kurz Ziel; nach Sollmaß; Prozess: einsetzen länger Ziel; nach Sollmaß; durchleiten; überführen; Schritt schließen.	NO
B1-S003	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	weiter | Haltetransfer; Schluss	LINK_OR_ORDER>PROCESS_OR_STATE	LINK_OR_ORDER=weiter | PROCESS_OR_STATE=Prozess: Haltetransfer	Neuer Schritt: weiter; Prozess: Haltetransfer; Schritt schließen.	NO
B1-S004	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	überführen | weiter | kurz absetzen; Schluss	OPERATION>LINK_OR_ORDER>OPERATION_CLOSE	OPERATION=überführen | LINK_OR_ORDER=weiter | OPERATION_CLOSE=kurz absetzen	Neuer Schritt: überführen; weiter; kurz absetzen; Schritt schließen.	NO
B1-S005	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	weiterführen; Schluss	OPERATION_CLOSE	OPERATION_CLOSE=weiterführen	Neuer Schritt: weiterführen; Schritt schließen.	NO
B1-S006	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	Anteil zugeben | durchleiten | Zusatz | Ziel	OPERATION>OPERATION>OBJECT>TRANSFER_OR_ADDRESS	OPERATION=Anteil zugeben | OPERATION=durchleiten | OBJECT=Arbeitsgegenstand: Zusatz | TRANSFER_OR_ADDRESS=zum Ziel	Neuer Schritt: Anteil zugeben; durchleiten; Arbeitsgegenstand: Zusatz; zum Ziel.	NO
B1-S007	B1	f81v	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	einführen; Schluss	OPERATION_CLOSE	OPERATION_CLOSE=einführen	am offenen Ziel in die Überführung weiter: einführen; Schritt schließen.	NO
B1-S008	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	ANAPHOR>LINK_OR_ORDER>OPERATION>LINK_OR_ORDER>OPERATION_CLOSE	ANAPHOR=dies | LINK_OR_ORDER=weiter | OPERATION=kurz wärmen | LINK_OR_ORDER=weiter | OPERATION_CLOSE=kurz absetzen	Neuer Schritt: dies; weiter; kurz wärmen; weiter; kurz absetzen; Schritt schließen.	NO
B1-S009	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	kurz einwirken; Schluss	OPERATION_CLOSE	OPERATION_CLOSE=kurz einwirken	Neuer Schritt: kurz einwirken; Schritt schließen.	NO
B1-S010	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	kurz einwirken; Schluss	OPERATION_CLOSE	OPERATION_CLOSE=kurz einwirken	Neuer Schritt: kurz einwirken; Schritt schließen.	NO
B1-S011	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	durchleiten | einsetzen	OPERATION>OPERATION	OPERATION=durchleiten | OPERATION=einsetzen	Neuer Schritt: durchleiten; einsetzen.	NO
B1-S012	B1	f81v	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	waschen | kurz einwirken | waschen; schließen	PATH_OPERATION>OPERATION>PATH_OPERATION	PATH_OPERATION=durch den örtlichen Weg: waschen | OPERATION=kurz einwirken | PATH_OPERATION=durch den örtlichen Weg: waschen	mit dem eingesetzten Posten am selben Besitzer weiter: durch den örtlichen Weg: waschen; kurz einwirken; durch den örtlichen Weg: waschen; Schritt schließen.	NO
B1-S013	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	waschen; schließen	PATH_OPERATION	PATH_OPERATION=durch den örtlichen Weg: waschen	Neuer Schritt: durch den örtlichen Weg: waschen; Schritt schließen.	NO
B1-S014	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	überführen | weiter | abführen · übertragen · Ziel | weiter | danach · Quelle	OPERATION>LINK_OR_ORDER>TRANSFER_OR_ADDRESS>LINK_OR_ORDER>TRANSFER_OR_ADDRESS	OPERATION=überführen | LINK_OR_ORDER=weiter | TRANSFER_OR_ADDRESS=Weg/Adresse: abführen übertragen Ziel | LINK_OR_ORDER=weiter | TRANSFER_OR_ADDRESS=Weg/Adresse: danach Quelle	Neuer Schritt: überführen; weiter; Weg/Adresse: abführen übertragen Ziel; weiter; Weg/Adresse: danach Quelle.	NO
B1-S015	B1	f81v	CONTINUE_SAME_OWNER_OPEN	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	Posten · kurz · Teil | einführen; Schluss	PROCESS_OR_STATE>OPERATION_CLOSE	PROCESS_OR_STATE=Prozess: Posten kurz Teil | OPERATION_CLOSE=einführen	von der eben gesetzten Quelle weiter: Prozess: Posten kurz Teil; einführen; Schritt schließen.	NO
B1-S016	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	OPERATION>OPERATION>LINK_OR_ORDER>OPERATION_CLOSE	OPERATION=dorthin einsetzen | OPERATION=lange einwirken | LINK_OR_ORDER=weiter | OPERATION_CLOSE=kurz absetzen	Neuer Schritt: dorthin einsetzen; lange einwirken; weiter; kurz absetzen; Schritt schließen.	NO
B1-S017	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	dorthin | kurz · weiter | übertragen; schließen	ANAPHOR>PROCESS_OR_STATE>TRANSFER_OR_ADDRESS	ANAPHOR=dorthin | PROCESS_OR_STATE=Prozess: kurz weiter | TRANSFER_OR_ADDRESS=Weg/Adresse: übertragen	Neuer Schritt: dorthin; Prozess: kurz weiter; Weg/Adresse: übertragen; Schritt schließen.	NO
B1-S018	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	abführen · Posten | halten · kurz · weiter | Arbeitsstufe | lange sammeln; Schluss	TRANSFER_OR_ADDRESS>PROCESS_OR_STATE>QUANTITY_OR_STAGE>OPERATION_CLOSE	TRANSFER_OR_ADDRESS=Weg/Adresse: abführen Posten | PROCESS_OR_STATE=Prozess: halten kurz weiter | QUANTITY_OR_STAGE=auf Arbeitsstufe | OPERATION_CLOSE=lange sammeln	Neuer Schritt: Weg/Adresse: abführen Posten; Prozess: halten kurz weiter; auf Arbeitsstufe; lange sammeln; Schritt schließen.	NO
B1-S019	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	kurz absetzen; Schluss	OPERATION_CLOSE	OPERATION_CLOSE=kurz absetzen	Neuer Schritt: kurz absetzen; Schritt schließen.	NO
B1-S020	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	kurz wärmen | seihen; Schluss	OPERATION>OPERATION_CLOSE	OPERATION=kurz wärmen | OPERATION_CLOSE=seihen	Neuer Schritt: kurz wärmen; seihen; Schritt schließen.	NO
B1-S021	B1	f81v	FRESH_AFTER_CLOSE	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	dorthin	ANAPHOR	ANAPHOR=dorthin	Neuer Schritt: dorthin.	NO
B2-S001	B2	f82r	RECORD_START	obere Paarbecken-/Zylinderstation	TERMINAL	überführen; Schluss	OPERATION_CLOSE	OPERATION_CLOSE=überführen	Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schritt schließen.	NO
B2-S002	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TERMINAL	weiterführen; Schluss	OPERATION_CLOSE	OPERATION_CLOSE=weiterführen	Neuer Schritt: weiterführen; Schritt schließen.	NO
B2-S003	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TERMINAL	Anteil zugeben | dies | lange einwirken; Schluss	OPERATION>ANAPHOR>OPERATION_CLOSE	OPERATION=Anteil zugeben | ANAPHOR=dies | OPERATION_CLOSE=lange einwirken	Neuer Schritt: Anteil zugeben; dies; lange einwirken; Schritt schließen.	NO
B2-S004	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TERMINAL	dorthin einsetzen | abführen · Passage · Posten | abführen · übertragen | lange einwirken | abführen · trennen; schließen	OPERATION>PATH_OPERATION>TRANSFER_OR_ADDRESS>OPERATION>PATH_OPERATION	OPERATION=dorthin einsetzen | PATH_OPERATION=durch den örtlichen Weg: abführen Passage Posten | TRANSFER_OR_ADDRESS=Weg/Adresse: abführen übertragen | OPERATION=lange einwirken | PATH_OPERATION=durch den örtlichen Weg: abführen trennen	Neuer Schritt: dorthin einsetzen; durch den örtlichen Weg: abführen Passage Posten; Weg/Adresse: abführen übertragen; lange einwirken; durch den örtlichen Weg: abführen trennen; Schritt schließen.	NO
B2-S005	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	TERMINAL	einsetzen · Ziel · Posten | auffangen · Sollmaß | durchleiten | bemessen | bemessen | bereitstellen · weiter | wärmen · länger · Posten | abziehen; Schluss	TRANSFER_OR_ADDRESS>PROCESS_OR_STATE>OPERATION>OPERATION>OPERATION>PROCESS_OR_STATE>PROCESS_OR_STATE>OPERATION_CLOSE	TRANSFER_OR_ADDRESS=Weg/Adresse: einsetzen Ziel Posten | PROCESS_OR_STATE=Prozess: auffangen Sollmaß | OPERATION=durchleiten | OPERATION=bemessen | OPERATION=bemessen | PROCESS_OR_STATE=Prozess: bereitstellen weiter | PROCESS_OR_STATE=Prozess: wärmen länger Posten | OPERATION_CLOSE=abziehen	Neuer Schritt: Weg/Adresse: einsetzen Ziel Posten; Prozess: auffangen Sollmaß; durchleiten; bemessen; bemessen; Prozess: bereitstellen weiter; Prozess: wärmen länger Posten; abziehen; Schritt schließen.	NO
B2-S006	B2	f82r	FRESH_AFTER_CLOSE	obere Paarbecken-/Zylinderstation	NONCLOSE	danach · länger · Posten | dorthin einsetzen | Passage · kurz · Posten | einsetzen	PROCESS_OR_STATE>OPERATION>PATH_OPERATION>OPERATION	PROCESS_OR_STATE=Prozess: danach länger Posten | OPERATION=dorthin einsetzen | PATH_OPERATION=durch den örtlichen Weg: Passage kurz Posten | OPERATION=einsetzen	Neuer Schritt: Prozess: danach länger Posten; dorthin einsetzen; durch den örtlichen Weg: Passage kurz Posten; einsetzen.	NO
B2-S007	B2	f82r	OWNER_RESET	mittlere linke Geräte-/Inline-Knotenstation	TERMINAL	absetzen · kurz; schließen	PROCESS_OR_STATE	PROCESS_OR_STATE=Prozess: absetzen kurz	Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: Prozess: absetzen kurz; Schritt schließen.	NO
