edition	paragraph	page	at	word	value	head	head_at	category	numerator	numerator_at	denominator	denominator_at	raw_line
ZL3b	f111r|f111r.6-f111r.35	f111r	ZL3b|f111r.11|G011	daiin	C	chey	ZL3b|f111r.11|G010	UNKNOWN_HEAD					dshey lkeedy lkeedy cheedy oteedaiin sheedy ar a{ikh}y shkaiin chey daiin daram
ZL3b	f111r|f111r.6-f111r.35	f111r	ZL3b|f111r.13|G009	dain	B	or	ZL3b|f111r.13|G008	UNKNOWN_HEAD					qosheo lchdy lshedy olkeeedy lr al chr or dain shey arain chey teey cheodaiin
ZL3b	f111r|f111r.6-f111r.35	f111r	ZL3b|f111r.15|G008	daiin	C	chey	ZL3b|f111r.15|G007	UNKNOWN_HEAD					sheeodar aiin sheey shey oteody oteedy chey daiin oteol otedar tar pchdam
ZL3b	f111r|f111r.6-f111r.35	f111r	ZL3b|f111r.18|G001	daiin	C			NO_LEFT_HEAD					daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched
ZL3b	f111r|f111r.6-f111r.35	f111r	ZL3b|f111r.21|G001	daiin	C			NO_LEFT_HEAD					daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy
ZL3b	f111r|f111r.6-f111r.35	f111r	ZL3b|f111r.21|G014	dain	B	cheo	ZL3b|f111r.21|G013	UNKNOWN_HEAD					daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy
ZL3b	f111r|f111r.6-f111r.35	f111r	ZL3b|f111r.27|G009	daiin	C	lkeey	ZL3b|f111r.27|G008	UNKNOWN_HEAD	odaiin	ZL3b|f111r.25|G013			dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal
ZL3b	f111r|f111r.6-f111r.35	f111r	ZL3b|f111r.28|G009	dain	B	al	ZL3b|f111r.28|G008	UNKNOWN_HEAD	odaiin	ZL3b|f111r.25|G013			qokeeol shedy qokeod cheokeey sheokar shekeey qotees al dain chedy qotain alam
ZL3b	f112v|f112v.39-f112v.41	f112v	ZL3b|f112v.40|G007	daiin	C	shchy	ZL3b|f112v.40|G006	UNKNOWN_HEAD	okaiin	ZL3b|f112v.39|G003			y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin
ZL3b	f112v|f112v.39-f112v.41	f112v	ZL3b|f112v.40|G011	daiin	C	chedy	ZL3b|f112v.40|G010	UNKNOWN_HEAD	okaiin	ZL3b|f112v.39|G003			y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin
ZL3b	f113r|f113r.37-f113r.38	f113r	ZL3b|f113r.38|G001	daiin	C			NO_LEFT_HEAD					daiin sheor qoteey daiin okchedy sheo[s:r] aiin
ZL3b	f113r|f113r.37-f113r.38	f113r	ZL3b|f113r.38|G004	daiin	C	qoteey	ZL3b|f113r.38|G003	UNKNOWN_HEAD					daiin sheor qoteey daiin okchedy sheo[s:r] aiin
ZL3b	f115v|f115v.1-f115v.5	f115v	ZL3b|f115v.5|G001	dair	A			NO_LEFT_HEAD					dair cheky qoteey otar chl oleed
ZL3b	f115v|f115v.13-f115v.17	f115v	ZL3b|f115v.16|G001	dain	B			NO_LEFT_HEAD					dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld
ZL3b	f115v|f115v.18-f115v.20	f115v	ZL3b|f115v.19|G008	dain	B	qoteody	ZL3b|f115v.19|G007	UNKNOWN_HEAD					yshedy qokeedy lxor xoiin choto keeody qoteody dain qokchedy ralom
ZL3b	f116r|f116r.1-f116r.3	f116r	ZL3b|f116r.3|G001	dain	B			NO_LEFT_HEAD					dain chl lshey cthy lshedy oteor shey qo saly
ZL3b	f19v|f19v.1-f19v.7	f19v	ZL3b|f19v.3|G003	daiin	C	chol	ZL3b|f19v.3|G002	QUALITY_HEAD_ASSUMED					otchy chol daiin qotol ytol daiiin
ZL3b	f19v|f19v.1-f19v.7	f19v	ZL3b|f19v.4|G004	daiin	C	qotol	ZL3b|f19v.4|G003	UNKNOWN_HEAD					ytch chcthy qotol daiin daiin
ZL3b	f19v|f19v.1-f19v.7	f19v	ZL3b|f19v.4|G005	daiin	C	daiin	ZL3b|f19v.4|G004	VALUE_SEQUENCE					ytch chcthy qotol daiin daiin
ZL3b	f19v|f19v.1-f19v.7	f19v	ZL3b|f19v.5|G003	daiin	C	qoteey	ZL3b|f19v.5|G002	UNKNOWN_HEAD					qotchy qoteey daiin doty qot
ZL3b	f20r|f20r.9-f20r.13	f20r	ZL3b|f20r.12|G007	daiin	C	qoteey	ZL3b|f20r.12|G006	UNKNOWN_HEAD	chor	ZL3b|f20r.10|G002			shoiin cheody otchey otchy tchy qoteey daiin dar
ZL3b	f42v|f42v.9-f42v.16	f42v	ZL3b|f42v.13|G006	daiin	C	che{cthh}y	ZL3b|f42v.13|G005	UNKNOWN_HEAD	chy	ZL3b|f42v.10|G003			sho chey teor shey che{cthh}y daiin chokeey daiin
ZL3b	f42v|f42v.9-f42v.16	f42v	ZL3b|f42v.13|G008	daiin	C	chokeey	ZL3b|f42v.13|G007	UNKNOWN_HEAD	chy	ZL3b|f42v.10|G003			sho chey teor shey che{cthh}y daiin chokeey daiin
ZL3b	f44r|f44r.5-f44r.7	f44r	ZL3b|f44r.5|G008	daiin	C	ytey	ZL3b|f44r.5|G007	UNKNOWN_HEAD					toy shysho qoteey char cheeky sheey ytey daiin
ZL3b	f56v|f56v.1-f56v.6	f56v	ZL3b|f56v.2|G004	daiin	C	qoteey	ZL3b|f56v.2|G003	UNKNOWN_HEAD	shor	ZL3b|f56v.1|G005			shodshey qot[eee:ech]y qoteey daiin qoteey cthar
ZL3b	f56v|f56v.1-f56v.6	f56v	ZL3b|f56v.3|G005	daiin	C	qotchey	ZL3b|f56v.3|G004	UNKNOWN_HEAD	shor	ZL3b|f56v.1|G005			ochey chol chol qotchey daiin choteeey dal
ZL3b	f56v|f56v.1-f56v.6	f56v	ZL3b|f56v.4|G004	daiin	C	chey	ZL3b|f56v.4|G003	UNKNOWN_HEAD	shor	ZL3b|f56v.1|G005			schy t chey daiin d eey tad dain
ZL3b	f56v|f56v.1-f56v.6	f56v	ZL3b|f56v.4|G008	dain	B	tad	ZL3b|f56v.4|G007	UNKNOWN_HEAD	shor	ZL3b|f56v.1|G005			schy t chey daiin d eey tad dain
ZL3b	f75r|f75r.32-f75r.46	f75r	ZL3b|f75r.46|G005	dain	B	qokedy	ZL3b|f75r.46|G004	UNKNOWN_HEAD	okaiin	ZL3b|f75r.45|G010			qokey qokedy sheol qokedy dain shedy otol chedy ol[o:a]r
ZL3b	f76v|f76v.16-f76v.24	f76v	ZL3b|f76v.18|G008	daiin	C	chedchey	ZL3b|f76v.18|G007	UNKNOWN_HEAD					lshey qockhedy qodeey qolkeedy qokedy chol chedchey daiin olkedy
ZL3b	f77r|f77r.9-f77r.24	f77r	ZL3b|f77r.18|G001	daiin	C			NO_LEFT_HEAD	qotaiin	ZL3b|f77r.16|G002			daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin
ZL3b	f77r|f77r.9-f77r.24	f77r	ZL3b|f77r.24|G001	daiin	C			NO_LEFT_HEAD	chy	ZL3b|f77r.22|G006	qotaiin	ZL3b|f77r.18|G011	daiin dol shor cphey lfcheal shear qolchy
ZL3b	f82r|f82r.11-f82r.19	f82r	ZL3b|f82r.15|G008	daiin	C	dy	ZL3b|f82r.15|G007	UNKNOWN_HEAD					kedy lchedy qokedy qok[ee:ch]dy lkeedy qokaiin dy daiin chdy dy
ZL3b	f82r|f82r.20-f82r.33	f82r	ZL3b|f82r.21|G001	daiin	C			NO_LEFT_HEAD					daiin cheoky lkedy salshey daiin chey qol chedy qokeey dal
ZL3b	f82r|f82r.20-f82r.33	f82r	ZL3b|f82r.21|G005	daiin	C	salshey	ZL3b|f82r.21|G004	UNKNOWN_HEAD					daiin cheoky lkedy salshey daiin chey qol chedy qokeey dal
ZL3b	f82r|f82r.20-f82r.33	f82r	ZL3b|f82r.23|G005	daiin	C	lcheey	ZL3b|f82r.23|G004	UNKNOWN_HEAD					cheey qcthey qokeey lcheey daiin chey qokeeedy lchedy lar
ZL3b	f86v3|f86v3.23-f86v3.28	f86v3	ZL3b|f86v3.25|G006	daiin	C	qoky	ZL3b|f86v3.25|G005	UNKNOWN_HEAD	qotaiin	ZL3b|f86v3.23|G008			qodaiin y ochedy qotchey qoky daiin chdy oteedy qoty daiin am
ZL3b	f86v3|f86v3.23-f86v3.28	f86v3	ZL3b|f86v3.25|G010	daiin	C	qoty	ZL3b|f86v3.25|G009	UNKNOWN_HEAD	qotaiin	ZL3b|f86v3.23|G008			qodaiin y ochedy qotchey qoky daiin chdy oteedy qoty daiin am
ZL3b	f86v3|f86v3.29-f86v3.36	f86v3	ZL3b|f86v3.30|G006	daiin	C	cheey	ZL3b|f86v3.30|G005	UNKNOWN_HEAD					ytchey yteey chdal or cheey daiin cheokaii[@175;:m]
ZL3b	f86v5|f86v5.26-f86v5.39	f86v5	ZL3b|f86v5.33|G009	daiin	C	oty	ZL3b|f86v5.33|G008	UNKNOWN_HEAD	odaiin	ZL3b|f86v5.30|G001			qokeey ol kaiin ol kain olkeedy qopcheey oty daiin otam
IT2a	f100r|f100r.12-f100r.15	f100r	IT2a|f100r.13|G007	daiin	C	sorary	IT2a|f100r.13|G006	UNKNOWN_HEAD	cthey	IT2a|f100r.13|G002			dsheor cthey qokeey oteey ykeeodain sorary daiin daiin deeamshol
IT2a	f100r|f100r.12-f100r.15	f100r	IT2a|f100r.13|G008	daiin	C	daiin	IT2a|f100r.13|G007	VALUE_SEQUENCE	cthey	IT2a|f100r.13|G002			dsheor cthey qokeey oteey ykeeodain sorary daiin daiin deeamshol
IT2a	f103r|f103r.1-f103r.4	f103r	IT2a|f103r.1|G010	dain	B	yshdal	IT2a|f103r.1|G009	UNKNOWN_HEAD					pchedal shdy yteechypchy otey ylshey qoteey qotal shedy yshdal dain okol dal dy
IT2a	f103r|f103r.1-f103r.4	f103r	IT2a|f103r.2|G001	dain	B			NO_LEFT_HEAD					dain shek chcphhdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok?? chedy
IT2a	f103r|f103r.24-f103r.26	f103r	IT2a|f103r.24|G010	dain	B	otey	IT2a|f103r.24|G009	UNKNOWN_HEAD					tchoky okeal shedy qokal oty opchedy qotain shcthy otey dain oteey oky
IT2a	f103v|f103v.17-f103v.19	f103v	IT2a|f103v.19|G001	daiin	C			NO_LEFT_HEAD					daiin chey lkeey chalkar cheeey lchealaiin or
IT2a	f104v|f104v.41-f104v.44	f104v	IT2a|f104v.44|G001	daiin	C			NO_LEFT_HEAD	qotaiin	IT2a|f104v.41|G008			daiin ycheeo chey okeeey qokeeey okeey okeey
IT2a	f106r|f106r.42-f106r.47	f106r	IT2a|f106r.43|G003	daiin	C	sheol	IT2a|f106r.43|G002	UNKNOWN_HEAD					daiiral sheol daiin otedy qokain akar cheor al taiin chekal otaras
IT2a	f107r|f107r.4-f107r.7	f107r	IT2a|f107r.6|G004	daiin	C	chotchedy	IT2a|f107r.6|G003	UNKNOWN_HEAD					okcheey qokeedy chotchedy daiin ar oteey lteey chedaiin okchey otaiin am
IT2a	f107v|f107v.45-f107v.49	f107v	IT2a|f107v.47|G007	daiin	C	qokeey	IT2a|f107v.47|G006	UNKNOWN_HEAD					ycheey qokeey okeoteey qokey qokey qokeey daiin y okoey odain
IT2a	f108r|f108r.8-f108r.10	f108r	IT2a|f108r.10|G009	daiin	C	qokeeo	IT2a|f108r.10|G008	UNKNOWN_HEAD	cthey	IT2a|f108r.9|G001			taiin shkeedy qoteey oteey yteol ykeedy chekar qokeeo daiin okeyty ody
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.6|G001	dain	B			NO_LEFT_HEAD					dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.8|G001	daiin	C			NO_LEFT_HEAD					daiin o chedain daiin cheedy qokeey qokedy chckhhy otshedy lkeeol lkeey qotchdy
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.8|G004	daiin	C	chedain	IT2a|f111r.8|G003	UNKNOWN_HEAD					daiin o chedain daiin cheedy qokeey qokedy chckhhy otshedy lkeeol lkeey qotchdy
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.11|G011	daiin	C	chey	IT2a|f111r.11|G010	UNKNOWN_HEAD					dshey lkeedy lkeedy cheedy oteedain sheedy ar aikhy shkaiin chey daiin dar am
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.13|G009	dain	B	or	IT2a|f111r.13|G008	UNKNOWN_HEAD					qosheo lchdy lshedy olkeeedy lr al chr or dain shey orain chey teey cheo daiin
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.13|G015	daiin	C	cheo	IT2a|f111r.13|G014	UNKNOWN_HEAD					qosheo lchdy lshedy olkeeedy lr al chr or dain shey orain chey teey cheo daiin
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.15|G008	daiin	C	chey	IT2a|f111r.15|G007	UNKNOWN_HEAD					sheeodar aiin sheey shey oteodo oteedy chey daiin oteol otedar tar pchdam
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.18|G001	daiin	C			NO_LEFT_HEAD					daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheal lokeedy lched
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.21|G001	daiin	C			NO_LEFT_HEAD					daiin okar ain teey oteey oxor shey chey kydeedy cheo dain sheet ar al l cheotydy
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.21|G011	dain	B	cheo	IT2a|f111r.21|G010	UNKNOWN_HEAD					daiin okar ain teey oteey oxor shey chey kydeedy cheo dain sheet ar al l cheotydy
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.24|G009	dain	B	oteo	IT2a|f111r.24|G008	UNKNOWN_HEAD					sain chckhey cheos lchal lkechey okeey lkechedy oteo dain char lko lchr aiin aim
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.27|G009	daiin	C	lkeey	IT2a|f111r.27|G008	UNKNOWN_HEAD	odaiin	IT2a|f111r.25|G012			dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedy teedain olkal
IT2a	f111r|f111r.6-f111r.35	f111r	IT2a|f111r.28|G009	dain	B	al	IT2a|f111r.28|G008	UNKNOWN_HEAD	odaiin	IT2a|f111r.25|G012			qokeeol shedy qokeod cheokeey sheokar shekeey qotees al dain chedy qotain alam
IT2a	f112v|f112v.39-f112v.41	f112v	IT2a|f112v.40|G007	daiin	C	shchy	IT2a|f112v.40|G006	UNKNOWN_HEAD	okaiin	IT2a|f112v.39|G003			y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin
IT2a	f112v|f112v.39-f112v.41	f112v	IT2a|f112v.40|G011	daiin	C	chedy	IT2a|f112v.40|G010	UNKNOWN_HEAD	okaiin	IT2a|f112v.39|G003			y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin
IT2a	f113r|f113r.37-f113r.38	f113r	IT2a|f113r.38|G001	daiin	C			NO_LEFT_HEAD					daiin sheor qoteey daiin okchedy sheos aiin
IT2a	f113r|f113r.37-f113r.38	f113r	IT2a|f113r.38|G004	daiin	C	qoteey	IT2a|f113r.38|G003	UNKNOWN_HEAD					daiin sheor qoteey daiin okchedy sheos aiin
IT2a	f115v|f115v.1-f115v.5	f115v	IT2a|f115v.5|G001	dair	A			NO_LEFT_HEAD					dair cheky qoteey otar chl oleed
IT2a	f115v|f115v.13-f115v.17	f115v	IT2a|f115v.16|G001	dain	B			NO_LEFT_HEAD					dain aroteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld
IT2a	f115v|f115v.18-f115v.20	f115v	IT2a|f115v.19|G008	dain	B	qoteody	IT2a|f115v.19|G007	UNKNOWN_HEAD					yshedy qokeedy lxor xoiin choto keeody qoteody dain qokchedy ralom
IT2a	f116r|f116r.1-f116r.3	f116r	IT2a|f116r.3|G001	dain	B			NO_LEFT_HEAD					dain chl lshey cthy lshedy oteor shey qo saly
IT2a	f19v|f19v.1-f19v.7	f19v	IT2a|f19v.3|G003	daiin	C	chol	IT2a|f19v.3|G002	QUALITY_HEAD_ASSUMED					otchy chol daiin qotol ytol daiin
IT2a	f19v|f19v.1-f19v.7	f19v	IT2a|f19v.3|G006	daiin	C	ytol	IT2a|f19v.3|G005	UNKNOWN_HEAD					otchy chol daiin qotol ytol daiin
IT2a	f19v|f19v.1-f19v.7	f19v	IT2a|f19v.4|G004	daiin	C	qotol	IT2a|f19v.4|G003	UNKNOWN_HEAD					ytch chcthy qotol daiin daiin
IT2a	f19v|f19v.1-f19v.7	f19v	IT2a|f19v.4|G005	daiin	C	daiin	IT2a|f19v.4|G004	VALUE_SEQUENCE					ytch chcthy qotol daiin daiin
IT2a	f19v|f19v.1-f19v.7	f19v	IT2a|f19v.5|G003	daiin	C	qoteey	IT2a|f19v.5|G002	UNKNOWN_HEAD					qotchy qoteey daiin doty qot
IT2a	f20r|f20r.9-f20r.13	f20r	IT2a|f20r.12|G007	daiin	C	qoteey	IT2a|f20r.12|G006	UNKNOWN_HEAD	chor	IT2a|f20r.10|G002			shoiin cheody otchey otchy tchy qoteey daiin dar
IT2a	f42v|f42v.9-f42v.16	f42v	IT2a|f42v.13|G006	daiin	C	checthhy	IT2a|f42v.13|G005	UNKNOWN_HEAD	chy	IT2a|f42v.10|G003			sho chey teor shey checthhy daiin chokeey daiin
IT2a	f42v|f42v.9-f42v.16	f42v	IT2a|f42v.13|G008	daiin	C	chokeey	IT2a|f42v.13|G007	UNKNOWN_HEAD	chy	IT2a|f42v.10|G003			sho chey teor shey checthhy daiin chokeey daiin
IT2a	f44r|f44r.5-f44r.7	f44r	IT2a|f44r.5|G008	daiin	C	ytey	IT2a|f44r.5|G007	UNKNOWN_HEAD	chor	IT2a|f44r.5|G004			toy shysho qoteey chor cheeky sheey ytey daiin
IT2a	f56v|f56v.1-f56v.6	f56v	IT2a|f56v.2|G004	daiin	C	qoteey	IT2a|f56v.2|G003	UNKNOWN_HEAD	shor	IT2a|f56v.1|G005			shodshey qoteeey qoteey daiin qoteey cthar
IT2a	f56v|f56v.1-f56v.6	f56v	IT2a|f56v.3|G005	daiin	C	qotchey	IT2a|f56v.3|G004	UNKNOWN_HEAD	shor	IT2a|f56v.1|G005			ochey chol chol qotchey daiin choteeey dal
IT2a	f56v|f56v.1-f56v.6	f56v	IT2a|f56v.4|G003	daiin	C	tchey	IT2a|f56v.4|G002	UNKNOWN_HEAD	shor	IT2a|f56v.1|G005			schy tchey daiin deey tod dain
IT2a	f56v|f56v.1-f56v.6	f56v	IT2a|f56v.4|G006	dain	B	tod	IT2a|f56v.4|G005	UNKNOWN_HEAD	shor	IT2a|f56v.1|G005			schy tchey daiin deey tod dain
IT2a	f75r|f75r.32-f75r.46	f75r	IT2a|f75r.46|G005	dain	B	qokedy	IT2a|f75r.46|G004	UNKNOWN_HEAD	okaiin	IT2a|f75r.45|G010			qokey qokedy sheol qokedy dain shedy otol chedy olor
IT2a	f76v|f76v.16-f76v.24	f76v	IT2a|f76v.18|G008	daiin	C	chedchey	IT2a|f76v.18|G007	UNKNOWN_HEAD					lshey qockhedy qodeey qolkeedy qokedy chol chedchey daiin olkedy
IT2a	f77r|f77r.9-f77r.24	f77r	IT2a|f77r.18|G001	daiin	C			NO_LEFT_HEAD	qotaiin	IT2a|f77r.16|G002			daiin cheedy lshey qol or chees sheckhedy qol cheedy qotaiin
IT2a	f77r|f77r.9-f77r.24	f77r	IT2a|f77r.24|G001	daiin	C			NO_LEFT_HEAD	chy	IT2a|f77r.22|G006	qotaiin	IT2a|f77r.18|G010	daiin dol shor cphey lfcheol shear qolchy
IT2a	f82r|f82r.11-f82r.18	f82r	IT2a|f82r.15|G008	daiin	C	dy	IT2a|f82r.15|G007	UNKNOWN_HEAD					tedy lchedy qokedy qokchdy lkeedy qokaiin dy daiin chdy dy
IT2a	f82r|f82r.20-f82r.33	f82r	IT2a|f82r.21|G001	daiin	C			NO_LEFT_HEAD					daiin cheoky lkedy rolshey daiin chey qol chedy qokeey dal
IT2a	f82r|f82r.20-f82r.33	f82r	IT2a|f82r.21|G005	daiin	C	rolshey	IT2a|f82r.21|G004	UNKNOWN_HEAD					daiin cheoky lkedy rolshey daiin chey qol chedy qokeey dal
IT2a	f82r|f82r.20-f82r.33	f82r	IT2a|f82r.23|G005	daiin	C	lcheey	IT2a|f82r.23|G004	UNKNOWN_HEAD					cheey qcthey qokeey lcheey daiin chey qokeeedy lchedy lar
IT2a	f82r|f82r.20-f82r.33	f82r	IT2a|f82r.32|G003	daiin	C	she	IT2a|f82r.32|G002	UNKNOWN_HEAD					teoiin she daiin chckhey lchey lcheckhy sheey lr chey rain
IT2a	f86v3|f86v3.23-f86v3.28	f86v3	IT2a|f86v3.25|G005	daiin	C	qoky	IT2a|f86v3.25|G004	UNKNOWN_HEAD	qotaiin	IT2a|f86v3.23|G008			qodaiin yochedy qotchey qoky daiin chdy oteedy qoty daiin om
IT2a	f86v3|f86v3.23-f86v3.28	f86v3	IT2a|f86v3.25|G009	daiin	C	qoty	IT2a|f86v3.25|G008	UNKNOWN_HEAD	qotaiin	IT2a|f86v3.23|G008			qodaiin yochedy qotchey qoky daiin chdy oteedy qoty daiin om
IT2a	f86v3|f86v3.29-f86v3.36	f86v3	IT2a|f86v3.30|G006	daiin	C	cheey	IT2a|f86v3.30|G005	UNKNOWN_HEAD					ytchey yteey chdal or cheey daiin cheokaiim
ZL3b	f18v|f18v.1-f18v.10	f18v	ZL3b|f18v.7|G005	daiin	C	qokol	ZL3b|f18v.7|G004	UNKNOWN_HEAD	chy	ZL3b|f18v.6|G005	chor	ZL3b|f18v.6|G002	ychol dor chod qokol daiin qokol dar dy
ZL3b	f18v|f18v.1-f18v.10	f18v	ZL3b|f18v.10|G003	dair	A	dshy	ZL3b|f18v.10|G002	UNKNOWN_HEAD	chy	ZL3b|f18v.6|G005	chor	ZL3b|f18v.6|G002	yk[o:a] dshy dair ykol dom<!spots near dom>
ZL3b	f2v|f2v.1-f2v.4	f2v	ZL3b|f2v.1|G007	dair	A	chor	ZL3b|f2v.1|G006	MATERIAL_HEAD_ASSUMED	chor	ZL3b|f2v.1|G006	kooiin	ZL3b|f2v.1|G001	kooiin cheo pchor otaiin odain chor dair shty
ZL3b	f2v|f2v.1-f2v.4	f2v	ZL3b|f2v.2|G009	daiin	C	chor	ZL3b|f2v.2|G008	MATERIAL_HEAD_ASSUMED	chor	ZL3b|f2v.2|G008	kooiin	ZL3b|f2v.1|G001	kcho kchy sho shol qotcho loeees qoty chor daiin
ZL3b	f2v|f2v.1-f2v.4	f2v	ZL3b|f2v.3|G008	daiin	C	chcthy	ZL3b|f2v.3|G007	UNKNOWN_HEAD	chor	ZL3b|f2v.3|G002	kooiin	ZL3b|f2v.1|G001	otchy chor lshy chol chody chodain chcthy daiin
ZL3b	f56r|f56r.9-f56r.19	f56r	ZL3b|f56r.11|G003	daiin	C	kcheey	ZL3b|f56r.11|G002	UNKNOWN_HEAD	okaiin	ZL3b|f56r.10|G009	chor	ZL3b|f56r.10|G002	shy kcheey daiin cthol chos chokor
ZL3b	f56r|f56r.9-f56r.19	f56r	ZL3b|f56r.19|G003	daiin	C	keol	ZL3b|f56r.19|G002	MATERIAL_HEAD_ASSUMED	keol	ZL3b|f56r.19|G002	ctho	ZL3b|f56r.16|G003	otchey keol daiin
IT2a	f18v|f18v.1-f18v.10	f18v	IT2a|f18v.7|G005	daiin	C	qokol	IT2a|f18v.7|G004	UNKNOWN_HEAD	chy	IT2a|f18v.6|G005	chor	IT2a|f18v.6|G002	ychol dor chod qokol daiin qokol dar dy
IT2a	f18v|f18v.1-f18v.10	f18v	IT2a|f18v.10|G003	dair	A	dshy	IT2a|f18v.10|G002	UNKNOWN_HEAD	chy	IT2a|f18v.6|G005	chor	IT2a|f18v.6|G002	yka dshy dair ykol dom
IT2a	f2v|f2v.1-f2v.4	f2v	IT2a|f2v.1|G006	dain	B	o	IT2a|f2v.1|G005	UNKNOWN_HEAD	kooiin	IT2a|f2v.1|G001			kooiin cheo pchor otaiin o dain chor dair shty
