replay_slot_ordinal	carrier_slot_id	primary_governor_key	physical_page	register	gate_class	gdt583_rule_id	gdt584_rule_id	portable_runtime_rule_id	written_carrier_ordinal	carrier_root	portable_core	expected_context_family	expected_lemma_de	expected_object_form_de	expected_genitive_form_de	historical_rule_lemma_de	historical_rule_exact	portable_lookup_route	observed_register_root_alternatives_de	portable_context_family	portable_lemma_de	portable_object_form_de	portable_genitive_form_de	portable_exact	portable_visible_exact	expected_packet_rule_id	portable_packet_rule_id	guard	gdt590_context_family	gdt590_lemma_de	gdt590_object_form_de	gdt590_genitive_form_de	gdt590_changed	gdt590_decision_source	gdt590_retained_alternative_de	gdt590_guard
11	RUNNING:G407-E0027@5	ACTION:G407-E0027@2:T	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	T_SOURCE_FIX	T_SOURCE_FIX	T_SOURCE_FIX	1	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	Arbeitsgut	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
12	RUNNING:G407-E0029@3	ACTION:G407-E0028@4:S	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	1	AIIN	WERT	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	Arbeitsflüssigkeit	YES	KNOWN_PACKET_RULE	Arbeitsflüssigkeit/Flüssigkeitsmenge	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	YES	YES	SOURCE_LIQUID_FROM_MATERIAL	SOURCE_LIQUID_FROM_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
13	RUNNING:G407-E0030@1	ACTION:G407-E0028@4:S	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	2	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	Arbeitsmaterial	YES	KNOWN_PACKET_RULE	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	YES	YES	SOURCE_LIQUID_FROM_MATERIAL	SOURCE_LIQUID_FROM_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
14	RUNNING:G407-E0032@3	ACTION:G407-E0031@1:S	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	1	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	Arbeitsmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
15	RUNNING:G407-E0036@1	ACTION:G407-E0035@2:T	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	T_SOURCE_FIX	T_SOURCE_FIX	T_SOURCE_FIX	1	AIIN	WERT	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	der Flüssigkeitsmenge	Flüssigkeitsmenge	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsflüssigkeit/Flüssigkeitsmenge	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	der Flüssigkeitsmenge	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	der Flüssigkeitsmenge	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
16	RUNNING:G407-E0041@1	ACTION:G407-E0040@1:S	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	1	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	Arbeitsmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
17	RUNNING:G407-E0043@3	ACTION:G407-E0043@2:T	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	T_SOURCE_FIX	T_SOURCE_FIX	T_SOURCE_FIX	1	AIIN	WERT	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	der Flüssigkeitsmenge	Flüssigkeitsmenge	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsflüssigkeit/Flüssigkeitsmenge	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	der Flüssigkeitsmenge	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	der Flüssigkeitsmenge	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
18	RUNNING:G407-E0046@1	ACTION:G407-E0046@6:SH	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	SH_SOURCE_REST	SH_SOURCE_REST	SH_SOURCE_REST	1	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	Arbeitsmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
19	RUNNING:G407-E0046@7	ACTION:G407-E0046@6:SH	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	SH_SOURCE_REST	SH_SOURCE_REST	SH_SOURCE_REST	2	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	Arbeitsmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
20	RUNNING:G407-E0054@5	ACTION:G407-E0054@1:SH	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	SH_SOURCE_REST	SH_SOURCE_REST	SH_SOURCE_REST	1	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	Arbeitsmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
21	RUNNING:G407-E0055@1	ACTION:G407-E0055@2:SH	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	SH_SOURCE_REST	SH_SOURCE_REST	SH_SOURCE_REST	1	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	Arbeitsmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
22	RUNNING:G407-E0055@4	ACTION:G407-E0055@2:SH	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	SH_SOURCE_REST	SH_SOURCE_REST	SH_SOURCE_REST	2	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	Arbeitsmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
23	RUNNING:G407-E0059@5	ACTION:G407-E0059@4:T	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	T_SOURCE_FIX	T_SOURCE_FIX	T_SOURCE_FIX	1	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	Arbeitsgut	YES	KNOWN_PACKET_RULE	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	YES	YES	SOURCE_PART_OF_MATERIAL	SOURCE_PART_OF_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
24	RUNNING:G407-E0061@1	ACTION:G407-E0059@4:T	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	T_SOURCE_FIX	T_SOURCE_FIX	T_SOURCE_FIX	2	Y	POSTEN	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	Arbeitsgut	YES	KNOWN_PACKET_RULE	Arbeitsgut/Arbeitsmaterial	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	YES	YES	SOURCE_PART_OF_MATERIAL	SOURCE_PART_OF_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
25	RUNNING:G407-E0062@1	ACTION:G407-E0059@4:T	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	T_SOURCE_FIX	T_SOURCE_FIX	T_SOURCE_FIX	3	AIN	ANTEIL	SOURCE_PART	Teilmenge	die Teilmenge	der Teilmenge	Teilmenge	YES	KNOWN_PACKET_RULE	Teilmenge	SOURCE_PART	Teilmenge	die Teilmenge	der Teilmenge	YES	YES	SOURCE_PART_OF_MATERIAL	SOURCE_PART_OF_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_PART	Teilmenge	die Teilmenge	der Teilmenge	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
26	RUNNING:G407-E0065@1	ACTION:G407-E0064@3:S	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	1	AIIN	WERT	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	Arbeitsflüssigkeit	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsflüssigkeit/Flüssigkeitsmenge	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
27	RUNNING:G407-E0073@5	ACTION:G407-E0073@4:S	f1r	SOURCE_SECTION_T	AUTO_CONTEXT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	1	AIIN	WERT	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	Arbeitsflüssigkeit	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitsflüssigkeit/Flüssigkeitsmenge	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
