surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt521_rank	gdt521_top1	gdt522_rank	gdt522_top1	gdt522_top5	truth_gdt521_score	truth_analogy_bonus	truth_gdt522_score	truth_analogy_trace	top1_gdt521_score	top1_analogy_bonus	top1_gdt522_score	top1_analogy_trace	top1_alignment_trace	decision_change_class	working_policy
chefchy	1	f66r	CH+E+LOCAL_CHAR_F+CH+Y	66	1	CH+E+LOCAL_CHAR_F+CH+Y	1	CH+E+LOCAL_CHAR_F+CH+Y	CH+E+LOCAL_CHAR_F+CH+Y | CH+E+LOCAL_CHAR_F+LOCAL_C+Y | CH+E+LOCAL_CHAR_F+Y | LOCAL_C+E+LOCAL_CHAR_F+CH+Y | CHD+LOCAL_CHAR_F+CH+Y	5.112589103	0.000000000	5.112589103	NO_SUPPORTED_TRANSFORMATION;base=chey	5.112589103	0.000000000	5.112589103	NO_SUPPORTED_TRANSFORMATION;base=chey	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekchy	1	f66r	CH+K+CH+Y	100	2	CH+K+Y	2	CH+K+Y	CH+K+Y | CH+K+CH+Y | CH+K+LOCAL_C+Y | CH+E+K+CH+Y | CH+E+K+Y	5.952739492	0.000000000	5.952739492	NO_SUPPORTED_TRANSFORMATION;base=cheky	4.646258486	0.000000000	4.646258486	NO_SUPPORTED_TRANSFORMATION;base=cheky	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekeey	1	f66r	CH+K+EE+Y	57	1	CH+K+EE+Y	1	CH+K+EE+Y	CH+K+EE+Y | CH+E+K+EE+Y | CH+K+E+EE+Y | CHD+K+EE+Y | LOCAL_C+E+K+EE+Y	3.757263878	-0.678451186	4.028644352	chkeey+e=>NULL@INNER/NULL;n=19/117;p=0.157258;r=0.904762;b=-0.678451	3.757263878	-0.678451186	4.028644352	chkeey+e=>NULL@INNER/NULL;n=19/117;p=0.157258;r=0.904762;b=-0.678451	chek=>chek~CH+K@edit0+alias0.291 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekeody	1	f66r	CH+K+E+O+DY	100	1	CH+K+E+O+DY	1	CH+K+E+O+DY	CH+K+E+O+DY | CH+E+K+E+O+DY | CH+K+E+O+D_ADDR+Y | CH+K+E+O+Y | CH+E+K+E+O+D_ADDR+Y	5.453763734	0.000000000	5.453763734	NO_SUPPORTED_TRANSFORMATION;base=cheeody|chekody	5.453763734	0.000000000	5.453763734	NO_SUPPORTED_TRANSFORMATION;base=cheeody|chekody	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cheod	1	f31r	CH+E+O+D_ADDR	24	1	CH+E+O+D_ADDR	1	CH+E+O+D_ADDR	CH+E+O+D_ADDR | CH+E+O | LOCAL_C+E+O+D_ADDR | LOCAL_C+SH+E+O+D_ADDR | CH+O+D_ADDR	2.968615302	0.707237976	2.685720112	cheo+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238	2.968615302	0.707237976	2.685720112	cheo+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chepakeo	1	f31r	CH+E+P+A_ADDR+K+E+O	36	1	CH+E+P+A_ADDR+K+E+O	1	CH+E+P+A_ADDR+K+E+O	CH+E+P+A_ADDR+K+E+O | CH+E+P+A_ADDR+OK+E | CH+E+P+K+A_ADDR+E+O | LOCAL_C+E+P+A_ADDR+K+E+O | CH+P+A_ADDR+K+E+O	5.898993174	0.000000000	5.898993174	NO_NEAR_OLD_BASE	5.898993174	0.000000000	5.898993174	NO_NEAR_OLD_BASE	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chepos	1	f31r	CH+E+P+O+S	72	1	CH+E+P+O+S	1	CH+E+P+O+S	CH+E+P+O+S | CH+E+P+O | CH+E+P+OS | CH+E+P+O+S_ADDR | CH+P+O+S	3.781935964	0.441626434	3.605285390	cheos+p=>P@INNER/INNER;n=11/18;p=0.560976;r=0.846154;b=0.441626	3.781935964	0.441626434	3.605285390	cheos+p=>P@INNER/INNER;n=11/18;p=0.560976;r=0.846154;b=0.441626	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cheta	1	f66r	CH+E+T+A_ADDR	24	1	CH+E+T+A_ADDR	1	CH+E+T+A_ADDR	CH+E+T+A_ADDR | CH+E+T | CH+E+AL | CH+T | CH+E+A_ADDR+T	4.210599885	0.200994869	4.130201937	cha+et=>E+T@INNER/INNER;n=4/8;p=0.450000;r=0.666667;b=0.200995	4.210599885	0.200994869	4.130201937	cha+et=>E+T@INNER/INNER;n=4/8;p=0.450000;r=0.666667;b=0.200995	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choekeey	1	f66r	CH+O+E+K+EE+Y	99	1	CH+O+E+K+EE+Y	1	CH+O+E+K+EE+Y	CH+O+E+K+EE+Y | LOCAL_C+O+E+K+EE+Y | HO+E+K+EE+Y | LOCAL_C+SH+O+E+K+EE+Y | CH+O+K+EE+Y	3.688127958	0.000000000	3.688127958	NO_SUPPORTED_TRANSFORMATION;base=chokeey	3.688127958	0.000000000	3.688127958	NO_SUPPORTED_TRANSFORMATION;base=chokeey	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choiin	1	f20v	CH+O+IIN	100	1	CH+O+IIN	1	CH+O+IIN	CH+O+IIN | LOCAL_C+O+IIN | HO+IIN | CH+O+AIIN | LOCAL_C+SH+O+IIN	2.993184430	0.373176759	2.843913726	oiin+ch=>CH@LEFT/LEFT;n=44/88;p=0.491713;r=0.956522;b=0.373177	2.993184430	0.373176759	2.843913726	oiin+ch=>CH@LEFT/LEFT;n=44/88;p=0.491713;r=0.956522;b=0.373177	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cholpchd	1	f66r	OL+P+CHD	100	1	OL+P+CHD	1	OL+P+CHD	OL+P+CHD | CH+OL+P+CHD | OL+P+CH+D_ADDR | LOCAL_C+OL+P+CHD | CH+OL+P+CH+D_ADDR	5.030926344	0.000000000	5.030926344	NO_NEAR_OLD_BASE	5.030926344	0.000000000	5.030926344	NO_NEAR_OLD_BASE	chol=>chol~OL@edit0+alias0.521 | p=>p~P@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choraiin	1	f4r	CH+OR+AIIN	100	1	CH+OR+AIIN	1	CH+OR+AIIN	CH+OR+AIIN | LOCAL_C+OR+AIIN | CH+OR+A_ADDR+AIIN | LOCAL_C+SH+OR+AIIN | CH+OR+A_ADDR+IIN	3.590330694	0.000000000	3.590330694	NO_SUPPORTED_TRANSFORMATION;base=chorain	3.590330694	0.000000000	3.590330694	NO_SUPPORTED_TRANSFORMATION;base=chorain	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choraly	1	f20v	CH+OR+AL+Y	82	1	CH+OR+AL+Y	1	CH+OR+AL+Y	CH+OR+AL+Y | LOCAL_C+OR+AL+Y | LOCAL_C+SH+OR+AL+Y | CH+O+R+AL+Y | HO+R+AL+Y	3.477888566	0.373176759	3.328617863	oraly+ch=>CH@LEFT/LEFT;n=44/88;p=0.491713;r=0.956522;b=0.373177	3.477888566	0.373176759	3.328617863	oraly+ch=>CH@LEFT/LEFT;n=44/88;p=0.491713;r=0.956522;b=0.373177	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chory	1	f20v	CH+OR+Y	16	1	CH+OR+Y	1	CH+OR+Y	CH+OR+Y | LOCAL_C+OR+Y | LOCAL_C+SH+OR+Y | CH+O+R+Y | HO+R+Y	3.048181341	1.021265415	2.639675175	chor+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	3.048181341	1.021265415	2.639675175	chor+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chpady	1	f4r	CH+P+A_ADDR+DY	20	1	CH+P+A_ADDR+DY	1	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY | CH+P+A_ADDR+Y | CH+P+A_ADDR+D_ADDR+Y | LOCAL_C+P+A_ADDR+Y | LOCAL_C+P+A_ADDR+DY	5.134829881	0.000000000	5.134829881	NO_SUPPORTED_TRANSFORMATION;base=chdy	5.134829881	0.000000000	5.134829881	NO_SUPPORTED_TRANSFORMATION;base=chdy	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chxar	1	f66r	CH+LOCAL_X+AR	9	1	CH+LOCAL_X+AR	1	CH+LOCAL_X+AR	CH+LOCAL_X+AR | LOCAL_C+SH+LOCAL_X+AR | CH+LOCAL_X+A_ADDR+R | CH+LOCAL_X+A_ADDR+AR | CH+SH+LOCAL_X+AR	2.831015632	0.000000000	2.831015632	NO_SUPPORTED_TRANSFORMATION;base=char	2.831015632	0.000000000	2.831015632	NO_SUPPORTED_TRANSFORMATION;base=char	ch=>ch~CH@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ckhochy	1	f4r	CH+K+O+CH+Y	50	1	CH+K+O+CH+Y	1	CH+K+O+CH+Y	CH+K+O+CH+Y | CH+K+O+Y | CH+K+O+LOCAL_C+Y | K+O+CH+Y | LOCAL_C+K+O+CH+Y	4.363639494	0.348730988	4.224147099	ckho+chy=>CH+Y@RIGHT/RIGHT;n=12/23;p=0.500000;r=0.857143;b=0.348731	4.363639494	0.348730988	4.224147099	ckho+chy=>CH+Y@RIGHT/RIGHT;n=12/23;p=0.500000;r=0.857143;b=0.348731	ckh=>ckh~CH+K@edit0+alias0.515 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cphaiin	1	f4r	CH+P+AIIN	100	1	CH+P+AIIN	1	CH+P+AIIN	CH+P+AIIN | CH+P+A_ADDR+AIIN | CH+P+SH+AIIN | LOCAL_C+P+AIIN | CH+P+A_ADDR+IIN	3.784497539	0.441626434	3.607846965	chaiin+p=>P@INNER/INNER;n=11/18;p=0.560976;r=0.846154;b=0.441626	3.784497539	0.441626434	3.607846965	chaiin+p=>P@INNER/INNER;n=11/18;p=0.560976;r=0.846154;b=0.441626	cph=>cph~CH+P@edit0+alias0.505 | aiin=>aiin~AIIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cpholdy	1	f4r	CH+P+OL+DY	78	1	CH+P+OL+DY	1	CH+P+OL+DY	CH+P+OL+DY | CH+P+OL+D_ADDR+Y | CH+P+OL+Y | CH+P+OL | CH+P+SH+OL+DY	4.570803287	0.000000000	4.570803287	NO_SUPPORTED_TRANSFORMATION;base=choldy	4.570803287	0.000000000	4.570803287	NO_SUPPORTED_TRANSFORMATION;base=choldy	cph=>cph~CH+P@edit0+alias0.505 | ol=>ol~OL@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cthdy	1	f66r	CH+T+D_ADDR+Y	17	1	CH+T+D_ADDR+Y	1	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y | CH+T+DY | CH+T+Y | LOCAL_C+T+D_ADDR+Y | CH+T+SH+D_ADDR+Y	3.211858741	0.388565863	3.056432396	cthy+d=>D_ADDR@INNER/INNER;n=29/56;p=0.504274;r=0.935484;b=0.388566	3.211858741	0.388565863	3.056432396	cthy+d=>D_ADDR@INNER/INNER;n=29/56;p=0.504274;r=0.935484;b=0.388566	cthd=>cthd~CH+T+D_ADDR@edit0+alias0.506 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cthom	1	f4r	CH+T+O+M_LOCAL	14	2	CH+T+O+AM_ADDR	2	CH+T+O+AM_ADDR	CH+T+O+AM_ADDR | CH+T+O+M_LOCAL | O+CH+T+AM_ADDR | O+CH+T+M_LOCAL | LOCAL_C+T+O+AM_ADDR	5.596325666	-0.090466923	5.632512435	ctho+m=>M_LOCAL@RIGHT/RIGHT;n=2/8;p=0.277778;r=0.500000;b=-0.090467	4.629137143	0.580933200	4.396763863	ctho+m=>AM_ADDR@RIGHT/RIGHT;n=6/8;p=0.722222;r=0.750000;b=0.580933	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
