surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt521_rank	gdt522_rank	candidate_recipe	gdt521_score	analogy_bonus	gdt522_score	analogy_trace
chekchy	CH+K+CH+Y	NO	2	7	7	Y+CH+K	8.634842685	0.000000000	8.634842685	NO_SUPPORTED_TRANSFORMATION;base=cheky
chekchy	CH+K+CH+Y	NO	11	8	8	CHD+K+CH+Y	8.970683154	0.000000000	8.970683154	NO_SUPPORTED_TRANSFORMATION;base=cheky
chekchy	CH+K+CH+Y	NO	39	9	9	CH+E+K+LOCAL_C+Y	9.322955955	0.000000000	9.322955955	NO_SUPPORTED_TRANSFORMATION;base=cheky
chekchy	CH+K+CH+Y	NO	23	10	10	LOCAL_C+K+CH+Y	9.336029003	0.000000000	9.336029003	NO_SUPPORTED_TRANSFORMATION;base=cheky
chekchy	CH+K+CH+Y	NO	40	11	11	CH+K+LOCAL_C+SH+Y	9.897049003	0.000000000	9.897049003	NO_SUPPORTED_TRANSFORMATION;base=cheky
chekchy	CH+K+CH+Y	NO	3	12	12	LOCAL_C+K+Y	9.926222047	0.000000000	9.926222047	NO_SUPPORTED_TRANSFORMATION;base=cheky
cthom	CH+T+O+M_LOCAL	NO	1	1	1	CH+T+O+AM_ADDR	4.629137143	0.580933200	4.396763863	ctho+m=>AM_ADDR@RIGHT/RIGHT;n=6/8;p=0.722222;r=0.750000;b=0.580933
cthom	CH+T+O+M_LOCAL	YES	2	2	2	CH+T+O+M_LOCAL	5.596325666	-0.090466923	5.632512435	ctho+m=>M_LOCAL@RIGHT/RIGHT;n=2/8;p=0.277778;r=0.500000;b=-0.090467
cthom	CH+T+O+M_LOCAL	NO	4	3	3	O+CH+T+AM_ADDR	9.105411030	0.000000000	9.105411030	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	7	4	4	O+CH+T+M_LOCAL	9.490792017	0.000000000	9.490792017	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	9	5	5	LOCAL_C+T+O+AM_ADDR	9.720259231	0.000000000	9.720259231	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	11	6	6	LOCAL_C+T+O+M_LOCAL	10.194971269	0.000000000	10.194971269	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	6	7	7	CH+T+O+D_ADDR+M_LOCAL	10.282543213	0.000000000	10.282543213	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	10	8	8	CH+T+SH+O+AM_ADDR	10.514389204	0.000000000	10.514389204	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	3	9	9	CH+T+O+D_ADDR+AM_ADDR	10.752971844	0.000000000	10.752971844	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	12	10	10	CH+T+SH+O+M_LOCAL	10.968469251	0.000000000	10.968469251	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	5	11	11	CARRIER_Q+O+CH+T+AM_ADDR	12.680342972	0.000000000	12.680342972	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
cthom	CH+T+O+M_LOCAL	NO	8	12	12	CARRIER_Q+O+CH+T+M_LOCAL	12.974773249	0.000000000	12.974773249	NO_SUPPORTED_TRANSFORMATION;base=chom|ctho
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	1	1	1	D_ADDR+AIR+Y+K+O+DA+S	7.144267724	0.000000000	7.144267724	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	YES	5	2	2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	2	3	3	AIR+Y+K+O+DA+S	9.880947215	0.000000000	9.880947215	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	7	4	4	D_ADDR+AIR+Y+K+O+D_ADDR+S	10.293881371	0.000000000	10.293881371	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	20	5	5	AIR+Y+K+O+D_ADDR+A_ADDR+S	11.129353452	0.000000000	11.129353452	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	8	6	6	D_ADDR+AIR+Y+K+O+DA+SH	11.864475864	0.000000000	11.864475864	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	33	7	7	AIR+Y+K+O+D_ADDR+S	11.887314395	0.000000000	11.887314395	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	3	8	8	D_ADDR+AIR+A_ADDR+Y+K+O+DA+S	12.034417820	0.000000000	12.034417820	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	17	9	9	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR	12.057574830	0.000000000	12.057574830	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	10	10	10	D_ADDR+AIR+Y+K+O+D_ADDR+Y	13.053873611	0.000000000	13.053873611	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	70	11	11	AIR+Y+K+O+D_ADDR+A_ADDR	13.516814693	0.000000000	13.516814693	NO_NEAR_OLD_BASE
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	16	12	12	D_ADDR+AIR+Y+K+O+DA+LOCAL_CHAR_I+S	13.549364503	0.000000000	13.549364503	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	2	1	1	AL+EEE+K+Y	7.380002282	0.000000000	7.380002282	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	YES	56	2	2	AL+CH+EEE+K+Y	9.629385859	0.000000000	9.629385859	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	3	3	3	AL+CH+E+EE+K+Y	10.084818162	0.000000000	10.084818162	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	55	4	4	AL+LOCAL_C+EEE+K+Y	10.138279641	0.000000000	10.138279641	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	4	5	5	AL+CH+EE+E+K+Y	10.419691378	0.000000000	10.419691378	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	16	6	6	D_ADDR+AL+EEE+K+Y	10.567159932	0.000000000	10.567159932	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	58	7	7	D_ADDR+AL+CH+EEE+K+Y	10.790128412	0.000000000	10.790128412	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	13	8	8	AL+CHD+EE+K+Y	11.470249367	0.000000000	11.470249367	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	81	9	9	D_ADDR+AL+LOCAL_C+EEE+K+Y	11.651430082	0.000000000	11.651430082	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	25	10	10	AL+CH+EE+K+Y	11.765376881	0.000000000	11.765376881	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	6	11	11	D_ADDR+AL+CH+E+EE+K+Y	11.917816638	0.000000000	11.917816638	NO_NEAR_OLD_BASE
dalcheeeky	AL+CH+EEE+K+Y	NO	24	12	12	AL+CH+K+EE+Y	12.732227736	0.000000000	12.732227736	NO_NEAR_OLD_BASE
dcheol	D_ADDR+CH+E+O+L	YES	1	2	1	D_ADDR+CH+E+O+L	5.360694099	0.942857143	4.983551242	dcheo+l=>L@RIGHT/RIGHT;n=12/12;p=1.000000;r=0.857143;b=0.942857
dcheol	D_ADDR+CH+E+O+L	NO	3	1	2	D_ADDR+CH+E+OL	4.657326589	-1.477469446	5.248314368	dchol+e=>CH+E@INNER/INNER;n=4/117;p=0.036290;r=0.666667;b=-1.477469
dcheol	D_ADDR+CH+E+O+L	NO	2	3	3	CH+E+OL	5.748608645	0.000000000	5.748608645	NO_SUPPORTED_TRANSFORMATION;base=cheol|dcheo|dchol
dcheol	D_ADDR+CH+E+O+L	NO	12	5	4	D_ADDR+LOCAL_C+E+OL	9.029390680	0.000000000	9.029390680	NO_SUPPORTED_TRANSFORMATION;base=cheol|dcheo|dchol
dcheol	D_ADDR+CH+E+O+L	NO	10	4	5	CH+E+O+L	8.969670361	-0.236780593	9.064382598	cheol+d=>NULL@LEFT/NULL;n=12/47;p=0.252525;r=0.857143;b=-0.236781
dcheol	D_ADDR+CH+E+O+L	NO	5	6	6	D_ADDR+E+OL	9.541602931	0.626746633	9.290904278	dchol+e=>E@INNER/INNER;n=78/117;p=0.633065;r=0.975000;b=0.626747
dcheol	D_ADDR+CH+E+O+L	NO	16	7	7	D_ADDR+CH+OL	9.803034921	0.000000000	9.803034921	NO_SUPPORTED_TRANSFORMATION;base=cheol|dcheo|dchol
dcheol	D_ADDR+CH+E+O+L	NO	8	8	8	D_ADDR+CH+SH+E+OL	9.820882694	0.000000000	9.820882694	NO_SUPPORTED_TRANSFORMATION;base=cheol|dcheo|dchol
dcheol	D_ADDR+CH+E+O+L	NO	9	9	9	D_ADDR+CH+E+O+AL	10.415396480	0.000000000	10.415396480	NO_SUPPORTED_TRANSFORMATION;base=cheol|dcheo|dchol
dcheol	D_ADDR+CH+E+O+L	NO	14	10	10	D_ADDR+LOCAL_C+SH+E+OL	10.530523531	0.000000000	10.530523531	NO_SUPPORTED_TRANSFORMATION;base=cheol|dcheo|dchol
dcheol	D_ADDR+CH+E+O+L	NO	13	11	11	D_ADDR+LOCAL_C+E+O+L	10.649396960	0.000000000	10.649396960	NO_SUPPORTED_TRANSFORMATION;base=cheol|dcheo|dchol
dcheol	D_ADDR+CH+E+O+L	NO	11	12	12	D_ADDR+SH+E+OL	10.952874973	-1.104938819	11.394850500	dchol+e=>SH+E@INNER/INNER;n=1/117;p=0.012097;r=0.333333;b=-1.104939
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	2	1	1	D_ADDR+SH+OL+D_ADDR+AIIN+R	8.489519376	0.000000000	8.489519376	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	YES	1	2	2	D_ADDR+SH+OL+D_ADDR+IIN+R	8.588737521	0.000000000	8.588737521	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	3	3	3	SH+OL+D_ADDR+IIN+R	9.701852558	0.000000000	9.701852558	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	7	4	4	SH+OL+D_ADDR+AIIN+R	9.756513520	0.000000000	9.756513520	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	11	5	5	D_ADDR+SH+OL+IIN+R	10.952214602	0.000000000	10.952214602	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	4	6	6	D_ADDR+SH+OL+DA+IIN+R	11.435283482	0.000000000	11.435283482	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	17	7	7	D_ADDR+SH+OL+AIIN+R	11.899233995	0.000000000	11.899233995	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	36	8	8	D_ADDR+SH+OL+DA+AIR	12.217983263	0.000000000	12.217983263	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	22	9	9	SH+SH+OL+D_ADDR+AIIN+R	12.772935778	0.000000000	12.772935778	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	10	10	10	D_ADDR+OL+D_ADDR+AIIN+R	13.040449590	0.000000000	13.040449590	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	5	11	11	D_ADDR+OL+D_ADDR+IIN+R	13.139939307	0.000000000	13.139939307	NO_NEAR_OLD_BASE
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	13	12	12	SH+OL+IIN+R	13.230602889	0.000000000	13.230602889	NO_NEAR_OLD_BASE
dyky	D_ADDR+Y+K+Y	YES	2	2	1	D_ADDR+Y+K+Y	4.711727783	0.639310513	4.456003578	yky+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311
dyky	D_ADDR+Y+K+Y	NO	3	1	2	Y+K+Y	4.531378127	-0.236780593	4.626090365	yky+d=>NULL@LEFT/NULL;n=12/47;p=0.252525;r=0.857143;b=-0.236781
dyky	D_ADDR+Y+K+Y	NO	1	3	3	DY+K+Y	4.880043437	0.000000000	4.880043437	NO_SUPPORTED_TRANSFORMATION;base=dky|yky
dyky	D_ADDR+Y+K+Y	NO	5	4	4	D_ADDR+Y+K+Y+CH	10.155082259	0.000000000	10.155082259	NO_SUPPORTED_TRANSFORMATION;base=dky|yky
dyky	D_ADDR+Y+K+Y	NO	6	5	5	CHD+Y+K+Y	10.796663365	0.000000000	10.796663365	NO_SUPPORTED_TRANSFORMATION;base=dky|yky
dyky	D_ADDR+Y+K+Y	NO	4	6	6	D_ADDR+K+Y+CH+Y	12.860942881	-0.248608897	12.960386440	dky+y=>Y+CH@INNER/INNER;n=1/8;p=0.157895;r=0.333333;b=-0.248609
dyky	D_ADDR+Y+K+Y	NO	8	7	7	CHD+Y+K+Y+CH	15.616140853	0.000000000	15.616140853	NO_SUPPORTED_TRANSFORMATION;base=dky|yky
dyky	D_ADDR+Y+K+Y	NO	7	8	8	CHD+K+Y+CH+Y	17.666524264	0.000000000	17.666524264	NO_SUPPORTED_TRANSFORMATION;base=dky|yky
kchody	K+CH+O+D_ADDR+Y	NO	2	1	1	K+CH+O+DY	4.523257086	0.000000000	4.523257086	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	YES	1	2	2	K+CH+O+D_ADDR+Y	5.516945144	1.021265415	5.108438978	kchod+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265
kchody	K+CH+O+D_ADDR+Y	NO	5	3	3	K+O+DY	8.167124541	0.000000000	8.167124541	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	16	4	4	K+LOCAL_C+O+DY	8.322766413	0.000000000	8.322766413	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	12	5	5	K+CH+O+Y	8.745320230	0.000000000	8.745320230	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	11	6	6	K+CH+SH+O+DY	9.831789998	0.000000000	9.831789998	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	6	7	7	K+O+D_ADDR+Y	9.909342561	0.000000000	9.909342561	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	17	8	8	K+LOCAL_C+SH+O+DY	10.171405985	0.000000000	10.171405985	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	15	9	9	K+LOCAL_C+O+D_ADDR+Y	10.340364062	0.000000000	10.340364062	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	18	10	10	K+HO+DY	10.502561000	0.000000000	10.502561000	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	14	11	11	K+SH+O+DY	10.541933377	0.000000000	10.541933377	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod
kchody	K+CH+O+D_ADDR+Y	NO	21	12	12	K+CH+O+D_ADDR+DY	10.639213125	-1.162617884	11.104260278	kchod+y=>DY@RIGHT/RIGHT;n=3/72;p=0.047945;r=0.600000;b=-1.162618
kechody	K+E+CH+O+D_ADDR+Y	NO	2	1	1	K+E+CH+O+DY	5.528580714	0.000000000	5.528580714	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	YES	1	2	2	K+E+CH+O+D_ADDR+Y	7.161039552	0.445995034	6.982641538	chody+ke=>K+E@LEFT/LEFT;n=3/4;p=0.700000;r=0.600000;b=0.445995
kechody	K+E+CH+O+D_ADDR+Y	NO	6	3	3	K+E+LOCAL_C+O+DY	7.571711979	0.000000000	7.571711979	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	8	4	4	K+E+O+DY	9.155887836	0.000000000	9.155887836	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	4	5	5	K+E+CH+O+Y	9.178370179	0.000000000	9.178370179	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	3	6	6	K+E+CH+SH+O+DY	9.255531598	0.000000000	9.255531598	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	7	7	7	K+E+LOCAL_C+SH+O+DY	9.507681107	0.000000000	9.507681107	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	5	8	8	K+E+LOCAL_C+O+D_ADDR+Y	10.080271294	0.000000000	10.080271294	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	10	9	9	K+E+HO+DY	10.297656315	0.000000000	10.297656315	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	13	10	10	K+E+CH+O+D_ADDR+DY	11.332259441	0.000000000	11.332259441	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	11	11	11	K+E+O+D_ADDR+Y	12.083615103	0.000000000	12.083615103	NO_SUPPORTED_TRANSFORMATION;base=chody
kechody	K+E+CH+O+D_ADDR+Y	NO	29	12	12	K+E+LOCAL_C+O+Y	12.103340086	0.000000000	12.103340086	NO_SUPPORTED_TRANSFORMATION;base=chody
keeol	K+EE+O+L	NO	1	1	1	K+EE+OL	3.519453544	0.000000000	3.519453544	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keeol	K+EE+O+L	YES	4	2	2	K+EE+O+L	8.090556263	0.942857143	7.713413406	keeo+l=>L@RIGHT/RIGHT;n=12/12;p=1.000000;r=0.857143;b=0.942857
keeol	K+EE+O+L	NO	3	4	3	K+E+E+OL	10.164098906	0.626746633	9.913400253	keol+e=>E@INNER/INNER;n=78/117;p=0.633065;r=0.975000;b=0.626747
keeol	K+EE+O+L	NO	2	3	4	OL+K+EE	10.011081773	0.000000000	10.011081773	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keeol	K+EE+O+L	NO	8	5	5	K+EE+O+AL	11.207415324	0.000000000	11.207415324	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keeol	K+EE+O+L	NO	5	6	6	OK+EE+L	11.227330882	0.000000000	11.227330882	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keeol	K+EE+O+L	NO	11	7	7	K+SH+EE+OL	11.464049393	0.000000000	11.464049393	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keeol	K+EE+O+L	NO	9	8	8	OK+EE+AL	12.600155680	0.000000000	12.600155680	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keeol	K+EE+O+L	NO	7	9	9	K+EE+O+D_ADDR+L	12.843878931	0.000000000	12.843878931	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keeol	K+EE+O+L	NO	13	10	10	K+SH+EE+O+L	15.004014194	0.000000000	15.004014194	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
