role_cell_id	source_cell_id	form	opaque_head_id	eva_transcription_label	sta_code	body	occurrences	reader_exact_occurrences	record_location_axis	free_form_proxy_axis	body_affinity_axis	selected_formal_role	revised_body_role_de	structural_role_render_de	aggressive_pharmaceutical_renderer_de	body_role_confidence	head_structural_confidence	head_semantic_confidence	live_rivals	herbal_visual_override_de	literal_head_lexeme	literal_body_lexeme_confidence	eva_initial_credit	sound_credit	component_export_credit	status
G736-C011	G735-C011	rshedy	H3	r	C1	shedy	5	3	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	angefeuchtetes oder eingeweichtes Ergebnis, Form I	angefeuchtetes oder eingeweichtes Ergebnis, Form I [interner Bezug]	angefeuchtetes oder eingeweichtes Ergebnis, Form I; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=feuchte Bindung I|Paste	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C012	G735-C012	lshedy	H4	l	B2	shedy	38	24	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	internes Feld: angefeuchtetes oder eingeweichtes Ergebnis, Form I	internes Form-/Zustandsfeld: angefeuchtetes oder eingeweichtes Ergebnis, Form I	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=feuchte Bindung I|Paste	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C013	G735-C013	pol	H1	p	P1	ol	16	13	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Stoff- oder Materialträger	Eintrag: Stoff- oder Materialträger	Form-/Zustandseintrag: Stoff- oder Materialträger	MEDIUM_HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=Mischung|Eigenschaftsträger|grammatical carrier	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C014	G735-C014	sol	H2	s	C2	ol	57	49	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Stoff- oder Materialträger	Posten: Stoff- oder Materialträger	Material-/Wertposten: Stoff- oder Materialträger	MEDIUM_HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=Mischung|Eigenschaftsträger|grammatical carrier	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C015	G735-C015	rol	H3	r	C1	ol	20	14	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Stoff- oder Materialträger	Stoff- oder Materialträger [interner Bezug]	Stoff- oder Materialträger; interner Zutaten-/Wertbezug	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=Mischung|Eigenschaftsträger|grammatical carrier	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C016	G735-C016	lol	H4	l	B2	ol	35	31	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Stoff- oder Materialträger	internes Feld: Stoff- oder Materialträger	internes Form-/Zustandsfeld: Stoff- oder Materialträger	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=Mischung|Eigenschaftsträger|grammatical carrier	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C017	G735-C017	por	H1	p	P1	or	7	5	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Teil- oder Portionsträger	Eintrag: Teil- oder Portionsträger	Form-/Zustandseintrag: Teil- oder Portionsträger	MEDIUM_HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=Pflanzenteil|Portion|Referenzträger	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C018	G735-C018	sor	H2	s	C2	or	43	34	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Teil- oder Portionsträger	Posten: Teil- oder Portionsträger	Material-/Wertposten: Teil- oder Portionsträger	MEDIUM_HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=Pflanzenteil|Portion|Referenzträger	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C019	G735-C019	ror	H3	r	C1	or	12	10	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Portionsträger	Teil- oder Portionsträger [interner Bezug]	Teil- oder Portionsträger; interner Zutaten-/Wertbezug	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=Pflanzenteil|Portion|Referenzträger	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C020	G735-C020	lor	H4	l	B2	or	38	30	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	internes Feld: Teil- oder Portionsträger	internes Form-/Zustandsfeld: Teil- oder Portionsträger	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=Pflanzenteil|Portion|Referenzträger	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C021	G735-C021	par	H1	p	P1	ar	6	4	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Teil- oder Fraktionsstufe I	Eintrag: Teil- oder Fraktionsstufe I	Form-/Zustandseintrag: Teil- oder Fraktionsstufe I	MEDIUM	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=unbezifferte Portion|Formcode I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C022	G735-C022	sar	H2	s	C2	ar	62	45	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Teil- oder Fraktionsstufe I	Posten: Teil- oder Fraktionsstufe I	Material-/Wertposten: Teil- oder Fraktionsstufe I	MEDIUM	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=unbezifferte Portion|Formcode I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C023	G735-C023	rar	H3	r	C1	ar	14	11	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I	Teil- oder Fraktionsstufe I [interner Bezug]	Teil- oder Fraktionsstufe I; interner Zutaten-/Wertbezug	MEDIUM	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=unbezifferte Portion|Formcode I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C024	G735-C024	lar	H4	l	B2	ar	8	5	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Fraktionsstufe I	internes Feld: Teil- oder Fraktionsstufe I	internes Form-/Zustandsfeld: Teil- oder Fraktionsstufe I	MEDIUM	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=unbezifferte Portion|Formcode I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C025	G735-C025	pchey	H1	p	P1	chey	8	6	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	trockene Form I	Eintrag: trockene Form I	Form-/Zustandseintrag: trockene Form I	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=attributive Trockenbindung I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C026	G735-C026	schey	H2	s	C2	chey	5	4	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	trockene Form I	Posten: trockene Form I	Material-/Wertposten: trockene Form I	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=attributive Trockenbindung I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C027	G735-C027	rchey	H3	r	C1	chey	8	5	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	trockene Form I	trockene Form I [interner Bezug]	trockene Form I; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=attributive Trockenbindung I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C028	G735-C028	lchey	H4	l	B2	chey	46	37	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	internes Feld: trockene Form I	internes Form-/Zustandsfeld: trockene Form I	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=attributive Trockenbindung I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C029	G735-C029	pal	H1	p	P1	al	2	2	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Rohstoff- oder Materialstufe I	Eintrag: Rohstoff- oder Materialstufe I	Form-/Zustandseintrag: Rohstoff- oder Materialstufe I	MEDIUM	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=unangesetzter Rohstoff|Formcode I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C030	G735-C030	sal	H2	s	C2	al	37	33	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Rohstoff- oder Materialstufe I	Posten: Rohstoff- oder Materialstufe I	Material-/Wertposten: Rohstoff- oder Materialstufe I	MEDIUM	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=unangesetzter Rohstoff|Formcode I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C031	G735-C031	ral	H3	r	C1	al	16	12	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Materialstufe I	Rohstoff- oder Materialstufe I [interner Bezug]	Rohstoff- oder Materialstufe I; interner Zutaten-/Wertbezug	MEDIUM	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=unangesetzter Rohstoff|Formcode I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C032	G735-C032	lal	H4	l	B2	al	6	6	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Rohstoff- oder Materialstufe I	internes Feld: Rohstoff- oder Materialstufe I	internes Form-/Zustandsfeld: Rohstoff- oder Materialstufe I	MEDIUM	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=unangesetzter Rohstoff|Formcode I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C033	G735-C033	py	H1	p	P1	y	3	1	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	unmarkierte Grund- oder Schlussform	Eintrag: unmarkierte Grund- oder Schlussform	Form-/Zustandseintrag: unmarkierte Grund- oder Schlussform	MEDIUM_HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=resultative closure without lexical content	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C034	G735-C034	sy	H2	s	C2	y	28	26	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	unmarkierte Grund- oder Schlussform	Posten: unmarkierte Grund- oder Schlussform	Material-/Wertposten: unmarkierte Grund- oder Schlussform	MEDIUM_HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=resultative closure without lexical content	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C035	G735-C035	ry	H3	r	C1	y	10	8	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	unmarkierte Grund- oder Schlussform	unmarkierte Grund- oder Schlussform [interner Bezug]	unmarkierte Grund- oder Schlussform; interner Zutaten-/Wertbezug	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=resultative closure without lexical content	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C036	G735-C036	ly	H4	l	B2	y	12	12	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	unmarkierte Grund- oder Schlussform	internes Feld: unmarkierte Grund- oder Schlussform	internes Form-/Zustandsfeld: unmarkierte Grund- oder Schlussform	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=resultative closure without lexical content	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C037	G735-C037	pair	H1	p	P1	air	4	2	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Teil- oder Fraktionsstufe II	Eintrag: Teil- oder Fraktionsstufe II	Form-/Zustandseintrag: Teil- oder Fraktionsstufe II	MEDIUM	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=Wurzel- oder Untergrundteil in the five inherited Herbal visual cases|Formcode II	Wurzel-/Untergrundteil only in the inherited five-page GDT623 p...air visual family	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C038	G735-C038	sair	H2	s	C2	air	22	16	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Teil- oder Fraktionsstufe II	Posten: Teil- oder Fraktionsstufe II	Material-/Wertposten: Teil- oder Fraktionsstufe II	MEDIUM	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=Wurzel- oder Untergrundteil in the five inherited Herbal visual cases|Formcode II	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C039	G735-C039	rair	H3	r	C1	air	4	3	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe II	Teil- oder Fraktionsstufe II [interner Bezug]	Teil- oder Fraktionsstufe II; interner Zutaten-/Wertbezug	MEDIUM	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=Wurzel- oder Untergrundteil in the five inherited Herbal visual cases|Formcode II	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
