statement_id	record_unit_id	page	loci	event_count	surface_sequence	master_head_sequence	unique_literal_sequence_de	fluent_workshop_sentence_de	disambiguated_card_count	precision_notes_de	statement_status
B1-S013	B1	f81v	f81v.21	1	lshedy	lshedy	waschen; Schluss	Wasche und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B1-S014	B1	f81v	f81v.21	5	chedy qolky lchedal qol otar	chdy qolky lchedal cheol otar	laufenden Posten umsetzen -> auf dem Arbeitsweg weiterleiten -> zur Ablaufstelle führen -> fortsetzen -> danach von dort	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.	3	chdy: umsetzen -> laufenden Posten umsetzen | qolky: weiterfuehren -> auf dem Arbeitsweg weiterleiten | lchedal: Auslass -> zur Ablaufstelle führen	UNIQUE_CARD_DEFAULTS_COMPLETE
B1-S015	B1	f81v	f81v.24	2	ytey okchedy	ytey okchedy	fuellen -> angesetzten Inhalt überführen; Schluss	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	1	okchedy: umsetzen; Schluss -> angesetzten Inhalt überführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B1-S016	B1	f81v	f81v.24	4	qokal okeey qol cheedy	okal okeey cheol cheedy	dort ansetzen -> länger ansetzen -> fortsetzen -> kurz absetzen lassen; Schluss	Setze dort länger an, führe weiter, lass absetzen und schließe	1	cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B1-S017	B1	f81v	f81v.24	3	sal teol dchdy	al teol dchdy	dorthin -> kurz weiterleiten -> weitergeführten Posten überführen; Schluss	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.	2	teol: kurz weiterfuehren -> kurz weiterleiten | dchdy: umsetzen; Schluss -> weitergeführten Posten überführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B1-S018	B1	f81v	f81v.24|f81v.27	4	ly dsheol oiiin olkeedy	ly dsheol oiiin olkeedy	Sammelgefäß -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	Stelle das Gefaess bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle laenger und schliesse.	1	ly: Gefaess -> Sammelgefäß	UNIQUE_CARD_DEFAULTS_COMPLETE
B1-S019	B1	f81v	f81v.27	1	tedy	cheedy	kurz absetzen lassen; Schluss	Lass absetzen und schließe	1	cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B1-S020	B1	f81v	f81v.27	2	cheky shckhedy	cheky shckhedy	kurz wärmen -> seihen; Schluss	Wärme kurz, seih und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B1-S021	B1	f81v	f81v.27	1	chal	al	dorthin	Führe den Posten dorthin	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S001	B2	f82r	f82r.2	1	dchedy	dchedy	Posten überführen; Schluss	Setze um und schließe	1	dchedy: umsetzen; Schluss -> Posten überführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S002	B2	f82r	f82r.2	1	qolchedy	olchedy	weiterüberführen; Schluss	Führe weiter und schließe	1	olchedy: fortsetzen; Schluss -> weiterüberführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S003	B2	f82r	f82r.2	3	qokain dy qokeedy	okain chey qokeedy	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	Gib eine Portion zu, setze den Posten länger an und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S004	B2	f82r	f82r.2|f82r.3	5	qokal lcheckhy lched qokeey lcheckhedy	okal lcheckhy lched okeey lcheckhedy	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S005	B2	f82r	f82r.3|f82r.4	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereitgestellten Gang fortsetzen -> diesen Posten länger warm halten -> abziehen; Ende	Setze diesen Posten dort an, sammle bis zum Sollmass, leite durch, stelle das Sollmass ein, fuehre bereit weiter, waerme laenger, ziehe ab und schliesse.	2	octheol: bereit weiterfuehren -> bereitgestellten Gang fortsetzen | chkeey: länger wärmen -> diesen Posten länger warm halten	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S006	B2	f82r	f82r.4	4	oteey qokal sheckhy qoky	oteey okal sheckhy choky	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> aktuellen Posten ansetzen	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	1	choky: Posten ansetzen -> aktuellen Posten ansetzen	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S007	B2	f82r	f82r.7	1	dshedy	dshedy	Frischwasser	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S008	B2	f82r	f82r.7	3	sotaiin qokar shedy	otaiin qokar cheedy	Folgemaß -> daraus ansetzen -> kurz absetzen lassen; Schluss	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	1	cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S009	B2	f82r	f82r.7	1	solshedy	solshedy	weiter absetzen; Schluss	Lass weiter absetzen und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S010	B2	f82r	f82r.7	4	qokeey qoky ls cheey	okeey choky ls cheey	länger ansetzen -> aktuellen Posten ansetzen -> Durchlassöffnung -> klarer Auszug	Setze laenger an, fuehre den Posten durch den Auslass und nimm den Klarlauf.	3	choky: Posten ansetzen -> aktuellen Posten ansetzen | ls: Auslass -> Durchlassöffnung | cheey: Klarlauf -> klarer Auszug	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S011	B2	f82r	f82r.19	4	okain char okain qokeedy	okain char okain qokeedy	eine Portion zugeben -> aus dem Ansatz -> eine Portion zugeben -> länger ansetzen; Schluss	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	1	char: daraus -> aus dem Ansatz	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S012	B2	f82r	f82r.19|f82r.23	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	lchy cheey qcthey okeey lcheey aiin chey qokeeedy	abziehen -> klarer Auszug -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn laenger an, fuehre den Klarlauf ab, stelle das Sollmass ein, fuehre den Posten vollstaendig aus und schliesse.	1	cheey: Klarlauf -> klarer Auszug	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S013	B2	f82r	f82r.23	1	lchedy	lchedy	abführen; Schluss	Führe ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S014	B2	f82r	f82r.23	1	lar	lar	von dort abfuehren	Fuehre von dort ab.	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S015	B2	f82r	f82r.26	2	tshey qokeedy	tshey qokeedy	Klarlauf zugeben -> länger ansetzen; Schluss	Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze laenger an und schliesse.	1	tshey: Klarlauf -> Klarlauf zugeben	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S016	B2	f82r	f82r.26|f82r.27	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	al lchedar ches aiin oteey okaiin okey pchedy	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S017	B2	f82r	f82r.27	2	rsheal daldy	rsheal daldy	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	Lass den Posten kurz am Ziel ruhen, schliesse die Nebenöffnung und beende den Schritt.	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S018	B2	f82r	f82r.27	1	qokeedy	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S019	B2	f82r	f82r.27	1	rshedy	rshedy	Waschgang abschließen	Führe den Waschgang aus und schließe.	1	rshedy: Waschgang -> Waschgang abschließen	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S020	B2	f82r	f82r.27	1	qoteedy	qoteedy	lange Folge; Schluss	Nimm die lange Folge und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S021	B2	f82r	f82r.27	1	qokeedy	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B2-S022	B2	f82r	f82r.27	1	lochedy	lochedy	Rest abfuehren; Schluss	Führe den Rest ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S001	B3	f83r	f83r.3	1	olkeedy	olkeedy	länger sammeln; Schluss	Sammle länger und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S002	B3	f83r	f83r.3	2	qotal chkeedy	otal chkeedy	danach dorthin -> länger wärmen; Schluss	Führe danach dorthin, wärme länger und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S003	B3	f83r	f83r.3	4	chey daiin chey lchedy	chey aiin chey lchedy	dieser Posten -> Sollmaß -> dieser Posten -> abführen; Schluss	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S004	B3	f83r	f83r.3	3	qokaiin qotal dar	okaiin otal char	auf Sollmaß einstellen -> danach dorthin -> aus dem Ansatz	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	1	char: daraus -> aus dem Ansatz	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S005	B3	f83r	f83r.6	1	schedy	dchedy	Posten überführen; Schluss	Setze die entnommene Sollmaßportion um und schließe	1	dchedy: umsetzen; Schluss -> Posten überführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S006	B3	f83r	f83r.6	3	chedchy qokal olchedy	chedchy okal olchedy	diesen Posten überführen -> dort ansetzen -> weiterüberführen; Schluss	Setze dorthin um, führe weiter und schließe	2	chedchy: umsetzen -> diesen Posten überführen | olchedy: fortsetzen; Schluss -> weiterüberführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S007	B3	f83r	f83r.6	3	qokaiin chedy qokeedy	okaiin chdy qokeedy	auf Sollmaß einstellen -> laufenden Posten umsetzen -> länger ansetzen; Schluss	Stelle das Sollmaß ein, setze um, setze länger an und schließe	1	chdy: umsetzen -> laufenden Posten umsetzen	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S008	B3	f83r	f83r.6	1	lchedy	lchedy	abführen; Schluss	Führe ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S009	B3	f83r	f83r.6	1	qoky	choky	aktuellen Posten ansetzen	Setze den Posten an	1	choky: Posten ansetzen -> aktuellen Posten ansetzen	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S010	B3	f83r	f83r.8	2	pchedal otedy	pchedal otedy	Einlass -> kurze Folge; Schluss	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S011	B3	f83r	f83r.8	4	shecthedchy qoky chedy chary	shecthedchy choky chdy chary	bereiten Posten umsetzen -> aktuellen Posten ansetzen -> laufenden Posten umsetzen -> aus diesem Posten	Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	3	choky: Posten ansetzen -> aktuellen Posten ansetzen | chdy: umsetzen -> laufenden Posten umsetzen | chary: daraus -> aus diesem Posten	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S012	B3	f83r	f83r.11	2	sor shedy	chor cheedy	Ansatz -> kurz absetzen lassen; Schluss	Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	1	cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S013	B3	f83r	f83r.11	4	qokaiin chkain shcthey qokedy	okaiin chkain qcthey qokedy	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S014	B3	f83r	f83r.11	2	okair sheedy	okair sheedy	Wasser einlassen -> länger absetzen; Schluss	Lass Wasser ein, lass länger absetzen und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S015	B3	f83r	f83r.11	1	lchedy	lchedy	abführen; Schluss	Führe ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S016	B3	f83r	f83r.11|f83r.14	2	lo qokchedy	lo okchedy	abfuehren -> angesetzten Inhalt überführen; Schluss	Fuehre ab, setze den Posten um und schliesse.	1	okchedy: umsetzen; Schluss -> angesetzten Inhalt überführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S017	B3	f83r	f83r.14	1	qokeedy	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S018	B3	f83r	f83r.14	1	shedy	cheedy	kurz absetzen lassen; Schluss	Lass absetzen und schließe	1	cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S019	B3	f83r	f83r.14	1	qokshedy	qokshedy	Absetzgang ansetzen; Schluss	Lass absetzen und schließe	1	qokshedy: absetzen; Schluss -> Absetzgang ansetzen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S020	B3	f83r	f83r.14	2	dal lchedy	al lchedy	dorthin -> abführen; Schluss	Führe dorthin, führe ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S021	B3	f83r	f83r.14|f83r.15	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	okaiin checthy al chey aiin shedal shecthy chey al checthy dalchdy	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	Stelle das Sollmass ein, halte bereit, fuehre dorthin, lass dort absetzen, halte den Posten kurz bereit, fuehre ihn erneut dorthin, setze um und schliesse.	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
