event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	master_card_id	surface_display	master_head_form	component_reading	previous_short_meaning_de	unique_short_meaning_de	gloss_revision	step_closure_role
22	E022	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	MC039	taiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
23	E023	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	MC123	shy	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
24	E024	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	MC013	qotchor	otchor	OT_FOLLOW+OR_BATCH	Folgeansatz	Folgeansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
25	E025	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	MC080	chor	chor	OR_BATCH	Ansatz	Ansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
26	E026	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	MC053	otol	otol	OT_FOLLOW+OL_CONTINUE	danach fortsetzen	danach fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
27	E027	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	MC153	chol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
28	E028	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	MC157	cholor	cholor	OL_CONTINUE+OR_BATCH	Fortsetzungsansatz	Fortsetzungsansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
29	E029	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	MC153	chol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
30	E030	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
31	E031	H2	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	MC055	dar	char	AR_FROM	daraus	aus dem Ansatz	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
32	E032	H2	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	MC027	oykchor	oykchor	MEMORIZED_VESSEL_CARD	Gefaess	Ansatzgefäß	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
33	E033	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	MC080	shor	chor	OR_BATCH	Ansatz	Ansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
34	E034	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	MC080	chor	chor	OR_BATCH	Ansatz	Ansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
35	E035	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	MC123	chy	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
36	E036	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	MC048	kaiiin	kaiiin	K_SOFT+IIN_TARGET_STAGE	Weichstufe	Weichstufe	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
37	E037	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	MC123	dy	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
38	E038	H2	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	MC087	chodaiin	chodaiin	HO_INGREDIENT+AIIN_MEASURE	Zutatenmaß	Zutatenmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
39	E039	H3	f11r	f11r.1	F006	H3-S001	953ad19b79517fc8a211	MC098	tshol	tshol	T_FRAME+HO_INGREDIENT+L_OUT	Zutat entnehmen	Zutat entnehmen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
40	E040	H3	f11r	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	MC049	schoal	schoal	HO_INGREDIENT+AL_TO	Zutat dorthin	Zutat an die Arbeitsstelle geben	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
41	E041	H3	f11r	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	MC129	cfhy	cfhy	MEMORIZED_WHOLE_CARD	auswringen	auswringen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
42	E042	H3	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	MC111	shfydaiin	shfydaiin	SHFY_STAND+AIIN_MEASURE	Standmaß	Standmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
43	E043	H3	f11r	f11r.1	F006	H3-S001	deb377381ceaf55ea310	MC156	cphy	cphy	MEMORIZED_WHOLE_CARD	nachseihen	nachseihen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
44	E044	H3	f11r	f11r.1	F006	H3-S001	b5df9126607030b95175	MC119	shey	cheey	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	klarer Auszug	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
45	E045	H3	f11r	f11r.1	F006	H3-S001	2e2027b1951d79911e24	MC037	tchody	tchody	TCHO_COOL+DY_CLOSE	kalt stellen	kalt stellen	UNCHANGED_UNIQUE	COMMIT_CELL
46	E046	H3	f11r	f11r.1	F007	H3-S002	577c03a928d674d420d7	MC062	shoyty	shoyty	HO_INGREDIENT+Y_CURRENT+TY_PART	Zutatenteil	Zutatenteil	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
47	E047	H3	f11r	f11r.4	F008	H3-S003	d665560c8ff80799a82c	MC142	dchol	dchol	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	Voriges	Voriges	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
48	E048	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	MC123	chy	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
49	E049	H3	f11r	f11r.4	F008	H3-S003	b2812c8283c3a62438bd	MC117	kchy	kchy	KCH_PROCESS+Y_CURRENT	diesen Posten bearbeiten	diesen Posten bearbeiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
50	E050	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	MC123	dy	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
51	E051	H3	f11r	f11r.4	F008	H3-S003	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
52	E052	H3	f11r	f11r.7	F009	H3-S004	a48efd6c4491a046ba78	MC107	qotchy	qotchy	OT_FOLLOW+CHY_ITEM	Folgeposten	anschließender Arbeitsposten	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
53	E053	H3	f11r	f11r.7	F009	H3-S004	322281bd391aa621f568	MC041	okchol	okchol	OK_SET+CH_WRAPPER+OL_CONTINUE	Fortsetzung einsetzen	weiterlaufenden Posten aufnehmen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
54	E054	H3	f11r	f11r.7	F009	H3-S004	e0b630cb1b5df5e7105b	MC161	cthy	checthy	CTH_READY+Y_CURRENT	bereit	bereit	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
55	E055	H3	f11r	f11r.7	F009	H3-S004	b921a237be883a820352	MC123	dy	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
56	E056	H4	f55v	f55v.5	F010	H4-S001	b5fcea1eaed06b2f2291	MC120	qokaiin	okaiin	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
57	E057	H4	f55v	f55v.5	F010	H4-S001	2f1c5e56e8f0ff459065	MC039	chaiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
58	E058	H4	f55v	f55v.5	F010	H4-S001	403c1592f918c8f23b88	MC047	ykain	ykain	Y_ITEM+AIN_PORTION	Postenportion	Postenportion	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
59	E059	H4	f55v	f55v.5	F010	H4-S001	d929a14ec45749b2e805	MC148	ykan	ykan	Y_ITEM+AIN_PORTION	dieser Anteil	dieser Anteil	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
60	E060	H4	f55v	f55v.5	F010	H4-S001	97cc9ac109148723c472	MC100	ody	ody	ODY_COOL+TERMINAL_CLOSE	kühlen	kühlen	UNCHANGED_UNIQUE	COMMIT_CELL
61	E061	H4	f55v	f55v.5	F011	H4-S002	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
62	E062	H4	f55v	f55v.5	F011	H4-S002	6f7ff8287eddf4da9fdb	MC074	chedy	chdy	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	laufenden Posten umsetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
63	E063	H4	f55v	f55v.5	F011	H4-S002	e026af581c99322fbd46	MC160	talam	talam	T_STORE_FRAME+AL_TO+AM_STORE	am Ziel verwahren	am Ziel verwahren	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
64	E064	H4	f55v	f55v.11	F012	H4-S003	f7dc90b2c31fd341f0a4	MC170	ykaiin	ykaiin	Y_ITEM+AIIN_MEASURE	Postenmaß	Postenmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
65	E065	H4	f55v	f55v.11	F012	H4-S003	807591efc3d3f7ddbfab	MC085	cheoar	cheoar	CHEO_EXTRACT+AR_SOURCE	Auszug entnehmen	Auszug entnehmen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
66	E066	H4	f55v	f55v.11	F012	H4-S003	2c1a5fd92b9e3c762242	MC032	cheeky	cheeky	CHK_WARM+GRADE_2+Y_OPEN	länger wärmen	länger erwärmen und offen halten	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
67	E067	H4	f55v	f55v.11	F012	H4-S003	1b1ffdd869fb1429ad03	MC019	oldy	oldy	OL_CONTINUE+DY_CLOSE	fortsetzen; Schluss	Fortsetzung abschließen	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
68	E068	H4	f55v	f55v.11	F013	H4-S004	2f1c5e56e8f0ff459065	MC039	aiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
69	E069	H4	f55v	f55v.11	F013	H4-S004	308e8ea2d5d190c498e8	MC040	okal	okal	OK_SET+AL_TO	dort ansetzen	dort ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
70	E070	H4	f55v	f55v.11	F013	H4-S004	204b04837409088c48f9	MC021	oltchy	oltchy	OL_CONTINUE+CTH_READY+Y_CURRENT	bereit weiterfuehren	bereiten Posten weiterführen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
71	E071	H4	f55v	f55v.11	F013	H4-S004	7a4bb8136330ee4e6e56	MC080	or	chor	OR_BATCH	Ansatz	Ansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
72	E072	H4	f55v	f55v.11	F013	H4-S004	b921a237be883a820352	MC123	y	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
73	E073	H4	f55v	f55v.11	F013	H4-S004	6afeb5c9ab9f6cbdea0d	MC072	orain	orain	OR_BATCH+AIN_PORTION	Ansatzportion	Ansatzportion	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
74	E074	H5	f56r	f56r.5	F014	H5-S001	b9d7b6d68209a9019e7a	MC125	chochor	chochor	HO_INGREDIENT+OR_BATCH	Zutatenansatz	Zutatenansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
75	E075	H5	f56r	f56r.5	F014	H5-S001	2cc054357a929df85f64	MC034	cho	cho	HO_INGREDIENT	Zutat	Zutat	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
76	E076	H5	f56r	f56r.5	F014	H5-S001	0ec6a45e2950e8e7061d	MC010	chodaly	chodaly	HO_INGREDIENT+AL_TO+Y_ITEM	Zutat dorthin	diese Zutat zur Stelle bringen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
77	E077	H5	f56r	f56r.5	F014	H5-S001	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
78	E078	H5	f56r	f56r.7	F015	H5-S001	2cc054357a929df85f64	MC034	sho	cho	HO_INGREDIENT	Zutat	Zutat	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
79	E079	H5	f56r	f56r.7	F015	H5-S001	893c570f3fa3fce99711	MC090	kchol	kchol	KCH_PROCESS+OL_CONTINUE	weiter bearbeiten	weiter bearbeiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
80	E080	H5	f56r	f56r.7	F015	H5-S001	10488b911aae52b3b334	MC013	otchor	otchor	OT_FOLLOW+OR_BATCH	Folgeansatz	Folgeansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
81	E081	H5	f56r	f56r.7	F015	H5-S001	276a7c2d74d1143446f4	MC026	choky	choky	OK_SET+Y_OPEN	Posten ansetzen	aktuellen Posten ansetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
82	E082	H5	f56r	f56r.7	F015	H5-S001	dd0ecaf5e27d81befffc	MC154	dal	al	AL_TO	dorthin	dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
83	E083	H5	f56r	f56r.8	F016	H5-S002	d665560c8ff80799a82c	MC142	schol	dchol	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	Voriges	Voriges	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
84	E084	H5	f56r	f56r.8	F016	H5-S002	c10aec6d4dd877ec8bd8	MC131	choy	choy	HO_INGREDIENT+Y_CURRENT	diese Zutat	diese Zutat	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
85	E085	H5	f56r	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	MC026	choky	choky	OK_SET+Y_OPEN	Posten ansetzen	aktuellen Posten ansetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
86	E086	H5	f56r	f56r.8	F016	H5-S002	95987d6f198d6d247511	MC099	cheeckhody	cheeckhody	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	auftragen	auftragen	UNCHANGED_UNIQUE	COMMIT_CELL
87	E087	H5	f56r	f56r.12	F017	H5-S003	ad3581d3144f69a5912d	MC114	sh	sh	MEMORIZED_WHOLE_CARD	Staengel	Staengel	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
88	E088	H5	f56r	f56r.12	F017	H5-S003	2cc054357a929df85f64	MC034	cho	cho	HO_INGREDIENT	Zutat	Zutat	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
89	E089	H5	f56r	f56r.12	F017	H5-S003	b74e9e65637b7c8538dd	MC122	kchey	kchey	KCH_PROCESS+E_SHORT+Y_CURRENT	diesen Posten kurz bearbeiten	diesen Posten kurz bearbeiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
90	E090	H5	f56r	f56r.12	F017	H5-S003	1322bc176443fc2a8a86	MC015	qokokchy	qokokchy	OK_SET+OK_REPEAT+Y_CURRENT	erneut ansetzen	erneut ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
91	E091	H5	f56r	f56r.13	F018	H5-S004	9ad66e67803a12e745de	MC103	okchy	chokchy	OK_SET+CH_WRAPPER+Y_OPEN	Posten ansetzen	Posten zur Weiterbearbeitung ansetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
92	E092	H5	f56r	f56r.13	F018	H5-S004	087a47b5423438cd6b6a	MC006	chokcheo	chokcheo	CH_RENDERER+OK_ADD+CHEO_EXTRACT	Auszug zugeben	Auszug zugeben	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
93	E093	H5	f56r	f56r.13	F018	H5-S004	75a523fcf039b006f97b	MC077	kchal	kchal	KCH_PROCESS+AL_TO	an der Zielstelle bearbeiten	an der Zielstelle bearbeiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
94	E094	H5	f56r	f56r.18	F019	H5-S005	2cc054357a929df85f64	MC034	sho	cho	HO_INGREDIENT	Zutat	Zutat	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
95	E095	H5	f56r	f56r.18	F019	H5-S005	9ad66e67803a12e745de	MC103	chokchy	chokchy	OK_SET+CH_WRAPPER+Y_OPEN	Posten ansetzen	Posten zur Weiterbearbeitung ansetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
96	E096	H5	f56r	f56r.18	F019	H5-S005	c71c72da4e09e0833392	MC136	kchoar	kchoar	K_HULL+CHEO_EXTRACT+AR_FROM	Auszug daraus	Auszug daraus	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
97	E097	H5	f56r	f56r.18	F019	H5-S005	61a075bc54793c1c781f	MC068	sotodan	sotodan	S_FRAME+OT_FOLLOW+DAN_APPLY	danach anwenden	danach anwenden	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
98	E098	H5	f56r	f56r.19	F020	H5-S006	faf321940aed922846a9	MC171	otchey	otchey	OT_FOLLOW+Y_CURRENT_ITEM	Folgeposten	nächster Teilposten	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
99	E099	H5	f56r	f56r.19	F020	H5-S006	9bb7122b386ebbc6138f	MC104	keol	keol	E_SHORT+OL_CONTINUE	kurz weiterfuehren	kurz weiterbearbeiten	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
100	E100	H5	f56r	f56r.19	F020	H5-S006	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
101	E101	B1	f81v	f81v.2	F021	B1-S001	7db18b2f0fb7ed0fcfd3	MC083	qokedy	qokedy	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	kurz ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
102	E102	B1	f81v	f81v.2	F022	B1-S002	b5fcea1eaed06b2f2291	MC120	okaiin	okaiin	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
103	E103	B1	f81v	f81v.2	F022	B1-S002	22fb87a5a83e5c3fb510	MC023	kair	kair	K_BASIN+AIR_WATER	Beckenwasser	Beckenwasser	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
104	E104	B1	f81v	f81v.2	F022	B1-S002	308e8ea2d5d190c498e8	MC040	okal	okal	OK_SET+AL_TO	dort ansetzen	dort ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
105	E105	B1	f81v	f81v.2	F022	B1-S002	4d4559019a961b834aa1	MC055	sar	char	AR_FROM	daraus	aus dem Ansatz	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
106	E106	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	MC153	ol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
107	E107	B1	f81v	f81v.2	F022	B1-S002	9da1b6ac2c929daea697	MC105	kain	chkain	AIN_PORTION	eine Portion	eine Portion	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
108	E108	B1	f81v	f81v.2	F022	B1-S002	94df4847b7b16c98394a	MC097	olkain	olkain	OL_CONTINUE+AIN_PORTION	weitere Portion	weitere Portion	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
109	E109	B1	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	MC154	al	al	AL_TO	dorthin	dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
110	E110	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	MC153	ol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
111	E111	B1	f81v	f81v.2	F022	B1-S002	1496a731803a9f48d2e1	MC016	rol	rol	R_FRAME+OL_CONTINUE	weiterfuehren	vom vorigen Gang weiterführen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
112	E112	B1	f81v	f81v.2	F022	B1-S002	0f18de177ed7c878bf95	MC012	dl	dl	DL_BATH_ADDITIVE_WHOLE_CARD	Zusatz	Zusatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
113	E113	B1	f81v	f81v.7	F023	B1-S002	dec401773c1f0347793d	MC157	olor	cholor	OL_CONTINUE+OR_BATCH	Fortsetzungsansatz	Fortsetzungsansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
114	E114	B1	f81v	f81v.7	F023	B1-S002	dcda95c81a5460feb191	MC153	ol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
115	E115	B1	f81v	f81v.7	F023	B1-S002	4eab1841ed655c20a348	MC058	sheckhal	sheckhal	CKH_THROUGH+E_SHORT+AL_TO	kurz zur Zielstelle durchleiten	kurz zur Zielstelle durchleiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
116	E116	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
117	E117	B1	f81v	f81v.7	F023	B1-S002	93f69c38fdedee1598e9	MC096	qokeedal	qokeedal	OK_SET+EE_HOLD+AL_TO	dort länger halten	dort länger halten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
118	E118	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
