gdt756_body_token_id	page	locus	token_ordinal	body_offset_after_ychor	line_position	surface	reader_exact	independent_axes_at_position	gdt756_candidate_de	gdt758_candidate_de	candidate_changed	candidate_origin	working_confidence	alternate_1_de	alternate_2_de	exact_whole_default	candidate_not_plaintext	confirmed_lexeme	component_export_credit
G756-B020	f22v	f22v.7	4	3	LAST	chory	1	PART|BEGIN_STAGE	frische Blätter	frische Blätter	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	Wurzel in Grundform	Pflanzenteil	1	1	0	0
G756-B021	f23r	f23r.5	2	1	MIDDLE	qokchol	1	HOT|DRY|MATERIAL	heiß getrocknetes Kraut	erhitzt und getrocknet	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_MULTIWHOLE_EXPLORATORY	heiß-trockener Zustand	erhitzte Trockenzubereitung	1	1	0	0
G756-B022	f23r	f23r.5	3	2	MIDDLE	ytym	0	NONE	eine Handvoll gekühltes Kraut	eine Handvoll gekühltes Kraut	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	eine Dosis kalter Zubereitung	gekühlter Arzneistoff	1	1	0	0
G756-B023	f23r	f23r.5	4	3	MIDDLE	chol	1	NONE	trockenes Kraut	trocken/getrocknet	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_MULTIWHOLE_EXPLORATORY	Trockenstoff	trockne	1	1	0	0
G756-B024	f23r	f23r.5	5	4	MIDDLE	dair	1	NONE	zweiter Teil	zweiter Teil	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	zweite Dosis	Grad II	1	1	0	0
G756-B025	f23r	f23r.5	6	5	MIDDLE	chol	1	NONE	trockenes Kraut	trocken/getrocknet	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_MULTIWHOLE_EXPLORATORY	Trockenstoff	trockne	1	1	0	0
G756-B026	f23r	f23r.5	7	6	MIDDLE	ar	1	NONE	erster Teil	Anteil	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_MULTIWHOLE_EXPLORATORY	Portion	Mengen-/Verhältniswort	1	1	0	0
G756-B027	f23r	f23r.5	8	7	MIDDLE	ol	1	NONE	Arzneistoff	Arzneistoff	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	Zubereitung	Öl	1	1	0	0
G756-B028	f23r	f23r.5	9	8	MIDDLE	ol	1	NONE	Arzneistoff	Arzneistoff	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	Zubereitung	Öl	1	1	0	0
G756-B029	f23r	f23r.5	10	9	MIDDLE	dol	1	NONE	eine Dosis	eine Dosis	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	ein Materialmaß	eine Handvoll	1	1	0	0
G756-B030	f23r	f23r.5	11	10	LAST	dain	1	NONE	zweiter Grad	zweiter Grad	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	zweiter Teil	zwei Dosen	1	1	0	0
G756-B031	f24r	f24r.8	2	1	MIDDLE	s	1	NONE	Samen	je	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_ORDERED_VALUE_EXPLORATORY	Drachmenzeichen	Unzenzeichen	1	1	0	0
G756-B032	f24r	f24r.8	3	2	MIDDLE	om	1	NONE	eine Handvoll	eine Handvoll	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	eine Dosis	eine Unze	1	1	0	0
G756-B033	f24r	f24r.8	4	3	MIDDLE	qoear	1	NONE	nimm den ersten Teil	nimm den ersten Teil	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	erster Teil	zu gleichen Teilen	1	1	0	0
G756-B034	f24r	f24r.8	5	4	MIDDLE	daiin	1	NONE	dritter Grad	dritter Grad	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	drei Einheiten	dritte Dosis	1	1	0	0
G756-B035	f24r	f24r.8	6	5	LAST	qokeol	1	NONE	heiß im zweiten Grad	heiß im zweiten Grad	0	GDT755_TOP24	C1_CONSTRAINED_CANDIDATE	erhitze bis zur Mittelstufe	heiße Zubereitung	1	1	0	0
G756-B036	f45v	f45v.9	2	1	MIDDLE	cthy	1	MATERIAL	Wurzel	Blattgut	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_CROSS_PASS_EXPLORATORY	oberirdisches Kraut	Pflanzenteil ohne nähere Bestimmung	1	1	0	0
G756-B037	f45v	f45v.9	3	2	MIDDLE	chol	1	NONE	trockenes Kraut	trocken/getrocknet	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_MULTIWHOLE_EXPLORATORY	Trockenstoff	trockne	1	1	0	0
G756-B038	f45v	f45v.9	4	3	MIDDLE	qokom	1	HOT|AMOUNT|PREPARATION|PROCESS	erhitze eine Handvoll	erhitze eine Handvoll	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	eine Handvoll heiße Zubereitung	miss eine Dosis ab	1	1	0	0
G756-B039	f45v	f45v.9	5	4	MIDDLE	sy	1	NONE	Samen	Samen	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	Salz	Pulver	1	1	0	0
G756-B040	f45v	f45v.9	6	5	MIDDLE	sa	1	NONE	gib Samen zu	gib Samen zu	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	gib Salz zu	mische	1	1	0	0
G756-B041	f45v	f45v.9	7	6	LAST	ykchom	0	NONE	erhitze und trockne eine Handvoll	erhitze und trockne eine Handvoll	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	eine Handvoll Zubereitung	mische und erhitze	1	1	0	0
G756-B042	f86v5	f86v5.20	2	1	MIDDLE	ar	1	NONE	erster Teil	Anteil	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_MULTIWHOLE_EXPLORATORY	Portion	Mengen-/Verhältniswort	1	1	0	0
G756-B043	f86v5	f86v5.20	3	2	MIDDLE	aiin	1	NONE	drei Einheiten	drei Einheiten	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	dritter Grad	eine Menge	1	1	0	0
G756-B044	f86v5	f86v5.20	4	3	MIDDLE	ytaly	1	NONE	kalte Zubereitung	kalte Zubereitung	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	kaltes Kraut	Wasser	1	1	0	0
G756-B045	f86v5	f86v5.20	5	4	MIDDLE	otaiin	1	NONE	kalt im dritten Grad	kalt im dritten Grad	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	drei kalte Dosen	kalte Zubereitung	1	1	0	0
G756-B046	f86v5	f86v5.20	6	5	MIDDLE	ykaiin	1	NONE	erhitze auf den dritten Grad	erhitze auf den dritten Grad	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	dritter Grad	heiß halten	1	1	0	0
G756-B047	f86v5	f86v5.20	7	6	MIDDLE	otal	0	NONE	kalter Rohstoff, erster Grad	kalter Rohstoff, erster Grad	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	kalt am Anfang	erster Teil	1	1	0	0
G756-B048	f86v5	f86v5.20	8	7	MIDDLE	ytar	1	PART|MATERIAL	nimm den ersten gekühlten Teil	nimm den ersten gekühlten Teil	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	gekühlter Pflanzenteil	kalte Portion	1	1	0	0
G756-B049	f86v5	f86v5.20	9	8	MIDDLE	aiin	1	NONE	drei Einheiten	drei Einheiten	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	dritter Grad	eine Menge	1	1	0	0
G756-B050	f86v5	f86v5.20	10	9	LAST	ytaiiil	0	NONE	drei Einheiten	drei Einheiten	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	dritter Grad	eine Dosis	1	1	0	0
G756-B051	f93r	f93r.28	2	1	MIDDLE	odol	1	AMOUNT|MATERIAL|PREPARATION|PROCESS	miss den Arzneistoff ab	abgemessene Zubereitung	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C1_SPARSE_MULTIWHOLE_EXPLORATORY	eine Dosis Zubereitung	miss die Zubereitung ab	1	1	0	0
G756-B052	f93r	f93r.28	3	2	MIDDLE	chodaiin	0	NONE	drei Dosen Trockenansatz	drei Dosen Trockenansatz	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	dritter Grad	getrocknete Zubereitung	1	1	0	0
G756-B053	f93r	f93r.28	4	3	LAST	s	1	NONE	Samen	zu gleichen Teilen	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_ORDERED_VALUE_EXPLORATORY	Drachmenzeichen	Unzenzeichen	1	1	0	0
G756-B054	f99r	f99r.52	2	1	MIDDLE	ols	1	MATERIAL	Heilmittel	abgeseihtes Endprodukt	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C0_SPARSE_EXPLORATORY	seihe ab	Öl / ölige Zubereitung	1	1	0	0
G756-B055	f99r	f99r.52	3	2	MIDDLE	or	0	NONE	eine Portion	eine Portion	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	ein Teil	eine Dosis	1	1	0	0
G756-B056	f99r	f99r.52	4	3	LAST	agairom	0	NONE	eine Handvoll, dritter Anteil	eine Handvoll, dritter Anteil	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	drei Handvoll	dritter Teil	1	1	0	0
G756-B057	f102v2	f102v2.35	2	1	MIDDLE	sheol	1	MOIST|MATERIAL	eingeweichtes Kraut	eingeweicht/feucht	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_MULTIWHOLE_EXPLORATORY	Feuchtzubereitung	Wasser- oder Weinansatz	1	1	0	0
G756-B058	f102v2	f102v2.35	3	2	MIDDLE	por	1	NONE	eine Portion Pulver	eine Portion Pulver	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	Pulver	Pflanzenpulver	1	1	0	0
G756-B059	f102v2	f102v2.35	4	3	MIDDLE	sheeor	1	NONE	Wein	Wein	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	Wasser	Öl	1	1	0	0
G756-B060	f102v2	f102v2.35	5	4	MIDDLE	shekeey	1	NONE	weiche ein	weiche ein	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	mische	erwärme	1	1	0	0
G756-B061	f102v2	f102v2.35	6	5	MIDDLE	qoky	1	HOT|BEGIN_STAGE	heiß am Anfang	heiß am Anfang	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	erwärme zuerst	heißer Arzneistoff	1	1	0	0
G756-B062	f102v2	f102v2.35	7	6	MIDDLE	cheo	0	NONE	trockene Zubereitung	trockene Zubereitung	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	getrocknetes Kraut	Pulver	1	1	0	0
G756-B063	f102v2	f102v2.35	8	7	MIDDLE	teody	0	NONE	kühle ab und beende	kühle ab und beende	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	bewahre auf	siebe ab	1	1	0	0
G756-B064	f102v2	f102v2.35	9	8	MIDDLE	qokeol	1	NONE	heiß im zweiten Grad	heiß im zweiten Grad	0	GDT755_TOP24	C1_CONSTRAINED_CANDIDATE	erhitze bis zur Mittelstufe	heiße Zubereitung	1	1	0	0
G756-B065	f102v2	f102v2.35	10	9	LAST	daiin	0	NONE	dritter Grad	dritter Grad	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	drei Einheiten	dritte Dosis	1	1	0	0
G756-B066	f106r	f106r.9	2	1	MIDDLE	chol	1	NONE	trockenes Kraut	trocken/getrocknet	1	GDT758_GLOBAL_FOLLOWER_AUDIT	C2_MULTIWHOLE_EXPLORATORY	Trockenstoff	trockne	1	1	0	0
G756-B067	f106r	f106r.9	3	2	MIDDLE	qokain	1	NONE	heiß im zweiten Grad	heiß im zweiten Grad	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	zweiter heißer Teil	erhitze mäßig	1	1	0	0
G756-B068	f106r	f106r.9	4	3	MIDDLE	chocphol	1	NONE	getrocknete Wurzel	getrocknete Wurzel	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	Rinde	Kraut	1	1	0	0
G756-B069	f106r	f106r.9	5	4	MIDDLE	lchedy	1	NONE	getrocknetes Holz	getrocknetes Holz	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	getrocknete Wurzel	Pulver	1	1	0	0
G756-B070	f106r	f106r.9	6	5	MIDDLE	qocheo	1	NONE	mische die trockene Zubereitung	mische die trockene Zubereitung	0	GDT756_BODY_PRIOR	C0_FORCED_CONTEXT	siebe die Zubereitung	trockne	1	1	0	0
G756-B071	f106r	f106r.9	7	6	LAST	qokar	1	NONE	erster heißer Teil	erster heißer Teil	0	GDT756_BODY_PRIOR	C1_FRAME_CONSTRAINED	heiße Portion	erhitze den ersten Teil	1	1	0	0
