gdt758_occurrence_id	surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	paragraph_first_token	paragraph_last_token	section	language	hand	written_line_eva	immediate_left_surface	immediate_left_reader_exact	immediate_right_surface	immediate_right_reader_exact	formula_predecessor	directly_after_ychor	left_extent	right_extent	left_boundary_reason	right_boundary_reason	boundary_complete	independent_anchor_count	independent_anchor_surfaces	independent_anchor_tags	independent_anchor_evidence	field_channel	slot_class	suspect_neighbor_cells_with_axes_excluded	target_cache_value_background_not_used_as_anchor	gdt758_primary_candidate_de	gdt758_renderer_value_de	gdt758_working_confidence	all_172_productive_compound_axes_excluded_from_field	reader_exact_target	exact_whole_only	literal_identity	confirmed_lexeme	component_export_credit
G758-O0011	chor	f2v	f2	f2v.3	2	8	0.142857	MIDDLE	0	0	H	A	1	otchy chor lshy chol chody chodain chcthy daiin	otchy	1	lshy	1	NONE	0	1	0	LINE_EDGE_AFTER_R1	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0012	chol	f2v	f2	f2v.3	4	8	0.428571	MIDDLE	0	0	H	A	1	otchy chor lshy chol chody chodain chcthy daiin	lshy	1	chody	1	NONE	0	0	4	STRICT_INITIAL_BEFORE_R1	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0013	chol	f2v	f2	f2v.5	8	9	0.875000	MIDDLE	0	0	H	A	1	kchor shy daiiin chm s shey dor chol daiin	dor	1	daiin	1	NONE	0	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	1	dor	AMOUNT|MATERIAL	L1 dor=miss eine Portion Droge ab [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0014	chol	f2v	f2	f2v.6	2	11	0.100000	MIDDLE	0	0	H	A	1	dor chol chor chol keol chy chty daiin o tchor chan	dor	1	chor	1	NONE	0	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	2	dor|keol	HOT|AMOUNT|MATERIAL	L1 dor=miss eine Portion Droge ab [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R3 keol=heißer Drogenstoff [HOT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0015	chor	f2v	f2	f2v.6	3	11	0.200000	MIDDLE	0	0	H	A	1	dor chol chor chol keol chy chty daiin o tchor chan	chol	1	chol	1	NONE	0	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	2	dor|keol	HOT|AMOUNT|MATERIAL	L2 dor=miss eine Portion Droge ab [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R2 keol=heißer Drogenstoff [HOT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0016	chol	f2v	f2	f2v.6	4	11	0.300000	MIDDLE	0	0	H	A	1	dor chol chor chol keol chy chty daiin o tchor chan	chor	1	keol	1	NONE	0	3	5	LINE_EDGE_AFTER_R3	RADIUS5_CENSORED	0	2	dor|keol	HOT|AMOUNT|MATERIAL	L3 dor=miss eine Portion Droge ab [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R1 keol=heißer Drogenstoff [HOT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0017	chor	f2v	f2	f2v.8	2	5	0.250000	MIDDLE	0	0	H	A	1	chokoishe chor cheol chol dolody	chokoishe	0	cheol	1	NONE	0	1	3	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0018	chol	f2v	f2	f2v.8	4	5	0.750000	MIDDLE	0	0	H	A	1	chokoishe chor cheol chol dolody	cheol	1	dolody	1	NONE	0	3	1	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0019	chol	f3r	f3	f3r.1	3	5	0.500000	MIDDLE	0	0	H	A	1	tsheos qopal chol cthol daimg	qopal	1	cthol	1	NONE	0	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	1	cthol	MATERIAL	R1 cthol=Pflanzendrogenstoff [MATERIAL;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0020	chor	f3r	f3	f3r.2	2	5	0.250000	MIDDLE	0	0	H	A	1	ycheor chor dam qotcham cham	ycheor	1	dam	1	ycheor	0	1	3	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R3	1	1	cham	DRY|AMOUNT|MATERIAL	R3 cham=ein Maß Trockendroge [DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	1	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0021	chol	f3r	f3	f3r.3	3	5	0.500000	MIDDLE	0	0	H	A	1	ochor qocheor chol daiin cthy	qocheor	1	daiin	1	NONE	0	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	2	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0022	cthy	f3r	f3	f3r.3	5	5	1.000000	LAST	0	0	H	A	1	ochor qocheor chol daiin cthy	daiin	1	LINE_EDGE	0	NONE	0	4	0	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	1	CTH-Drogenmaterial	Blattgut / Blattdroge	Blattgut	C2_CROSS_PASS_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0023	chor	f3r	f3	f3r.4	2	6	0.200000	MIDDLE	0	0	H	A	1	schey chor chal chag cham cho	schey	1	chal	1	NONE	0	0	4	STRICT_INITIAL_BEFORE_R1	LINE_EDGE_AFTER_R4	1	2	cham|cho	DRY|AMOUNT|MATERIAL|PREPARATION	R3 cham=ein Maß Trockendroge [DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R4 cho=Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0024	s	f3r	f3	f3r.5	3	5	0.500000	MIDDLE	0	0	H	A	1	qokol chololy s cham cthol	chololy	1	cham	1	NONE	0	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	3	qokol|cham|cthol	HOT|DRY|AMOUNT|MATERIAL|PROCESS	L2 qokol=erhitzen [HOT|PROCESS;W3_SOLID_WORKING_THEORY] || R1 cham=ein Maß Trockendroge [DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R2 cthol=Pflanzendrogenstoff [MATERIAL;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0025	chor	f3r	f3	f3r.6	2	4	0.333333	MIDDLE	0	0	H	A	1	ychtaiin chor cthom otaldam	ychtaiin	1	cthom	1	NONE	0	1	2	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R2	1	1	cthom	AMOUNT|PREPARATION	R1 cthom=eine Handvoll Pflanzenansatz [AMOUNT|PREPARATION;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0026	chor	f3r	f3	f3r.8	2	5	0.250000	MIDDLE	0	0	H	A	1	ysheor chor chol oky dago	ysheor	1	chol	1	NONE	0	1	3	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0027	chol	f3r	f3	f3r.8	3	5	0.500000	MIDDLE	0	0	H	A	1	ysheor chor chol oky dago	chor	1	oky	1	NONE	0	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0028	oky	f3r	f3	f3r.8	4	5	0.750000	MIDDLE	0	0	H	A	1	ysheor chor chol oky dago	chol	1	dago	0	NONE	0	3	1	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0029	sheol	f3r	f3	f3r.11	4	5	0.750000	MIDDLE	0	0	H	A	1	pcheol shol sols sheol shey	sols	1	shey	1	NONE	0	0	1	STRICT_INITIAL_BEFORE_R1	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0030	chor	f3r	f3	f3r.14	1	4	0.000000	FIRST	0	0	H	A	1	chor qodair okeey qokeey	LINE_EDGE	0	qodair	0	NONE	0	0	3	LINE_EDGE_AFTER_R0	LINE_EDGE_AFTER_R3	1	1	qokeey	HOT|END_STAGE	R3 qokeey=heiß am Ende des Grades [HOT|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0031	chor	f3r	f3	f3r.15	4	8	0.428571	MIDDLE	0	0	H	A	1	tsheoarom shor or chor olchsy chom otchom oporar	or	1	olchsy	1	NONE	0	3	4	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0032	chol	f3r	f3	f3r.16	2	9	0.125000	MIDDLE	0	0	H	A	1	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol	1	s	1	NONE	0	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	1	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	L1 oteol=Drogenstoff im Ansatz bis zur Mittelstufe abkühlen [COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0033	s	f3r	f3	f3r.16	3	9	0.250000	MIDDLE	0	0	H	A	1	oteol chol s cheol ekshy qokeom qokol daiin soleeg	chol	1	cheol	1	NONE	0	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	1	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	L2 oteol=Drogenstoff im Ansatz bis zur Mittelstufe abkühlen [COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0034	chor	f3r	f3	f3r.19	8	9	0.875000	MIDDLE	0	0	H	A	1	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	qosaiin	1	cthy	1	NONE	0	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	1	cheor	DRY|PART|MATERIAL	L5 cheor=trockener Drogenteil [DRY|PART|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	1	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0035	cthy	f3r	f3	f3r.19	9	9	1.000000	LAST	0	0	H	A	1	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	chor	1	LINE_EDGE	0	NONE	0	5	0	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	CTH-Drogenmaterial	Blattgut / Blattdroge	Blattgut	C2_CROSS_PASS_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0036	chol	f3r	f3	f3r.20	2	9	0.125000	MIDDLE	0	0	H	A	1	ycheor chol odaiin chol s aiin okol or am	ycheor	1	odaiin	1	ycheor	0	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	1	odaiin	PREPARATION|LEVEL_III	R1 odaiin=Zubereitung, Wertstufe III [PREPARATION|LEVEL_III;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	1	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0037	chol	f3r	f3	f3r.20	4	9	0.375000	MIDDLE	0	0	H	A	1	ycheor chol odaiin chol s aiin okol or am	odaiin	1	s	1	NONE	0	3	5	LINE_EDGE_AFTER_R3	RADIUS5_CENSORED	0	1	odaiin	PREPARATION|LEVEL_III	L1 odaiin=Zubereitung, Wertstufe III [PREPARATION|LEVEL_III;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	1	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0038	s	f3r	f3	f3r.20	5	9	0.500000	MIDDLE	0	0	H	A	1	ycheor chol odaiin chol s aiin okol or am	chol	1	aiin	1	NONE	0	4	4	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R4	1	1	odaiin	PREPARATION|LEVEL_III	L2 odaiin=Zubereitung, Wertstufe III [PREPARATION|LEVEL_III;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	1	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0039	s	f3v	f3	f3v.1	7	8	0.857143	MIDDLE	0	0	H	A	1	koaiin cphor qotoy sha ckhol ykoaiin s oly	ykoaiin	1	oly	1	NONE	0	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	2	ckhol|oly	PREPARATION|PROCESS	L2 ckhol=Mischgut [PREPARATION;W2_PROVISIONAL_WORKING] || R1 oly=abseihen [PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0040	chol	f3v	f3	f3v.3	2	7	0.166667	MIDDLE	0	0	H	A	1	okom chol shol seees chom cheeykam okai	okom	1	shol	1	NONE	0	1	1	LINE_EDGE_AFTER_R1	STRICT_INITIAL_BEFORE_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0041	chor	f3v	f3	f3v.7	3	5	0.500000	MIDDLE	0	0	H	A	1	tchor otcham chor cfham s	otcham	1	cfham	1	NONE	0	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	1	tchor	COLD|DRY|AMOUNT|MATERIAL	L2 tchor=kalt-trockene Drogenportion [COLD|DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0042	s	f3v	f3	f3v.7	5	5	1.000000	LAST	0	0	H	A	1	tchor otcham chor cfham s	cfham	1	LINE_EDGE	0	NONE	0	4	0	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R0	1	1	tchor	COLD|DRY|AMOUNT|MATERIAL	L4 tchor=kalt-trockene Drogenportion [COLD|DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0043	chor	f3v	f3	f3v.8	3	5	0.500000	MIDDLE	0	0	H	A	1	ykchy kchom chor chckhol oka	kchom	1	chckhol	0	NONE	0	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	1	ykchy	HOT|DRY|BEGIN_STAGE	L2 ykchy=Eintrag: heiß-trocken am Gradanfang [HOT|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0044	chor	f3v	f3	f3v.9	4	5	0.750000	MIDDLE	0	0	H	A	1	ytcheear okeol cthodoaly chor cthy	cthodoaly	1	cthy	1	NONE	0	3	1	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	2	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
