analogy_id	candidate_surface	known_neighbor_surface	levenshtein_distance	within_closest_layer	selected_radius	known_neighbor_reading_ids	known_neighbor_levels	known_neighbor_max_score_not_probability	known_neighbor_occurrences	known_neighbor_pages	known_neighbor_core_axes	known_neighbor_union_axes	known_neighbor_best_gloss_de	known_neighbor_all_glosses_de	candidate_consensus_axes	candidate_analogy_confidence_level	relation_scope	literal_identity_credit	component_export_credit
G758-A0016	chol	choly	1	1	1	choly#GLOBAL	W3_SOLID_WORKING_THEORY	76	12	12	DRY	DRY	Trockenrückstand	Trockenrückstand	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0017	chol	chor	1	1	1	chor#1	W2_PROVISIONAL_WORKING	53	2	2	PART	PART	Pflanzenteil	Pflanzenteil	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0018	chol	chos	1	1	1	chos#1	W2_PROVISIONAL_WORKING	43	1	1	DRY|PREPARATION	DRY|PREPARATION	trockene Zubereitung	trockene Zubereitung	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0019	chol	chot	1	1	1	chot#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	COLD|DRY|PREPARATION	COLD|DRY|PREPARATION	abgekühlter Trockenansatz	abgekühlter Trockenansatz	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0020	chol	choy	1	1	1	choy#GLOBAL	W3_SOLID_WORKING_THEORY	76	14	13	DRY|PREPARATION	DRY|PREPARATION	Trockenansatz leicht abschließen	Trockenansatz leicht abschließen	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0021	chol	chtol	1	1	1	chtol#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	COLD|DRY|MATERIAL	COLD|DRY|MATERIAL	getrocknetes und abgekühltes Drogenmaterial	getrocknetes und abgekühltes Drogenmaterial	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0022	chol	ckhol	1	1	1	ckhol#V84_1	W2_PROVISIONAL_WORKING	43	1	1	PREPARATION	PREPARATION	Mischgut	Mischgut	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0023	chol	cphol	1	1	1	cphol#GLOBAL	W3_SOLID_WORKING_THEORY	76	11	9	MATERIAL	MATERIAL	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0024	chol	cthol	1	1	1	cthol#GLOBAL	W3_SOLID_WORKING_THEORY	66	51	34	MATERIAL	MATERIAL	Pflanzendrogenstoff	Pflanzendrogenstoff	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0025	chol	dchol	1	1	1	dchol#GLOBAL	W3_SOLID_WORKING_THEORY	66	21	21	DRY|AMOUNT|MATERIAL	DRY|AMOUNT|MATERIAL	Maß trockenen Materials	Maß trockenen Materials	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0026	chol	kchol	1	1	1	kchol#GLOBAL	W3_SOLID_WORKING_THEORY	76	24	20	HOT|DRY	HOT|DRY	erhitztes Trockengut	erhitztes Trockengut	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0027	chol	shol	1	1	1	shol#1	W2_PROVISIONAL_WORKING	44	1	1	MOIST	MOIST	feucht	feucht	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0028	chol	tchol	1	1	1	tchol#GLOBAL	W3_SOLID_WORKING_THEORY	76	16	14	COLD|DRY|MATERIAL	COLD|DRY|MATERIAL	kalt-trockenes Drogenmaterial	kalt-trockenes Drogenmaterial	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0029	chol	ychol	1	1	1	ychol#GLOBAL	W3_SOLID_WORKING_THEORY	76	10	10	DRY|MATERIAL	DRY|MATERIAL	trockne hiervon den Drogenstoff	trockne hiervon den Drogenstoff	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0030	chor	chdor	1	1	1	chdor#GLOBAL	W3_SOLID_WORKING_THEORY	73	9	7	DRY|AMOUNT|MATERIAL	DRY|AMOUNT|MATERIAL	eine abgemessene Portion Trockendroge	eine abgemessene Portion Trockendroge	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0031	chor	cheor	1	1	1	cheor#GLOBAL	W3_SOLID_WORKING_THEORY	66	71	45	DRY|PART|MATERIAL	DRY|PART|MATERIAL	trockener Drogenteil	trockener Drogenteil	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0032	chor	chkor	1	1	1	chkor#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|DRY|AMOUNT|MATERIAL	HOT|DRY|AMOUNT|MATERIAL	eine Portion heiß getrocknete Droge	eine Portion heiß getrocknete Droge	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0033	chor	cho	1	1	1	cho#GLOBAL	W2_PROVISIONAL_WORKING	56	75	51	DRY|PREPARATION	DRY|PREPARATION	Trockenansatz	Trockenansatz	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0034	chor	choar	1	1	1	choar#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|PART|PREPARATION	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	Trockenansatz, Fraktion I	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0035	chor	chod	1	1	1	chod#GLOBAL	W3_SOLID_WORKING_THEORY	71	8	8	DRY|PREPARATION	DRY|PREPARATION	Trockenansatz abschließen	Trockenansatz abschließen	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0036	chor	chol	1	1	1	chol#1	W3_SOLID_WORKING_THEORY	69	6	5	DRY	DRY	trocken	trocken	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0037	chor	chory	1	1	1	chory#GLOBAL	W2_PROVISIONAL_WORKING	58	11	11	PART|BEGIN_STAGE	PART|BEGIN_STAGE	Pflanzenteil in Grundform	Pflanzenteil in Grundform	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0038	chor	chos	1	1	1	chos#1	W2_PROVISIONAL_WORKING	43	1	1	DRY|PREPARATION	DRY|PREPARATION	trockene Zubereitung	trockene Zubereitung	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0039	chor	chot	1	1	1	chot#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	COLD|DRY|PREPARATION	COLD|DRY|PREPARATION	abgekühlter Trockenansatz	abgekühlter Trockenansatz	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0040	chor	choy	1	1	1	choy#GLOBAL	W3_SOLID_WORKING_THEORY	76	14	13	DRY|PREPARATION	DRY|PREPARATION	Trockenansatz leicht abschließen	Trockenansatz leicht abschließen	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0041	chor	ckhor	1	1	1	ckhor#GLOBAL	W2_PROVISIONAL_WORKING	53	8	8	AMOUNT|PREPARATION	AMOUNT|PREPARATION	Portion Arzneikompositum	Portion Arzneikompositum	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0042	chor	cthor	1	1	1	cthor#GLOBAL	W3_SOLID_WORKING_THEORY	66	43	33	AMOUNT|MATERIAL	AMOUNT|MATERIAL	eine Portion Pflanzendroge	eine Portion Pflanzendroge	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0043	chor	dchor	1	1	1	dchor#GLOBAL	W3_SOLID_WORKING_THEORY	68	23	19	PART	PART	abgemessener Pflanzenteil	abgemessener Pflanzenteil	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0044	chor	kchor	1	1	1	kchor#GLOBAL	W3_SOLID_WORKING_THEORY	66	19	19	HOT|DRY|AMOUNT|MATERIAL	HOT|DRY|AMOUNT|MATERIAL	Drogenportion, heiß-trocken	Drogenportion, heiß-trocken	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0045	chor	ochor	1	1	1	ochor#GLOBAL	W3_SOLID_WORKING_THEORY	63	5	5	PART|PREPARATION	PART|PREPARATION	Pflanzenteil im Ansatz	Pflanzenteil im Ansatz	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0046	chor	tchor	1	1	1	tchor#GLOBAL	W3_SOLID_WORKING_THEORY	76	21	18	COLD|DRY|AMOUNT|MATERIAL	COLD|DRY|AMOUNT|MATERIAL	kalt-trockene Drogenportion	kalt-trockene Drogenportion	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0047	chor	ychor	1	1	1	ychor#GLOBAL	W3_SOLID_WORKING_THEORY	76	14	14	PART	PART	nimm hiervon den Pflanzenteil	nimm hiervon den Pflanzenteil	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0048	chshoty	cheoty	2	1	2	cheoty#GLOBAL	W2_PROVISIONAL_WORKING	56	4	4	COLD|DRY|PREPARATION|BEGIN_STAGE	COLD|DRY|PREPARATION|BEGIN_STAGE	trocken angesetzte kalte Zubereitung am Gradanfang	trocken angesetzte kalte Zubereitung am Gradanfang	COLD|DRY|PREPARATION	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0049	chshoty	choty	2	1	2	choty#GLOBAL	W3_SOLID_WORKING_THEORY	76	34	25	COLD|DRY|PREPARATION	COLD|DRY|PREPARATION	kalter Trockenansatz	kalter Trockenansatz	COLD|DRY|PREPARATION	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0050	cthy	chy	1	1	1	chy#1	W2_PROVISIONAL_WORKING	51	3	3	DRY|BEGIN_STAGE	DRY|BEGIN_STAGE	trocken am Anfang des Grades	trocken am Anfang des Grades	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0051	cthy	cphy	1	1	1	cphy#1	W2_PROVISIONAL_WORKING	42	1	1	PREPARATION|BEGIN_STAGE	PREPARATION|BEGIN_STAGE	Mischung, Grundform	Mischung, Grundform	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0052	cthy	cth	1	1	1	cth#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	MATERIAL	MATERIAL	Pflanzendroge	Pflanzendroge	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0053	cthy	cthdy	1	1	1	cthdy#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	MATERIAL|CLOSE|END_STAGE	MATERIAL|CLOSE|END_STAGE	Krautdroge fertig aufbereiten	Krautdroge fertig aufbereiten	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0054	cthy	cthey	1	1	1	cthey#GLOBAL	W3_SOLID_WORKING_THEORY	66	38	33	MATERIAL	MATERIAL	Pflanzendroge, Form I	Pflanzendroge, Form I	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0055	cthy	ctho	1	1	1	ctho#GLOBAL	W3_SOLID_WORKING_THEORY	76	18	18	MATERIAL|PREPARATION	MATERIAL|PREPARATION	Krautansatz	Krautansatz	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0056	cthy	octhy	1	1	1	octhy#GLOBAL	W2_PROVISIONAL_WORKING	45	9	9	PREPARATION|BEGIN_STAGE	PREPARATION|BEGIN_STAGE	Pflanzenzubereitung, Grundform	Pflanzenzubereitung, Grundform	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0057	odol	odal	1	1	1	odal#GLOBAL	W2_PROVISIONAL_WORKING	58	14	14	AMOUNT|MATERIAL|PREPARATION	AMOUNT|MATERIAL|PREPARATION	abgewogener Rohstoffposten I im Ansatz	abgewogener Rohstoffposten I im Ansatz	AMOUNT|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0058	odol	odor	1	1	1	odor#GLOBAL	W3_SOLID_WORKING_THEORY	71	5	5	AMOUNT|PREPARATION|PROCESS	AMOUNT|PREPARATION|PROCESS	eine Portion Ansatz abmessen	eine Portion Ansatz abmessen	AMOUNT|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0059	odol	orol	1	1	1	orol#GLOBAL	W3_SOLID_WORKING_THEORY	68	10	8	AMOUNT|MATERIAL	AMOUNT|MATERIAL	Drogenstoffportion	Drogenstoffportion	AMOUNT|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0060	odol	otol	1	1	1	otol#GLOBAL	W3_SOLID_WORKING_THEORY	71	58	48	COLD|PREPARATION	COLD|PREPARATION	kaltes Zubereitungsgut	kaltes Zubereitungsgut	AMOUNT|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0061	oky	ky	1	1	1	ky#GLOBAL	W3_SOLID_WORKING_THEORY	71	29	27	HOT|BEGIN_STAGE	HOT|BEGIN_STAGE	heiß am Anfang des Grades	heiß am Anfang des Grades	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0062	oky	ody	1	1	1	ody#GLOBAL	W3_SOLID_WORKING_THEORY	76	37	30	PREPARATION|CLOSE|END_STAGE	PREPARATION|CLOSE|END_STAGE	fertiggestellter Ansatz	fertiggestellter Ansatz	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0063	oky	okdy	1	1	1	okdy#GLOBAL	W2_PROVISIONAL_WORKING	41	1	1	HOT|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	HOT|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	heißer Ansatz am Anfang des Grades, abgeschlossen	heißer Ansatz am Anfang des Grades, abgeschlossen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0064	oky	okey	1	1	1	okey#GLOBAL	W3_SOLID_WORKING_THEORY	71	40	24	HOT|PREPARATION|MIDDLE_STAGE	HOT|PREPARATION|MIDDLE_STAGE	heißer Ansatz in der Mitte des Grades	heißer Ansatz in der Mitte des Grades	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0065	oky	oly	1	1	1	oly#GLOBAL	W3_SOLID_WORKING_THEORY	68	53	30	PROCESS	PROCESS	abseihen	abseihen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0066	oky	oy	1	1	1	oy#GLOBAL	W2_PROVISIONAL_WORKING	58	12	11	PREPARATION|BEGIN_STAGE	PREPARATION|BEGIN_STAGE	Ansatz in Grundform	Ansatz in Grundform	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0067	oky	qoky	1	1	1	qoky#GLOBAL	W3_SOLID_WORKING_THEORY	71	138	65	HOT|BEGIN_STAGE	HOT|BEGIN_STAGE	heiß am Anfang des Grades	heiß am Anfang des Grades	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0068	ols	oly	1	1	1	oly#GLOBAL	W3_SOLID_WORKING_THEORY	68	53	30	PROCESS	PROCESS	abseihen	abseihen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0069	ols	sols	1	1	1	sols#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	CLOSE|END_STAGE	CLOSE|END_STAGE	fertige Salzspecies	fertige Salzspecies	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0070	qokchol	okchol	1	1	1	okchol#GLOBAL	W3_SOLID_WORKING_THEORY	73	10	8	HOT|DRY|PREPARATION	HOT|DRY|PREPARATION	heißer Ansatz aus Trockengut	heißer Ansatz aus Trockengut	HOT|DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0071	qokchol	qokcho	1	1	1	qokcho#1	W2_PROVISIONAL_WORKING	50	1	1	HOT|DRY|PROCESS	HOT|DRY|PROCESS	erhitze, trockne und setze an	erhitze, trockne und setze an	HOT|DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0072	qokchol	qotchol	1	1	1	qotchol#GLOBAL	W3_SOLID_WORKING_THEORY	66	13	11	COLD|DRY|MATERIAL	COLD|DRY|MATERIAL	Material: kalt und trocken	Material: kalt und trocken	HOT|DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0073	s	a	1	1	1	a#GLOBAL	W2_PROVISIONAL_WORKING	55	9	7	PART	PART	je, zu gleichen Teilen	je, zu gleichen Teilen	PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0074	s	as	1	1	1	as#GLOBAL	W2_PROVISIONAL_WORKING	58	11	10	PART	PART	ein gleicher Teil der Arzneispecies	ein gleicher Teil der Arzneispecies	PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0075	sheol	dsheol	1	1	1	dsheol#GLOBAL	W3_SOLID_WORKING_THEORY	66	9	9	AMOUNT|MATERIAL	AMOUNT|MATERIAL	eine Portion eingeweichter Droge	eine Portion eingeweichter Droge	MOIST	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0076	sheol	sheal	1	1	1	sheal#GLOBAL	W3_SOLID_WORKING_THEORY	66	14	12	MOIST|MATERIAL|MIDDLE_STAGE	MOIST|MATERIAL|MIDDLE_STAGE	Rohstoffklasse I, feucht in der Gradmitte	Rohstoffklasse I, feucht in der Gradmitte	MOIST	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0077	sheol	sheo	1	1	1	sheo#GLOBAL	W3_SOLID_WORKING_THEORY	71	37	29	MOIST|PREPARATION	MOIST|PREPARATION	Feuchtzubereitung	Feuchtzubereitung	MOIST	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0078	sheol	sheor	1	1	1	sheor#GLOBAL	W3_SOLID_WORKING_THEORY	71	40	32	MOIST|PART|MATERIAL	MOIST|PART|MATERIAL	feuchter Drogenteil	feuchter Drogenteil	MOIST	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0079	sheol	sheoy	1	1	1	sheoy#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	MOIST|PREPARATION|BEGIN_STAGE	MOIST|PREPARATION|BEGIN_STAGE	feucht angesetzte Zubereitung am Gradanfang	feucht angesetzte Zubereitung am Gradanfang	MOIST	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G758-A0080	sheol	shol	1	1	1	shol#1	W2_PROVISIONAL_WORKING	44	1	1	MOIST	MOIST	feucht	feucht	MOIST	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
