surface	neighbor_side	side_frequency_rank	exact_pair_expression	neighbor_surface	exact_pair_count	target_exact_neighbor_contexts	conditional_rate	neighbor_background_pairs_same_side	all_exact_adjacent_pairs	baseline_rate	descriptive_lift	neighbor_exact_occurrences	neighbor_is_ordered_value_form	neighbor_is_formula_whole	relation_is_exact_whole_adjacency_only	semantic_equivalence_inferred	component_export_credit
chor	LEFT	75	qokeeol chor	qokeeol	1	139	0.007194	4	16657	0.000240	29.958633	7	0	0	1	0	0
chor	LEFT	76	qokeey chor	qokeey	1	139	0.007194	189	16657	0.011347	0.634045	264	0	0	1	0	0
chor	LEFT	77	qokey chor	qokey	1	139	0.007194	72	16657	0.004323	1.664369	88	0	0	1	0	0
chor	LEFT	78	qokol chor	qokol	1	139	0.007194	63	16657	0.003782	1.902135	82	0	0	1	0	0
chor	LEFT	79	qoky chor	qoky	1	139	0.007194	79	16657	0.004743	1.516893	125	0	0	1	0	0
chor	LEFT	80	qosaiin chor	qosaiin	1	139	0.007194	2	16657	0.000120	59.917266	2	0	0	1	0	0
chor	LEFT	81	qoty chor	qoty	1	139	0.007194	48	16657	0.002882	2.496553	77	0	0	1	0	0
chor	LEFT	82	sar chor	sar	1	139	0.007194	33	16657	0.001981	3.631349	45	0	0	1	0	0
chor	LEFT	83	schey chor	schey	1	139	0.007194	3	16657	0.000180	39.944844	4	0	0	1	0	0
chor	LEFT	84	sheeor chor	sheeor	1	139	0.007194	2	16657	0.000120	59.917266	2	0	0	1	0	0
chor	LEFT	85	shees chor	shees	1	139	0.007194	4	16657	0.000240	29.958633	4	0	0	1	0	0
chor	LEFT	86	sho chor	sho	1	139	0.007194	80	16657	0.004803	1.497932	93	0	0	1	0	0
chor	LEFT	87	shoiin chor	shoiin	1	139	0.007194	4	16657	0.000240	29.958633	6	0	0	1	0	0
chor	LEFT	88	shokchy chor	shokchy	1	139	0.007194	4	16657	0.000240	29.958633	5	0	0	1	0	0
chor	LEFT	89	shokeeol chor	shokeeol	1	139	0.007194	1	16657	0.000060	119.834532	1	0	0	1	0	0
chor	LEFT	90	shy chor	shy	1	139	0.007194	51	16657	0.003062	2.349697	67	0	0	1	0	0
chor	LEFT	91	sor chor	sor	1	139	0.007194	30	16657	0.001801	3.994484	34	0	0	1	0	0
chor	LEFT	92	sy chor	sy	1	139	0.007194	8	16657	0.000480	14.979317	26	0	0	1	0	0
chor	LEFT	93	tcheor chor	tcheor	1	139	0.007194	2	16657	0.000120	59.917266	3	0	0	1	0	0
chor	LEFT	94	tchor chor	tchor	1	139	0.007194	15	16657	0.000901	7.988969	17	0	0	1	0	0
chor	LEFT	95	teol chor	teol	1	139	0.007194	7	16657	0.000420	17.119219	12	0	0	1	0	0
chor	LEFT	96	tochol chor	tochol	1	139	0.007194	1	16657	0.000060	119.834532	1	0	0	1	0	0
chor	LEFT	97	y chor	y	1	139	0.007194	42	16657	0.002521	2.853203	84	0	0	1	0	0
chor	LEFT	98	ychtaiin chor	ychtaiin	1	139	0.007194	1	16657	0.000060	119.834532	1	0	0	1	0	0
chor	LEFT	99	ykchor chor	ykchor	1	139	0.007194	4	16657	0.000240	29.958633	4	0	0	1	0	0
chor	LEFT	100	ykey chor	ykey	1	139	0.007194	4	16657	0.000240	29.958633	5	0	0	1	0	0
chor	LEFT	101	ykor chor	ykor	1	139	0.007194	3	16657	0.000180	39.944844	4	0	0	1	0	0
chor	LEFT	102	ypchol chor	ypchol	1	139	0.007194	3	16657	0.000180	39.944844	3	0	0	1	0	0
chor	LEFT	103	ysaiin chor	ysaiin	1	139	0.007194	4	16657	0.000240	29.958633	4	0	0	1	0	0
chor	LEFT	104	ysheor chor	ysheor	1	139	0.007194	3	16657	0.000180	39.944844	4	0	0	1	0	0
chor	LEFT	105	ytchor chor	ytchor	1	139	0.007194	7	16657	0.000420	17.119219	8	0	0	1	0	0
chor	RIGHT	1	chor chol	chol	8	141	0.056738	239	16657	0.014348	3.954301	303	0	0	1	0	0
chor	RIGHT	2	chor daiin	daiin	8	141	0.056738	379	16657	0.022753	2.493610	602	0	0	1	0	0
chor	RIGHT	3	chor chor	chor	4	141	0.028369	139	16657	0.008345	3.399561	176	0	0	1	0	0
chor	RIGHT	4	chor chy	chy	4	141	0.028369	94	16657	0.005643	5.027011	114	0	0	1	0	0
chor	RIGHT	5	chor aiin	aiin	3	141	0.021277	267	16657	0.016029	1.327357	338	1	0	1	0	0
chor	RIGHT	6	chor ar	ar	3	141	0.021277	193	16657	0.011587	1.836291	242	0	0	1	0	0
chor	RIGHT	7	chor cthol	cthol	3	141	0.021277	44	16657	0.002642	8.054642	50	0	0	1	0	0
chor	RIGHT	8	chor cthor	cthor	3	141	0.021277	33	16657	0.001981	10.739523	39	0	0	1	0	0
chor	RIGHT	9	chor cthy	cthy	3	141	0.021277	77	16657	0.004623	4.602653	85	0	0	1	0	0
chor	RIGHT	10	chor kar	kar	3	141	0.021277	33	16657	0.001981	10.739523	42	0	0	1	0	0
chor	RIGHT	11	chor or	or	3	141	0.021277	171	16657	0.010266	2.072540	235	0	0	1	0	0
chor	RIGHT	12	chor sheey	sheey	3	141	0.021277	87	16657	0.005223	4.073612	105	0	0	1	0	0
chor	RIGHT	13	chor chal	chal	2	141	0.014184	28	16657	0.001681	8.438197	35	0	0	1	0	0
chor	RIGHT	14	chor chckhy	chckhy	2	141	0.014184	88	16657	0.005283	2.684881	115	0	0	1	0	0
chor	RIGHT	15	chor cheky	cheky	2	141	0.014184	42	16657	0.002521	5.625464	50	0	0	1	0	0
chor	RIGHT	16	chor cthom	cthom	2	141	0.014184	5	16657	0.000300	47.253901	5	0	0	1	0	0
chor	RIGHT	17	chor ety	ety	2	141	0.014184	4	16657	0.000240	59.067376	6	0	0	1	0	0
chor	RIGHT	18	chor ol	ol	2	141	0.014184	293	16657	0.017590	0.806381	376	0	0	1	0	0
chor	RIGHT	19	chor al	al	1	141	0.007092	131	16657	0.007865	0.901792	167	0	0	1	0	0
chor	RIGHT	20	chor cfham	cfham	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	21	chor cha	cha	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	22	chor char	char	1	141	0.007092	46	16657	0.002762	2.568147	55	0	0	1	0	0
chor	RIGHT	23	chor cheain	cheain	1	141	0.007092	2	16657	0.000120	59.067376	2	0	0	1	0	0
chor	RIGHT	24	chor checkhy	checkhy	1	141	0.007092	31	16657	0.001861	3.810798	43	0	0	1	0	0
chor	RIGHT	25	chor cheol	cheol	1	141	0.007092	90	16657	0.005403	1.312608	118	0	0	1	0	0
chor	RIGHT	26	chor cheor	cheor	1	141	0.007092	43	16657	0.002581	2.747320	56	0	0	1	0	0
chor	RIGHT	27	chor cheotol	cheotol	1	141	0.007092	1	16657	0.000060	118.134752	2	0	0	1	0	0
chor	RIGHT	28	chor ches	ches	1	141	0.007092	23	16657	0.001381	5.136294	28	0	0	1	0	0
chor	RIGHT	29	chor chey	chey	1	141	0.007092	216	16657	0.012968	0.546920	282	0	0	1	0	0
chor	RIGHT	30	chor chkchol	chkchol	1	141	0.007092	2	16657	0.000120	59.067376	2	0	0	1	0	0
chor	RIGHT	31	chor cho	cho	1	141	0.007092	35	16657	0.002101	3.375279	45	0	0	1	0	0
chor	RIGHT	32	chor chochar	chochar	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	33	chor chokaly	chokaly	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	34	chor choly	choly	1	141	0.007092	8	16657	0.000480	14.766844	10	0	0	1	0	0
chor	RIGHT	35	chor chopchey	chopchey	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	36	chor chorol	chorol	1	141	0.007092	3	16657	0.000180	39.378251	3	0	0	1	0	0
chor	RIGHT	37	chor choross	choross	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	38	chor choteey	choteey	1	141	0.007092	2	16657	0.000120	59.067376	2	0	0	1	0	0
chor	RIGHT	39	chor chs	chs	1	141	0.007092	10	16657	0.000600	11.813475	11	0	0	1	0	0
chor	RIGHT	40	chor ckhos	ckhos	1	141	0.007092	2	16657	0.000120	59.067376	2	0	0	1	0	0
chor	RIGHT	41	chor cphol	cphol	1	141	0.007092	8	16657	0.000480	14.766844	10	0	0	1	0	0
chor	RIGHT	42	chor cthaiin	cthaiin	1	141	0.007092	10	16657	0.000600	11.813475	11	0	0	1	0	0
chor	RIGHT	43	chor ctho	ctho	1	141	0.007092	7	16657	0.000420	16.876393	8	0	0	1	0	0
chor	RIGHT	44	chor cthoiin	cthoiin	1	141	0.007092	2	16657	0.000120	59.067376	2	0	0	1	0	0
chor	RIGHT	45	chor d	d	1	141	0.007092	9	16657	0.000540	13.126084	20	0	0	1	0	0
chor	RIGHT	46	chor dain	dain	1	141	0.007092	93	16657	0.005583	1.270266	149	0	0	1	0	0
chor	RIGHT	47	chor dair	dair	1	141	0.007092	39	16657	0.002341	3.029096	63	0	0	1	0	0
chor	RIGHT	48	chor daky	daky	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	49	chor dam	dam	1	141	0.007092	31	16657	0.001861	3.810798	37	0	0	1	0	0
chor	RIGHT	50	chor dor	dor	1	141	0.007092	26	16657	0.001561	4.543644	48	0	0	1	0	0
chor	RIGHT	51	chor dorl	dorl	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	52	chor dy	dy	1	141	0.007092	122	16657	0.007324	0.968318	149	0	0	1	0	0
chor	RIGHT	53	chor g	g	1	141	0.007092	5	16657	0.000300	23.626950	8	0	0	1	0	0
chor	RIGHT	54	chor kal	kal	1	141	0.007092	12	16657	0.000720	9.844563	14	0	0	1	0	0
chor	RIGHT	55	chor lshy	lshy	1	141	0.007092	2	16657	0.000120	59.067376	3	0	0	1	0	0
chor	RIGHT	56	chor o	o	1	141	0.007092	13	16657	0.000780	9.087289	33	0	0	1	0	0
chor	RIGHT	57	chor octham	octham	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	58	chor od	od	1	141	0.007092	4	16657	0.000240	29.533688	5	0	0	1	0	0
chor	RIGHT	59	chor ody	ody	1	141	0.007092	22	16657	0.001321	5.369761	26	0	0	1	0	0
chor	RIGHT	60	chor oees	oees	1	141	0.007092	2	16657	0.000120	59.067376	7	0	0	1	0	0
chor	RIGHT	61	chor okaiin	okaiin	1	141	0.007092	140	16657	0.008405	0.843820	177	0	0	1	0	0
chor	RIGHT	62	chor okain	okain	1	141	0.007092	77	16657	0.004623	1.534218	112	0	0	1	0	0
chor	RIGHT	63	chor okal	okal	1	141	0.007092	70	16657	0.004202	1.687639	102	0	0	1	0	0
chor	RIGHT	64	chor okchal	okchal	1	141	0.007092	3	16657	0.000180	39.378251	3	0	0	1	0	0
chor	RIGHT	65	chor okchey	okchey	1	141	0.007092	17	16657	0.001021	6.949103	26	0	0	1	0	0
chor	RIGHT	66	chor okchom	okchom	1	141	0.007092	2	16657	0.000120	59.067376	2	0	0	1	0	0
chor	RIGHT	67	chor olchsy	olchsy	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	68	chor oldor	oldor	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	69	chor olekor	olekor	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	70	chor olol	olol	1	141	0.007092	11	16657	0.000660	10.739523	14	0	0	1	0	0
chor	RIGHT	71	chor opchar	opchar	1	141	0.007092	1	16657	0.000060	118.134752	2	0	0	1	0	0
chor	RIGHT	72	chor orom	orom	1	141	0.007092	3	16657	0.000180	39.378251	3	0	0	1	0	0
chor	RIGHT	73	chor otchy	otchy	1	141	0.007092	26	16657	0.001561	4.543644	36	0	0	1	0	0
chor	RIGHT	74	chor oteey	oteey	1	141	0.007092	64	16657	0.003842	1.845855	90	0	0	1	0	0
chor	RIGHT	75	chor oteody	oteody	1	141	0.007092	12	16657	0.000720	9.844563	15	0	0	1	0	0
chor	RIGHT	76	chor oteor	oteor	1	141	0.007092	5	16657	0.000300	23.626950	7	0	0	1	0	0
chor	RIGHT	77	chor otol	otol	1	141	0.007092	38	16657	0.002281	3.108809	56	0	0	1	0	0
chor	RIGHT	78	chor otshal	otshal	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	79	chor qo	qo	1	141	0.007092	12	16657	0.000720	9.844563	24	0	0	1	0	0
chor	RIGHT	80	chor qokchol	qokchol	1	141	0.007092	9	16657	0.000540	13.126084	15	0	0	1	0	0
chor	RIGHT	81	chor qokeeor	qokeeor	1	141	0.007092	5	16657	0.000300	23.626950	7	0	0	1	0	0
chor	RIGHT	82	chor qotol	qotol	1	141	0.007092	25	16657	0.001501	4.725390	40	0	0	1	0	0
chor	RIGHT	83	chor ry	ry	1	141	0.007092	6	16657	0.000360	19.689125	8	0	0	1	0	0
chor	RIGHT	84	chor s	s	1	141	0.007092	112	16657	0.006724	1.054775	154	0	0	1	0	0
chor	RIGHT	85	chor shcthy	shcthy	1	141	0.007092	21	16657	0.001261	5.625464	26	0	0	1	0	0
chor	RIGHT	86	chor sheaiin	sheaiin	1	141	0.007092	6	16657	0.000360	19.689125	8	0	0	1	0	0
chor	RIGHT	87	chor shefshoro	shefshoro	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	88	chor sheo	sheo	1	141	0.007092	23	16657	0.001381	5.136294	28	0	0	1	0	0
chor	RIGHT	89	chor sheor	sheor	1	141	0.007092	23	16657	0.001381	5.136294	31	0	0	1	0	0
chor	RIGHT	90	chor sholo	sholo	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	91	chor shor	shor	1	141	0.007092	55	16657	0.003302	2.147905	77	0	0	1	0	0
chor	RIGHT	92	chor shytchy	shytchy	1	141	0.007092	1	16657	0.000060	118.134752	2	0	0	1	0	0
chor	RIGHT	93	chor sody	sody	1	141	0.007092	3	16657	0.000180	39.378251	4	0	0	1	0	0
chor	RIGHT	94	chor sor	sor	1	141	0.007092	8	16657	0.000480	14.766844	34	0	0	1	0	0
chor	RIGHT	95	chor y	y	1	141	0.007092	47	16657	0.002822	2.513505	84	0	0	1	0	0
chor	RIGHT	96	chor ychdain	ychdain	1	141	0.007092	1	16657	0.000060	118.134752	1	0	0	1	0	0
chor	RIGHT	97	chor ykaiin	ykaiin	1	141	0.007092	14	16657	0.000840	8.438197	33	0	0	1	0	0
chor	RIGHT	98	chor ytchy	ytchy	1	141	0.007092	10	16657	0.000600	11.813475	14	0	0	1	0	0
chor	RIGHT	99	chor ytshy	ytshy	1	141	0.007092	1	16657	0.000060	118.134752	2	0	0	1	0	0
chshoty	LEFT	1	ychor chshoty	ychor	1	1	1.000000	13	16657	0.000780	1281.307692	13	0	1	1	0	0
cthy	LEFT	1	daiin cthy	daiin	10	77	0.129870	412	16657	0.024734	5.250599	602	0	0	1	0	0
cthy	LEFT	2	chol cthy	chol	4	77	0.051948	251	16657	0.015069	3.447405	303	0	0	1	0	0
cthy	LEFT	3	chor cthy	chor	3	77	0.038961	141	16657	0.008465	4.602653	176	0	0	1	0	0
cthy	LEFT	4	okaiin cthy	okaiin	3	77	0.038961	134	16657	0.008045	4.843090	177	0	0	1	0	0
cthy	LEFT	5	shol cthy	shol	3	77	0.038961	120	16657	0.007204	5.408117	146	0	0	1	0	0
cthy	LEFT	6	shor cthy	shor	3	77	0.038961	63	16657	0.003782	10.301175	77	0	0	1	0	0
cthy	LEFT	7	chy cthy	chy	2	77	0.025974	76	16657	0.004563	5.692755	114	0	0	1	0	0
cthy	LEFT	8	dchy cthy	dchy	2	77	0.025974	17	16657	0.001021	25.449962	20	0	0	1	0	0
cthy	LEFT	9	shaiin cthy	shaiin	2	77	0.025974	16	16657	0.000961	27.040584	18	0	0	1	0	0
cthy	LEFT	10	sheey cthy	sheey	2	77	0.025974	88	16657	0.005283	4.916470	105	0	0	1	0	0
cthy	LEFT	11	ychor cthy	ychor	2	77	0.025974	13	16657	0.000780	33.280719	13	0	1	1	0	0
cthy	LEFT	12	air cthy	air	1	77	0.012987	29	16657	0.001741	7.459472	44	0	0	1	0	0
cthy	LEFT	13	arl cthy	arl	1	77	0.012987	2	16657	0.000120	108.162338	2	0	0	1	0	0
cthy	LEFT	14	chdy cthy	chdy	1	77	0.012987	59	16657	0.003542	3.666520	89	0	0	1	0	0
cthy	LEFT	15	chey cthy	chey	1	77	0.012987	212	16657	0.012727	1.020399	282	0	0	1	0	0
cthy	LEFT	16	cho cthy	cho	1	77	0.012987	36	16657	0.002161	6.009019	45	0	0	1	0	0
cthy	LEFT	17	chochy cthy	chochy	1	77	0.012987	3	16657	0.000180	72.108225	4	0	0	1	0	0
cthy	LEFT	18	chodaiin cthy	chodaiin	1	77	0.012987	28	16657	0.001681	7.725881	37	0	0	1	0	0
cthy	LEFT	19	chody cthy	chody	1	77	0.012987	49	16657	0.002942	4.414789	64	0	0	1	0	0
cthy	LEFT	20	choky cthy	choky	1	77	0.012987	21	16657	0.001261	10.301175	30	0	0	1	0	0
cthy	LEFT	21	ctheey cthy	ctheey	1	77	0.012987	6	16657	0.000360	36.054113	9	0	0	1	0	0
cthy	LEFT	22	cthody cthy	cthody	1	77	0.012987	8	16657	0.000480	27.040584	12	0	0	1	0	0
cthy	LEFT	23	cthoiin cthy	cthoiin	1	77	0.012987	2	16657	0.000120	108.162338	2	0	0	1	0	0
cthy	LEFT	24	cthol cthy	cthol	1	77	0.012987	35	16657	0.002101	6.180705	50	0	0	1	0	0
cthy	LEFT	25	cthor cthy	cthor	1	77	0.012987	32	16657	0.001921	6.760146	39	0	0	1	0	0
cthy	LEFT	26	cthy cthy	cthy	1	77	0.012987	49	16657	0.002942	4.414789	85	0	0	1	0	0
cthy	LEFT	27	dain cthy	dain	1	77	0.012987	101	16657	0.006064	2.141828	149	0	0	1	0	0
cthy	LEFT	28	kar cthy	kar	1	77	0.012987	30	16657	0.001801	7.210823	42	0	0	1	0	0
cthy	LEFT	29	kchor cthy	kchor	1	77	0.012987	16	16657	0.000961	13.520292	18	0	0	1	0	0
cthy	LEFT	30	kodaiin cthy	kodaiin	1	77	0.012987	2	16657	0.000120	108.162338	2	0	0	1	0	0
cthy	LEFT	31	lshey cthy	lshey	1	77	0.012987	6	16657	0.000360	36.054113	14	0	0	1	0	0
cthy	LEFT	32	okchol cthy	okchol	1	77	0.012987	8	16657	0.000480	27.040584	9	0	0	1	0	0
cthy	LEFT	33	okey cthy	okey	1	77	0.012987	25	16657	0.001501	8.652987	36	0	0	1	0	0
cthy	LEFT	34	otaiin cthy	otaiin	1	77	0.012987	97	16657	0.005823	2.230151	128	0	0	1	0	0
cthy	LEFT	35	otchy cthy	otchy	1	77	0.012987	28	16657	0.001681	7.725881	36	0	0	1	0	0
