ordered_value_hit_count_rank	ordered_value_share_rank_min20_right_contexts	aiin_hit_count_rank	surface	reader_exact_occurrences	exact_right_contexts	ordered_value_follower_hits	ordered_value_follower_counts	ordered_value_conditional_rate	ordered_value_baseline_rate	ordered_value_descriptive_lift	aiin_follower_hits	aiin_conditional_rate	aiin_baseline_rate	aiin_descriptive_lift	gdt758_target	ordered_value_family_is_working_structural_label	numeric_value_or_unit_confirmed	component_export_credit
71	NA	56	oaiin	17	15	1	aiin:1	0.066667	0.021613	3.084630	1	0.066667	0.016029	4.159051	0	1	0	0
72	NA	58	tchor	17	15	1	aiin:1	0.066667	0.021613	3.084630	1	0.066667	0.016029	4.159051	0	1	0	0
73	NA	59	chl	24	16	1	aiin:1	0.062500	0.021613	2.891840	1	0.062500	0.016029	3.899110	0	1	0	0
74	NA	61	yteey	20	16	1	aiin:1	0.062500	0.021613	2.891840	1	0.062500	0.016029	3.899110	0	1	0	0
75	NA	63	ykar	27	18	1	aiin:1	0.055556	0.021613	2.570525	1	0.055556	0.016029	3.465876	0	1	0	0
76	NA	64	qo	24	19	1	aiin:1	0.052632	0.021613	2.435234	1	0.052632	0.016029	3.283461	0	1	0	0
77	19	65	otor	24	20	1	aiin:1	0.050000	0.021613	2.313472	1	0.050000	0.016029	3.119288	0	1	0	0
78	24	91	l	38	22	1	ain:1	0.045455	0.021613	2.103157	0	0.000000	0.016029	0.000000	0	1	0	0
79	26	90	kain	36	24	1	an:1	0.041667	0.021613	1.927894	0	0.000000	0.016029	0.000000	0	1	0	0
80	27	68	sheor	31	25	1	aiin:1	0.040000	0.021613	1.850778	1	0.040000	0.016029	2.495431	0	1	0	0
81	29	69	cheo	36	27	1	aiin:1	0.037037	0.021613	1.713683	1	0.037037	0.016029	2.310584	0	1	0	0
82	30	70	lkaiin	43	29	1	aiin:1	0.034483	0.021613	1.595498	1	0.034483	0.016029	2.151233	0	1	0	0
83	31	71	kar	42	30	1	aiin:1	0.033333	0.021613	1.542315	1	0.033333	0.016029	2.079526	0	1	0	0
84	32	72	cthor	39	32	1	aiin:1	0.031250	0.021613	1.445920	1	0.031250	0.016029	1.949555	0	1	0	0
85	34	94	oky	80	44	1	aiiin:1	0.022727	0.021613	1.051578	0	0.000000	0.016029	0.000000	1	1	0	0
86	35	86	ain	67	46	1	aiiin:1	0.021739	0.021613	1.005857	0	0.000000	0.016029	0.000000	0	1	0	0
87	37	75	dol	64	48	1	aiin:1	0.020833	0.021613	0.963947	1	0.020833	0.016029	1.299703	0	1	0	0
88	38	96	otain	88	61	1	ain:1	0.016393	0.021613	0.758515	0	0.000000	0.016029	0.000000	0	1	0	0
89	39	98	qokol	82	63	1	ain:1	0.015873	0.021613	0.734436	0	0.000000	0.016029	0.000000	0	1	0	0
90	40	76	oteey	90	64	1	aiin:1	0.015625	0.021613	0.722960	1	0.015625	0.016029	0.974778	0	1	0	0
91	41	97	otal	109	72	1	aiiin:1	0.013889	0.021613	0.642631	0	0.000000	0.016029	0.000000	0	1	0	0
92	42	77	qoky	125	79	1	aiin:1	0.012658	0.021613	0.585689	1	0.012658	0.016029	0.789693	0	1	0	0
93	43	78	okain	112	80	1	aiin:1	0.012500	0.021613	0.578368	1	0.012500	0.016029	0.779822	0	1	0	0
94	44	79	dal	147	81	1	aiin:1	0.012346	0.021613	0.571228	1	0.012346	0.016029	0.770195	0	1	0	0
95	45	81	cheol	118	94	1	aiin:1	0.010638	0.021613	0.492228	1	0.010638	0.016029	0.663678	0	1	0	0
96	46	89	dain	149	101	1	an:1	0.009901	0.021613	0.458113	0	0.000000	0.016029	0.000000	0	1	0	0
97	47	82	shol	146	120	1	aiin:1	0.008333	0.021613	0.385579	1	0.008333	0.016029	0.519881	0	1	0	0
98	48	83	qokeey	264	189	1	aiin:1	0.005291	0.021613	0.244812	1	0.005291	0.016029	0.330083	0	1	0	0
99	49	84	chey	282	212	1	aiin:1	0.004717	0.021613	0.218252	1	0.004717	0.016029	0.294272	0	1	0	0
100	50	85	chol	303	251	1	aiin:1	0.003984	0.021613	0.184340	1	0.003984	0.016029	0.248549	1	1	0	0
