target_surface	source_surface	source_recipe	source_event_count	edit_operation	old_char	new_char	edit_index	shared_context_score	candidate_recipe	transform_rule	transform_reason	licensed_close_assumption
arsa	alo	AL+O	1	INS		a	3	1	AL+O+A_ADDR	VISIBLE_INSERT_A	inserted sign adds its atom	NO
arsa	ajy	A_ADDR+Y	1	INS		a	3	1	A_ADDR+Y+A_ADDR	VISIBLE_INSERT_A	inserted sign adds its atom	NO
ase	as	A_ADDR+S	4	INS		e	2	2	A_ADDR+S+E	VISIBLE_E_GRADE	visible e changes the grade recipe	NO
ataiin	taiin	T+AIIN	3	INS		a	0	5	A_ADDR+T+AIIN	VISIBLE_INSERT_A	inserted sign adds its atom	NO
ataiin	alaiin	AL+AIIN	3	SUB	l	t	1	5	T+AL+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ataiin	otaiin	OT+AIIN	9	SUB	o	a	0	5	OT+O+IIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ataiin	ltaiin	L+T+AIIN	1	SUB	l	a	0	5	A_ADDR+T+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ataiin	araiin	AR+AIIN	1	SUB	r	t	1	5	T+AR+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cfhaiin	cthaiin	CH+T+AIIN	2	SUB	t	f	1	6	CH+F+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cfhoaiin	cthaiin	CH+T+AIIN	2	INS		o	3	5	CH+O+T+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
cfhoaiin	ykoaiin	Y+K+O+AIIN	1	INS		h	2	5	Y+SH+K+O+AIIN	VISIBLE_SH_FRAME	s+h carries the SH action	NO
cfhoaiin	chkaiin	CH+K+AIIN	1	INS		o	3	5	CH+O+K+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
cfhol	cthol	CH+T+OL	5	SUB	t	f	1	4	CH+F+OL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cfhol	ckhol	CH+K+OL	3	SUB	k	f	1	4	CH+F+OL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cfhol	cphol	CH+P+OL	2	SUB	p	f	1	4	CH+F+OL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cha	char	AR	3	DEL	r		3	3	AR	VISIBLE_DELETE_R	deleted sign removes its atom	NO
cha	chal	CH+AL	7	DEL	l		3	3	CH+AL	VISIBLE_DELETE_L	deleted sign removes its atom	NO
chals	chal	CH+AL	7	INS		s	4	4	CH+AL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
chals	chas	CH+A_ADDR+S	1	INS		l	3	4	CH+A_ADDR+L+S	VISIBLE_INSERT_L	inserted sign adds its atom	NO
chals	chaly	CH+AL+Y	2	SUB	y	s	4	4	CH+AL+S	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
chcth	chcthy	CH+CH+T+Y	8	DEL	y		5	5	CH+CH+T	VISIBLE_REMOVE_Y	visible active-posten sign disappears	NO
chcthykedy	chorshedy	CH+OR+SH+E+DY	1	INS		k	6	5	CH+OR+SH+K+E+DY	VISIBLE_INSERT_K	inserted sign adds its atom	YES
chcthykedy	chpsheedy	CH+P+SH+EE+DY	1	INS		k	6	5	CH+P+SH+K+EE+DY	VISIBLE_INSERT_K	inserted sign adds its atom	YES
chcthykedy	chopchedy	CH+O+P+CHD+Y	1	INS		k	6	5	CH+O+P+K+CHD+Y	VISIBLE_INSERT_K	inserted sign adds its atom	NO
chcthykedy	checphedy	CH+E+CH+P+E+DY	1	INS		k	6	5	CH+E+CH+P+K+E+DY	VISIBLE_INSERT_K	inserted sign adds its atom	YES
chcthykedy	cholkeedy	OL+K+EE+DY	1	INS		k	6	5	OL+K+EE+K+DY	VISIBLE_INSERT_K	inserted sign adds its atom	YES
chdykain	chekain	CH+K+AIN	2	INS		y	3	6	CH+Y+K+AIN	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
chdyty	choty	CH+OT+Y	3	INS		y	3	4	CH+OT+Y+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
chdyty	chety	T+Y	1	INS		y	3	4	T+Y+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
cheeodam	cheeody	CH+EE+O+D_ADDR+Y	1	INS		m	7	6	CH+EE+O+D_ADDR+Y+M_LOCAL	VISIBLE_INSERT_M	inserted sign adds its atom	NO
chefar	cheoar	CH+E+O+AR	1	SUB	o	f	3	5	CH+E+F+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
chefar	chekar	CH+K+AR	2	SUB	k	f	3	5	CH+F+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
chefar	chedar	CHD+AR	2	SUB	d	f	3	5	CHD+F+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
chetyry	chetey	CH+E+T+E+Y	2	INS		r	5	5	CH+E+T+E+R+Y	VISIBLE_INSERT_R	inserted sign adds its atom	NO
chocfhey	chocfhy	CH+O+CH+LOCAL_CHAR_F+Y	1	INS		e	6	7	CH+O+CH+LOCAL_CHAR_F+E+Y	VISIBLE_E_GRADE	visible e changes the grade recipe	NO
chocfhey	chocthey	CH+O+CH+T+E+Y	1	SUB	t	f	4	7	CH+O+CH+F+E+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
chodain	chodaiin	CH+O+D_ADDR+AIIN	4	DEL	i		5	7	CH+O+D_ADDR+AIN	VISIBLE_I_CHANGE	i change alters quantity/path/variant	NO
chodain	cheodain	CH+E+O+D_ADDR+AIN	1	DEL	e		2	7	CH+O+D_ADDR+AIN	VISIBLE_E_GRADE	deleted e lowers or removes a grade	NO
chotey	choteey	CH+OT+EE+Y	2	DEL	e		4	6	CH+OT+E+Y	VISIBLE_E_GRADE	deleted e lowers or removes a grade	NO
chotey	cheotey	CH+E+O+T+E+Y	1	DEL	e		2	6	CH+O+T+E+Y	VISIBLE_E_GRADE	deleted e lowers or removes a grade	NO
chtaiin	chotaiin	OT+AIIN	1	DEL	o		2	7	T+AIIN	VISIBLE_DELETE_O	deleted sign removes its atom	NO
chtal	chotal	OT+AL	1	DEL	o		2	5	T+AL	VISIBLE_DELETE_O	deleted sign removes its atom	NO
chtor	chor	CH+OR	19	INS		t	2	4	CH+T+OR	VISIBLE_INSERT_T	inserted sign adds its atom	NO
chtor	chkor	CH+K+OR	1	SUB	k	t	2	4	CH+T+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
chtor	cheor	CH+E+O+R	16	SUB	e	t	2	4	CH+T+O+R	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
chtor	chpor	CH+P+OR	1	SUB	p	t	2	4	CH+T+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
chtor	chtos	CH+T+O+S	1	SUB	s	r	4	4	CH+T+O+R	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ckhar	char	AR	3	INS		k	1	4	K+AR	VISIBLE_INSERT_K	inserted sign adds its atom	NO
ckhar	cthar	CH+T+AR	3	SUB	t	k	1	4	CH+K+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ckhar	ckhal	CH+K+AL	1	SUB	l	r	4	4	CH+K+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ckhor	chor	CH+OR	19	INS		k	1	4	K+CH+OR	VISIBLE_INSERT_K	inserted sign adds its atom	NO
ckhor	cthor	CH+T+OR	2	SUB	t	k	1	4	CH+K+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ckhor	cphor	CH+P+OR	1	SUB	p	k	1	4	CH+K+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ckhor	ckhol	CH+K+OL	3	SUB	l	r	4	4	CH+K+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ckhor	ckho	CH+K+O	1	INS		r	4	4	CH+K+O+R	VISIBLE_INSERT_R	inserted sign adds its atom	NO
ckhyds	ckhol	CH+K+OL	3	INS		s	5	3	CH+K+OL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
ckhyds	ckhal	CH+K+AL	1	INS		s	5	3	CH+K+AL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
ckhyds	ckhey	CH+K+E+Y	2	INS		s	5	3	CH+K+E+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cphar	char	AR	3	INS		p	1	4	P+AR	VISIBLE_INSERT_P	inserted sign adds its atom	NO
cphar	cphor	CH+P+OR	1	SUB	o	a	3	4	CH+P+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cphar	cthar	CH+T+AR	3	SUB	t	p	1	4	CH+P+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cphar	cphal	CH+P+AL	1	SUB	l	r	4	4	CH+P+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cphealy	chealy	AL+Y	1	INS		p	1	6	P+AL+Y	VISIBLE_INSERT_P	inserted sign adds its atom	NO
cphesaiin	chodaiin	CH+O+D_ADDR+AIIN	4	INS		s	4	5	CH+O+S+D_ADDR+AIIN	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cphesaiin	chedaiin	CHD+AIIN	7	INS		s	4	5	CHD+S+AIIN	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cphesaiin	chalaiin	AL+AIIN	1	INS		s	4	5	AL+S+AIIN	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cphesaiin	chokaiin	OK+AIIN	1	INS		s	4	5	OK+S+AIIN	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cphesaiin	chotaiin	OT+AIIN	1	INS		s	4	5	OT+S+AIIN	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cphesaiin	chekaiin	CH+K+AIIN	2	INS		s	4	5	CH+K+S+AIIN	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cphesaiin	chldaiin	L+AIIN	1	INS		s	4	5	L+S+AIIN	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cpho	cphor	CH+P+OR	1	DEL	r		4	4	CH+P+O	VISIBLE_DELETE_R	deleted sign removes its atom	NO
cpho	cphol	CH+P+OL	2	DEL	l		4	4	CH+P+O	VISIBLE_DELETE_L	deleted sign removes its atom	NO
cphodaiils	cpheeedol	CH+P+EEE+D_ADDR+OL	1	INS		s	9	3	CH+P+EEE+D_ADDR+OL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cphodal	chedal	CHD+AL	1	INS		o	3	4	CHD+O+AL	VISIBLE_INSERT_O	inserted sign adds its atom	NO
cphodal	keodal	K+E+O+AL	1	INS		h	2	4	K+SH+E+O+AL	VISIBLE_SH_FRAME	s+h carries the SH action	NO
cphodal	teodal	T+E+O+D_ADDR+AL	2	INS		h	2	4	T+E+SH+O+D_ADDR+AL	VISIBLE_SH_FRAME	s+h carries the SH action	NO
cphoy	cphy	CH+P+Y	1	INS		o	3	4	CH+P+O+Y	VISIBLE_INSERT_O	inserted sign adds its atom	NO
cphoy	cphor	CH+P+OR	1	SUB	r	y	4	4	CH+P+Y+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cphoy	choy	HO+Y	1	INS		p	1	4	P+HO+Y	VISIBLE_INSERT_P	inserted sign adds its atom	NO
cphoy	cphol	CH+P+OL	2	SUB	l	y	4	4	CH+P+Y+OL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cphoy	cphey	CH+P+E+Y	1	SUB	e	o	3	4	CH+P+O+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ctheod	ctheody	CH+T+E+O+Y	1	DEL	y		6	6	CH+T+E+O	VISIBLE_REMOVE_Y	visible active-posten sign disappears	NO
cthes	cthey	CH+T+E+Y	3	SUB	y	s	4	4	CH+T+E+S	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
cthes	ches	CH+E+S	5	INS		t	1	4	CH+T+E+S	VISIBLE_INSERT_T	inserted sign adds its atom	NO
cthiar	cthar	CH+T+AR	3	INS		i	3	5	CH+T+LOCAL_CHAR_I+AR	VISIBLE_I_VARIANT	extra i is a local variant mark	NO
cthoary	cthoor	CH+T+O+OR	1	INS		y	6	4	CH+T+O+OR+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
ctholdar	cheedar	EE+AR	1	INS		l	4	4	EE+L+AR	VISIBLE_INSERT_L	inserted sign adds its atom	NO
cthols	cthol	CH+T+OL	5	INS		s	5	5	CH+T+OL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cthres	cthor	CH+T+OR	2	INS		s	5	3	CH+T+OR+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cthres	cthyd	CH+T+Y+D_ADDR	1	INS		s	5	3	CH+T+Y+D_ADDR+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cthres	cthey	CH+T+E+Y	3	INS		s	5	3	CH+T+E+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cthres	cthar	CH+T+AR	3	INS		s	5	3	CH+T+AR+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cthres	cthol	CH+T+OL	5	INS		s	5	3	CH+T+OL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cthres	cthal	CH+T+AL	3	INS		s	5	3	CH+T+AL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
cthres	chees	SH+EE+S_ADDR	3	INS		r	3	3	SH+EE+R+S_ADDR	VISIBLE_INSERT_R	inserted sign adds its atom	NO
daid	dain	AIN	30	SUB	n	d	3	3	AIN+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daid	dair	D_ADDR+AIR	9	SUB	r	d	3	3	D_ADDR+AIR+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daid	daim	A_ADDR+LOCAL_CHAR_I+M_LOCAL	2	SUB	m	d	3	3	A_ADDR+LOCAL_CHAR_I+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daiy	dain	AIN	30	SUB	n	y	3	3	AIN+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daiy	dair	D_ADDR+AIR	9	SUB	r	y	3	3	D_ADDR+AIR+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daiy	dary	DA+R+Y	5	SUB	r	i	2	3	DA+LOCAL_CHAR_I+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daiy	daly	AL+Y	2	SUB	l	i	2	3	AL+LOCAL_CHAR_I+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daiy	daim	A_ADDR+LOCAL_CHAR_I+M_LOCAL	2	SUB	m	y	3	3	A_ADDR+LOCAL_CHAR_I+Y+M_LOCAL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dan	dain	AIN	30	DEL	i		2	3	AIN	VISIBLE_I_CHANGE	i change alters quantity/path/variant	NO
daraiin	dadaiin	DA+D_ADDR+AIIN	1	SUB	d	r	2	6	DA+R+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daraiin	dalaiin	AL+AIIN	1	SUB	l	r	2	6	AR+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
daraiin	araiin	AR+AIIN	1	INS		d	0	6	D_ADDR+AR+AIIN	VISIBLE_D_ADDRESS	visible d adds a local address	NO
dchaiin	chaiin	CH+AIIN	4	INS		d	0	6	D_ADDR+CH+AIIN	VISIBLE_D_ADDRESS	visible d adds a local address	NO
dchaiin	kchaiin	K+CH+AIIN	2	SUB	k	d	0	6	D_ADDR+CH+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dchal	dchol	D_ADDR+OL	2	SUB	o	a	3	4	D_ADDR+AL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dchal	pchal	P+CH+AL	1	SUB	p	d	0	4	D_ADDR+CH+AL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dchal	chal	CH+AL	7	INS		d	0	4	D_ADDR+CH+AL	VISIBLE_D_ADDRESS	visible d adds a local address	NO
dchal	kchal	K+CH+AL	1	SUB	k	d	0	4	D_ADDR+CH+AL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dchar	char	AR	3	INS		d	0	4	D_ADDR+AR	VISIBLE_D_ADDRESS	visible d adds a local address	NO
dchar	dchor	D_ADDR+CH+OR	2	SUB	o	a	3	4	D_ADDR+CH+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dchar	schar	S+AR	1	SUB	s	d	0	4	D_ADDR+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dchar	lchar	L+AR	1	SUB	l	d	0	4	D_ADDR+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dcheo	dcheor	D_ADDR+CH+E+O+R	1	DEL	r		5	5	D_ADDR+CH+E+O	VISIBLE_DELETE_R	deleted sign removes its atom	NO
dchody	tchody	T+CH+O+DY	1	SUB	t	d	0	5	D_ADDR+CH+O+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
dchody	chody	CH+O+D_ADDR+Y	6	INS		d	0	5	D_ADDR+CH+O+D_ADDR+Y	VISIBLE_D_ADDRESS	visible d adds a local address	NO
dchody	dchedy	D_ADDR+CHD+Y	3	SUB	e	o	3	5	D_ADDR+CHD+O+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dchody	dchdy	CHD+DY	1	INS		o	3	5	CHD+O+DY	VISIBLE_INSERT_O	inserted sign adds its atom	YES
dchody	dshody	SH+O+DY	1	SUB	s	c	1	5	CH+O+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
dkshey	kshey	K+SH+E+Y	1	INS		d	0	5	D_ADDR+K+SH+E+Y	VISIBLE_D_ADDRESS	visible d adds a local address	NO
dloo	dar	D_ADDR+AR	40	INS		o	3	1	D_ADDR+AR+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	dor	D_ADDR+OR	6	INS		o	3	1	D_ADDR+OR+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	dod	D_ADDR+O+D_ADDR	1	INS		o	3	1	D_ADDR+O+D_ADDR+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	dky	D_ADDR+K+Y	1	INS		o	3	1	D_ADDR+K+Y+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	dol	D_ADDR+OL	9	INS		o	3	1	D_ADDR+OL+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	cho	HO	6	INS		o	2	1	HO+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	das	DA+S	1	INS		o	3	1	DA+S+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	dal	AL	41	INS		o	3	1	AL+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	sho	SH+O	3	INS		o	2	1	SH+O+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	yto	Y+T+O	1	INS		o	2	1	Y+T+O+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	oto	OT+O	1	INS		o	2	1	OT+O+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	alo	AL+O	1	INS		o	2	1	AL+O+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	teo	T+E+O	1	INS		o	2	1	T+E+O+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	dag	DA+LOCAL_CHAR_G	1	INS		o	3	1	DA+LOCAL_CHAR_G+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	dam	DA+AM_ADDR	5	INS		o	3	1	DA+AM_ADDR+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dloo	doy	D_ADDR+O+Y	1	INS		o	3	1	D_ADDR+O+Y+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dlos	das	DA+S	1	INS		o	2	2	DA+O+S	VISIBLE_INSERT_O	inserted sign adds its atom	NO
dlos	tos	T+O+S	2	INS		l	1	2	T+L+O+S	VISIBLE_INSERT_L	inserted sign adds its atom	NO
dn	dl	L	2	SUB	l	n	1	1	N	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
do	dor	D_ADDR+OR	6	DEL	r		2	2	D_ADDR+O	VISIBLE_DELETE_R	deleted sign removes its atom	NO
do	dod	D_ADDR+O+D_ADDR	1	DEL	d		2	2	D_ADDR+O	VISIBLE_REMOVE_D_ADDRESS	visible local d disappears	NO
do	dol	D_ADDR+OL	9	DEL	l		2	2	D_ADDR+O	VISIBLE_DELETE_L	deleted sign removes its atom	NO
do	doy	D_ADDR+O+Y	1	DEL	y		2	2	D_ADDR+O	VISIBLE_REMOVE_Y	visible active-posten sign disappears	NO
dolkain	qolkain	OL+K+AIN	2	SUB	q	d	0	6	D_ADDR+OL+K+AIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
dolkain	olkain	OL+K+AIN	2	INS		d	0	6	OL+K+AIN	LICENSED_D_FAMILY_WRAPPER	initial d wraps AL/OL/AIN/AIIN	NO
dolkchy	qokchy	OK+Y	7	INS		l	2	4	OK+L+Y	VISIBLE_INSERT_L	inserted sign adds its atom	NO
dolkchy	dypchy	D_ADDR+Y+P+Y	1	INS		k	3	4	D_ADDR+Y+K+P+Y	VISIBLE_INSERT_K	inserted sign adds its atom	NO
dolkchy	shkchy	SH+K+Y	1	INS		l	2	4	SH+L+K+Y	VISIBLE_INSERT_L	inserted sign adds its atom	NO
dolkchy	dchchy	D_ADDR+CH+Y	1	INS		k	3	4	D_ADDR+CH+K+Y	VISIBLE_INSERT_K	inserted sign adds its atom	NO
dshees	shees	SH+EE+S	2	INS		d	0	5	D_ADDR+SH+EE+S	VISIBLE_D_ADDRESS	visible d adds a local address	NO
dshey	dshedy	SH+E+DY	9	DEL	d		4	5	SH+E+Y	VISIBLE_REMOVE_CLOSE	removing d opens DY to Y	YES
dydyd	dodyd	D_ADDR+O+DY+D_LABEL	1	SUB	o	y	1	4	D_ADDR+Y+DY+D_LABEL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
eo	teo	T+E+O	1	DEL	t		0	2	E+O	VISIBLE_DELETE_T	deleted sign removes its atom	NO
eo	eol	E+OL	2	DEL	l		2	2	E+O	VISIBLE_DELETE_L	deleted sign removes its atom	NO
eses	oes	OS	1	INS		s	1	2	S+OS	VISIBLE_INSERT_S	inserted sign adds its atom	NO
ety	etyd	E+T+Y	1	DEL	d		3	3	E+T+Y	VISIBLE_REMOVE_D_ADDRESS	visible local d disappears	NO
fachys	oeees	O+EEE+S	1	INS		y	4	1	O+EEE+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	chchs	CH+CH+S	2	INS		y	4	1	CH+CH+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	okoes	OK+O+E+S	1	INS		y	4	1	OK+O+E+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	yteos	Y+T+E+O+S_ADDR	1	INS		y	4	1	Y+T+E+O+Y+S_ADDR	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	shees	SH+EE+S	2	INS		y	4	1	SH+EE+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	cheos	CH+E+O+S	4	INS		y	4	1	CH+E+O+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	oeeos	O+EE+O+S	1	INS		y	4	1	O+EE+O+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	chtos	CH+T+O+S	1	INS		y	4	1	CH+T+O+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	okees	OK+EE+S	3	INS		y	4	1	OK+EE+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	oteos	OT+E+O+S_ADDR	6	INS		y	4	1	OT+E+O+Y+S_ADDR	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
