page	page_order	locus	line_number	code	relation	kind	subtype	section	language	hand	quire	folio_type	paragraph_start	paragraph_end	token_count	eva_clean
f1r	1	f1r.28	28	=Pt	=	P	t	T	A	1	A	a	0	1	1	dchaiin
f24v	46	f24v.1	1	@P0	@	P	0	H	A	1	C	z	1	0	11	tchodar chocfhey opom shod chcphy opshody ocphoraiin o k o am
f24v	46	f24v.2	2	+P0	+	P	0	H	A	1	C	z	0	0	10	ydals ckhor shy cho dchor otol otaiir otchos okchom okcho
f24v	46	f24v.3	3	+P0	+	P	0	H	A	1	C	z	0	0	5	octhyl odchees oesearies okam chcth
f24v	46	f24v.4	4	+P0	+	P	0	H	A	1	C	z	0	0	6	ydal sh okol okaiin odaiin dlos
f24v	46	f24v.5	5	+P0	+	P	0	H	A	1	C	z	0	1	4	oeor oraiin tchar oro
f24v	46	f24v.6	6	+P0	+	P	0	H	A	1	C	z	1	0	4	tochol chor arsa r
f24v	46	f24v.7	7	+P0	+	P	0	H	A	1	C	z	0	0	4	ycheol daid dar olom
f24v	46	f24v.8	8	+P0	+	P	0	H	A	1	C	z	0	0	4	kochky chcthy shol sain
f24v	46	f24v.9	9	+P0	+	P	0	H	A	1	C	z	0	0	5	ychol chol or chor om
f24v	46	f24v.10	10	+P0	+	P	0	H	A	1	C	z	0	0	4	okoeor ctheod choy keol
f24v	46	f24v.11	11	+P0	+	P	0	H	A	1	C	z	0	0	4	ydaiin chear qodom okodaiin
f24v	46	f24v.12	12	+P0	+	P	0	H	A	1	C	z	0	0	7	ksho foar o sho qokch ok okchal
f24v	46	f24v.13	13	+P0	+	P	0	H	A	1	C	z	0	0	7	oeeey cheol chol odor sho do otolodal
f24v	46	f24v.14	14	+P0	+	P	0	H	A	1	C	z	0	0	5	doiir cheeodam sho sho dy
f24v	46	f24v.15	15	+P0	+	P	0	H	A	1	C	z	0	0	4	dchey kchod dchal ochdy
f24v	46	f24v.16	16	+P0	+	P	0	H	A	1	C	z	0	1	2	otchol odaiim
f81r	157	f81r.1	1	@P0	@	P	0	B	B	2	M	w	1	0	7	polchoy qokedy shol opchedy olpchedy ofshdy oly
f81r	157	f81r.2	2	+P0	+	P	0	B	B	2	M	w	0	0	8	dchey lshl alched qokol chol otar chedy oky
f81r	157	f81r.3	3	+P0	+	P	0	B	B	2	M	w	0	0	8	qotey l chees olkal ol chedy okar shedy
f81r	157	f81r.4	4	+P0	+	P	0	B	B	2	M	w	0	0	7	dchedy qokain ol ol chcthy ykeedy al
f81r	157	f81r.5	5	+P0	+	P	0	B	B	2	M	w	0	0	9	qol cheol okeey ol ol olaiin ol or ain
f81r	157	f81r.6	6	+P0	+	P	0	B	B	2	M	w	0	0	7	sar ol eses oteey shor qokeey ol
f81r	157	f81r.7	7	+P0	+	P	0	B	B	2	M	w	0	0	5	dshees okain chcthy otey okain
f81r	157	f81r.8	8	+P0	+	P	0	B	B	2	M	w	0	0	6	pchedy qokeey oty qotey oteey oly
f81r	157	f81r.9	9	+P0	+	P	0	B	B	2	M	w	0	0	4	qoteesy qotedy qokeedy chcphey
f81r	157	f81r.10	10	+P0	+	P	0	B	B	2	M	w	0	0	6	chol dain otedy cheey qotain ly
f81r	157	f81r.11	11	+P0	+	P	0	B	B	2	M	w	0	0	4	olsheol olkedy sheckhedy oltedy
f81r	157	f81r.12	12	+P0	+	P	0	B	B	2	M	w	0	0	6	ychedy tedy ol sheedy qokeey loly
f81r	157	f81r.13	13	+P0	+	P	0	B	B	2	M	w	0	0	6	dchol shedy qotedy qol chedy chetyry
f81r	157	f81r.14	14	+P0	+	P	0	B	B	2	M	w	0	0	6	qokechedy qolsheedy or ain arol oeeedy
f81r	157	f81r.15	15	+P0	+	P	0	B	B	2	M	w	0	1	5	sain ol cheedy qokeedy otedy
f81r	157	f81r.16	16	+P0	+	P	0	B	B	2	M	w	1	0	6	polchdy qopchol qokor olpchedy opol oraisy
f81r	157	f81r.17	17	+P0	+	P	0	B	B	2	M	w	0	0	7	y checthy okeedy shey qokedy ol ochedar
f81r	157	f81r.18	18	+P0	+	P	0	B	B	2	M	w	0	0	6	osheedy shedy ol shedy okeedy oror
f81r	157	f81r.19	19	+P0	+	P	0	B	B	2	M	w	0	0	5	qokedy sheedy chedy qoteedy olam
f81r	157	f81r.20	20	+P0	+	P	0	B	B	2	M	w	0	0	7	qopchedy qol chedy qokeey odaiin rain daly
f81r	157	f81r.21	21	+P0	+	P	0	B	B	2	M	w	0	0	7	dshedy qokal olkeey oteey olshey otey lol
f81r	157	f81r.22	22	+P0	+	P	0	B	B	2	M	w	0	0	9	qotal chedy qol ol daiin ol chedar ol oly
f81r	157	f81r.23	23	+P0	+	P	0	B	B	2	M	w	0	0	6	chey okain sheckhy soiin chey lchey
f81r	157	f81r.24	24	+P0	+	P	0	B	B	2	M	w	0	0	7	par ody shecphy cheol qotaldar otedy oly
f81r	157	f81r.25	25	+P0	+	P	0	B	B	2	M	w	0	0	8	sar shedy qol otain okair okal chedy dy
f81r	157	f81r.26	26	+P0	+	P	0	B	B	2	M	w	0	0	7	pchedy qokey oteol qol sheor shedy qcthdys
f81r	157	f81r.27	27	+P0	+	P	0	B	B	2	M	w	0	0	6	sol chedy qokedy olkedy dol qokchedy
f81r	157	f81r.28	28	+P0	+	P	0	B	B	2	M	w	0	0	7	qokesdy chedy qokar chey taiin otey lchl
f81r	157	f81r.29	29	+P0	+	P	0	B	B	2	M	w	0	0	9	y sheedy shy chey l chcthy ytar olkaiin ol
f81r	157	f81r.30	30	+P0	+	P	0	B	B	2	M	w	0	0	8	l shedy qokedy sor olkar ol kaiin olkshdy
f81r	157	f81r.31	31	+P0	+	P	0	B	B	2	M	w	0	1	11	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin
f95v2	190	f95v2.1	1	@P0	@	P	0	H	B	3	Q	y	1	0	9	tchody podar shody qofaiin ofchdy otedy qotedaiin shor olsain
f95v2	190	f95v2.2	2	+P0	+	P	0	H	B	3	Q	y	0	0	11	sol shedy qotchey alor chdyty olor okady chody qotaiin y kaipy
f95v2	190	f95v2.3	3	+P0	+	P	0	H	B	3	Q	y	0	0	9	archytaiin shekoiin okar or aiin chckhy okal otain okalody
f95v2	190	f95v2.4	4	+P0	+	P	0	H	B	3	Q	y	0	0	9	daiin olkain qokan shar shekydy dain alkain okalaiin s
f95v2	190	f95v2.5	5	+P0	+	P	0	H	B	3	Q	y	0	0	9	tar fcheey shos aiin okar olkaiin otalain okaiin ar
f95v2	190	f95v2.6	6	+P0	+	P	0	H	B	3	Q	y	0	0	8	dain ykaly chals shedain olaiin y okain ldy
f95v2	190	f95v2.7	7	+P0	+	P	0	H	B	3	Q	y	0	1	5	qokeey dar chdykain ytasal otain
f95v1	191	f95v1.1	1	@P0	@	P	0	H	B	3	Q	y	1	0	9	olteedy oepaiin oekshy qofchdaiin shoyfar okshy okain ar alfshed
f95v1	191	f95v1.2	2	+P0	+	P	0	H	B	3	Q	y	0	0	11	okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar am
f95v1	191	f95v1.3	3	+P0	+	P	0	H	B	3	Q	y	0	0	11	tchody qokaiin y char okain sheody chedy chcthykedy ety dain al
f95v1	191	f95v1.4	4	+P0	+	P	0	H	B	3	Q	y	0	0	10	tchedy qokal oty shekshey otaldy okshey ytshedy okarar yty chdy
f95v1	191	f95v1.5	5	+P0	+	P	0	H	B	3	Q	y	0	1	4	otal shedy odaiin chey
f95v1	191	f95v1.6	6	+P0	+	P	0	H	B	3	Q	y	1	0	10	tshdal qokshy dchdy shedy dkshey chefar otchdy ol shedar chdam
f95v1	191	f95v1.7	7	+P0	+	P	0	H	B	3	Q	y	0	0	11	dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy
f95v1	191	f95v1.8	8	+P0	+	P	0	H	B	3	Q	y	0	1	8	dchody sheos qodaiin fchodaiin chtal dar okedy okchedy
f95v1	191	f95v1.9	9	+P0	+	P	0	H	B	3	Q	y	1	0	11	tshey taiin ol k shol kshed qokeeod raiin qokeey qoko skchdy
f95v1	191	f95v1.10	10	+P0	+	P	0	H	B	3	Q	y	0	1	8	sain sheyk chody k chedain chedaiin otain daiin
f95v1	191	f95v1.11	11	+P0	+	P	0	H	B	3	Q	y	1	0	10	pshedar shedy kshedy qotches or aiin shekaiin otain tshes qokain
f95v1	191	f95v1.12	12	+P0	+	P	0	H	B	3	Q	y	0	0	10	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal
f95v1	191	f95v1.13	13	+P0	+	P	0	H	B	3	Q	y	0	1	5	lshee qodain okaiin otody chcthy
