factorized_id	statement_id	event_id	physical_page	register	prose_block_id	owner_id	card_ordinal_in_statement	surface	visible_recipe	focus_atom_ordinal	focus_occurrence_ordinal	focus_core	focus_value_de	focus_family	selector_rule	attachment_geometry	selected_action_event_id	selected_action_card_ordinal	selected_action_atom_ordinal	target_card_offset	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	paired_focus_atom_ordinal	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	selector_supported_outside_page	selector_supported_outside_register	head_supported_outside_page	head_supported_outside_register	event_admission_color	factorized_result
G404-A00019	G404-S001	G404-E0017	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	17	shar	SH+AR	2	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0017	17	1	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00020	G404-S001	G404-E0018	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	18	ase	A_ADDR+S+E	3	1	E	GRAD I	GRADE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0018	18	2	0	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00021	G404-S001	G404-E0019	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	19	cthar	CH+T+AR	3	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0019	19	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00022	G404-S001	G404-E0020	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	20	cthar	CH+T+AR	3	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0020	20	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00023	G404-S001	G404-E0021	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	21	dan	AIN	1	1	AIN	ANTEIL	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0020	20	2	-1	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00024	G404-S001	G404-E0022	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	22	syaiir	S+Y+IIN+R	2	1	Y	AKTIVER POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0022	22	1	0	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	AMBER	PASS_FIXED_FACTORS
G404-A00025	G404-S001	G404-E0023	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	23	sheky	SH+E+K+Y	2	1	E	GRAD I	GRADE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0023	23	1	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00026	G404-S001	G404-E0023	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	23	sheky	SH+E+K+Y	4	1	Y	AKTIVER POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0023	23	3	0	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00027	G404-S001	G404-E0024	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	24	or	OR	1	1	OR	EINHEIT	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0023	23	3	-1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00028	G404-S001	G404-E0025	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	25	ykaiin	Y+K+AIIN	1	1	Y	AKTIVER POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	G404-E0025	25	2	0	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00029	G404-S001	G404-E0025	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	25	ykaiin	Y+K+AIIN	3	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0025	25	2	0	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00030	G404-S001	G404-E0027	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	27	cthoary	CH+T+O+AR+Y	4	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0027	27	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00031	G404-S001	G404-E0027	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	27	cthoary	CH+T+O+AR+Y	5	1	Y	AKTIVER POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0027	27	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00032	G404-S001	G404-E0028	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	28	cthes	CH+T+E+S	3	1	E	GRAD I	GRADE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0028	28	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00033	G404-S001	G404-E0029	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	29	daraiin	D_ADDR+AR+AIIN	2	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	G404-E0028	28	4	-1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00034	G404-S001	G404-E0029	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	29	daraiin	D_ADDR+AR+AIIN	3	1	AIIN	WERT	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0028	28	4	-1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00035	G404-S001	G404-E0030	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	30	sy	Y	1	1	Y	AKTIVER POSTEN	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	G404-E0028	28	4	-2	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00036	G404-S001	G404-E0032	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	32	oteey	OT+EE+Y	2	1	EE	GRAD II	GRADE	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0031	31	1	-1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00037	G404-S001	G404-E0032	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	32	oteey	OT+EE+Y	3	1	Y	AKTIVER POSTEN	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0031	31	1	-1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00038	G404-S001	G404-E0033	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	33	oteos	OT+E+O+S_ADDR	2	1	E	GRAD I	GRADE	INHERITED_ACTION_STACK	INHERITED_ACTION	G404-E0031	31	1	-2	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00039	G404-S001	G404-E0034	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	34	roloty	R+OL+OT+Y	4	1	Y	AKTIVER POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0034	34	1	0	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	AMBER	PASS_FIXED_FACTORS
G404-A00040	G404-S001	G404-E0035	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	35	cthiar	CH+T+LOCAL_CHAR_I+AR	4	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0035	35	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00041	G404-S001	G404-E0036	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	36	daiin	AIIN	1	1	AIIN	WERT	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0035	35	2	-1	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00042	G404-S001	G404-E0037	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	37	okaiin	OK+AIIN	2	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0037	37	1	0	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00043	G404-S001	G404-E0038	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	38	or	OR	1	1	OR	EINHEIT	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0037	37	1	-1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00044	G404-S001	G404-E0040	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	40	sair	S+AIR	2	1	AIR	LAUF	RELATION	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0040	40	1	0	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00045	G404-S001	G404-E0041	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	41	y	Y	1	1	Y	AKTIVER POSTEN	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G404-E0040	40	1	-1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00046	G404-S001	G404-E0042	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	42	chear	CH+E+AR	2	1	E	GRAD I	GRADE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0042	42	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00047	G404-S001	G404-E0042	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	42	chear	CH+E+AR	3	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0042	42	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00048	G404-S001	G404-E0043	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	43	cthaiin	CH+T+AIIN	3	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0043	43	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00049	G404-S001	G404-E0044	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	44	cphar	CH+P+AR	3	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G404-E0044	44	2	0	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00050	G404-S001	G404-E0045	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	45	cfhaiin	CH+LOCAL_CHAR_F+AIIN	3	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0045	45	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00051	G404-S001	G404-E0046	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	46	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	1	1	Y	AKTIVER POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	G404-E0046	46	6	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	AMBER	PASS_FIXED_FACTORS
G404-A00052	G404-S001	G404-E0046	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	46	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	3	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	G404-E0045	45	1	-1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	AMBER	PASS_FIXED_FACTORS
G404-A00053	G404-S001	G404-E0046	f1r	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	46	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	7	2	Y	AKTIVER POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0046	46	6	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	AMBER	PASS_FIXED_FACTORS
G404-A00054	G404-S002	G404-E0047	f1r	SOURCE_SECTION_T	F1R_PROSE_02	F1R_TEXT_BLOCK_B	1	odar	O+D_ADDR+AR	3	1	AR	AUSGANG	RELATION	AL_AR_ORDERED_FALLBACK	OWNER_ONLY	OWNER	0	0	0	OWNER	BESITZER	OWNER_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G404-A00055	G404-S002	G404-E0049	f1r	SOURCE_SECTION_T	F1R_PROSE_02	F1R_TEXT_BLOCK_B	3	cphoy	CH+P+O+Y	4	1	Y	AKTIVER POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G404-E0049	3	2	0	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
