event_id	root	fixed_default_de	register	physical_page	source_page	locus	usage_class	surface	component_recipe	register_expansion_de	complete_context_id	complete_context_de	decision
P912-E0485	SOLK	AUFFANGEN	BIOLOGICAL	f75r	f75r	f75r.6	PROSE	olky	SOLK+Y	auffangen	P917-I0317	Diesen Posten auffangen.	KEEP
P912-E0507	LSH	SPUELEN	BIOLOGICAL	f75r	f75r	f75r.8	PROSE	lshedy	LSH+E+DY	spuelen	P917-I0334	Diesen Posten kurz spülen durch den Durchlass; fertig.	KEEP
P912-E0513	AN	ZUSATZ	BIOLOGICAL	f75r	f75r	f75r.9	PROSE	qokan	OK+AN	zusatz	P917-I0340	Ansetzen.	KEEP
P912-E0535	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.11	PROSE	shedy	SHED+DY	absetzen	P917-I0356	Absetzen; fertig.	KEEP
P912-E0570	SOLK	AUFFANGEN	BIOLOGICAL	f75r	f75r	f75r.15	PROSE	qolkeeoly	SOLK+EE+OL+Y	auffangen	P917-I0382	Weiter diesen Posten länger auffangen.	KEEP
P912-E0575	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.15	PROSE	shedy	SHED+DY	absetzen	P917-I0385	Weiter den Ansatz absetzen; fertig.	KEEP
P912-E0594	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.17	PROSE	shedy	SHED+DY	absetzen	P917-I0401	Absetzen; fertig.	KEEP
P912-E0599	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.18	PROSE	shedy	SHED+DY	absetzen	P917-I0404	Weiter absetzen; fertig.	KEEP
P912-E0647	SOLK	AUFFANGEN	BIOLOGICAL	f75r	f75r	f75r.24	PROSE	olkeey	SOLK+EE+Y	auffangen	P917-I0433	Diesen Posten länger auffangen.	KEEP
P912-E0648	SOLK	AUFFANGEN	BIOLOGICAL	f75r	f75r	f75r.24	PROSE	qolkary	SOLK+AR+Y	auffangen	P917-I0434	Von der Entnahmestelle diesen Posten auffangen.	KEEP
P912-E0673	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.27	PROSE	shedy	SHED+DY	absetzen	P917-I0447	Absetzen; fertig.	KEEP
P912-E0702	AN	ZUSATZ	BIOLOGICAL	f75r	f75r	f75r.29	PROSE	qotan	OT+AN	zusatz	P917-I0464	Danach ausführen.	KEEP
P912-E0714	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.30	PROSE	shedy	SHED+DY	absetzen	P917-I0473	Absetzen; fertig.	KEEP
P912-E0721	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.31	PROSE	shedy	SHED+DY	absetzen	P917-I0479	Absetzen; fertig.	KEEP
P912-E0728	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.32	PROSE	shedy	SHED+DY	absetzen	P917-I0484	Absetzen zur Ziel- oder Anschlussstelle; fertig.	KEEP
P912-E0732	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.32	PROSE	shedy	SHED+DY	absetzen	P917-I0487	Absetzen; fertig.	KEEP
P912-E0734	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.32	PROSE	shedy	SHED+DY	absetzen	P917-I0488	Danach von der Entnahmestelle absetzen; fertig.	KEEP
P912-E0738	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.33	PROSE	shedy	SHED+DY	absetzen	P917-I0491	Absetzen in den nächsten Lauf; fertig.	KEEP
P912-E0747	SOLK	AUFFANGEN	BIOLOGICAL	f75r	f75r	f75r.34	PROSE	olkedy	SOLK+E+DY	auffangen	P917-I0499	Kurz auffangen; fertig.	KEEP
P912-E0761	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.35	PROSE	shedy	SHED+DY	absetzen	P917-I0507	Aus diesem Teil von der Entnahmestelle absetzen; fertig.	KEEP
P912-E0787	SOLK	AUFFANGEN	BIOLOGICAL	f75r	f75r	f75r.39	PROSE	olkeedy	SOLK+EE+DY	auffangen	P917-I0529	Länger auffangen; fertig.	KEEP
P912-E0791	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.40	PROSE	shedy	SHED+DY	absetzen	P917-I0531	Aus diesem Teil von der Entnahmestelle absetzen; fertig.	KEEP
P912-E0793	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.40	PROSE	shedy	SHED+DY	absetzen	P917-I0533	Absetzen; fertig.	KEEP
P912-E0796	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.40	PROSE	rshedy	R+SHED+DY	absetzen	P917-I0535	Kennzeichnen und absetzen; fertig.	KEEP
P912-E0844	SHED	ABSETZEN	BIOLOGICAL	f75r	f75r	f75r.46	PROSE	shedy	SHED+DY	absetzen	P917-I0571	Als eine Portion absetzen; fertig.	KEEP
P912-E0868	LSH	SPUELEN	BIOLOGICAL	f81v	f81v	f81v.1	PROSE	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	spuelen	P917-I0580	Von der lokalen Stelle als eine Portion diesen Posten kurz ausführen, spülen und zugeben mit f-Zeichen.	KEEP
P912-E0883	SOLK	AUFFANGEN	BIOLOGICAL	f81v	f81v	f81v.3	PROSE	olkeedy	SOLK+EE+DY	auffangen	P917-I0590	Nach Sollmaß länger auffangen; fertig.	KEEP
P912-E0931	SHED	ABSETZEN	BIOLOGICAL	f81v	f81v	f81v.8	PROSE	shedy	SHED+DY	absetzen	P917-I0617	Den Ansatz absetzen; fertig.	KEEP
P912-E0933	SOLK	AUFFANGEN	BIOLOGICAL	f81v	f81v	f81v.8	PROSE	qolkeedy	SOLK+EE+D_ADDR+Y	auffangen	P917-I0619	Aus diesem Teil diesen Posten länger auffangen.	KEEP
P912-E0936	CPH	UMLEITEN	BIOLOGICAL	f81v	f81v	f81v.8	PROSE	cphedy	CPH+E+DY	zur Gegen-/Empfangsstation umleiten	P917-I0621	Kurz rückführen; fertig.	REVISE_FROM_RUECKFUEHREN
P912-E0968	SHED	ABSETZEN	BIOLOGICAL	f81v	f81v	f81v.12	PROSE	shedy	SHED+DY	absetzen	P917-I0645	Absetzen; fertig.	KEEP
P912-E0995	LSH	SPUELEN	BIOLOGICAL	f81v	f81v	f81v.15	PROSE	salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	spuelen	P917-I0668	Von der lokalen Stelle aus diesem Teil diesen Posten wählen, spülen und bereitstellen.	KEEP
P912-E1001	SHED	ABSETZEN	BIOLOGICAL	f81v	f81v	f81v.16	PROSE	shedy	SHED+DY	absetzen	P917-I0673	Den Ansatz absetzen in den nächsten Lauf; fertig.	KEEP
P912-E1006	LSH	SPUELEN	BIOLOGICAL	f81v	f81v	f81v.16	PROSE	lshedy	LSH+E+DY	spuelen	P917-I0676	Kurz spülen; fertig.	KEEP
P912-E1013	SHED	ABSETZEN	BIOLOGICAL	f81v	f81v	f81v.17	PROSE	shedy	SHED+DY	absetzen	P917-I0681	Weiter absetzen; fertig.	KEEP
P912-E1024	SHED	ABSETZEN	BIOLOGICAL	f81v	f81v	f81v.18	PROSE	shedy	SHED+DY	absetzen	P917-I0687	Weiter absetzen; fertig.	KEEP
P912-E1029	SOLK	AUFFANGEN	BIOLOGICAL	f81v	f81v	f81v.19	PROSE	solkeey	SOLK+EE+Y	auffangen	P917-I0691	Diesen Posten länger auffangen.	KEEP
P912-E1031	SHED	ABSETZEN	BIOLOGICAL	f81v	f81v	f81v.19	PROSE	shedy	SHED+DY	absetzen	P917-I0692	Weiter absetzen; fertig.	KEEP
P912-E1043	LSH	SPUELEN	BIOLOGICAL	f81v	f81v	f81v.20	PROSE	lshety	LSH+E+T+Y	spuelen	P917-I0702	Diesen Posten kurz spülen und einstellen.	KEEP
P912-E1047	LSH	SPUELEN	BIOLOGICAL	f81v	f81v	f81v.21	PROSE	lsho	LSH+O	spuelen	P917-I0705	Danach als eine Portion spülen und ausführen.	KEEP
P912-E1049	LSH	SPUELEN	BIOLOGICAL	f81v	f81v	f81v.21	PROSE	lshedy	LSH+E+DY	spuelen	P917-I0707	Kurz spülen; fertig.	KEEP
P912-E1050	LSH	SPUELEN	BIOLOGICAL	f81v	f81v	f81v.21	PROSE	lshedy	LSH+E+DY	spuelen	P917-I0708	Kurz spülen; fertig.	KEEP
P912-E1052	SOLK	AUFFANGEN	BIOLOGICAL	f81v	f81v	f81v.21	PROSE	qolky	SOLK+Y	auffangen	P917-I0710	Diesen Posten auffangen.	KEEP
P912-E1068	SHED	ABSETZEN	BIOLOGICAL	f81v	f81v	f81v.23	PROSE	shedy	SHED+DY	absetzen	P917-I0722	Absetzen; fertig.	KEEP
P912-E1083	SHED	ABSETZEN	BIOLOGICAL	f81v	f81v	f81v.25	PROSE	oshedy	O+SHED+Y	absetzen	P917-I0734	Diesen Posten ausführen und absetzen in den nächsten Lauf.	KEEP
P912-E1102	SOLK	AUFFANGEN	BIOLOGICAL	f81v	f81v	f81v.26	PROSE	olkeedy	SOLK+EE+DY	auffangen	P917-I0747	Länger auffangen; fertig.	KEEP
P912-E1106	SOLK	AUFFANGEN	BIOLOGICAL	f81v	f81v	f81v.27	PROSE	olkeedy	SOLK+EE+DY	auffangen	P917-I0751	Länger auffangen; fertig.	KEEP
P912-E1132	SOLK	AUFFANGEN	BIOLOGICAL	f82r	f82r	f82r.3	PROSE	solkaiin	SOLK+AIIN	auffangen	P917-I0771	Nach Sollmaß auffangen.	KEEP
P912-E1152	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.6	PROSE	shedy	SHED+DY	absetzen	P917-I0788	Absetzen; fertig.	KEEP
P912-E1154	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.6	PROSE	shedaiin	SHED+AIIN	absetzen	P917-I0789	Weiter nach Sollmaß absetzen.	KEEP
P912-E1163	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.7	PROSE	shedy	SHED+DY	absetzen	P917-I0797	Absetzen; fertig.	KEEP
P912-E1179	LSH	SPUELEN	BIOLOGICAL	f82r	f82r	f82r.9	PROSE	ssholshecthy	S+SH+O+LSH+E+CTH+Y	spuelen	P917-I0810	Danach den Ansatz und diesen Posten kurz wählen, halten, ausführen, spülen und bereitstellen.	KEEP
P912-E1251	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.18	PROSE	shedy	SHED+DY	absetzen	P917-I0864	Danach als eine Portion absetzen; fertig.	KEEP
P912-E1252	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.18	PROSE	shedy	SHED+DY	absetzen	P917-I0865	Absetzen; fertig.	KEEP
P912-E1266	LSH	SPUELEN	BIOLOGICAL	f82r	f82r	f82r.20	PROSE	posalshy	P+O+S+A_ADDR+LSH+Y	spuelen	P917-I0874	Von der lokalen Stelle diesen Posten einsetzen, ausführen, wählen und spülen.	KEEP
P912-E1268	CPH	UMLEITEN	BIOLOGICAL	f82r	f82r	f82r.20	PROSE	cphal	CPH+AL	zur Gegen-/Empfangsstation umleiten	P917-I0876	Rückführen zur Ziel- oder Anschlussstelle.	REVISE_FROM_RUECKFUEHREN
P912-E1269	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.20	PROSE	shedy	SHED+DY	absetzen	P917-I0877	Absetzen; fertig.	KEEP
P912-E1273	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.20	PROSE	shedy	SHED+DY	absetzen	P917-I0881	Absetzen; fertig.	KEEP
P912-E1278	LSH	SPUELEN	BIOLOGICAL	f82r	f82r	f82r.21	PROSE	salshey	S+A_ADDR+LSH+E+Y	spuelen	P917-I0884	Von der lokalen Stelle diesen Posten kurz wählen und spülen.	KEEP
P912-E1317	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.25	PROSE	lshed	L+SHED	absetzen	P917-I0913	Absetzen in den nächsten Lauf.	KEEP
P912-E1336	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.27	PROSE	rshedy	R+SHED+DY	absetzen	P917-I0928	Kennzeichnen und absetzen; fertig.	KEEP
P912-E1341	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.28	PROSE	shedy	SHED+DY	absetzen	P917-I0933	Absetzen; fertig.	KEEP
P912-E1363	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.30	PROSE	shedy	SHED+DY	absetzen	P917-I0945	Danach den Auszug und diesen Posten länger absetzen in den nächsten Lauf; fertig.	KEEP
P912-E1365	LSH	SPUELEN	BIOLOGICAL	f82r	f82r	f82r.30	PROSE	lshedy	LSH+E+DY	spuelen	P917-I0947	Kurz spülen; fertig.	KEEP
P912-E1378	SHED	ABSETZEN	BIOLOGICAL	f82r	f82r	f82r.32	PROSE	shedaiin	SHED+AIIN	absetzen	P917-I0957	Nach Sollmaß absetzen.	KEEP
P912-E1409	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.1	PROSE	shedy	SHED+DY	absetzen	P917-I0970	Absetzen; fertig.	KEEP
P912-E1422	SOLK	AUFFANGEN	BIOLOGICAL	f83r	f83r	f83r.3	PROSE	olkeedy	SOLK+EE+DY	auffangen	P917-I0980	Aus diesem Teil den Ansatz länger auffangen; fertig.	KEEP
P912-E1438	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.4	PROSE	shedy	SHED+DY	absetzen	P917-I0989	Absetzen; fertig.	KEEP
P912-E1446	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.5	PROSE	shedy	SHED+DY	absetzen	P917-I0994	Absetzen; fertig.	KEEP
P912-E1460	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.7	PROSE	solshed	S+OL+SHED	absetzen	P917-I1008	Weiter wählen und absetzen.	KEEP
P912-E1461	LSH	SPUELEN	BIOLOGICAL	f83r	f83r	f83r.7	PROSE	lsheedy	LSH+EE+D_ADDR+Y	spuelen	P917-I1009	Aus diesem Teil diesen Posten länger spülen.	KEEP
P912-E1477	CPH	UMLEITEN	BIOLOGICAL	f83r	f83r	f83r.9	PROSE	checphedy	CH+E+CPH+E+DY	zur Gegen-/Empfangsstation umleiten	P917-I1022	Kurz entnehmen und rückführen; fertig.	REVISE_FROM_RUECKFUEHREN
P912-E1479	LSH	SPUELEN	BIOLOGICAL	f83r	f83r	f83r.9	PROSE	lsheedy	LSH+EE+D_ADDR+Y	spuelen	P917-I1024	Aus diesem Teil diesen Posten länger spülen.	KEEP
P912-E1482	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.9	PROSE	shedkedy	SHED+K+E+D_ADDR+Y	absetzen	P917-I1027	Aus diesem Teil diesen Posten kurz absetzen und zugeben.	KEEP
P912-E1485	SOLK	AUFFANGEN	BIOLOGICAL	f83r	f83r	f83r.10	PROSE	olkeey	SOLK+EE+Y	auffangen	P917-I1030	Diesen Posten länger auffangen.	KEEP
P912-E1499	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.11	PROSE	shedy	SHED+DY	absetzen	P917-I1040	Absetzen; fertig.	KEEP
P912-E1519	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.13	PROSE	shedy	SHED+DY	absetzen	P917-I1058	Absetzen; fertig.	KEEP
P912-E1525	CPH	UMLEITEN	BIOLOGICAL	f83r	f83r	f83r.13	PROSE	lchcphedy	L+CH+CPH+E+DY	zur Gegen-/Empfangsstation umleiten	P917-I1064	Kurz entnehmen und rückführen in den nächsten Lauf; fertig.	REVISE_FROM_RUECKFUEHREN
P912-E1529	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.14	PROSE	shedy	SHED+DY	absetzen	P917-I1068	Absetzen; fertig.	KEEP
P912-E1538	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.15	PROSE	shedal	SHED+AL	absetzen	P917-I1074	Absetzen zur Ziel- oder Anschlussstelle.	KEEP
P912-E1560	LSH	SPUELEN	BIOLOGICAL	f83r	f83r	f83r.18	PROSE	pdalshdy	P+DA+LSH+D_ADDR+Y	spuelen	P917-I1093	Aus diesem Teil auf der zweiten Stufe diesen Posten einsetzen und spülen.	KEEP
P912-E1561	CPH	UMLEITEN	BIOLOGICAL	f83r	f83r	f83r.18	PROSE	shocphedy	SH+O+CPH+E+DY	zur Gegen-/Empfangsstation umleiten	P917-I1094	Kurz halten, ausführen und rückführen; fertig.	REVISE_FROM_RUECKFUEHREN
P912-E1563	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.18	PROSE	shedy	SHED+DY	absetzen	P917-I1095	Danach den Ansatz absetzen; fertig.	KEEP
P912-E1564	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.18	PROSE	opshedy	O+P+SHED+Y	absetzen	P917-I1096	Diesen Posten ausführen, einsetzen und absetzen.	KEEP
P912-E1570	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.19	PROSE	shedaiin	SHED+AIIN	absetzen	P917-I1102	Nach Sollmaß absetzen.	KEEP
P912-E1574	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.19	PROSE	shedy	SHED+DY	absetzen	P917-I1106	Absetzen; fertig.	KEEP
P912-E1577	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.19	PROSE	shedy	SHED+DY	absetzen	P917-I1108	Absetzen zur Ziel- oder Anschlussstelle; fertig.	KEEP
P912-E1580	SOLK	AUFFANGEN	BIOLOGICAL	f83r	f83r	f83r.20	PROSE	solkeedy	SOLK+EE+D_ADDR+Y	auffangen	P917-I1111	Aus diesem Teil diesen Posten länger auffangen.	KEEP
P912-E1589	SOLK	AUFFANGEN	BIOLOGICAL	f83r	f83r	f83r.21	PROSE	solkeedy	SOLK+EE+D_ADDR+Y	auffangen	P917-I1119	Aus diesem Teil diesen Posten länger auffangen.	KEEP
P912-E1611	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.23	PROSE	shedy	SHED+DY	absetzen	P917-I1138	Absetzen; fertig.	KEEP
P912-E1622	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.24	PROSE	shedy	SHED+DY	absetzen	P917-I1146	Danach weiter nach Sollmaß diesen Posten absetzen zur Ziel- oder Anschlussstelle; fertig.	KEEP
P912-E1633	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.26	PROSE	shedy	SHED+DY	absetzen	P917-I1154	Absetzen; fertig.	KEEP
P912-E1634	LD	BEFESTIGEN	BIOLOGICAL	f83r	f83r	f83r.26	PROSE	qokylddy	OK+Y+LD+DY	befestigen	P917-I1155	Diesen Posten ansetzen; fertig.	KEEP
P912-E1644	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.28	PROSE	shedy	SHED+DY	absetzen	P917-I1164	Absetzen; fertig.	KEEP
P912-E1672	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.34	PROSE	dolshed	D_ADDR+OL+SHED	absetzen	P917-I1189	Weiter aus diesem Teil absetzen.	KEEP
P912-E1683	LSH	SPUELEN	BIOLOGICAL	f83r	f83r	f83r.36	PROSE	lshedy	LSH+E+DY	spuelen	P917-I1198	Kurz spülen; fertig.	KEEP
P912-E1689	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.37	PROSE	shedy	SHED+DY	absetzen	P917-I1203	Absetzen; fertig.	KEEP
P912-E1701	SOLK	AUFFANGEN	BIOLOGICAL	f83r	f83r	f83r.41	PROSE	solkey	SOLK+E+Y	auffangen	P917-I1213	Diesen Posten kurz auffangen.	KEEP
P912-E1703	SOLK	AUFFANGEN	BIOLOGICAL	f83r	f83r	f83r.41	PROSE	qolkain	SOLK+AIN	auffangen	P917-I1215	Als eine Portion auffangen.	KEEP
P912-E1717	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.44	PROSE	shedy	SHED+DY	absetzen	P917-I1223	Absetzen; fertig.	KEEP
P912-E1722	SHED	ABSETZEN	BIOLOGICAL	f83r	f83r	f83r.47	PROSE	shedal	SHED+AL	absetzen	P917-I1226	Absetzen zur Ziel- oder Anschlussstelle.	KEEP
P912-E1733	SOLK	AUFFANGEN	BIOLOGICAL	f83r	f83r	f83r.52	PROSE	solkeey	SOLK+EE+Y	auffangen	P917-I1229	Diesen Posten länger auffangen.	KEEP
P912-E1799	CFH	TRENNEN	ZODIAC	f67r2	f67r2	f67r2.20	PROSE	chocfhy	CH+O+CFH+Y	unterscheiden oder abtrennen	P917-I1246	Von der Entnahmestelle als eine Portion diesen Posten entnehmen, ausführen und pressen zur Innenstelle.	REVISE_FROM_PRESSEN
P912-E1829	AN	ZUSATZ	ZODIAC	f67r2	f67r2	f67r2.33	PROSE	dokan	D_ADDR+OK+AN	zusatz	P917-I1266	Aus diesem Teil nach Sollmaß ansetzen entlang des Laufs zur Ziel- oder Anschlussstelle.	KEEP
P912-E1833	AN	ZUSATZ	ZODIAC	f67r2	f67r2	f67r2.34	LABEL	oeoldan	O+E+OL+D_ADDR+AN	zusatz	f67r2.34	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.34)	KEEP
P912-E1856	OS	DAZU	ZODIAC	f67r2	f67r2	f67r2.43	PROSE	os	OS	dazu	P917-I1284	Auch nach Sollmaß wählen unter q-Träger.	KEEP
P912-E1870	OS	DAZU	ZODIAC	f67r2	f67r2	f67r2.49	PROSE	os	OS	dazu	P917-I1292	Auch als eine Portion diesen Posten kurz entnehmen, ausführen und kennzeichnen.	KEEP
P912-E1885	HO	TEIL	ZODIAC	f67r2	f67r2	f67r2.58	LABEL	cho	HO	Teil der gezeigten Figur	f67r2.58	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.58)	REVISE_FROM_STOFFTEIL
P912-E1896	CPH	UMLEITEN	ZODIAC	f67r2	f67r2	f67r2.66	LABEL	cpheey	CPH+EE+Y	zur Gegenstelle wechseln	f67r2.66	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.66)	REVISE_FROM_RUECKFUEHREN
P912-E1902	AN	ZUSATZ	ZODIAC	f67r2	f67r2	f67r2.71	LABEL	oran	OR+AN	zusatz	f67r2.71	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.71)	KEEP
P912-E1942	CPH	UMLEITEN	ZODIAC	f68r1	f68r1	f68r1.1	PROSE	cphol	CPH+OL	zur Gegenstelle wechseln	P917-I1323	Weiter rückführen.	REVISE_FROM_RUECKFUEHREN
P912-E1974	CFH	TRENNEN	ZODIAC	f68r1	f68r1	f68r1.12	LABEL	chocfhy	CH+O+CFH+Y	unterscheiden oder abtrennen	f68r1.12	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.12)	REVISE_FROM_PRESSEN
P912-E1979	CPH	UMLEITEN	ZODIAC	f68r1	f68r1	f68r1.17	LABEL	cphocthy	CPH+O+CTH+Y	zur Gegenstelle wechseln	f68r1.17	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.17)	REVISE_FROM_RUECKFUEHREN
