master_card_id	canonical_surface	canonical_value_de	semantic_recipe	visible_component_order	visible_macro_order	default_order_without_renderer_and_ol	fits_default_slot_order	ol_placement	renderer_frames	event_support	writer_instruction_de
MC038	lshedy	Waschgang; Schluss	DY+LSH	LSH_WASH>DY_CLOSE	PROCESS_BODY>COMMIT	PROCESS_BODY>COMMIT	YES	NO_OL	NONE	2	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC004	ldy	abziehen; Schluss	L+DY	L_OUT>CLOSE_EXACT	PREFIX_SELECTOR>COMMIT	PREFIX_SELECTOR>COMMIT	YES	NO_OL	NONE	2	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC097	olkain	weiterer Anteil	OL+AIN	OL_CONTINUE>AIN_PORTION	MOBILE_CONTINUATION>VALUE_STAGE	VALUE_STAGE	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	2	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC019	oldy	fertig	OL+DY	OL_CONTINUE>DY_CLOSE	MOBILE_CONTINUATION>COMMIT	COMMIT	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	2	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC157	cholor	derselbe Ansatz	OL+OR	OL_CONTINUE>OR_BATCH	MOBILE_CONTINUATION>PROCESS_BODY	PROCESS_BODY	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	2	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC013	otchor	Folgeansatz	OT+OR	OT>OR	PREFIX_SELECTOR>PROCESS_BODY	PREFIX_SELECTOR>PROCESS_BODY	YES	NO_OL	NONE	2	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC171	otchey	das nächste	OT+Y[SUBTYPE=NEXT_ITEM]	OT_FOLLOW>Y_CURRENT_ITEM	PREFIX_SELECTOR>CURRENT_REFERENT	PREFIX_SELECTOR>CURRENT_REFERENT	YES	NO_OL	NONE	2	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC087	chodaiin	Zugabemaß	AIIN+CHO_INPUT	CHO>AIIN	PROCESS_BODY>VALUE_STAGE	PROCESS_BODY>VALUE_STAGE	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC169	cthaiin	die Sollvorbereitung setzen	AIIN+CTH	CTH>AIIN	PROCESS_BODY>VALUE_STAGE	PROCESS_BODY>VALUE_STAGE	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC111	shfydaiin	eine vorgeschriebene Stehzeit einhalten	AIIN+SHFY_DURATION	SHFY>AIIN	PROCESS_BODY>VALUE_STAGE	PROCESS_BODY>VALUE_STAGE	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC036	solkaiin	Sollsammlung	AIIN+SOLK	SOLK_COLLECT>AIIN_MEASURE	PROCESS_BODY>VALUE_STAGE	PROCESS_BODY>VALUE_STAGE	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC014	chair	laufendes Medium zugießen	AIR+CH_POUR	CH>AIR	PROCESS_BODY>PROCESS_BODY	PROCESS_BODY>PROCESS_BODY	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC023	kair	Beckenlauf	AIR+K_BINDER	K_BASIN>AIR_WATER	PROCESS_BODY>PROCESS_BODY	PROCESS_BODY>PROCESS_BODY	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC022	chckhal	Zielpassage	AL+CKH	CKH_THROUGH>AL_TO	PROCESS_BODY>ADDRESS	PROCESS_BODY>ADDRESS	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC079	daldy	Zielschluss	AL+DY	D_SIDE_FRAME>AL_TO>CLOSE_EXACT	RENDERER_FRAME>ADDRESS>COMMIT	ADDRESS>COMMIT	YES	NO_OL	D_SIDE_FRAME	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC101	ldalor	Endziel	AL+L	LD_END>AL_TO	PREFIX_SELECTOR>ADDRESS	PREFIX_SELECTOR>ADDRESS	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC146	chealror	Zielbereitung	AL+OR	AL_TO>R_FRAME>OR_BATCH	ADDRESS>RENDERER_FRAME>PROCESS_BODY	ADDRESS>PROCESS_BODY	NO	NO_OL	R_FRAME	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC046	raly	Endposten	AL+Y[SUBTYPE=END_TARGET]	AL_TO>Y_CURRENT	ADDRESS>CURRENT_REFERENT	ADDRESS>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC078	olsaly	Zwischenziel	AL+Y[SUBTYPE=INTERMEDIATE_TARGET]	OLS_BELOW>AL_TO>Y_ITEM	RENDERER_FRAME>ADDRESS>CURRENT_REFERENT	ADDRESS>CURRENT_REFERENT	YES	NO_OL	OLS_BELOW	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC029	lar	Quellabzug	AR+L	L_OUT>AR_FROM	PREFIX_SELECTOR>ADDRESS	PREFIX_SELECTOR>ADDRESS	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC009	chary	Quellposten	AR+Y	AR_FROM>Y_CURRENT	ADDRESS>CURRENT_REFERENT	ADDRESS>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC100	ody	ZURUECKNEHMEN__SCHLUSS	DY+O_WITHDRAW	O>DY	PROCESS_BODY>COMMIT	PROCESS_BODY>COMMIT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC048	kaiiin	die Arbeitsstufe setzen	IIN+K_BINDER	K>IIN	PROCESS_BODY>VALUE_STAGE	PROCESS_BODY>VALUE_STAGE	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC133	lcheckhedy	Trennabzug; Schluss	L+CKHE[LICENSED_CLOSE=YES]	L_OUT>CKHE_STRAIN>TERMINAL	PREFIX_SELECTOR>PROCESS_BODY>COMMIT	PREFIX_SELECTOR>PROCESS_BODY>COMMIT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC030	lo	Abzug	L+O_WITHDRAW	L_OUT>O_RESIDUAL_BRANCH	PREFIX_SELECTOR>PROCESS_BODY	PREFIX_SELECTOR>PROCESS_BODY	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC008	lchy	Abführgut	L+Y	LCH_WITHDRAW>Y_ITEM	PREFIX_SELECTOR>CURRENT_REFERENT	PREFIX_SELECTOR>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC168	lcheckhy	Abführpassage	L+Y+CKH	L_OUT>CKH_THROUGH>Y_ITEM	PREFIX_SELECTOR>PROCESS_BODY>CURRENT_REFERENT	PREFIX_SELECTOR>PROCESS_BODY>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC081	okair	Laufeinsatz	OK+AIR	OK_SET>AIR_WATER	PREFIX_SELECTOR>PROCESS_BODY	PREFIX_SELECTOR>PROCESS_BODY	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC054	qokaly	Zieleinsatz	OK+AL+Y	OK_SET>AL_TO>Y_ITEM	PREFIX_SELECTOR>ADDRESS>CURRENT_REFERENT	PREFIX_SELECTOR>ADDRESS>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC044	qokar	Quelleinsatz	OK+AR	OK_SET>AR_FROM	PREFIX_SELECTOR>ADDRESS	PREFIX_SELECTOR>ADDRESS	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC006	chokcheo	Auszug einsetzen	OK+CHEO	OK>CHEO	PREFIX_SELECTOR>PROCESS_BODY	PREFIX_SELECTOR>PROCESS_BODY	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC151	qokshedy	Einsatzabsetzen; Schluss	OK+DY+SHED	OK_SET>SHED_SETTLE>CLOSE	PREFIX_SELECTOR>PROCESS_BODY>COMMIT	PREFIX_SELECTOR>PROCESS_BODY>COMMIT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC024	qokol	Weiter einsetzen	OK+OL	OK_SET>OL_CONTINUE	PREFIX_SELECTOR>MOBILE_CONTINUATION	PREFIX_SELECTOR	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC015	qokokchy	denselben Posten erneut einsetzen	OK+Y[REPEAT=YES]	OK>OK>Y	PREFIX_SELECTOR>PREFIX_SELECTOR>CURRENT_REFERENT	PREFIX_SELECTOR>PREFIX_SELECTOR>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC112	octheol	Fortsetzung vorbereiten	OL+CTH	CTH_READY>OL_CONTINUE	PROCESS_BODY>MOBILE_CONTINUATION	PROCESS_BODY	YES	POSTPOSED_AFTER_CONTENT	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC149	solshedy	Folgeabsetzen; Schluss	OL+DY+SHED	OL_CONTINUE>SHED_SETTLE>CLOSE	MOBILE_CONTINUATION>PROCESS_BODY>COMMIT	PROCESS_BODY>COMMIT	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC092	lol	Weiterabzug	OL+L	L_OUT>OL_CONTINUE	PREFIX_SELECTOR>MOBILE_CONTINUATION	PREFIX_SELECTOR	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC115	qoctholy	danach mit diesem Posten weiter	OL+OT+Y	OT_FOLLOW>OL_CONTINUE>Y_CURRENT_ITEM	PREFIX_SELECTOR>MOBILE_CONTINUATION>CURRENT_REFERENT	PREFIX_SELECTOR>CURRENT_REFERENT	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC053	otol	danach im selben Gang weiter	OL+OT[SUBTYPE=CONTINUE_SAME_PROCESS]	OT_FOLLOW>OL_CONTINUE_WITHIN_ACTIVE_SEQUENCE	PREFIX_SELECTOR>MOBILE_CONTINUATION	PREFIX_SELECTOR	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC163	qotchol	zum Folgegang wechseln	OL+OT[SUBTYPE=SWITCH_TO_FOLLOWING_PROCESS]	Q_FRAME>OT_FOLLOW>OL_CONTINUE_NEW_TRACK	RENDERER_FRAME>PREFIX_SELECTOR>MOBILE_CONTINUATION	PREFIX_SELECTOR	YES	PREFIX_OR_SELECTOR_CHAIN	Q_FRAME	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC162	qolchey	Weiterposten	OL+Y	OL_CONTINUE>Y_CURRENT	MOBILE_CONTINUATION>CURRENT_REFERENT	CURRENT_REFERENT	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC021	oltchy	die laufende Bereitung fortsetzen	OL+Y+TCH_PREPARATION	OL>TCH>Y	MOBILE_CONTINUATION>PROCESS_BODY>CURRENT_REFERENT	PROCESS_BODY>CURRENT_REFERENT	YES	PREFIX_OR_SELECTOR_CHAIN	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC075	ycheor	aktueller Auszugsansatz	OR+CHEO	Y>CHEO>OR	CURRENT_REFERENT>PROCESS_BODY>PROCESS_BODY	CURRENT_REFERENT>PROCESS_BODY>PROCESS_BODY	NO	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC125	chochor	Zugabeansatz	OR+CHO_INPUT	CHO>OR	PROCESS_BODY>PROCESS_BODY	PROCESS_BODY>PROCESS_BODY	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC158	cthoor	den Ansatz bereitstellen	OR+CTH	CTH>OR	PROCESS_BODY>PROCESS_BODY	PROCESS_BODY>PROCESS_BODY	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC027	oykchor	Gefäß für den Ansatz	OR+OYK_VESSEL	OYK>OR	PROCESS_BODY>PROCESS_BODY	PROCESS_BODY>PROCESS_BODY	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC121	otar	Folgequelle	OT+AR	OT_NEXT>AR_FROM	PREFIX_SELECTOR>ADDRESS	PREFIX_SELECTOR>ADDRESS	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC069	otytchol	Folgeteil	OT+YTY_PART	OT>YTY>OL	PREFIX_SELECTOR>CURRENT_REFERENT>MOBILE_CONTINUATION	PREFIX_SELECTOR>CURRENT_REFERENT	YES	POSTPOSED_AFTER_CONTENT	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC107	qotchy	zum nächsten Posten wechseln	OT+Y[SUBTYPE=SWITCH_TO_NEXT_PROCESS]	OT>Y	PREFIX_SELECTOR>CURRENT_REFERENT	PREFIX_SELECTOR>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC131	choy	aktuelle Zutat	Y+CHO_INPUT[SUBTYPE=CURRENT_INPUT]	CHO>Y	PROCESS_BODY>CURRENT_REFERENT	PROCESS_BODY>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC010	chodaly	Zugabe am aktuellen Ziel	Y+CHO_INPUT[SUBTYPE=CURRENT_INPUT_AT_TARGET]	CHO>AL>Y	PROCESS_BODY>ADDRESS>CURRENT_REFERENT	PROCESS_BODY>ADDRESS>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC091	dairydy	Laufschluss	Y+DY+AIR	D_TERMINAL_FRAME>AIR_WATER>Y_ITEM>CLOSE_EXACT	RENDERER_FRAME>PROCESS_BODY>CURRENT_REFERENT>COMMIT	PROCESS_BODY>CURRENT_REFERENT>COMMIT	YES	NO_OL	D_TERMINAL_FRAME	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC117	kchy	den laufenden Posten bearbeiten	Y+K_BINDER[SUBTYPE=PROCESS_CURRENT_ITEM]	K>Y	PROCESS_BODY>CURRENT_REFERENT	PROCESS_BODY>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
MC122	kchey	den laufenden Posten kurz bearbeiten	Y+K_BINDER[SUBTYPE=SHORT_PROCESS_CURRENT_ITEM]	K>E>Y	PROCESS_BODY>PROCESS_BODY>CURRENT_REFERENT	PROCESS_BODY>PROCESS_BODY>CURRENT_REFERENT	YES	NO_OL	NONE	1	Schreibe Rahmen/Selektor, dann Prozesskörper, Adresse, Wert/Stufe, aktuellen Posten und Schluss; OL darf als Fortsetzungszeichen vor- oder nachgestellt werden.
