action_case_id	page	locus	action_ordinal	action_surface	action_gloss_de	semantic_item_count	item_ranks	item_ordinals	item_surfaces	item_glosses_de	lexical_first_terminal_rank	lexical_first_terminal_ordinal	lexical_first_terminal_surface	lexical_first_terminal_gloss_de	lexical_terminal_field_count	later_lexical_terminal_ranks_blocked	operator_terminal_rank	operator_terminal_ordinal	operator_terminal_surface	operator_terminal_gloss_de	operator_matches_lexical_first	path_class	best_endpoint_ranks	best_endpoint_ordinals	best_endpoint_surfaces	best_endpoint_glosses_de	strict_decision	exploratory_decision	first_blocker_rank	first_blocker_ordinal	first_blocker_surface	first_blocker_gloss_de	first_blocker_class	blocker_inside_selected_endpoint	practical_reading_de	decision_reason_de	prior_shorter_holds_preserved	portable_default	new_relation_edge	word_delta	status
A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	9	1|2|3|4|5|6|7|8|9	2|3|4|5|6|7|8|9|10	olkaiir|qokaiin|chodaiin|okar|olkaiin|okaiin|cheody|airoy|olam	Anteil III des heißen Holzansatzes|heiß, Grad III|Trockenansatz, Dosis III|Anteil I des heißen Ansatzes|heiße Drogenbasis, Stufe III|heißer Ansatz, Grad III|getrocknete Masse|Grundansatz aus Drogenanteil II|ein Maß Holz	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	1	2	olkaiir	Anteil III des heißen Holzansatzes	MATERIAL_AND_TEMPERATURE_RESET	0	Drei Dosen Trockenansatz abmessen; danach wechselnde Holz-, Drogen- und Ansatzwerte.	Der erste Wert ist bereits ein heißer Holzanteil; im Fenster entsteht kein terminales Produkt mit stabilem Material.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A021	f114v	f114v.36	7	qopaiin	drei Teile Pulverzubereitung nehmen	4	1|2|3|4	8|9|10|11	qotar|al|kal|ram	kalter Drogenanteil I|Rohstoffklasse I|Rohstoffklasse I, heiß am Gradanfang|ein Maß Wurzel	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	NONE	NONE	NONE	NONE	WINDOW_END_WITHOUT_TERMINAL	0	Pulverzubereitung nehmen; danach kalter Drogenanteil, Rohstoff und Wurzelmaß.	Das Fenster endet nach mehreren Materialangaben ohne Abschlusswert.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A024	f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	8	1|2|3|4|5|6|7|8	4|5|6|7|8|9|10|11	otedy|cheop|ol|teeedy|oroiir|oechedy|oteedy|qotchedy	kalter Ansatz, Mittelstufe erreicht|bis zur Mittelstufe getrocknet|Pulverstoff|vollständig abgekühlte Zubereitung, fertig|eine Portion des Ansatzanteils III|fertige, bis zur Mittelstufe getrocknete Masse|kalter Ansatz am Ende des Grades|kalt-trockene Mittelstufe erreicht	4	7	teeedy	vollständig abgekühlte Zubereitung, fertig	2	6	4	7	teeedy	vollständig abgekühlte Zubereitung, fertig	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	1|2|3|4	4|5|6|7	otedy|cheop|ol|teeedy	kalter Ansatz, Mittelstufe erreicht|bis zur Mittelstufe getrocknet|Pulverstoff|vollständig abgekühlte Zubereitung, fertig	HOLD	HOLD_COHERENT_ENDPOINT	5	8	oroiir	eine Portion des Ansatzanteils III	NEW_QUANTITY_AND_MATERIAL_BLOCK	0	Zwei Dosen Trockengut abmessen; möglicher Attributblock endet in fertiger abgekühlter Zubereitung.	Der vierte Wert ist ein plausibles Produktende; die neue Portion auf Rang fünf sperrt das attraktivere spätere Trockenprodukt.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A027	f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	8	1|2|3|4|5|6|7|8	6|7|8|9|10|11|12|13	s|checthy|qokeeey|keeey|lol|chedy|qokchedy|ldy	Samenposten|trockenes Kraut|stark erhitzt, Endstufe III|stark erhitzt, Endstufe III|Holzstoff|mittlere Trockenstufe erreicht|heiß-trockene Mittelstufe erreicht|fertig aufbereitetes Holz	8	13	ldy	fertig aufbereitetes Holz	1	NONE	8	13	ldy	fertig aufbereitetes Holz	1	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	STOP_RESET	2	7	checthy	trockenes Kraut	MATERIAL_RESET	0	Erhitzen, trocknen und ansetzen; fertiges Holz erscheint erst nach mehreren Materialwechseln.	Samen wechselt früh zu Kraut; das fertige Holz auf Rang acht kann den gebrochenen Pfad nicht reparieren.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A028	f116r	f116r.12	1	qoin	zweiten Ansatz nehmen	11	1|2|3|4|5|6|7|8|9|10|11	2|3|4|5|6|7|8|9|10|11|12	ar|cholches|okain|dain|cheey|okeey|otain|olchdy|otal|dain|olam	Drogenanteil I|nachgetrocknetes Drogenmaterial, Mittelstufe|heißer Ansatz, Grad II|zwei Portionen des erhitzten nachgetrockneten Drogenmaterials|trocken am Ende des Grades|heißer Ansatz am Ende des Grades|kalter Ansatz, Grad II|Holz im Ansatz fertig getrocknet|Rohstoffklasse I im kalten Ansatz, Gradanfang|zwei Portionen der Rohdroge I im kalten Anfangsansatz|ein Maß Holz	8	9	olchdy	Holz im Ansatz fertig getrocknet	1	NONE	8	9	olchdy	Holz im Ansatz fertig getrocknet	1	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	STOP_RESET	7	8	otain	kalter Ansatz, Grad II	THERMAL_AND_DEGREE_RESET	0	Zweiten Ansatz nehmen; fertig getrocknetes Holz folgt erst nach mehrfachen Zustandsresets.	Kälte und Grad II auf Rang sieben folgen bereits mehreren Material- und Zustandswechseln.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A029	f23r	f23r.6	5	yky	hierzu leicht erhitzen	5	1|2|3|4|5	6|7|8|9|10	dar|okol|dchey|daiidal|dam	abgemessener Anteil I|heißer Ansatzstoff|fertige abgemessene Mittelstufen-Trockenportion|drei abgemessene Mengen Rohdroge I|Dosis I	3	8	dchey	fertige abgemessene Mittelstufen-Trockenportion	1	NONE	3	8	dchey	fertige abgemessene Mittelstufen-Trockenportion	1	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	PRESERVE_SHORTER_HOLD	3	8	dchey	fertige abgemessene Mittelstufen-Trockenportion	NEW_OPERATION_COMPLETION	0	Leicht erhitzen; danach heiße Ansatzsubstanz, dann fertige Mittelstufen-Trockenportion.	Der kurze Hitze-Hold bleibt; der Abschlusswert fügt Abmessen, Trocknen, Mittelstufe und Fertigstellung neu hinzu.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A032	f24v	f24v.15	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	3	1|2|3	2|3|4	kchod|dchal|ochdy	heißer Auszug aus Trockengut, abgezogen und abgeschlossen|eine Dosis angetrocknete Rohdroge I|fertige Trockenmasse	1	2	kchod	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	2	3	1	2	kchod	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	1	EARLIER_COMPLETION_BLOCKS_LONGER	1	2	kchod	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	STOP	STOP_EARLY_CONFLICT	1	2	kchod	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	OPERATION_CONFLICT	1	Portion mitteltrocknen; unmittelbar folgt ein heißer abgeschlossener Auszug.	Erhitzen, Abziehen und Abschließen stehen nicht in der Handlung; der erste Abschlusswert blockiert spätere Attraktionen.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A036	f27r	f27r.9	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	6	1|2|3|4|5|6	2|3|4|5|6|7	keeod|shotchey|chol|oty|chy|tolg	vollständig erhitzter und abgezogener Auszug|Mazerat aus kalt bis Mittelstufe getrockneter Droge|trocken|kalter Ansatz am Anfang des Grades|trocken am Anfang des Grades|ein Gran kalten Drogenmaterials	1	2	keeod	vollständig erhitzter und abgezogener Auszug	1	NONE	1	2	keeod	vollständig erhitzter und abgezogener Auszug	1	EARLIER_COMPLETION_BLOCKS_LONGER	1	2	keeod	vollständig erhitzter und abgezogener Auszug	STOP	STOP_EARLY_CONFLICT	1	2	keeod	vollständig erhitzter und abgezogener Auszug	MATERIAL_AND_OPERATION_CONFLICT	1	Portion mitteltrocknen; unmittelbar folgt vollständig erhitzter und abgezogener Auszug.	Portion und Trocknung werden durch erhitzten abgezogenen Auszug ersetzt.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A038	f30r	f30r.9	2	qochar	trockenen Drogenanteil I nehmen	2	1|2	3|4	chol|keeaiin	trocken|vollständig erhitzt, Stufe III	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	2	4	keeaiin	vollständig erhitzt, Stufe III	STATE_WITHOUT_MATERIAL_HEAD	0	Trockenen Drogenanteil nehmen; danach trocken und vollständig erhitzt III.	Der zweite Wert ist nur ein vollständiger Heizstatus ohne geschriebenen Materialkopf und ohne Erhitzungshandlung.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A041	f49r	f49r.16	1	qocho	getrocknete Droge nehmen	2	1|2	2|3	cheey|dchey	trocken am Ende des Grades|fertige abgemessene Mittelstufen-Trockenportion	2	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	1	NONE	2	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	1|2	2|3	cheey|dchey	trocken am Ende des Grades|fertige abgemessene Mittelstufen-Trockenportion	STOP	HOLD_COHERENT_ENDPOINT	2	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	DEGREE_AND_OPERATION_CONFLICT	1	Getrocknete Droge nehmen; danach fertige abgemessene Mittelstufen-Trockenportion.	Der Produktblock ist lesbar, aber Gradende zu Mittelstufe sowie Abmessen und Fertigstellen bleiben ungeschrieben; explorativer Hold ohne Kante.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A043	f56r	f56r.6	1	ykcho	hieraus eine warme Trockenmischung bereiten	3	1|2|3	3|4|5	dchey|keey|daiin	fertige abgemessene Mittelstufen-Trockenportion|heiß am Ende des Grades|Qualitätsgrad III des heißen Endzustands	1	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	1	NONE	1	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	1	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	HOLD	HOLD_COHERENT_ENDPOINT	2	4	keey	heiß am Ende des Grades	DEGREE_RESET_AFTER_TERMINAL	0	Warme Trockenmischung bereiten; mögliches unmittelbares fertiges Trockenprodukt.	Das unmittelbare Produkt ist praktisch kohärent; der folgende heiße Endgrad beendet die Fortsetzung.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A045	f75r	f75r.3	6	sheeky	vollständig einweichen, erhitzen und abschließen	3	1|2|3	7|8|9	ltain|olkar|or	Holz, kalt auf Stufe II|Anteil I des heißen Holzansatzes|Drogenportion	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	3	9	or	Drogenportion	MATERIAL_RESET	0	Einweichen, erhitzen und abschließen; rechts stehen nur Holzwerte und Drogenportion.	Kein geschriebener Abschlusswert; Holz wechselt zur Drogenportion.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
