semantic_item_id	action_case_id	page	locus	action_ordinal	action_surface	action_gloss_de	rank	ordinal	surface	gloss_de	completion_stems	material_heads	lexical_terminal_material	first_lexical_terminal	later_lexical_terminal_blocked	operator_terminal	manual_endpoint_member	path_class	strict_decision	exploratory_decision	word_delta	status
T022	A009	f105v	f105v.14	3	qokaiir	nimm den heißen Drogenanteil III	1	4	olpchedy	fertiges Holzextraktpulver	fertig	holz|pulver	1	1	0	1	1	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_MATERIAL_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T023	A009	f105v	f105v.14	3	qokaiir	nimm den heißen Drogenanteil III	2	5	olord	abgezogene Portion Holzauszug	NONE	auszug|holz|portion	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_MATERIAL_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T024	A009	f105v	f105v.14	3	qokaiir	nimm den heißen Drogenanteil III	3	6	aiiin	Menge IV	NONE	NONE	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_MATERIAL_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T025	A009	f105v	f105v.14	3	qokaiir	nimm den heißen Drogenanteil III	4	7	tail	kaltgestellte Rohdroge II	NONE	droge	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_MATERIAL_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T026	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	1	3	dair	abgemessener Anteil II	NONE	NONE	0	0	0	0	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C021	REPLAY_C021	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T027	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	2	4	al	Rohstoffklasse I	NONE	NONE	0	0	0	0	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C021	REPLAY_C021	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T028	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	5	qokedy	heiße Mittelstufe erreicht	NONE	NONE	0	0	0	0	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C021	REPLAY_C021	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T029	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	4	6	shecphy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	abgeschlossen	arzneikompositum	1	1	0	1	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C021	REPLAY_C021	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T030	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	5	7	qokchy	heiß und trocken am Anfang des Grades	NONE	NONE	0	0	0	0	0	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C021	REPLAY_C021	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T031	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	6	8	otedy	kalter Ansatz, Mittelstufe erreicht	NONE	ansatz	0	0	0	0	0	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C021	REPLAY_C021	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T032	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	7	9	dar	abgemessener Anteil I	NONE	NONE	0	0	0	0	0	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C021	REPLAY_C021	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T033	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	8	10	aror	eine Portion des Drogenanteils I	NONE	droge|portion	0	0	0	0	0	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C021	REPLAY_C021	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T034	A014	f107r	f107r.2	2	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	1	3	aiin	Menge III	NONE	NONE	0	0	0	0	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	HOLD	HOLD_COHERENT_ENDPOINT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T035	A014	f107r	f107r.2	2	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	2	4	shedy	mittlere Feuchtstufe erreicht	NONE	NONE	0	0	0	0	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	HOLD	HOLD_COHERENT_ENDPOINT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T036	A014	f107r	f107r.2	2	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	3	5	oteed	vollständig abgekühlter und abgezogener Auszug	vollständig	auszug	1	1	0	1	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	HOLD	HOLD_COHERENT_ENDPOINT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T037	A015	f107r	f107r.2	6	qor	nimm eine Drogenportion	1	7	aiin	Menge III	NONE	NONE	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	STOP_RESET	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T038	A015	f107r	f107r.2	6	qor	nimm eine Drogenportion	2	8	cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	NONE	arzneikompositum	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	STOP_RESET	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T039	A015	f107r	f107r.2	6	qor	nimm eine Drogenportion	3	9	olkeey	Holzansatz vollständig erhitzt	vollständig	ansatz|holz	1	1	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	STOP_RESET	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T040	A015	f107r	f107r.2	6	qor	nimm eine Drogenportion	4	10	qotain	kalter Ansatz, Grad II	NONE	ansatz	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	STOP_RESET	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T041	A015	f107r	f107r.2	6	qor	nimm eine Drogenportion	5	11	chey	trocken in der Mitte des Grades	NONE	NONE	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	STOP_RESET	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T042	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	1	2	cthoor	eine Portion Krautansatz	NONE	ansatz|portion	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T043	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	3	char	trockener Drogenanteil I	NONE	droge	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T044	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	3	4	chty	trocken-kalt am Gradanfang	NONE	NONE	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T045	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	4	5	os	Ansatzcharge	NONE	ansatz|charge	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T046	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	5	6	chair	trockener Drogenanteil II	NONE	droge	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T047	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	6	7	otytchol	nachgekühlter Trockenstoff im Ansatz	NONE	ansatz	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T048	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	7	8	oky	heißer Ansatz am Anfang des Grades	NONE	ansatz	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T049	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	8	9	daiin	Qualitätsgrad III des erhitzten Ansatzes	NONE	ansatz	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T050	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	9	10	etyd	bis Mittelstufe gekühlte Zubereitung, abgeschlossen	abgeschlossen	zubereitung	1	1	0	1	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T051	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	1	2	olkaiir	Anteil III des heißen Holzansatzes	NONE	ansatz|holz	0	0	0	0	0	NO_COHERENT_PRODUCT_PATH	STOP	STOP_NO_PATH	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T052	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	3	qokaiin	heiß, Grad III	NONE	NONE	0	0	0	0	0	NO_COHERENT_PRODUCT_PATH	STOP	STOP_NO_PATH	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T053	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	3	4	chodaiin	Trockenansatz, Dosis III	NONE	ansatz	0	0	0	0	0	NO_COHERENT_PRODUCT_PATH	STOP	STOP_NO_PATH	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
