terminal_field_id	action_case_id	page	locus	rank	ordinal	surface	gloss_de	completion_stems	material_heads	first_in_window	blocked_by_earlier_terminal	operator_terminal	manual_endpoint_member	path_class	strict_decision	exploratory_decision	new_relation_edge	status
TM021	A047	f76v	f76v.10	5	8	shecphy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	abgeschlossen	arzneikompositum	0	1	1	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	STOP_RESET	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM022	A048	f77r	f77r.38	2	5	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	abgeschlossen	arzneikompositum	1	0	1	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	STOP	HIGH_HOLD_NEW_FOCUS	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM023	A053	f77v	f77v.7	2	7	lshedy	vollständig eingeweichtes Holz, Form I	vollständig	holz	1	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	STOP_RESET	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM024	A063	f80v	f80v.35	6	12	ldy	fertig aufbereitetes Holz	fertig	holz	1	0	1	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	STOP_RESET	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM025	A067	f86v3	f86v3.18	2	6	sheody	feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen	abgeschlossen	mazerat	1	0	1	1	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM026	A073	f86v5	f86v5.24	2	5	kchody	fertige heiß-trockene Zubereitung	fertig	zubereitung	1	0	1	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	HOLD	HOLD_COHERENT_ENDPOINT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM027	A074	f86v5	f86v5.4	2	3	sheeey	vollständig eingeweichtes Gut der Schlussstufe	vollständig	gut	1	0	1	1	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM028	A074	f86v5	f86v5.4	7	8	ltedy	fertig abgekühltes Holz, Mittelstufe	fertig	holz	0	1	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM029	A077	f86v6	f86v6.25	2	7	okeeeey	Zubereitung vollständig bis zur letzten Heizstufe geführt	vollständig	zubereitung	1	0	1	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C019	REPLAY_C019	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
TM030	A077	f86v6	f86v6.25	3	8	ofchedy	fertig getrocknete Blütenmasse	fertig	masse	0	1	0	0	LOCALLY_READABLE_PRODUCT_ENDPOINT	ADMIT_EXISTING_C019	REPLAY_C019	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
