page	locus	target_surfaces	zl3b_line	v32_tokenwise_de	v33_tokenwise_de	complete_v33
f103r	f103r.39	qotal	ykeedy qokeey lsheey qotal shedy oteey	[ykeedy:?] | heiß am Ende des Grades | eingeweichtes Drogenholz, Form II | [qotal:?] | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades	[ykeedy:?] | heiß am Ende des Grades | eingeweichtes Drogenholz, Form II | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades	False
f103r	f103r.41	oteeal|qokal	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	trockener Drogenstoff | [sheeey:?] | kalt in der Mitte des Grades | [oteeal:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [shet:?] | feuchter Ansatz | [keeo:?] | [s:?] | feucht in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiße Substanz | abgemessene Rohstoffmenge I	trockener Drogenstoff | [sheeey:?] | kalt in der Mitte des Grades | Rohstoffklasse I im Ansatz, kalt am Gradende | kalter Ansatz am Ende des Grades, abgeschlossen | [shet:?] | feuchter Ansatz | [keeo:?] | [s:?] | feucht in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | abgemessene Rohstoffmenge I	False
f103r	f103r.43	cheal|qotal|sheal|qokal	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	kalte Drogenfraktion I | [cheal:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | [qotal:?] | [sheal:?] | heiße Substanz | feucht am Ende des Grades, abgeschlossen | [okeshedy:?] | heiß-feuchter Ansatz in der Gradmitte | heiß, Grad III	kalte Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | Rohstoffklasse I, kalt am Gradanfang | Rohstoffklasse I, feucht in der Gradmitte | Rohstoffklasse I, heiß am Gradanfang | feucht am Ende des Grades, abgeschlossen | [okeshedy:?] | heiß-feuchter Ansatz in der Gradmitte | heiß, Grad III	False
f103r	f103r.44	sheal	odeeey qokeey shey sheal otshedy	[odeeey:?] | heiß am Ende des Grades | feucht in der Mitte des Grades | [sheal:?] | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	[odeeey:?] | heiß am Ende des Grades | feucht in der Mitte des Grades | Rohstoffklasse I, feucht in der Gradmitte | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	False
f103r	f103r.9	cheal	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	[oteeos:?] | Drogenfraktion I | [cheal:?] | heißer Ansatz am Ende des Grades | feucht in der Mitte des Grades | [lkaiin:?] | feucht in der Mitte des Grades | [lkeor:?] | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [l:?] | [dy:?] | [okeedaram:?]	[oteeos:?] | Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | heißer Ansatz am Ende des Grades | feucht in der Mitte des Grades | [lkaiin:?] | feucht in der Mitte des Grades | [lkeor:?] | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [l:?] | [dy:?] | [okeedaram:?]	False
f103v	f103v.11	qokal	qokeedy olkeeshy qoky qokal shed	heiß am Ende des Grades, abgeschlossen | [olkeeshy:?] | heiß am Anfang des Grades | heiße Substanz | [shed:?]	heiß am Ende des Grades, abgeschlossen | [olkeeshy:?] | heiß am Anfang des Grades | Rohstoffklasse I, heiß am Gradanfang | [shed:?]	False
f103v	f103v.12	sheal	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	Saat-Rohstoff I | [sheal:?] | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [l:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht in der Mitte des Grades, abgeschlossen | [pchor:?] | getrocknetes Pulver | Pulverstoff | feucht am Ende des Grades, abgeschlossen | [opalam:?]	Saat-Rohstoff I | Rohstoffklasse I, feucht in der Gradmitte | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [l:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht in der Mitte des Grades, abgeschlossen | [pchor:?] | getrocknetes Pulver | Pulverstoff | feucht am Ende des Grades, abgeschlossen | [opalam:?]	False
f103v	f103v.17	qokal|otal	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | [lkedy:?] | feucht in der Mitte des Grades, abgeschlossen | heiße Substanz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [char:?] | Ansatz aus kaltem Rohstoff, Form I | [opchedy:?]	heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | [lkedy:?] | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [char:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [opchedy:?]	False
f103v	f103v.2	qokal	daiin shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr	Grad-/Maßwert III | feucht in der Mitte des Grades | heiße Substanz | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qoteor:?] | feucht in der Mitte des Grades | kalt am Anfang des Grades | Arzneikompositum: trocken, Gradanfang | kalt im qo-Rahmen, Grad II | [chalr:?]	Grad-/Maßwert III | feucht in der Mitte des Grades | Rohstoffklasse I, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qoteor:?] | feucht in der Mitte des Grades | kalt am Anfang des Grades | Arzneikompositum: trocken, Gradanfang | kalt im qo-Rahmen, Grad II | [chalr:?]	False
f103v	f103v.20	oteal|qotal	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain	Pulverstoff | [char:?] | kalte Drogenfraktion I im Ansatz | heiß, Grad III, im Ansatzrahmen | [shay:?] | [oteal:?] | heiß im Zubereitungsrahmen, Grad II | [qotal:?] | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [lolain:?]	Pulverstoff | [char:?] | kalte Drogenfraktion I im Ansatz | heiß, Grad III, im Ansatzrahmen | [shay:?] | Rohstoffklasse I im Ansatz, kalt in der Gradmitte | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [lolain:?]	False
f103v	f103v.21	shal	tokain shal qokeed oteedy sheoky shay tar teor otam oll	[tokain:?] | [shal:?] | [qokeed:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | [shay:?] | kalte Drogenfraktion I | [teor:?] | [otam:?] | [oll:?]	[tokain:?] | Rohstoffklasse I, feucht am Gradanfang | [qokeed:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | [shay:?] | kalte Drogenfraktion I | [teor:?] | [otam:?] | [oll:?]	False
f103v	f103v.23	otal	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	[ycheody:?] | [l:?] | Drogenfraktion I | trocken am Ende des Grades | Drogenportion | Menge-/Klassenwert IV | kalter Ansatz am Ende des Grades | Ansatz aus kaltem Rohstoff, Form I | [otear:?] | Drogenportion | Drogenfraktion I | heiß am Ende des Grades | kalt am Anfang des Grades	[ycheody:?] | [l:?] | Drogenfraktion I | trocken am Ende des Grades | Drogenportion | Menge-/Klassenwert IV | kalter Ansatz am Ende des Grades | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [otear:?] | Drogenportion | Drogenfraktion I | heiß am Ende des Grades | kalt am Anfang des Grades	False
f103v	f103v.25	otal	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	[sain:?] | [olkeeey:?] | heiß im qo-Rahmen, Grad I | kalter Ansatz am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | Ansatz aus kaltem Rohstoff, Form I | kalter Ansatz am Anfang des Grades | [opar:?] | [aram:?] | [oteeam:?]	[sain:?] | [olkeeey:?] | heiß im qo-Rahmen, Grad I | kalter Ansatz am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalter Ansatz am Anfang des Grades | [opar:?] | [aram:?] | [oteeam:?]	False
f103v	f103v.27	oteal	fcheody arar okeey okeey lchedy oteal lpar otedy qotar otaryly	[fcheody:?] | [arar:?] | heißer Ansatz am Ende des Grades | heißer Ansatz am Ende des Grades | getrocknetes Drogenholz | [oteal:?] | [lpar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I | [otaryly:?]	[fcheody:?] | [arar:?] | heißer Ansatz am Ende des Grades | heißer Ansatz am Ende des Grades | getrocknetes Drogenholz | Rohstoffklasse I im Ansatz, kalt in der Gradmitte | [lpar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I | [otaryly:?]	False
f103v	f103v.32	shal	qokeeey chey qotey chokaiin shal chedy olkam	[qokeeey:?] | trocken in der Mitte des Grades | kalt in der Mitte des Grades | [chokaiin:?] | [shal:?] | trocken in der Mitte des Grades, abgeschlossen | heißes Material [terminal-M]	[qokeeey:?] | trocken in der Mitte des Grades | kalt in der Mitte des Grades | [chokaiin:?] | Rohstoffklasse I, feucht am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | heißes Material [terminal-M]	False
f103v	f103v.40	sheal	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	[yteey:?] | [sheal:?] | feucht in der Mitte des Grades | [qoain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | getrocknetes Drogenholz | [rain:?]	[yteey:?] | Rohstoffklasse I, feucht in der Gradmitte | feucht in der Mitte des Grades | [qoain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | getrocknetes Drogenholz | [rain:?]	False
f103v	f103v.9	shal	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	[pchal:?] | [shal:?] | [shorchdy:?] | [okeor:?] | heiß, Grad III, im Ansatzrahmen | feucht in der Mitte des Grades, abgeschlossen | getrocknetes Pulver | kalt und trocken in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Holzfraktion I	[pchal:?] | Rohstoffklasse I, feucht am Gradanfang | [shorchdy:?] | [okeor:?] | heiß, Grad III, im Ansatzrahmen | feucht in der Mitte des Grades, abgeschlossen | getrocknetes Pulver | kalt und trocken in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Holzfraktion I	False
f104r	f104r.14	qotal|otal|oeeal	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal	Grad-/Maßwert III | [choaiin:?] | [qokechy:?] | [qotal:?] | [cheolor:?] | Samen/Saatgut, Typ/Charge III | [olkeechey:?] | Ansatz aus kaltem Rohstoff, Form I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oeeal:?]	Grad-/Maßwert III | [choaiin:?] | [qokechy:?] | Rohstoffklasse I, kalt am Gradanfang | [cheolor:?] | Samen/Saatgut, Typ/Charge III | [olkeechey:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I im Ansatz, am Gradende	False
f104r	f104r.15	okal	sor chodaiin chody okar otolkeechdy okal kaiin cheodaiin	Samenportion | [chodaiin:?] | [chody:?] | heiße Drogenfraktion I im Ansatz | [otolkeechdy:?] | Ansatz aus heißem Rohstoff, Form I | heiß, Grad III | [cheodaiin:?]	Samenportion | [chodaiin:?] | [chody:?] | heiße Drogenfraktion I im Ansatz | [otolkeechdy:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | heiß, Grad III | [cheodaiin:?]	False
f104r	f104r.24	qotal|chal	daiin char qotal okechol olkeeor olkeeodal lkaiin chal keeedy qokam	Grad-/Maßwert III | [char:?] | [qotal:?] | [okechol:?] | [olkeeor:?] | [olkeeodal:?] | [lkaiin:?] | [chal:?] | [keeedy:?] | [qokam:?]	Grad-/Maßwert III | [char:?] | Rohstoffklasse I, kalt am Gradanfang | [okechol:?] | [olkeeor:?] | [olkeeodal:?] | [lkaiin:?] | Rohstoffklasse I, trocken am Gradanfang | [keeedy:?] | [qokam:?]	False
f104r	f104r.3	okal	daiir o cthedy otech ykar otedy otody qoteeor yteeody oteedy aky okal daram	abgemessene Fraktion III | [o:?] | [cthedy:?] | [otech:?] | [ykar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [otody:?] | [qoteeor:?] | [yteeody:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [aky:?] | Ansatz aus heißem Rohstoff, Form I | [daram:?]	abgemessene Fraktion III | [o:?] | [cthedy:?] | [otech:?] | [ykar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [otody:?] | [qoteeor:?] | [yteeody:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [aky:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [daram:?]	False
f104r	f104r.33	qokal	okchechy qokcheedy okchdal qokal char olkeeey olcheo lkaiin chey raly	[okchechy:?] | heiß und trocken am Ende des Grades, abgeschlossen | [okchdal:?] | heiße Substanz | [char:?] | [olkeeey:?] | [olcheo:?] | [lkaiin:?] | trocken in der Mitte des Grades | [raly:?]	[okchechy:?] | heiß und trocken am Ende des Grades, abgeschlossen | [okchdal:?] | Rohstoffklasse I, heiß am Gradanfang | [char:?] | [olkeeey:?] | [olcheo:?] | [lkaiin:?] | trocken in der Mitte des Grades | [raly:?]	False
f104r	f104r.34	qokal	pchol ksheody qokeshedy qokal chedy qokaiin otaiin cheody qokal taiin cholxy	trockener Pulverstoff/Trockengut | [ksheody:?] | [qokeshedy:?] | heiße Substanz | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | getrockneter Ansatz | heiße Substanz | kalt, Grad III | [cholxy:?]	trockener Pulverstoff/Trockengut | [ksheody:?] | [qokeshedy:?] | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | getrockneter Ansatz | Rohstoffklasse I, heiß am Gradanfang | kalt, Grad III | [cholxy:?]	False
f104r	f104r.37	okal	okaiin cheodal qoaiin okar oraiin okar oteody qokaiin okal qotir	heiß, Grad III, im Ansatzrahmen | [cheodal:?] | [qoaiin:?] | heiße Drogenfraktion I im Ansatz | Portion III | heiße Drogenfraktion I im Ansatz | [oteody:?] | heiß, Grad III | Ansatz aus heißem Rohstoff, Form I | [qotir:?]	heiß, Grad III, im Ansatzrahmen | [cheodal:?] | [qoaiin:?] | heiße Drogenfraktion I im Ansatz | Portion III | heiße Drogenfraktion I im Ansatz | [oteody:?] | heiß, Grad III | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [qotir:?]	False
f104r	f104r.39	qotal	pcholor ar aiin alkchdy qotal chol qoar aiin qopcheedy qotair ofaiino	[pcholor:?] | Drogenfraktion I | Menge III | [alkchdy:?] | [qotal:?] | trocken; nominal trockenes Gut/Material | Drogenfraktion I | Menge III | [qopcheedy:?] | [qotair:?] | [ofaiino:?]	[pcholor:?] | Drogenfraktion I | Menge III | [alkchdy:?] | Rohstoffklasse I, kalt am Gradanfang | trocken; nominal trockenes Gut/Material | Drogenfraktion I | Menge III | [qopcheedy:?] | [qotair:?] | [ofaiino:?]	False
f104r	f104r.8	qokal	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	[o:?] | [lsheedy:?] | [lkeedy:?] | [lkeody:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | heiße Substanz | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	[o:?] | [lsheedy:?] | [lkeedy:?] | [lkeody:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | Rohstoffklasse I, heiß am Gradanfang | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	False
f104v	f104v.22	tal	ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal	[ytchedy:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | kalt und trocken am Anfang des Grades | heiß und trocken in der Mitte des Grades, abgeschlossen | [qokchd:?] | [ls:?] | Menge III | [qchor:?] | feuchter Drogenteil | [ytaiin:?] | trocken in der Mitte des Grades | [tal:?]	[ytchedy:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | kalt und trocken am Anfang des Grades | heiß und trocken in der Mitte des Grades, abgeschlossen | [qokchd:?] | [ls:?] | Menge III | [qchor:?] | feuchter Drogenteil | [ytaiin:?] | trocken in der Mitte des Grades | Rohstoffklasse I, kalt am Gradanfang	False
f105r	f105r.31	okal	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	[kodeey:?] | [lchl:?] | [shx:?] | Drogenfraktion I | [aiijy:?] | [cpheesy:?] | Ansatz aus heißem Rohstoff, Form I | [lkedy:?] | heiße Holzfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Drogenportion | [fchoky:?]	[kodeey:?] | [lchl:?] | [shx:?] | Drogenfraktion I | [aiijy:?] | [cpheesy:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [lkedy:?] | heiße Holzfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Drogenportion | [fchoky:?]	False
f105r	f105r.33	okal	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	[okeeodair:?] | kalter Ansatz am Ende des Grades | [lkeey:?] | [teeolteedy:?] | [ot:?] | Ansatz aus heißem Rohstoff, Form I | Drogenportion | Menge-/Klassenwert IV | heiß, Grad III | Drogenfraktion I | [airod:?]	[okeeodair:?] | kalter Ansatz am Ende des Grades | [lkeey:?] | [teeolteedy:?] | [ot:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Drogenportion | Menge-/Klassenwert IV | heiß, Grad III | Drogenfraktion I | [airod:?]	False
f105r	f105r.35	kal|qokal	ypchedy okaiir opcheedy qokair dar kal otar ol qokal kor orolpchey ofory	[ypchedy:?] | [okaiir:?] | [opcheedy:?] | [qokair:?] | abgemessene Fraktion I | [kal:?] | kalte Drogenfraktion I im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Substanz | heiße Drogenportion | [orolpchey:?] | [ofory:?]	[ypchedy:?] | [okaiir:?] | [opcheedy:?] | [qokair:?] | abgemessene Fraktion I | Rohstoffklasse I, heiß am Gradanfang | kalte Drogenfraktion I im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I, heiß am Gradanfang | heiße Drogenportion | [orolpchey:?] | [ofory:?]	False
