surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	working_meaning_de	decision
shal	f32v	f32v.6	o kchan chol shal dchcthy	okchan chol shal dchcthy	okchan cholshal dchcthy	READER_VARIANT	Rohstoffklasse I, feucht am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shal	f58r	f58r.15	daiir shal qopaim cholaly dy shedy	dy r chal qopaiim cholaly dy shedy	daiir shal qopaim cholaly shedy	READER_VARIANT	Rohstoffklasse I, feucht am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheal	f103v	f103v.12	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	sal sheal shedy okeedy qokeey lol shedy pchor pchedy pol sheedy opalam	sal she l shedy okeedy qokeey lol shedy pchor pchedy pol sheedy opalam	READER_VARIANT	Rohstoffklasse I, feucht in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheeal	f82r	f82r.25	dol qoesedy sheeal sheedy lshed qockhey lchedy lar sheey ry	dol qoesedy sheeerl sheedy lshed qockhey lchedy lor sheey ry	dol qoese sheeerl sheedy lshed qo ckhey lchedy lor sheey ry	READER_VARIANT	Rohstoffklasse I, feucht am Gradende	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f105r	f105r.35	ypchedy okaiir opcheedy qokair dar kal otar ol qokal kor orolpchey ofory	ypchedy okaiir opcheedy qokair dar kol otar ol qokal kor orol pchey ofory	ypchedy okaiir opcheedy qokair dar kal otar al qokal kor orolpchey ofory	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f107v	f107v.37	poraiin o kal chedy qolkeey lpcheedy qokol rol keedy okaiin otary	poraiin okal chedy qolkeey lpcheedy qokol rol keedy okaiin otary	poraiin okal chedy qolkeey lpcheedy qokol rolkeedy okaiin ot ry	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f114r	f114r.9	dcheod qodaiin daiin chey kal dody chdairod okchdy chody daiin dar oarorold	dcheod qodaiin daiin chey kal dody chdairod okchdy chody daiin dar oar orold	dcheod qodaiin daiin chey kaldody chdairod okchdy chody daiin dar oar or old	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f114v	f114v.36	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	tshey oedal op shoko otchey qopchol qopaiin qotar alkol ram	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f116r	f116r.20	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm	chol keedy ol cheey laiin y chedy otar okal okain olar otedy qoty rfam	chol keedy ol cheey raiin y chedy otar okal okain ol ar ytedy qoty rf m	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f46r	f46r.15	qokar shol kal alkeody	qokar sholkal olkeody	qokar sholkal lkeody	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f55v	f55v.10	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f58r	f58r.8	toleeshal oleeam dalor chy oteodchy yteochy otey kal dy alam	toleeshal oleeam dalor chy oteodchy yteochy otey kal dy alam	toleeshal oleeam dalor chy oteodchy yteochy oteykal y alam	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f76r	f76r.13	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	qokeedy checthy chckhey okol okaiin sheckhey okeedy otey dal ykal chedy sar	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal ykal chedy sar	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f77v	f77v.1	okain y kal	okain ykal	okain yk l	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
kal	f8r	f8r.20	or cho kesey shey o kal chal	or chokesey shey okal chal	or chokesey shey o kal chal	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
tal	f104v	f104v.22	ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal	ytchedy qokchedy qotchy qokchedy qokchd lsaiin qchor sheos ytaiin cheytal	ytchedy qokchedy qotchy qokche y qokchd lsaiin qchor sheos ytaiin chey tal	READER_VARIANT	Rohstoffklasse I, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
tal	f13v	f13v.9	tchtod otal cthor ytal y cho tal sho qocthy	tchtod otal cthor ytal y cho tal sho qocthy	tchtod otal cthor ytal y chot l sho qocthy	READER_VARIANT	Rohstoffklasse I, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
tal	f58v	f58v.14	shar air alor chol oeear sho qotal chol tal ar tar aropam	shar air alos chol oeear sho qotal chol talar tar ar opam	sh r air alos chol oeear sho qotal chol talar tar aropam	READER_VARIANT	Rohstoffklasse I, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
tal	f75v	f75v.43	pokain okeedy or chesy solshey qokeey qotedy olkedy chey tal dy qol	pokain okeedy or chesy sol shey qokeey qotedy olkedy chey tal dy qol	pokain okeedy r chesy soley qokee qotedy olkedy cheytal dy qol	READER_VARIANT	Rohstoffklasse I, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
tal	f86v5	f86v5.9	lkaiiin otain r al ykain chaiin y tal ykaiin otal ar alkam	lkaiin otain r al ykain chaiin ykal ykaiin otal or alkam	lkaiiin otain r al ykain chaiin ykal ykaiin otal or alkam	READER_VARIANT	Rohstoffklasse I, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
tal	f86v6	f86v6.36	dairal daiin qokar chol tal cthdy qokeey lkaiin olkaiin araiin	dairal daiin qokar choltal cthdy qokeey lkaiin olkaiin araiin	dairal daiin qokar chol tal cthdy qokeey lkaiin olkaiin raiin	READER_VARIANT	Rohstoffklasse I, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f103r	f103r.1	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy	pchedal shdy yteechypchy otey ylshey qoteey qotal shedy yshdal dain okol dal dy	pchedal dy ytechypchy otey alshey qoteey qotal shedy yshdal ain okal dal y	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f105r	f105r.33	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	okeeodair oteey lkeey teeolteedy otokal oraiiin qokaiin ar airod	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f106r	f106r.29	saiin chal chlal okal ykalaiin okain qokain ar okaiin char aiiny		saiin chal chlal okal ykalaiin okain qokain ar okaiin chor aiiny	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f107r	f107r.40	lolkaiin chey qokaiin chal aiin okaiin olkar otair okal okal	lolkaiin chey qokaiin chal aiin okaiin olkar otair okal okal	lolkaiin chey qokaiin chal aiin otaiin olkar otair kal okal	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f111v	f111v.51	sain cheal chckhy okain okal aiin choty chckhy	sain cheal chckhy okain okalaiin choty chckhy	sain cheal chckhy okain okalaiin choty chckhy	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f112r	f112r.38	sar ain olkeear okeody qokiin oteedy qokey okal okedy	sar ain olkeear okeody qokeeiin oteedy qokey okal okedy	sar ain olkeear okeody qokeiiin oteedy qokey kalokedy	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f113v	f113v.19	daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham	daiin qokeeody qokar okaiin qokaiin okar checthy okalched lchal qckham	aiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f18r	f18r.8	qokchor ckhol olody okal dy dary	qokchor ckhol olody okaldy dary	qokchor ckhol ol dy okal dy dary	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f44v	f44v.11	okal chol chol choky okaiin cthy otal	okol chol chol choky okaiin cthy otal	ok l chol chol choky okaiin cthy otal	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f58r	f58r.31	odshchol taiin okal or chol ol ekar otarchol chol kam qokal	odshchol taiin okalor chol olekar otarchol chol kam qokal	odshchol taiin okal or chol olekar otarchol chol kag qokal	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f58r	f58r.41	dchol chokal saiin dal okal s alchey	dchol chokal saiin dal okalsalchey	dchol chokal saiin dal okals alchey	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f58v	f58v.15	qot oiin okal aral s air qoal talchos okal cho ytam dam	qotoiin otal aral s air qoal talchos okal cho ytam dam	qot oiin okal aral s air qoal talchos okal cho ytam am	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f58v	f58v.26	ykaly qokal ol al qokeos okal ar okos al shekar qokair alam	ykaly qokal ol ar qokeos okalar okos al shekar qokair alam	ykaly qokal ol al qokeos okal ar oko s al shekar qokair alam	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f58v	f58v.38	ykeeody qokar qoky keey qokol okal okor cheky sydy	ykeeody qokar qoky keey qokol okol okor cheky sydy	ykeeody qokar qoky keey qok l okal okor cheky sy y	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f75v	f75v.66	okal sheedy qoteedy qokchy ly	okal sheedy qoteedy qokeey ly	ok l eedy qoteedy qokeey ly	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f76r	f76r.13	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	qokeedy checthy chckhey okol okaiin sheckhey okeedy otey dal ykal chedy sar	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal ykal chedy sar	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f76v	f76v.3	dchedy qokeedy oteedy chedaiin chey qokeedy olkedy ror oteedy okal	dchedy qokeedy oteedy chedaiin chey qokeedy olkedy ror oteedy okal	dched qokeedy oteedy chedaiin chey qokeedy olke y r r oteedy kal	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f89v1	f89v1.16	qokaiin ykchol qockhy okaldy okal dal chodar okaiin dalg	qokaiin ykchol qockhy okalda otal dal chodar okaiin dalg	qokaiin ykchol qockhy okal y otal dal chodar okaiin dalg	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f89v1	f89v1.20	sol chey okchol sair daiin okal choldy	sol chey okchol sair daiin okal choldy	sol chey okchol sair daiin okalchol y	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f95r2	f95r2.8	tedykaiin y cheol okal chedy shdy qokchdy otar chctham	tedy kaiin ycheol okal chedy shdy qokchdy otar chctham	te ykaiin y cheol ok l chedy sh y qokchdy otar chcthag	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okal	f99v	f99v.33	dol okeeol okeor okal okaiin ckheol okolaiin okolaiin cheoldy	dol okeeol okeor okol okaiin ckheol okolaiin okolaiin cheol dy	dol okeeol okeor okol okaiin ckheol okalaiin okolaiin cheol y	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okeal	f108v	f108v.10	ol cheey leedaiin shckhaiin okeal okar aralor om shee kay chectham	ol cheey leedaiin shckhaiin okeal okar aral or om shee kaithy chectham	ol cheey leedaiin shckhaiin keal o kar aralorom shee ka chectham	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
okeal	f111v	f111v.1	koshey qokal chckheal opcheodair alkain sheokain cheok okeal shedy ralchy	koshey qokal chckheal opcheodair alkain sheokain cheok okeal shedy ralchy	koshey qokal chckheal opcheo air alkain sheokain cheok okealshedy ralchy	READER_VARIANT	Rohstoffklasse I im Ansatz, heiß in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f112r	f112r.19	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	polchdy ol otaly saiin sheky qeey qokey qokeey qoko am	polchdy ol otalysaiin sheky qeey qokey qokeey qokyam	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f113v	f113v.11	orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram	or sheor oteeo cheey olkeey otol chotair otar qotar okar oko lkedal ram	orsheor oteeo cheey olkeey ot l chotair otar qotar okar oko lkedal ram	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f116r	f116r.15	pchoetal otedal otal oteedy olr daiin okeedy qoky dar al keedy shdy	pchoetal otedal otal oteedy olr daiin okeedy qoky dar al keedy shdy	pchoetal ote al tal oteedy olr daiin okeedy qoky dar al keedy dy	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f39v	f39v.12	paiin alaiin otal chd okar am okar cheodal ockhy	paiin alaiin otal chd okar am okar cheodal ockhy	paiin alaiin otalch okar am okar cheodal ockhy	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f44r	f44r.3	oair ekokeey kshotol otal daiin ototaykal	oair ekokeey kshotol otol daiin otota ykal	oair ekokeey kshotol ot l daiin ototaykal	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f51r	f51r.15	qokol cheor ckhal s or aldy otal	qokol cheor ckhal s or aldy otal	qokol cheor ckhal s or aldy ot l	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f79r	f79r.16	shain shckhy qoly kshedy otal sheey qokain shey qokam	shain shckhy qoly kshedy otal sheey qokain shey qokam	shain shckhy qoly kshedy ot l eey qokain shey qok m	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f83r	f83r.12	qockhol sheckhy otal qokeal sheckhdy al okedy qokedy qokal	qockhol sheckhy otal qokeal cseckhdy ckol okedy qokedy qokal	qockhol sheckhy tal qokeal eckhdy l okedy qokedy qokal	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f86v5	f86v5.20	ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil	ychor ar aiin ytaly otaiin ykaiin otar ytar aiin ytaiim	ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiim	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
otal	f95r2	f95r2.7	dshedy otal qokal dol or eeedy okeedy okedyted otam	dshedy otol qokal dol or eeedy okeesy okedyted otam	dshedy otol qokal ol or eeedy okeedy oke y ted otam	READER_VARIANT	Rohstoffklasse I im Ansatz, kalt am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qoal	f86v6	f86v6.44	shor qoky chorolk chokaiin qoal kaiin qoaiin or aiiin ykedy	shor qoky chorolk chokaiin qoolkaiin qoaiin or aiiin ykedy	shor qoky chosolk ch kaiin qoalkaiin qoaiin or aiiin ykedy	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f103r	f103r.33	qokeey chechy qokey shckhy choldy qokal y shedy yteedy qotail shedy	qokeey chechy qokey shckhy choldy qokaly shedy yteedy qotail seedy	qokeey chechy qokey shckhy choldy qokal y she y yteedy qotail she y	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f103v	f103v.11	qokeedy olkeeshy qoky qokal shed	qokeedy olkeeshy qoky qokal shed	qokeedy olkeeshy qoky qokaled	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f104r	f104r.34	pchol ksheody qokeshedy qokal chedy qokaiin otaiin cheody qokal taiin cholxy	pchol ksheody qokeshedy qokal chedy qokaiin otaiin cheody qokal taiin cholxy	pchol ksheod qokeshe y qotal chedy qokaiin otaiin cheody qokal taiin cholxy	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f111r	f111r.42	qokeol qokal qokeeol cho lkedy l chedy chedy chedyteokain chedy l kag am	qokeol qokeel qokeeol cho lkedy lchedy chedy chedyteokain chedy lkam am	qokeo l qokal qokeeol cholkedy l che y chedy chedyte kain chedy lkam am	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f111r	f111r.54	tair chckhaiin dair qokal otain okal	tair chckhaiin dair qokal otain okal	tair chckhaiin dair qo al otain okal	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f41r	f41r.8	dair chedy chckhy qokey lchdy qokedy qokal chekedy qodar ag	dair chedy chckhy qokey lchdy qokedy qokyl cheked qodor am	dair che y chckhy qokey lchdy qokedy qokal chekedy qodar ag	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f51v	f51v.6	okor ctheody qocphy qokal qotaiin otykol chol daiin	okor ctheody qocphy qokol qotaiin otykol chol daiin	okor ctheody qocphy qok l qotaiin otyk l choldaiin	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f58v	f58v.31	tcheor chor kar okal qokeey qokal shol qokain ar oetalchg	tcheor chor kar okal qokeey qotal shol qokain ar oetalchg	tcheor chor kar okal qokeey qokal shol qokain ar oetalchg	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f75v	f75v.12	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	qokedy rshey qol chey ol chey keed sol key dykedy qokol dar oly	qokedy shey qol che ol chey keed sol key dykedy qok l dar oly	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f77r	f77r.23	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokol	eoky qokaiin che y lche y olshe y qokeedy chedy qokal	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f77v	f77v.36	qotchy qokal shedy qokedy lchedy qokedy qol raiin chey	qotchy qokal shedy qokedy lchedy qokedy qol raiin chey	qotchy qotal shedy qokedy lchedy qoke y qol r aiin chey	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f77v	f77v.41	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	chedy lchedy lkaiin dy qotal dar ch ain ldchey ol raiin oldy	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f77v	f77v.42	tcheey qokeey qokal lchedy cheolkaiin okol	tcheey qokeey qokol lchedy cheol kaiin okol	tcheey qokee qokol lchedy cheolkaiin okol	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f78r	f78r.7	qokal otedy qokedy qokedy dal qokedy qokedy s am	qokal otedy qokedy qokedy dal qokedy qokedy s kam	qokol ote y qokedy qokedy dal qoke y qoke y s am	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f80r	f80r.53	lol eey lchey qokal cheol lchor otlol	lol eey lchey qokal cheol lchor otlol	l ol eey lchey qok l cheol lchor tlol	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f82r	f82r.14	r olchy qokal chey qokain deeedy qokeey qokaiin olchedy	rolchy qokol chey qokain deeedy qokeey qokaiin olchedy	r olchy qok l chey qokain deeedy qokeey qokaiin olche y	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f82r	f82r.5	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal	sol lkchedy qokeedy qokal cthol che y qotee y qotal	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokal	f82v	f82v.11	pcheol dar qokeey cheeky qokal dal shedy pchdy rol qotedy rol	pcheol dar qokeey cheeky qokol dal shedy pchdy rol qotedy rol	pcheol dar qokeey cheeky qokol dal shedy pchdy rol qotedy rol	READER_VARIANT	Rohstoffklasse I, heiß am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
