event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	event_template	trigger_origin	template_payload	required_registers	symbolic_register_effect	event_parse_status	opaque_roundtrip_atom	formal_semantic_noninheritance	binding_contract	source_lineage
11	f10r	f10r.5	H1	F002	H1-S002	9ad66e67803a12e745de	qokchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E11@9ad66e67803a12e745de	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
12	f10r	f10r.5	H1	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E12@e8a6105b5c3a6220b440	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
13	f10r	f10r.5	H1	F002	H1-S002	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E13@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
14	f10r	f10r.5	H1	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:BEREIT?	ACTIVE_ITEM/PREPARATION	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	UNIQUE_EXACT	E14@e0b630cb1b5df5e7105b	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
15	f10r	f10r.6	H2	F003	H2-S001	7249edc4df3419c26999	ycheor	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E15@7249edc4df3419c26999	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
16	f10r	f10r.6	H2	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:BEREIT?	ACTIVE_ITEM/PREPARATION	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	UNIQUE_EXACT	E16@e0b630cb1b5df5e7105b	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
17	f10r	f10r.6	H2	F003	H2-S001	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ANSATZ?	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	UNIQUE_EXACT	E17@7a4bb8136330ee4e6e56	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
18	f10r	f10r.6	H2	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E18@f3c23f42baf625639e1e	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
19	f10r	f10r.6	H2	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E19@af816c04e65874a0f2fa	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
20	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E20@b921a237be883a820352	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
21	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E21@b921a237be883a820352	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
22	f10r	f10r.6	H2	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:MASS?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_EXACT	E22@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
23	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	shy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E23@b921a237be883a820352	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
24	f10r	f10r.8	H2	F004	H2-S002	10488b911aae52b3b334	qotchor	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E24@10488b911aae52b3b334	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
25	f10r	f10r.8	H2	F004	H2-S002	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ANSATZ?	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	UNIQUE_EXACT	E25@7a4bb8136330ee4e6e56	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
26	f10r	f10r.8	H2	F004	H2-S002	497cbd9c7401810ff56b	otol	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E26@497cbd9c7401810ff56b	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
27	f10r	f10r.8	H2	F004	H2-S002	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E27@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
28	f10r	f10r.8	H2	F004	H2-S002	dec401773c1f0347793d	cholor	OPAQUE_PAYLOAD	NONCLOSE	NONE	VORIGES?	SELECT_PREVIOUS	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:VORIGES?	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=PREVIOUS_ITEM	UNIQUE_EXACT	E28@dec401773c1f0347793d	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
29	f10r	f10r.8	H2	F004	H2-S002	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E29@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
30	f10r	f10r.8	H2	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	EXACT:MASS?|FORMAL:VORGABEPARAMETER?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_CONVERGENT_CHANNELS	E30@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
31	f10r	f10r.8	H2	F004	H2-S002	4d4559019a961b834aa1	dar	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E31@4d4559019a961b834aa1	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
32	f10r	f10r.9	H2	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E32@27d97af8c96eb056c2e6	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
33	f10r	f10r.9	H2	F005	H2-S003	7a4bb8136330ee4e6e56	shor	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ANSATZ?	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	UNIQUE_EXACT	E33@7a4bb8136330ee4e6e56	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
