context_id	source_recipe	incoming_action	incoming_argument	scope_incoming_action	next_recipe	occurrence_count	event_ids	statement_ids	physical_pages	owners_de	actual_source_factor_gate_statuses	recomputed_source_factor_gate_status	source_context_gate_matches_actual
G448-C0093	AIIN	S	AIIN	S	AL	1	G407-E4337	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0094	AIIN	S	AIIN	S	CARRIER_Q+O+CH+EE+Y	1	G407-E4341	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0095	AIIN	S	AIIN	S	OK+AIIN	1	G407-E0769	P1009-S026	f55v	große aromatische Doldenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0096	AIIN	S	AIIN	S	OK+Y	1	G407-E3813	P1009-S590	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0097	AIIN	S	AIIN	S	OL+K+EE+DY	1	G407-E2948	P1009-S386	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0098	AIIN	S	AIIN	S	OT+AM_ADDR	2	G407-E0795|G407-E1165	P1009-S027|P1009-S053	f55v|f72r	Tierkreis-Ringgruppe A|große aromatische Doldenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0099	AIIN	S	AIN	S	CH+K+Y	1	G407-E3545	P1009-S521	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0100	AIIN	S	AIN	S	OK+Y	1	G407-E4227	P1009-S618	f89r	Gefäß-/Pflanzenteilgruppe D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0101	AIIN	S	NONE	S	OL+AIIN	1	G407-E1417	P1009-S071	f72r	Tierkreis-Ringgruppe J	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0102	AIIN	S	OR	S	AR	1	G407-E1968	P1009-S211	f76r	unbebilderter Textabschnitt A4	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0103	AIIN	S	OR	S	CH+E+CH+K+Y	1	G407-E1327	P1009-S063	f72r	Tierkreis-Ringgruppe G	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0104	AIIN	S	OR	S	OK+EE+Y	1	G407-E4092	P1009-S610	f89r	Gefäß-/Pflanzenteilgruppe A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0105	AIIN	S	OR	S	SH+E+K+AIIN	1	G407-E4557	G404-S086	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0106	AIIN	S	OR	S	SH+O+S	1	G407-E0065	G404-S003	f1r	F1R_TEXT_BLOCK_B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0107	AIIN	S	OR	S	Y	2	G407-E3300|G407-E3731	P1009-S463|P1009-S578	f82r|f83r	Variantenatlas lokaler Becken und Anwendungen|mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0108	AIIN	S	Y	S	AIIN	1	G407-E0794	P1009-S027	f55v	große aromatische Doldenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0109	AIIN	S	Y	S	AL	1	G407-E2667	P1009-S380	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0110	AIIN	S	Y	S	CH+E+O+AL	1	G407-E4203	P1009-S617	f89r	Gefäß-/Pflanzenteilgruppe D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0111	AIIN	S	Y	S	CH+O+D_ADDR+Y	1	G407-E3960	P1009-S596	f88v	erste Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0112	AIIN	S	Y	S	CH+OR	1	G407-E3863	P1009-S592	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0113	AIIN	S	Y	S	NONE	1	G407-E1285	P1009-S060	f72r	Tierkreis-Ringgruppe E	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0114	AIIN	S	Y	S	O	1	G407-E4384	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0115	AIIN	S	Y	S	O+CH+E+O+L	1	G407-E4379	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0116	AIIN	S	Y	S	O+DY	1	G407-E4564	G404-S086	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0117	AIIN	S	Y	S	OK+AIN	1	G407-E2983	P1009-S390	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0118	AIIN	S	Y	S	OK+AR	1	G407-E4440	G404-S065	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0119	AIIN	S	Y	S	OK+EE+O+D_ADDR+Y	1	G407-E1021	P1009-S041	f67r2	zwei getrennte Himmelsräder und Tabelle	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C0120	AIIN	S	Y	S	OL	1	G407-E0709	P1009-S024	f55v	große aromatische Doldenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
