replay_id	neighbor_id	context_id	source_recipe	mutation_family	target_recipe	target_is_exact_catalog_key	neutral_identity_route	context_identity_route	identity_route_unchanged	incoming_action	incoming_argument	scope_incoming_action	next_recipe	context_occurrence_count	context_event_ids	neutral_factor_gate_status	context_factor_gate_status	neutral_execution_decision	context_execution_decision	decision_transition	neutral_blocked_factor_rules	context_blocked_factor_rules	context_execution_route	outgoing_action	outgoing_argument	stop_preserves_state	source_identity_used_for_target	meaning_revision	surface_prediction	occurrence_prediction
G448-R020019	G447-N02533	G448-C0532	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	Y+K+EE+D_ADDR+Y	1	G407-E2741	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIN	YES	NO	NO	NO	NO
G448-R020020	G447-N02533	G448-C0533	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	Y	OK	OK+E+OL	1	G407-E2172	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	Y	YES	NO	NO	NO	NO
G448-R020021	G447-N02533	G448-C0534	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	Y+T+AR	1	G407-E2901	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	Y	YES	NO	NO	NO	NO
G448-R020022	G447-N02533	G448-C0535	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	Y	T	D_ADDR+AR	1	G407-E0561	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	T	Y	YES	NO	NO	NO	NO
G448-R020023	G447-N02534	G448-C0523	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	AIIN	CH	CH+T+O	1	G407-E0246	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020024	G447-N02534	G448-C0524	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	Y	CHD	CH+K+Y	1	G407-E2178	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020025	G447-N02534	G448-C0525	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	Y	NONE	L+O	1	G407-E1495	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020026	G447-N02534	G448-C0526	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	AIIN	K	OK+AIIN	1	G407-E2965	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020027	G447-N02534	G448-C0527	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	Y	K	SH+OL	1	G407-E0650	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020028	G447-N02534	G448-C0528	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIIN	NONE	NONE	1	G407-E4576	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020029	G447-N02534	G448-C0529	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIIN	OK	L+CHD+DY	1	G407-E2546	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020030	G447-N02534	G448-C0530	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	OK+EE+DY	1	G407-E1474	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020031	G447-N02534	G448-C0531	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	OT+E+Y	1	G407-E2762	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020032	G447-N02534	G448-C0532	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	Y+K+EE+D_ADDR+Y	1	G407-E2741	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020033	G447-N02534	G448-C0533	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	Y	OK	OK+E+OL	1	G407-E2172	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020034	G447-N02534	G448-C0534	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	Y+T+AR	1	G407-E2901	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020035	G447-N02534	G448-C0535	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	K+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	Y	T	D_ADDR+AR	1	G407-E0561	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020036	G447-N02535	G448-C0523	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	AIIN	CH	CH+T+O	1	G407-E0246	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020037	G447-N02535	G448-C0524	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	Y	CHD	CH+K+Y	1	G407-E2178	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020038	G447-N02535	G448-C0525	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	Y	NONE	L+O	1	G407-E1495	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020039	G447-N02535	G448-C0526	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	AIIN	K	OK+AIIN	1	G407-E2965	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020040	G447-N02535	G448-C0527	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	Y	K	SH+OL	1	G407-E0650	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020041	G447-N02535	G448-C0528	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIIN	NONE	NONE	1	G407-E4576	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020042	G447-N02535	G448-C0529	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIIN	OK	L+CHD+DY	1	G407-E2546	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020043	G447-N02535	G448-C0530	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	OK+EE+DY	1	G407-E1474	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020044	G447-N02535	G448-C0531	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	OT+E+Y	1	G407-E2762	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020045	G447-N02535	G448-C0532	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	Y+K+EE+D_ADDR+Y	1	G407-E2741	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020046	G447-N02535	G448-C0533	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	Y	OK	OK+E+OL	1	G407-E2172	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020047	G447-N02535	G448-C0534	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	Y+T+AR	1	G407-E2901	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020048	G447-N02535	G448-C0535	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	OK+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	Y	T	D_ADDR+AR	1	G407-E0561	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020049	G447-N02536	G448-C0523	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	P+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	AIIN	CH	CH+T+O	1	G407-E0246	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020050	G447-N02536	G448-C0524	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	P+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	Y	CHD	CH+K+Y	1	G407-E2178	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020051	G447-N02536	G448-C0525	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	P+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	Y	NONE	L+O	1	G407-E1495	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
G448-R020052	G447-N02536	G448-C0526	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	P+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	AIIN	K	OK+AIIN	1	G407-E2965	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	Y	YES	NO	NO	NO	NO
