master_card_id	master_form	registered_surfaces	current_value_de	semantic_scope	common_axes	prose_only_axes	component_formula	event_count	records
MC045	olkeedy	olkeedy|solkeedy	lange sammeln; Schluss	PROSE_COMPONENT_CARD	NONE	EE+SOLK	SOLK_COLLECT+EE_LONG+TERMINAL	3	B1|B3
MC046	raly	raly	Endposten	HAS_COMMON_CORE_AXIS	AL+Y	NONE	AL_TO+Y_CURRENT	1	B6
MC047	ykain	ykain	erste Portion	HAS_COMMON_CORE_AXIS	Y	AIN	Y_ITEM+AIN_PORTION	1	H4
MC048	kaiiin	kaiiin	Bearbeitungsstufe	PROSE_COMPONENT_CARD	NONE	IIN	K_SOFT+IIN_TARGET_STAGE	1	H2
MC049	schoal	schoal	Sudansatz	HAS_COMMON_CORE_AXIS	AL	HO	HO_INGREDIENT+AL_TO	1	H3
MC050	solkey	solkey	Kurzsammlung	HAS_COMMON_CORE_AXIS	Y	E+SOLK	SOLK_COLLECT+E_SHORT+Y_ITEM	1	B4
MC051	lchedal	lchedal	Zielabführung	HAS_COMMON_CORE_AXIS	AL+CHED~CHD	L	L_OUT+CHED_TRANSFER+AL_TO	1	B1
MC052	qekey	qekey	kurz bearbeiten	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_WHOLE_CARD	1	B6
MC053	otol	otol	Fortgang	HAS_COMMON_CORE_AXIS	OL+OT	NONE	OT_FOLLOW+OL_CONTINUE	1	H2
MC054	qokaly	qokaly	Zieleinsatz	HAS_COMMON_CORE_AXIS	OK+AL+Y	NONE	OK_SET+AL_TO+Y_ITEM	1	B2
MC055	char	char|dar|sar	davon	HAS_COMMON_CORE_AXIS	AR	NONE	AR_FROM	5	B1|B2|B3|H1|H2
MC056	ral	ral	Zielmarke	HAS_COMMON_CORE_AXIS	AL	NONE	R_FRAME+AL_TO	1	B1
MC057	otchedy	otchedy|qotchedy	Folgetransfer; Schluss	HAS_COMMON_CORE_AXIS	OT+DY+CHED~CHD	NONE	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	2	B3
MC058	sheckhal	sheckhal	Kurze Zielpassage	HAS_COMMON_CORE_AXIS	AL	E+CKH	CKH_THROUGH+E_SHORT+AL_TO	1	B1
MC059	dain	dain	Einlage	LOCAL_WHOLE_CARD	NONE	NONE	DAIN_CLOTH_WHOLE	2	B4|B6
MC060	otaiin	otaiin|sotaiin	Folgemaß	HAS_COMMON_CORE_AXIS	OT+AIIN	NONE	OT_FOLLOW+AIIN_MEASURE	3	B2|B3
MC061	sshkchdy	sshkchdy	Haltetransfer; Schluss	LOCAL_WHOLE_CARD	NONE	NONE	SSHK_SWIVEL_WHOLE+CLOSE	1	B1
MC062	shoyty	shoyty	Zugabeteil	HAS_COMMON_CORE_AXIS	Y	HO+TY	HO_INGREDIENT+Y_CURRENT+TY_PART	1	H3
MC063	oteey	oteey	Langfolge	HAS_COMMON_CORE_AXIS	OT+Y	EE	OT_FOLLOW+GRADE_2+Y_ITEM	2	B2
MC064	chedchy	chedchy	Postentransfer	HAS_COMMON_CORE_AXIS	Y+CHED~CHD	NONE	CHED_TRANSFER+CHY_ITEM	1	B3
MC065	ls	ls	Auslass	PROSE_COMPONENT_CARD	NONE	L	L_OUT+S_PORT	1	B2
MC066	lcheey	lcheey	Klarabzug	PROSE_COMPONENT_CARD	NONE	L	L_OUT+CHEEY_CLEAR_FLOW	1	B2
MC067	otchdy	otchdy	Nachtransfer; Schluss	HAS_COMMON_CORE_AXIS	OT+DY+CHED~CHD	NONE	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	1	B5
MC068	sotodan	sotodan	Folgeanwendung	HAS_COMMON_CORE_AXIS	OT	NONE	S_FRAME+OT_FOLLOW+DAN_APPLY	1	H5
MC069	otytchol	otytchol	Folgeteil	HAS_COMMON_CORE_AXIS	OL+OT	TY	OT_FOLLOW+TY_PART+OL_CONTINUE	1	H1
MC070	pchedy	pchedy	Zuführung; Schluss	HAS_COMMON_CORE_AXIS	CHED~CHD	P	P_IN+CHED_TRANSFER+TERMINAL	1	B2
MC071	dchey	dchey	Wurzel	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_WHOLE_CARD	1	H1
MC072	orain	orain	Bereitungsanteil	HAS_COMMON_CORE_AXIS	OR	AIN	OR_BATCH+AIN_PORTION	1	H4
MC073	qcthey	qcthey|shcthey	kurz vorbereiten	HAS_COMMON_CORE_AXIS	Y	E+CTH	CTH_READY+GRADE_1+Y_CURRENT	2	B2|B3
MC074	chdy	chdy|chedy	überführen	HAS_COMMON_CORE_AXIS	Y+CHED~CHD	NONE	CHD~CHED_TRANSFER+Y_ITEM	11	B1|B3|B4|B5|H4
MC075	ycheor	ycheor	Auszugsansatz	HAS_COMMON_CORE_AXIS	Y+OR	CHEO	Y_ITEM+CHEO_EXTRACT+OR_BATCH	1	H2
MC076	dsheol	dsheol	Kurzhalt	HAS_COMMON_CORE_AXIS	OL	E	SH_REST+E_SHORT+OL_CONTINUE	1	B1
MC077	kchal	kchal	Zielbearbeitung	HAS_COMMON_CORE_AXIS	AL	NONE	KCH_PROCESS+AL_TO	1	H5
MC078	olsaly	olsaly	Zwischenziel	HAS_COMMON_CORE_AXIS	AL+Y	NONE	OLS_BELOW+AL_TO+Y_ITEM	1	B3
MC079	daldy	daldy	Zielschluss	HAS_COMMON_CORE_AXIS	AL+DY	NONE	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	1	B2
MC080	chor	chor|or|shor|sor	Ansatz	HAS_COMMON_CORE_AXIS	OR	NONE	OR_BATCH	7	B3|B4|H2|H4
MC081	okair	okair	Laufeinsatz	HAS_COMMON_CORE_AXIS	OK	AIR	OK_SET+AIR_WATER	1	B3
MC082	qokeedy	qokeedy	lange einwirken; Schluss	HAS_COMMON_CORE_AXIS	OK+DY	EE	OK_SET+GRADE_2+DY_CLOSE	10	B2|B3|B4
MC083	qokedy	qokedy	kurz einwirken; Schluss	HAS_COMMON_CORE_AXIS	OK+DY	E	OK_SET+GRADE_1+DY_CLOSE	8	B1|B3|B4
MC084	rshedy	rshedy	Vollwaschung; Schluss	LOCAL_WHOLE_CARD	DY	NONE	RSHE_WASH_WHOLE_CARD+DY_CLOSE	1	B2
MC085	cheoar	cheoar	Quellauszug	HAS_COMMON_CORE_AXIS	AR	CHEO	CHEO_EXTRACT+AR_SOURCE	1	H4
MC086	chety	chety|chty	Teil	PROSE_COMPONENT_CARD	NONE	TY	CH_PARTITION+TY_PART	2	B3|H1
MC087	chodaiin	chodaiin	Zugabemaß	HAS_COMMON_CORE_AXIS	AIIN	HO	HO_INGREDIENT+AIIN_MEASURE	1	H2
MC088	qokchdy	qokchdy	einführen; Schluss	HAS_COMMON_CORE_AXIS	CHED~CHD	NONE	OK+CHD_TRANSFER+CLOSE	3	B1|B3|B5
MC089	skar	skar	Quellausguss	HAS_COMMON_CORE_AXIS	AR	NONE	SK_POUR+AR_FROM	1	B4
MC090	kchol	kchol	weiter bearbeiten	HAS_COMMON_CORE_AXIS	OL	NONE	KCH_PROCESS+OL_CONTINUE	1	H5
MC091	dairydy	dairydy	Laufschluss	HAS_COMMON_CORE_AXIS	Y+DY	AIR	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	1	B4
MC092	lol	lol	Weiterabzug	HAS_COMMON_CORE_AXIS	OL	L	L_OUT+OL_CONTINUE	1	B5
MC093	otal	otal|qotal	danach dorthin	HAS_COMMON_CORE_AXIS	OT+AL	NONE	OT_NEXT+AL_TO	3	B3|B4
MC094	cheeety	cheeety	Vollteil	PROSE_COMPONENT_CARD	NONE	EEE+TY	EEE_FULL+TY_PART	1	B3
MC095	sheey	sheey	Langhalt	HAS_COMMON_CORE_AXIS	Y	EE	SH_REST+EE_LONG+Y_CURRENT	1	B4
MC096	qokeedal	qokeedal	Langer Zieleinsatz	HAS_COMMON_CORE_AXIS	OK+AL	EE	OK_SET+EE_HOLD+AL_TO	1	B1
MC097	olkain	olkain|qolkain	weiterer Anteil	HAS_COMMON_CORE_AXIS	OL	AIN	OL_CONTINUE+AIN_PORTION	2	B1|B4
MC098	tshol	tshol	Kochgut	PROSE_COMPONENT_CARD	NONE	L+HO	T_FRAME+HO_INGREDIENT+L_OUT	1	H3
MC099	cheeckhody	cheeckhody	auftragen; Schluss	LOCAL_WHOLE_CARD	DY	NONE	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	1	H5
MC100	ody	ody	abkühlen; Schluss	LOCAL_WHOLE_CARD	DY	NONE	ODY_COOL+TERMINAL_CLOSE	1	H4
MC101	ldalor	ldalor	Endziel	HAS_COMMON_CORE_AXIS	AL	NONE	LD_END+AL_TO	1	B6
MC102	rsheal	rsheal	Kurzhalt am Ziel	HAS_COMMON_CORE_AXIS	AL	E	R_FRAME+SH_REST+E_SHORT+AL_TO	1	B2
MC103	chokchy	chokchy|okchy|qokchy	weiterbearbeiten	HAS_COMMON_CORE_AXIS	OK+Y	NONE	OK_SET+CH_WRAPPER+Y_CURRENT_ITEM	3	H1|H5
MC104	keol	keol	kurz weiterbearbeiten	HAS_COMMON_CORE_AXIS	OL	E	E_SHORT+OL_CONTINUE	1	H5
MC105	chkain	chkain|kain	Portion	PROSE_COMPONENT_CARD	NONE	AIN	AIN_PORTION	3	B1|B3|B4
MC106	teol	teol	kurz weiterführen	HAS_COMMON_CORE_AXIS	OL	E	E_SHORT+OL_CONTINUE	1	B1
MC107	qotchy	qotchy	nächster Posten	HAS_COMMON_CORE_AXIS	OT+Y	NONE	OT_FOLLOW+CHY_ITEM	1	H3
MC108	etyd	etyd	kleiner Rest	PROSE_COMPONENT_CARD	NONE	E+TY	E_SHORT+TY_PART+D_LOCAL	1	H1
MC109	ytey	ytey	Kurzteil	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_WHOLE_CARD	1	B1
MC110	chkeedy	chkeedy	Langwärmen; Schluss	HAS_COMMON_CORE_AXIS	DY	EE+CHK	CHK_WARM+GRADE_2+DY_CLOSE	1	B3
MC111	shfydaiin	shfydaiin	Stehzeit	HAS_COMMON_CORE_AXIS	AIIN	NONE	SHFY_STAND+AIIN_MEASURE	1	H3
MC112	octheol	octheol	Fortsetzung vorbereiten	HAS_COMMON_CORE_AXIS	OL	CTH	CTH_READY+OL_CONTINUE	1	B2
MC113	shedal	shedal	am Ziel absetzen	HAS_COMMON_CORE_AXIS	AL	SHED	SHED_SETTLE+AL_TO	2	B3|B5
MC114	sh	sh	Stängel	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_WHOLE_CARD	1	H5
MC115	qoctholy	qoctholy	bereiter Folgeposten	HAS_COMMON_CORE_AXIS	OL+Y	CTH	CTH_READY+OL_CONTINUE+Y_CURRENT	1	H2
MC116	schedair	schedair	Weiterlauf	PROSE_COMPONENT_CARD	NONE	AIR	SCHED_LEAD+AIR_WATER	1	B3
MC117	kchy	kchy	Bearbeiten	HAS_COMMON_CORE_AXIS	Y	NONE	KCH_PROCESS+Y_CURRENT	1	H3
MC118	ly	ly	Auffanggefäß	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_VESSEL_CARD	1	B1
MC119	cheey	cheey|shey	Freigabewert	COMMON_RESULT_WHOLE_CARD	NONE	NONE	SHEY_CLEAR_LIQUID_WHOLE	4	B2|B4|H3
MC120	okaiin	okaiin|qokaiin	bemessen	HAS_COMMON_CORE_AXIS	OK+AIIN	NONE	OK_SET+AIIN_TARGET_MEASURE	9	B1|B2|B3|H4
MC121	otar	otar	Folgequelle	HAS_COMMON_CORE_AXIS	OT+AR	NONE	OT_NEXT+AR_FROM	1	B1
MC122	kchey	kchey	Kurzbearbeitung	HAS_COMMON_CORE_AXIS	Y	E	KCH_PROCESS+E_SHORT+Y_CURRENT	1	H5
MC123	chey	chey|chy|dy|shy|sy|y	dies	HAS_COMMON_CORE_AXIS	Y	NONE	Y_CURRENT_ITEM_CARD	18	B1|B2|B3|B4|B6|H2|H3|H4
MC124	lkedy	lkedy	Kurzabzug; Schluss	LOCAL_WHOLE_CARD	NONE	NONE	LKEDY_REWASH_WHOLE+CLOSE	1	B4
MC125	chochor	chochor	Zugabeansatz	HAS_COMMON_CORE_AXIS	OR	HO	HO_INGREDIENT+OR_BATCH	1	H5
MC126	pchedal	pchedal	Zielzuführung	HAS_COMMON_CORE_AXIS	AL+CHED~CHD	P	P_IN+CHED_TRANSFER+AL_TO	1	B3
MC127	lched	lched	Abführung	HAS_COMMON_CORE_AXIS	CHED~CHD	L	L_OUT+CHED_TRANSFER	1	B2
MC128	cheedy	cheedy|shedy|tedy	kurz absetzen; Schluss	HAS_COMMON_CORE_AXIS	DY	E+SHED	SHED_SETTLE+GRADE_1+DY_CLOSE	12	B1|B2|B3|B4
MC129	cfhy	cfhy	auswringen	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_WHOLE_CARD	1	H3
MC130	lsho	lsho	Waschgang	PROSE_COMPONENT_CARD	NONE	LSH	LSH_WASH	1	B1
MC131	choy	choy	Zugabeposten	HAS_COMMON_CORE_AXIS	Y	HO	HO_INGREDIENT+Y_CURRENT	1	H5
MC132	sheckhy	sheckhy	Kurzpassage	HAS_COMMON_CORE_AXIS	Y	E+CKH	CKH_THROUGH+E_SHORT+Y_CURRENT	1	B2
MC133	lcheckhedy	lcheckhedy	Trennabzug; Schluss	PROSE_COMPONENT_CARD	NONE	L+CKHE	L_OUT+CKHE_STRAIN+TERMINAL	1	B2
MC134	qolky	qolky	Weiterweg	HAS_COMMON_CORE_AXIS	OL	NONE	Q_FRAME+OL_CONTINUE+KY_PATH	1	B1
MC135	otedy	otedy	Kurzfolge; Schluss	HAS_COMMON_CORE_AXIS	OT	E	OT_FOLLOW+GRADE_1+CLOSE	2	B3
MC136	kchoar	kchoar	bearbeiteter Quellauszug	HAS_COMMON_CORE_AXIS	AR	CHEO	K_HULL+CHEO_EXTRACT+AR_FROM	1	H5
MC137	shecthy	shecthy	Kurzvorbereitung	HAS_COMMON_CORE_AXIS	Y	E+CTH	CTH_READY+E_SHORT+Y_CURRENT	1	B3
MC138	dshedy	dshedy	Frischwasser zugeben; Schluss	LOCAL_WHOLE_CARD	DY	NONE	DSHE_FRESH_WATER+DY_CLOSE	1	B2
MC139	dchdy	dchdy	Transfer; Schluss	HAS_COMMON_CORE_AXIS	CHED~CHD	NONE	D+CHD_TRANSFER+CLOSE	1	B1
MC140	qokeeedy	qokeeedy	Volleinsatz; Schluss	HAS_COMMON_CORE_AXIS	OK+DY	EEE	OK_SET+GRADE_3+DY_CLOSE	1	B2
MC141	tshey	tshey	Folgeklarlauf	LOCAL_PRODUCTIVE_CARD_CORE	NONE	NONE	T_FRAME+SHEY_CLEAR_FLOW	1	B2
MC142	dchol	dchol|schol	vom vorigen	LOCAL_WHOLE_CARD	NONE	NONE	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	2	H3|H5
MC143	shckhedy	shckhedy	durchlassen; Schluss	PROSE_COMPONENT_CARD	NONE	CKHE	CKHE_STRAIN+TERMINAL	3	B1|B4
MC144	chldaiin	chldaiin	Sollabsetzung	HAS_COMMON_CORE_AXIS	AIIN	NONE	CHLD_SETTLE+AIIN_MEASURE	1	B3
MC145	chedain	chedain	Anteilstransfer	HAS_COMMON_CORE_AXIS	CHED~CHD	AIN	CHED_TRANSFER+AIN_PORTION	1	B3
MC146	chealror	chealror	Zielbereitung	HAS_COMMON_CORE_AXIS	AL+OR	NONE	AL_TO+R_FRAME+OR_BATCH	1	B3
MC147	cheky	cheky	kurz wärmen	HAS_COMMON_CORE_AXIS	Y	E+CHK	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	3	B1|B4
MC148	ykan	ykan	zweite Portion	HAS_COMMON_CORE_AXIS	Y	AIN	Y_ITEM+AIN_PORTION	1	H4
MC149	solshedy	solshedy	Folgeabsetzen; Schluss	HAS_COMMON_CORE_AXIS	OL	SHED	OL_CONTINUE+SHED_SETTLE+CLOSE	1	B2
MC150	okeeol	okeeol	Langfortsetzung	HAS_COMMON_CORE_AXIS	OK+OL	EE	OK_SET+GRADE_2+OL_CONTINUE	1	B4
MC151	qokshedy	qokshedy	Einsatzabsetzen; Schluss	HAS_COMMON_CORE_AXIS	OK	SHED	OK_SET+SHED_SETTLE+CLOSE	1	B3
MC152	ches	ches	teilen	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_WHOLE_CARD	1	B2
MC153	cheol	cheol|chol|ol|qol|sol|tol	weiter	HAS_COMMON_CORE_AXIS	OL	NONE	OL_CONTINUE	19	B1|B3|B4|B5|B6|H1|H2
MC154	al	al|chal|cheal|dal|sal|tal	dorthin	HAS_COMMON_CORE_AXIS	AL	NONE	AL_TO	10	B1|B2|B3|B4|B5|H5
MC155	lchedy	lchedy	abführen; Schluss	HAS_COMMON_CORE_AXIS	CHED~CHD	L	L_OUT+CHED_TRANSFER+TERMINAL	8	B2|B3|B4
MC156	cphy	cphy	nachseihen	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_WHOLE_CARD	1	H3
MC157	cholor	cholor|olor	derselbe Ansatz	HAS_COMMON_CORE_AXIS	OL+OR	NONE	OL_CONTINUE+OR_BATCH	2	B1|H2
MC158	cthoor	cthoor	Vorbereitung	HAS_COMMON_CORE_AXIS	OR	CTH	CTH_READY+OR_BATCH	1	H1
MC159	os	os	Aufnahmegefäß	LOCAL_WHOLE_CARD	NONE	NONE	MEMORIZED_VESSEL_CARD	1	H1
MC160	talam	talam	Verwahrort	HAS_COMMON_CORE_AXIS	AL	NONE	T_STORE_FRAME+AL_TO+AM_STORE	1	H4
MC161	checthy	checthy|cthy|shcthy	bereit	HAS_COMMON_CORE_AXIS	Y	CTH	CTH_READY+Y_CURRENT	7	B3|H1|H2|H3
MC162	qolchey	qolchey	Weiterposten	HAS_COMMON_CORE_AXIS	OL+Y	NONE	OL_CONTINUE+Y_CURRENT	1	B4
MC163	qotchol	qotchol	Folgegang	HAS_COMMON_CORE_AXIS	OL+OT	NONE	OT_FOLLOW+OL_CONTINUE	1	H1
MC164	qokylddy	qokylddy	befestigen; Schluss	LOCAL_WHOLE_CARD	Y	NONE	OK+Y_ITEM+LDDY_FASTEN_CLOSE	1	B4
MC165	qockhey	qockhey	Kurzdurchgang	HAS_COMMON_CORE_AXIS	OK+Y	E+CKH	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	1	B4
MC166	chkeey	chkeey	Langwärmen	HAS_COMMON_CORE_AXIS	Y	EE+CHK	CHK_WARM+GRADE_2+Y_CURRENT	1	B2
MC167	lochedy	lochedy	Abführung; Schluss	HAS_COMMON_CORE_AXIS	DY+CHED~CHD	L	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	1	B2
MC168	lcheckhy	lcheckhy	Abführpassage	HAS_COMMON_CORE_AXIS	Y	L+CKH	L_OUT+CKH_THROUGH+Y_ITEM	1	B2
MC169	cthaiin	cthaiin	Sollvorbereitung	HAS_COMMON_CORE_AXIS	AIIN	CTH	CTH_READY+AIIN_MEASURE	1	H2
MC170	ykaiin	ykaiin	Sollportion	HAS_COMMON_CORE_AXIS	AIIN+Y	NONE	Y_ITEM+AIIN_MEASURE	1	H4
MC171	otchey	otchey	das nächste	HAS_COMMON_CORE_AXIS	OT+Y	NONE	OT_FOLLOW+Y_CURRENT_ITEM	2	B4|H5
MC172	daiiin	daiiin	Endstufe	PROSE_COMPONENT_CARD	NONE	IIN	DA+IIN_PORT_GRADE	1	B5
MC173	qoteedy	qoteedy	lange Folgestufe; Schluss	HAS_COMMON_CORE_AXIS	OT	EE	OT_FOLLOW+GRADE_2+CLOSE	2	B2|B3
