record	locus	position	source	word	row_status
F83_P2	f83r.14	5	f83r.14:5	dal	recorded
F83_P2	f83r.14	6	f83r.14:6	lchedy	recorded
F83_P2	f83r.14	7	f83r.14:7	qokaiin	recorded
F83_P2	f83r.14	8	f83r.14:8	shcthy	recorded
F83_P2	f83r.14	9	f83r.14:9	dal	recorded
F83_P2	f83r.14	10	f83r.14:10	sy	recorded
F83_P2	f83r.15	1	f83r.15:1	saiin	recorded
F83_P2	f83r.15	2	f83r.15:2	shedal	recorded
F83_P2	f83r.15	3	f83r.15:3	shecthy	recorded
F83_P2	f83r.15	4	f83r.15:4	chey	recorded
F83_P2	f83r.15	5	f83r.15:5	tal	recorded
F83_P2	f83r.15	6	f83r.15:6	shcthy	recorded
F83_P2	f83r.15	7	f83r.15:7	dalchdy	recorded
F83_P2	f83r.15	8	f83r.15:8	qotchedy	recorded
F83_P2	f83r.15	9	f83r.15:9	lchedy	recorded
F83_P2	f83r.16	1	f83r.16:1	tchedy	recorded
F83_P2	f83r.16	2	f83r.16:2	qokchdy	recorded
F83_P2	f83r.16	3	f83r.16:3	cheedar	recorded
F83_P2	f83r.16	4	f83r.16:4	chldaiin	recorded
F83_P2	f83r.16	5	f83r.16:5	chedy	recorded
F83_P2	f83r.16	6	f83r.16:6	qokain	recorded
F83_P2	f83r.16	7	f83r.16:7	checthy	recorded
F83_P2	f83r.16	8	f83r.16:8	chealror	recorded
F83_P2	f83r.17	1	f83r.17:1	dcheokedy	recorded
F83_P2	f83r.17	2	f83r.17:2	lkeed	recorded
F83_P2	f83r.17	3	f83r.17:3	shckhey	recorded
F83_P2	f83r.17	4	f83r.17:4	ytaiin	recorded
F83_P2	f83r.17	5	f83r.17:5	shechy	recorded
F83_P2	f83r.17	6	f83r.17:6	schety	recorded
F83_P3	f83r.18	1	f83r.18:1	pdalshdy	recorded
F83_P3	f83r.18	2	f83r.18:2	shocphedy	recorded
F83_P3	f83r.18	3	f83r.18:3	otor	recorded
F83_P3	f83r.18	4	f83r.18:4	shedy	recorded
F83_P3	f83r.18	5	f83r.18:5	opshedy	recorded
F83_P3	f83r.18	6	f83r.18:6	otshdy	recorded
F83_P3	f83r.18	7	f83r.18:7	qokedol	recorded
F83_P3	f83r.18	8	f83r.18:8	shdy	recorded
F83_P3	f83r.18	9	f83r.18:9	soldy	recorded
F83_P3	f83r.19	1	f83r.19:1	sar	recorded
F83_P3	f83r.19	2	f83r.19:2	shedaiin	recorded
F83_P3	f83r.19	3	f83r.19:3	ockhey	recorded
F83_P3	f83r.19	4	f83r.19:4	sain	recorded
F83_P3	f83r.19	5	f83r.19:5	ched	recorded
F83_P3	f83r.19	6	f83r.19:6	shedy	recorded
F83_P3	f83r.19	7	f83r.19:7	qetal	recorded
F83_P3	f83r.19	8	f83r.19:8	dal	recorded
F83_P3	f83r.19	9	f83r.19:9	shedy	recorded
F83_P3	f83r.19	10	f83r.19:10	shey	recorded
F83_P3	f83r.19	11	f83r.19:11	lchedy	recorded
F83_P3	f83r.20	1	f83r.20:1	solkeedy	recorded
F83_P3	f83r.20	2	f83r.20:2	qoteedy	recorded
F83_P3	f83r.20	3	f83r.20:3	qokeey	recorded
F83_P3	f83r.20	4	f83r.20:4	qokedy	recorded
F83_P3	f83r.20	5	f83r.20:5	sol	recorded
F83_P3	f83r.20	6	f83r.20:6	cheeety	recorded
F83_P3	f83r.20	7	f83r.20:7	qokedy	recorded
F83_P3	f83r.20	8	f83r.20:8	qoky	recorded
F83_P3	f83r.20	9	f83r.20:9	saiin	recorded
F83_P3	f83r.21	1	f83r.21:1	solkeedy	recorded
F83_P3	f83r.21	2	f83r.21:2	qokedy	recorded
F83_P3	f83r.21	3	f83r.21:3	otedy	recorded
F83_P3	f83r.21	4	f83r.21:4	sol	recorded
F83_P3	f83r.21	5	f83r.21:5	chedy	recorded
F83_P3	f83r.21	6	f83r.21:6	lkedy	recorded
F83_P3	f83r.21	7	f83r.21:7	qokchedy	recorded
F83_P3	f83r.21	8	f83r.21:8	qokedy	recorded
F83_P3	f83r.21	9	f83r.21:9	chckhdy	recorded
F83_P3	f83r.21	10	f83r.21:10	sar	recorded
F83_P3	f83r.22	1	f83r.22:1	schedair	recorded
F83_P3	f83r.22	2	f83r.22:2	otchedy	recorded
F83_P3	f83r.22	3	f83r.22:3	qokeedy	recorded
F83_P3	f83r.22	4	f83r.22:4	chedain	recorded
F83_P3	f83r.22	5	f83r.22:5	chedy	recorded
F83_P3	f83r.22	6	f83r.22:6	qotedaiin	recorded
F83_P3	f83r.22	7	f83r.22:7	otaiin	recorded
F83_P3	f83r.22	8	f83r.22:8	otedy	recorded
F83_P3	f83r.22	9	f83r.22:9	ldy	recorded
F83_P3	f83r.23	1	f83r.23:1	tchedy	recorded
F83_P3	f83r.23	2	f83r.23:2	qotedy	recorded
F83_P3	f83r.23	3	f83r.23:3	qokal	recorded
F83_P3	f83r.23	4	f83r.23:4	shedy	recorded
F83_P3	f83r.23	5	f83r.23:5	qokedy	recorded
F83_P3	f83r.23	6	f83r.23:6	shecthedy	recorded
F83_P3	f83r.23	7	f83r.23:7	shecthy	recorded
F83_P3	f83r.23	8	f83r.23:8	otor	recorded
F83_P3	f83r.23	9	f83r.23:9	chedy	recorded
F83_P3	f83r.24	1	f83r.24:1	soiiin	recorded
F83_P3	f83r.24	2	f83r.24:2	checthy	recorded
F83_P3	f83r.24	3	f83r.24:3	chety	recorded
F83_P3	f83r.24	4	f83r.24:4	otaiin	recorded
F83_P3	f83r.24	5	f83r.24:5	olsaly	recorded
F83_P3	f83r.24	6	f83r.24:6	shedy	recorded
F83_P4	f83r.25	1	f83r.25:1	qokeedy	recorded
F83_P4	f83r.25	2	f83r.25:2	qolchey	recorded
F83_P4	f83r.25	3	f83r.25:3	qokeey	recorded
F83_P4	f83r.25	4	f83r.25:4	qokedy	recorded
F83_P4	f83r.25	5	f83r.25:5	chedy	recorded
F83_P4	f83r.25	6	f83r.25:6	otal	recorded
F83_P4	f83r.26	1	f83r.26:1	otchey	recorded
F83_P4	f83r.26	2	f83r.26:2	qokeey	recorded
F83_P4	f83r.26	3	f83r.26:3	qoky	recorded
F83_P4	f83r.26	4	f83r.26:4	tol	recorded
F83_P4	f83r.26	5	f83r.26:5	shedy	recorded
F83_P4	f83r.26	6	f83r.26:6	qokylddy	recorded
F83_P4	f83r.27	1	f83r.27:1	dain	recorded
F83_P4	f83r.27	2	f83r.27:2	chedy	recorded
F83_P4	f83r.27	3	f83r.27:3	qokeedy	recorded
F83_P4	f83r.27	4	f83r.27:4	shckhedy	recorded
F83_P4	f83r.27	5	f83r.27:5	shckhedy	recorded
F83_P4	f83r.28	1	f83r.28:1	saiin	recorded
F83_P4	f83r.28	2	f83r.28:2	cheeky	recorded
F83_P4	f83r.28	3	f83r.28:3	sheey	recorded
F83_P4	f83r.28	4	f83r.28:4	qokedy	recorded
F83_P4	f83r.28	5	f83r.28:5	shedy	recorded
F83_P4	f83r.28	6	f83r.28:6	oldy	recorded
F83_P4	f83r.29	1	f83r.29:1	salchedy	recorded
F83_P4	f83r.29	2	f83r.29:2	cheey	recorded
F83_P4	f83r.29	3	f83r.29:3	qody	recorded
F83_P4	f83r.29	4	f83r.29:4	kesd	recorded
F83_P4	f83r.29	5	f83r.29:5	oldy	recorded
F83_P4	f83r.30	1	f83r.30:1	s	recorded
F83_P4	f83r.30	2	f83r.30:2	okeedy	recorded
F83_P4	f83r.30	3	f83r.30:3	qokeedy	recorded
F83_P4	f83r.30	4	f83r.30:4	qoky	recorded
F83_P4	f83r.30	5	f83r.30:5	saii	recorded
F83_P5	f83r.31	1	f83r.31:1	techedy	recorded
F83_P5	f83r.31	2	f83r.31:2	qotchedy	recorded
F83_P5	f83r.31	3	f83r.31:3	okeedy	recorded
F83_P5	f83r.31	4	f83r.31:4	ldy	recorded
F83_P5	f83r.32	1	f83r.32:1	cheol	recorded
F83_P5	f83r.32	2	f83r.32:2	qokchedy	recorded
F83_P5	f83r.32	3	f83r.32:3	lchedy	recorded
F83_P5	f83r.32	4	f83r.32:4	qokey	recorded
F83_P5	f83r.33	1	f83r.33:1	sy	recorded
F83_P5	f83r.33	2	f83r.33:2	s	recorded
F83_P5	f83r.33	3	f83r.33:3	aiin	recorded
F83_P5	f83r.33	4	f83r.33:4	sheekchy	recorded
F83_P5	f83r.33	5	f83r.33:5	qokey	recorded
F83_P5	f83r.33	6	f83r.33:6	sain	recorded
F83_P5	f83r.34	1	f83r.34:1	shky	recorded
F83_P5	f83r.34	2	f83r.34:2	lchedy	recorded
F83_P5	f83r.34	3	f83r.34:3	dolshed	recorded
F83_P5	f83r.34	4	f83r.34:4	qokchy	recorded
F83_P5	f83r.35	1	f83r.35:1	saiin	recorded
F83_P5	f83r.35	2	f83r.35:2	cheky	recorded
F83_P5	f83r.35	3	f83r.35:3	okeeol	recorded
F83_P5	f83r.35	4	f83r.35:4	okain	recorded
F83_P5	f83r.35	5	f83r.35:5	chdy	recorded
F83_P5	f83r.36	1	f83r.36:1	sor	recorded
F83_P5	f83r.36	2	f83r.36:2	aiin	recorded
F83_P5	f83r.36	3	f83r.36:3	shy	recorded
F83_P5	f83r.36	4	f83r.36:4	shey	recorded
F83_P5	f83r.36	5	f83r.36:5	lshedy	recorded
F83_P5	f83r.36	6	f83r.36:6	qoky	recorded
F83_P5	f83r.37	1	f83r.37:1	sol	recorded
F83_P5	f83r.37	2	f83r.37:2	lkedy	recorded
F83_P5	f83r.37	3	f83r.37:3	lchedy	recorded
F83_P5	f83r.37	4	f83r.37:4	qokol	recorded
F83_P5	f83r.37	5	f83r.37:5	shedy	recorded
F83_P5	f83r.38	1	f83r.38:1	or	recorded
F83_P5	f83r.38	2	f83r.38:2	chey	recorded
F83_P5	f83r.38	3	f83r.38:3	qockhey	recorded
F83_P5	f83r.38	4	f83r.38:4	dairydy	recorded
F83_P5	f83r.39	1	f83r.39:1	qokain	recorded
F83_P5	f83r.39	2	f83r.39:2	shey	recorded
F83_P5	f83r.39	3	f83r.39:3	kain	recorded
F83_P5	f83r.39	4	f83r.39:4	chckhal	recorded
F83_P5	f83r.40	1	f83r.40:1	solchedy	recorded
F83_P5	f83r.40	2	f83r.40:2	olchedy	recorded
F83_P5	f83r.40	3	f83r.40:3	chedaiin	recorded
F83_P5	f83r.41	1	f83r.41:1	solkey	recorded
F83_P5	f83r.41	2	f83r.41:2	lchedy	recorded
F83_P5	f83r.41	3	f83r.41:3	qolkain	recorded
F83_P5	f83r.41	4	f83r.41:4	dal	recorded
F83_P5	f83r.42	1	f83r.42:1	sol	recorded
F83_P5	f83r.42	2	f83r.42:2	ol	recorded
F83_P5	f83r.42	3	f83r.42:3	chcthdy	recorded
F83_P5	f83r.42	4	f83r.42:4	l	recorded
F83_P5	f83r.42	5	f83r.42:5	chedy	recorded
F83_P5	f83r.42	6	f83r.42:6	lchdy	recorded
F83_P5	f83r.43	1	f83r.43:1	daiin	recorded
F83_P5	f83r.43	2	f83r.43:2	sheol	recorded
F83_P5	f83r.43	3	f83r.43:3	chedy	recorded
F83_P5	f83r.43	4	f83r.43:4	qotal	recorded
F83_P5	f83r.43	5	f83r.43:5	sar	recorded
F83_P5	f83r.44	1	f83r.44:1	skar	recorded
F83_P5	f83r.44	2	f83r.44:2	shedy	recorded
F83_Q1	f83r.47	1	f83r.47:1	otchdy	recorded
F83_Q1	f83r.47	2	f83r.47:2	qokchdy	recorded
F83_Q1	f83r.47	3	f83r.47:3	shedal	recorded
F83_Q1	f83r.48	1	f83r.48:1	dal	recorded
F83_Q1	f83r.48	2	f83r.48:2	cheol	recorded
F83_Q1	f83r.48	3	f83r.48:3	lol	recorded
F83_Q1	f83r.48	4	f83r.48:4	chdal	recorded
F83_Q1	f83r.48	5	f83r.48:5	aiin	recorded
F83_Q1	f83r.49	1	f83r.49:1	sol	recorded
F83_Q1	f83r.49	2	f83r.49:2	daiiin	recorded
F83_Q1	f83r.49	3	f83r.49:3	chedy	recorded
F83_Q2	f83r.52	1	f83r.52:1	solkeey	recorded
F83_Q2	f83r.52	2	f83r.52:2	qekey	recorded
F83_Q2	f83r.52	3	f83r.52:3	raly	recorded
F83_Q2	f83r.52	4	f83r.52:4	ol	recorded
F83_Q2	f83r.53	1	f83r.53:1	solchkal	recorded
F83_Q2	f83r.53	2	f83r.53:2	cheol	recorded
F83_Q2	f83r.53	3	f83r.53:3	qotar	recorded
F83_Q2	f83r.53	4	f83r.53:4	ol	recorded
F83_Q2	f83r.54	1	f83r.54:1	daiin	recorded
F83_Q2	f83r.54	2	f83r.54:2	ol	recorded
F83_Q2	f83r.54	3	f83r.54:3	dain	recorded
F83_Q2	f83r.54	4	f83r.54:4	chey	recorded
F83_Q2	f83r.54	5	f83r.54:5	ldalor	recorded
F83_Q2	f83r.55	1	f83r.55:1	sol	recorded
F83_Q2	f83r.55	2	f83r.55:2	rtain	recorded
F83_Q2	f83r.55	3	f83r.55:3	cthal	recorded
