record	locus	position	source	word	version	role	qualification	render	row_status
F83_P1	f83r.4	6	f83r.4:6	shetar	W	OPEN	NA	[shetar — offen]	recorded
F83_P1	f83r.4	7	f83r.4:7	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P1	f83r.4	8	f83r.4:8	qekaiin	W	OPEN	NA	[qekaiin — offen]	recorded
F83_P1	f83r.4	9	f83r.4:9	chedy	W	ACTION	NA	erwärme Flüssigkeit	recorded
F83_P1	f83r.5	1	f83r.5:1	deey	W	OPEN	NA	[deey — offen]	recorded
F83_P1	f83r.5	2	f83r.5:2	qotaiin	W	OPEN	NA	[qotaiin — offen]	recorded
F83_P1	f83r.5	3	f83r.5:3	checkhy	W	OPEN	NA	[checkhy — offen]	recorded
F83_P1	f83r.5	4	f83r.5:4	qoty	W	OPEN	NA	[qoty — offen]	recorded
F83_P1	f83r.5	5	f83r.5:5	cheg	W	OPEN	NA	[cheg — offen]	recorded
F83_P1	f83r.5	6	f83r.5:6	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P1	f83r.5	7	f83r.5:7	qokeey	W	OPEN	NA	[qokeey — offen]	recorded
F83_P1	f83r.5	8	f83r.5:8	rchedy	W	OPEN	NA	[rchedy — offen]	recorded
F83_P1	f83r.5	9	f83r.5:9	qoteedy	W	OPEN	NA	[qoteedy — offen]	recorded
F83_P1	f83r.5	10	f83r.5:10	lo	W	OPEN	NA	[lo — offen]	recorded
F83_P1	f83r.6	1	f83r.6:1	schedy	W	OPEN	NA	[schedy — offen]	recorded
F83_P1	f83r.6	2	f83r.6:2	chedchy	W	OPEN	NA	[chedchy — offen]	recorded
F83_P1	f83r.6	3	f83r.6:3	qokal	W	OPEN	NA	[qokal — offen]	recorded
F83_P1	f83r.6	4	f83r.6:4	olchedy	W	OPEN	NA	[olchedy — offen]	recorded
F83_P1	f83r.6	5	f83r.6:5	qokaiin	W	DESTINATION	NA	Gefäß	recorded
F83_P1	f83r.6	6	f83r.6:6	chedy	W	ACTION	NA	erwärme Flüssigkeit	recorded
F83_P1	f83r.6	7	f83r.6:7	qokeedy	W	ACTION	NA	fülle ein Flüssigkeit in Gefäß@f83r.6:5	recorded
F83_P1	f83r.6	8	f83r.6:8	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P1	f83r.6	9	f83r.6:9	qoky	W	OPEN	NA	[qoky — offen]	recorded
F83_P1	f83r.7	1	f83r.7:1	solshed	W	OPEN	NA	[solshed — offen]	recorded
F83_P1	f83r.7	2	f83r.7:2	lsheedy	W	OPEN	NA	[lsheedy — offen]	recorded
F83_P1	f83r.7	3	f83r.7:3	qeeedy	W	OPEN	NA	[qeeedy — offen]	recorded
F83_P1	f83r.7	4	f83r.7:4	qoky	W	OPEN	NA	[qoky — offen]	recorded
F83_P1	f83r.7	5	f83r.7:5	o	W	OPEN	NA	[o — offen]	recorded
F83_P1	f83r.7	6	f83r.7:6	qol	W	OPEN	NA	[qol — offen]	recorded
F83_P1	f83r.7	7	f83r.7:7	rsheedy	W	OPEN	NA	[rsheedy — offen]	recorded
F83_P1	f83r.7	8	f83r.7:8	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P1	f83r.7	9	f83r.7:9	qoteedy	W	OPEN	NA	[qoteedy — offen]	recorded
F83_P1	f83r.7	10	f83r.7:10	qoteedy	W	OPEN	NA	[qoteedy — offen]	recorded
F83_P1	f83r.8	1	f83r.8:1	pchedal	W	OPEN	NA	[pchedal — offen]	recorded
F83_P1	f83r.8	2	f83r.8:2	otedy	W	OPEN	NA	[otedy — offen]	recorded
F83_P1	f83r.8	3	f83r.8:3	shecthedchy	W	OPEN	NA	[shecthedchy — offen]	recorded
F83_P1	f83r.8	4	f83r.8:4	qoky	W	OPEN	NA	[qoky — offen]	recorded
F83_P1	f83r.8	5	f83r.8:5	chedy	W	ACTION	NA	erwärme Zusatzstoff	recorded
F83_P1	f83r.8	6	f83r.8:6	chary	W	OPEN	NA	[chary — offen]	recorded
F83_P2	f83r.9	1	f83r.9:1	pchor	W	OPEN	NA	[pchor — offen]	recorded
F83_P2	f83r.9	2	f83r.9:2	checphedy	W	OPEN	NA	[checphedy — offen]	recorded
F83_P2	f83r.9	3	f83r.9:3	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P2	f83r.9	4	f83r.9:4	lsheedy	W	OPEN	NA	[lsheedy — offen]	recorded
F83_P2	f83r.9	5	f83r.9:5	qokchdy	W	OPEN	NA	[qokchdy — offen]	recorded
F83_P2	f83r.9	6	f83r.9:6	r	W	OPEN	NA	[r — offen]	recorded
F83_P2	f83r.9	7	f83r.9:7	shedkedy	W	OPEN	NA	[shedkedy — offen]	recorded
F83_P2	f83r.9	8	f83r.9:8	qopshdy	W	OPEN	NA	[qopshdy — offen]	recorded
F83_P2	f83r.9	9	f83r.9:9	qopy	W	OPEN	NA	[qopy — offen]	recorded
F83_P2	f83r.10	1	f83r.10:1	olkeey	W	OPEN	NA	[olkeey — offen]	recorded
F83_P2	f83r.10	2	f83r.10:2	rchs	W	OPEN	NA	[rchs — offen]	recorded
F83_P2	f83r.10	3	f83r.10:3	cheeb	W	OPEN	NA	[cheeb — offen]	recorded
F83_P2	f83r.10	4	f83r.10:4	ols	W	OPEN	NA	[ols — offen]	recorded
F83_P2	f83r.10	5	f83r.10:5	aiin	W	OPEN	NA	[aiin — offen]	recorded
F83_P2	f83r.10	6	f83r.10:6	skal	W	OPEN	NA	[skal — offen]	recorded
F83_P2	f83r.10	7	f83r.10:7	dain	W	OPEN	NA	[dain — offen]	recorded
F83_P2	f83r.10	8	f83r.10:8	cthal	W	OPEN	NA	[cthal — offen]	recorded
F83_P2	f83r.10	9	f83r.10:9	s	W	OPEN	NA	[s — offen]	recorded
F83_P2	f83r.10	10	f83r.10:10	aiin	W	OPEN	NA	[aiin — offen]	recorded
F83_P2	f83r.10	11	f83r.10:11	chky	W	OPEN	NA	[chky — offen]	recorded
F83_P2	f83r.10	12	f83r.10:12	lal	W	OPEN	NA	[lal — offen]	recorded
F83_P2	f83r.10	13	f83r.10:13	sam	W	OPEN	NA	[sam — offen]	recorded
F83_P2	f83r.11	1	f83r.11:1	sor	W	OPEN	NA	[sor — offen]	recorded
F83_P2	f83r.11	2	f83r.11:2	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P2	f83r.11	3	f83r.11:3	qokaiin	W	DESTINATION	NA	Gefäß	recorded
F83_P2	f83r.11	4	f83r.11:4	chkain	W	OPEN	NA	[chkain — offen]	recorded
F83_P2	f83r.11	5	f83r.11:5	shcthey	W	OPEN	NA	[shcthey — offen]	recorded
F83_P2	f83r.11	6	f83r.11:6	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P2	f83r.11	7	f83r.11:7	okair	W	OPEN	NA	[okair — offen]	recorded
F83_P2	f83r.11	8	f83r.11:8	sheedy	W	OPEN	NA	[sheedy — offen]	recorded
F83_P2	f83r.11	9	f83r.11:9	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P2	f83r.11	10	f83r.11:10	lo	W	OPEN	NA	[lo — offen]	recorded
F83_P2	f83r.12	1	f83r.12:1	qockhol	W	OPEN	NA	[qockhol — offen]	recorded
F83_P2	f83r.12	2	f83r.12:2	sheckhy	W	OPEN	NA	[sheckhy — offen]	recorded
F83_P2	f83r.12	3	f83r.12:3	otal	W	OPEN	NA	[otal — offen]	recorded
F83_P2	f83r.12	4	f83r.12:4	qokeal	W	OPEN	NA	[qokeal — offen]	recorded
F83_P2	f83r.12	5	f83r.12:5	sheckhdy	W	OPEN	NA	[sheckhdy — offen]	recorded
F83_P2	f83r.12	6	f83r.12:6	al	W	OPEN	NA	[al — offen]	recorded
F83_P2	f83r.12	7	f83r.12:7	okedy	W	OPEN	NA	[okedy — offen]	recorded
F83_P2	f83r.12	8	f83r.12:8	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P2	f83r.12	9	f83r.12:9	qokal	W	OPEN	NA	[qokal — offen]	recorded
F83_P2	f83r.13	1	f83r.13:1	salcheol	W	OPEN	NA	[salcheol — offen]	recorded
F83_P2	f83r.13	2	f83r.13:2	tar	W	OPEN	NA	[tar — offen]	recorded
F83_P2	f83r.13	3	f83r.13:3	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P2	f83r.13	4	f83r.13:4	s	W	OPEN	NA	[s — offen]	recorded
F83_P2	f83r.13	5	f83r.13:5	altedy	W	OPEN	NA	[altedy — offen]	recorded
F83_P2	f83r.13	6	f83r.13:6	sair	W	OPEN	NA	[sair — offen]	recorded
F83_P2	f83r.13	7	f83r.13:7	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P2	f83r.13	8	f83r.13:8	qedy	W	OPEN	NA	[qedy — offen]	recorded
F83_P2	f83r.13	9	f83r.13:9	lchcphedy	W	OPEN	NA	[lchcphedy — offen]	recorded
F83_P2	f83r.13	10	f83r.13:10	ldar	W	OPEN	NA	[ldar — offen]	recorded
F83_P2	f83r.14	1	f83r.14:1	qokchedy	W	OPEN	NA	[qokchedy — offen]	recorded
F83_P2	f83r.14	2	f83r.14:2	qokeedy	W	ACTION	NA	fülle ein Flüssigkeit in Gefäß@f83r.11:3	recorded
F83_P2	f83r.14	3	f83r.14:3	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P2	f83r.14	4	f83r.14:4	qokshedy	W	OPEN	NA	[qokshedy — offen]	recorded
F83_P2	f83r.14	5	f83r.14:5	dal	W	OPEN	NA	[dal — offen]	recorded
F83_P2	f83r.14	6	f83r.14:6	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P2	f83r.14	7	f83r.14:7	qokaiin	W	DESTINATION	NA	Gefäß	recorded
F83_P2	f83r.14	8	f83r.14:8	shcthy	W	OPEN	NA	[shcthy — offen]	recorded
F83_P2	f83r.14	9	f83r.14:9	dal	W	OPEN	NA	[dal — offen]	recorded
F83_P2	f83r.14	10	f83r.14:10	sy	W	OPEN	NA	[sy — offen]	recorded
F83_P2	f83r.15	1	f83r.15:1	saiin	W	OPEN	NA	[saiin — offen]	recorded
F83_P2	f83r.15	2	f83r.15:2	shedal	W	OPEN	NA	[shedal — offen]	recorded
F83_P2	f83r.15	3	f83r.15:3	shecthy	W	OPEN	NA	[shecthy — offen]	recorded
F83_P2	f83r.15	4	f83r.15:4	chey	W	OPEN	NA	[chey — offen]	recorded
F83_P2	f83r.15	5	f83r.15:5	tal	W	OPEN	NA	[tal — offen]	recorded
F83_P2	f83r.15	6	f83r.15:6	shcthy	W	OPEN	NA	[shcthy — offen]	recorded
F83_P2	f83r.15	7	f83r.15:7	dalchdy	W	OPEN	NA	[dalchdy — offen]	recorded
F83_P2	f83r.15	8	f83r.15:8	qotchedy	W	OPEN	NA	[qotchedy — offen]	recorded
F83_P2	f83r.15	9	f83r.15:9	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P2	f83r.16	1	f83r.16:1	tchedy	W	OPEN	NA	[tchedy — offen]	recorded
F83_P2	f83r.16	2	f83r.16:2	qokchdy	W	OPEN	NA	[qokchdy — offen]	recorded
F83_P2	f83r.16	3	f83r.16:3	cheedar	W	OPEN	NA	[cheedar — offen]	recorded
F83_P2	f83r.16	4	f83r.16:4	chldaiin	W	OPEN	NA	[chldaiin — offen]	recorded
F83_P2	f83r.16	5	f83r.16:5	chedy	W	ACTION	NA	erwärme Zusatzstoff	recorded
F83_P2	f83r.16	6	f83r.16:6	qokain	W	OPEN	NA	[qokain — offen]	recorded
F83_P2	f83r.16	7	f83r.16:7	checthy	W	OPEN	NA	[checthy — offen]	recorded
F83_P2	f83r.16	8	f83r.16:8	chealror	W	OPEN	NA	[chealror — offen]	recorded
F83_P2	f83r.17	1	f83r.17:1	dcheokedy	W	OPEN	NA	[dcheokedy — offen]	recorded
F83_P2	f83r.17	2	f83r.17:2	lkeed	W	OPEN	NA	[lkeed — offen]	recorded
F83_P2	f83r.17	3	f83r.17:3	shckhey	W	OPEN	NA	[shckhey — offen]	recorded
F83_P2	f83r.17	4	f83r.17:4	ytaiin	W	OPEN	NA	[ytaiin — offen]	recorded
F83_P2	f83r.17	5	f83r.17:5	shechy	W	OPEN	NA	[shechy — offen]	recorded
F83_P2	f83r.17	6	f83r.17:6	schety	W	OPEN	NA	[schety — offen]	recorded
F83_P3	f83r.18	1	f83r.18:1	pdalshdy	W	OPEN	NA	[pdalshdy — offen]	recorded
F83_P3	f83r.18	2	f83r.18:2	shocphedy	W	OPEN	NA	[shocphedy — offen]	recorded
F83_P3	f83r.18	3	f83r.18:3	otor	W	OPEN	NA	[otor — offen]	recorded
F83_P3	f83r.18	4	f83r.18:4	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P3	f83r.18	5	f83r.18:5	opshedy	W	OPEN	NA	[opshedy — offen]	recorded
F83_P3	f83r.18	6	f83r.18:6	otshdy	W	OPEN	NA	[otshdy — offen]	recorded
F83_P3	f83r.18	7	f83r.18:7	qokedol	W	OPEN	NA	[qokedol — offen]	recorded
F83_P3	f83r.18	8	f83r.18:8	shdy	W	OPEN	NA	[shdy — offen]	recorded
F83_P3	f83r.18	9	f83r.18:9	soldy	W	OPEN	NA	[soldy — offen]	recorded
F83_P3	f83r.19	1	f83r.19:1	sar	W	OPEN	NA	[sar — offen]	recorded
F83_P3	f83r.19	2	f83r.19:2	shedaiin	W	OPEN	NA	[shedaiin — offen]	recorded
F83_P3	f83r.19	3	f83r.19:3	ockhey	W	OPEN	NA	[ockhey — offen]	recorded
F83_P3	f83r.19	4	f83r.19:4	sain	W	OPEN	NA	[sain — offen]	recorded
F83_P3	f83r.19	5	f83r.19:5	ched	W	OPEN	NA	[ched — offen]	recorded
F83_P3	f83r.19	6	f83r.19:6	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P3	f83r.19	7	f83r.19:7	qetal	W	OPEN	NA	[qetal — offen]	recorded
F83_P3	f83r.19	8	f83r.19:8	dal	W	OPEN	NA	[dal — offen]	recorded
F83_P3	f83r.19	9	f83r.19:9	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P3	f83r.19	10	f83r.19:10	shey	W	OPEN	NA	[shey — offen]	recorded
F83_P3	f83r.19	11	f83r.19:11	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P3	f83r.20	1	f83r.20:1	solkeedy	W	MATERIAL	solkeedy	zuvor erwärmter Ansatz	recorded
F83_P3	f83r.20	2	f83r.20:2	qoteedy	W	OPEN	NA	[qoteedy — offen]	recorded
F83_P3	f83r.20	3	f83r.20:3	qokeey	W	OPEN	NA	[qokeey — offen]	recorded
F83_P3	f83r.20	4	f83r.20:4	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P3	f83r.20	5	f83r.20:5	sol	W	MATERIAL	UNKNOWN	Ansatz [Qualifikation offen]	recorded
F83_P3	f83r.20	6	f83r.20:6	cheeety	W	OPEN	NA	[cheeety — offen]	recorded
F83_P3	f83r.20	7	f83r.20:7	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P3	f83r.20	8	f83r.20:8	qoky	W	OPEN	NA	[qoky — offen]	recorded
F83_P3	f83r.20	9	f83r.20:9	saiin	W	OPEN	NA	[saiin — offen]	recorded
F83_P3	f83r.21	1	f83r.21:1	solkeedy	W	MATERIAL	solkeedy	zuvor erwärmter Ansatz	recorded
F83_P3	f83r.21	2	f83r.21:2	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P3	f83r.21	3	f83r.21:3	otedy	W	OPEN	NA	[otedy — offen]	recorded
F83_P3	f83r.21	4	f83r.21:4	sol	W	MATERIAL	UNKNOWN	Ansatz [Qualifikation offen]	recorded
F83_P3	f83r.21	5	f83r.21:5	chedy	W	ACTION	NA	erwärme Ansatz [Qualifikation offen]	recorded
F83_P3	f83r.21	6	f83r.21:6	lkedy	W	OPEN	NA	[lkedy — offen]	recorded
F83_P3	f83r.21	7	f83r.21:7	qokchedy	W	OPEN	NA	[qokchedy — offen]	recorded
F83_P3	f83r.21	8	f83r.21:8	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P3	f83r.21	9	f83r.21:9	chckhdy	W	OPEN	NA	[chckhdy — offen]	recorded
F83_P3	f83r.21	10	f83r.21:10	sar	W	OPEN	NA	[sar — offen]	recorded
F83_P3	f83r.22	1	f83r.22:1	schedair	W	OPEN	NA	[schedair — offen]	recorded
F83_P3	f83r.22	2	f83r.22:2	otchedy	W	OPEN	NA	[otchedy — offen]	recorded
F83_P3	f83r.22	3	f83r.22:3	qokeedy	W	ACTION	NA	fülle ein Ansatz [Qualifikation offen] in Gefäß@?	recorded
F83_P3	f83r.22	4	f83r.22:4	chedain	W	OPEN	NA	[chedain — offen]	recorded
F83_P3	f83r.22	5	f83r.22:5	chedy	W	ACTION	NA	erwärme Ansatz [Qualifikation offen]	recorded
F83_P3	f83r.22	6	f83r.22:6	qotedaiin	W	OPEN	NA	[qotedaiin — offen]	recorded
F83_P3	f83r.22	7	f83r.22:7	otaiin	W	OPEN	NA	[otaiin — offen]	recorded
F83_P3	f83r.22	8	f83r.22:8	otedy	W	OPEN	NA	[otedy — offen]	recorded
F83_P3	f83r.22	9	f83r.22:9	ldy	W	OPEN	NA	[ldy — offen]	recorded
F83_P3	f83r.23	1	f83r.23:1	tchedy	W	OPEN	NA	[tchedy — offen]	recorded
F83_P3	f83r.23	2	f83r.23:2	qotedy	W	OPEN	NA	[qotedy — offen]	recorded
F83_P3	f83r.23	3	f83r.23:3	qokal	W	OPEN	NA	[qokal — offen]	recorded
F83_P3	f83r.23	4	f83r.23:4	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P3	f83r.23	5	f83r.23:5	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P3	f83r.23	6	f83r.23:6	shecthedy	W	OPEN	NA	[shecthedy — offen]	recorded
F83_P3	f83r.23	7	f83r.23:7	shecthy	W	OPEN	NA	[shecthy — offen]	recorded
F83_P3	f83r.23	8	f83r.23:8	otor	W	OPEN	NA	[otor — offen]	recorded
F83_P3	f83r.23	9	f83r.23:9	chedy	W	ACTION	NA	erwärme Flüssigkeit	recorded
F83_P3	f83r.24	1	f83r.24:1	soiiin	W	OPEN	NA	[soiiin — offen]	recorded
F83_P3	f83r.24	2	f83r.24:2	checthy	W	OPEN	NA	[checthy — offen]	recorded
F83_P3	f83r.24	3	f83r.24:3	chety	W	OPEN	NA	[chety — offen]	recorded
F83_P3	f83r.24	4	f83r.24:4	otaiin	W	OPEN	NA	[otaiin — offen]	recorded
F83_P3	f83r.24	5	f83r.24:5	olsaly	W	OPEN	NA	[olsaly — offen]	recorded
F83_P3	f83r.24	6	f83r.24:6	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P4	f83r.25	1	f83r.25:1	qokeedy	W	ACTION	NA	fülle ein ?Material in Gefäß@?	recorded
F83_P4	f83r.25	2	f83r.25:2	qolchey	W	OPEN	NA	[qolchey — offen]	recorded
F83_P4	f83r.25	3	f83r.25:3	qokeey	W	OPEN	NA	[qokeey — offen]	recorded
F83_P4	f83r.25	4	f83r.25:4	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P4	f83r.25	5	f83r.25:5	chedy	W	ACTION	NA	erwärme ?Material	recorded
F83_P4	f83r.25	6	f83r.25:6	otal	W	OPEN	NA	[otal — offen]	recorded
F83_P4	f83r.26	1	f83r.26:1	otchey	W	OPEN	NA	[otchey — offen]	recorded
F83_P4	f83r.26	2	f83r.26:2	qokeey	W	OPEN	NA	[qokeey — offen]	recorded
F83_P4	f83r.26	3	f83r.26:3	qoky	W	OPEN	NA	[qoky — offen]	recorded
F83_P4	f83r.26	4	f83r.26:4	tol	W	OPEN	NA	[tol — offen]	recorded
F83_P4	f83r.26	5	f83r.26:5	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P4	f83r.26	6	f83r.26:6	qokylddy	W	OPEN	NA	[qokylddy — offen]	recorded
F83_P4	f83r.27	1	f83r.27:1	dain	W	OPEN	NA	[dain — offen]	recorded
F83_P4	f83r.27	2	f83r.27:2	chedy	W	ACTION	NA	erwärme Flüssigkeit	recorded
F83_P4	f83r.27	3	f83r.27:3	qokeedy	W	ACTION	NA	fülle ein Flüssigkeit in Gefäß@?	recorded
F83_P4	f83r.27	4	f83r.27:4	shckhedy	W	OPEN	NA	[shckhedy — offen]	recorded
F83_P4	f83r.27	5	f83r.27:5	shckhedy	W	OPEN	NA	[shckhedy — offen]	recorded
F83_P4	f83r.28	1	f83r.28:1	saiin	W	OPEN	NA	[saiin — offen]	recorded
F83_P4	f83r.28	2	f83r.28:2	cheeky	W	OPEN	NA	[cheeky — offen]	recorded
F83_P4	f83r.28	3	f83r.28:3	sheey	W	OPEN	NA	[sheey — offen]	recorded
F83_P4	f83r.28	4	f83r.28:4	qokedy	W	OPEN	NA	[qokedy — offen]	recorded
F83_P4	f83r.28	5	f83r.28:5	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P4	f83r.28	6	f83r.28:6	oldy	W	OPEN	NA	[oldy — offen]	recorded
F83_P4	f83r.29	1	f83r.29:1	salchedy	W	OPEN	NA	[salchedy — offen]	recorded
F83_P4	f83r.29	2	f83r.29:2	cheey	W	OPEN	NA	[cheey — offen]	recorded
F83_P4	f83r.29	3	f83r.29:3	qody	W	OPEN	NA	[qody — offen]	recorded
F83_P4	f83r.29	4	f83r.29:4	kesd	W	OPEN	NA	[kesd — offen]	recorded
F83_P4	f83r.29	5	f83r.29:5	oldy	W	OPEN	NA	[oldy — offen]	recorded
F83_P4	f83r.30	1	f83r.30:1	s	W	OPEN	NA	[s — offen]	recorded
F83_P4	f83r.30	2	f83r.30:2	okeedy	W	OPEN	NA	[okeedy — offen]	recorded
F83_P4	f83r.30	3	f83r.30:3	qokeedy	W	ACTION	NA	fülle ein Flüssigkeit in Gefäß@?	recorded
F83_P4	f83r.30	4	f83r.30:4	qoky	W	OPEN	NA	[qoky — offen]	recorded
F83_P4	f83r.30	5	f83r.30:5	saii	W	OPEN	NA	[saii — offen]	recorded
F83_P5	f83r.31	1	f83r.31:1	techedy	W	OPEN	NA	[techedy — offen]	recorded
F83_P5	f83r.31	2	f83r.31:2	qotchedy	W	OPEN	NA	[qotchedy — offen]	recorded
F83_P5	f83r.31	3	f83r.31:3	okeedy	W	OPEN	NA	[okeedy — offen]	recorded
F83_P5	f83r.31	4	f83r.31:4	ldy	W	OPEN	NA	[ldy — offen]	recorded
F83_P5	f83r.32	1	f83r.32:1	cheol	W	OPEN	NA	[cheol — offen]	recorded
F83_P5	f83r.32	2	f83r.32:2	qokchedy	W	OPEN	NA	[qokchedy — offen]	recorded
F83_P5	f83r.32	3	f83r.32:3	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P5	f83r.32	4	f83r.32:4	qokey	W	OPEN	NA	[qokey — offen]	recorded
F83_P5	f83r.33	1	f83r.33:1	sy	W	OPEN	NA	[sy — offen]	recorded
F83_P5	f83r.33	2	f83r.33:2	s	W	OPEN	NA	[s — offen]	recorded
F83_P5	f83r.33	3	f83r.33:3	aiin	W	OPEN	NA	[aiin — offen]	recorded
F83_P5	f83r.33	4	f83r.33:4	sheekchy	W	OPEN	NA	[sheekchy — offen]	recorded
F83_P5	f83r.33	5	f83r.33:5	qokey	W	OPEN	NA	[qokey — offen]	recorded
F83_P5	f83r.33	6	f83r.33:6	sain	W	OPEN	NA	[sain — offen]	recorded
F83_P5	f83r.34	1	f83r.34:1	shky	W	OPEN	NA	[shky — offen]	recorded
F83_P5	f83r.34	2	f83r.34:2	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P5	f83r.34	3	f83r.34:3	dolshed	W	OPEN	NA	[dolshed — offen]	recorded
F83_P5	f83r.34	4	f83r.34:4	qokchy	W	OPEN	NA	[qokchy — offen]	recorded
F83_P5	f83r.35	1	f83r.35:1	saiin	W	OPEN	NA	[saiin — offen]	recorded
F83_P5	f83r.35	2	f83r.35:2	cheky	W	OPEN	NA	[cheky — offen]	recorded
