statement_id	record_unit_id	page	loci	surface_sequence	corrected_atom_chain	attachment_skeleton_de	previous_reading_de	speakable_reading_de	editorial_mode	fusion_unit_count	equal_distance_attachments	crosses_physical_line
B1-S002	B1	f81v	f81v.2|f81v.7	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	OK+AIIN | AIR | OK+AL | AR | OL | AIN | OL+AIN | AL | OL | OL | LOCAL_WHOLE | OL+OR | OL | CKH+E+AL | AIIN | OK+EE+AL | AIIN | CKH+Y | CHD+CLOSE	Stelle auf den Vorgabewert ein; dazu Beckenwasser / Setze am Ziel; dazu aus dem Ansatz / Führe fort; dazu eine Portion / Nimm einen weiteren Anteil; dazu dorthin / Führe fort / Führe fort; dazu Zusatz / Führe den Ansatz weiter / Führe fort / Leite kurz zum Ziel durch; dazu Sollmaß / Halte länger am Ziel; dazu Sollmaß / Leite den aktuellen Posten durch / Übertrage und schließe	Stelle den Vorgabewert ein, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	CONSISTENT_WORKSHOP_REPHRASE	12	7	YES
B1-S003	B1	f81v	f81v.7|f81v.17	qol sshkchdy	OL | SH+KCH+CHD+CLOSE	Führe fort / Halte, bearbeite, übertrage und schließe	Führe weiter, halte den Posten im Arbeitsgang, übertrage und schließe.	Führe weiter, halte den Posten im Arbeitsgang, übertrage und schließe.	UNCHANGED_COMPACT	2	0	YES
B1-S004	B1	f81v	f81v.17	chedy ol shedy	CHD+Y | OL | SHED+E+CLOSE	Übertrage den aktuellen Posten / Führe fort / Lass kurz absetzen und schließe	Übertrage, führe weiter, lass absetzen und schließe.	Übertrage, führe weiter, lass absetzen und schließe.	UNCHANGED_COMPACT	3	0	NO
B1-S005	B1	f81v	f81v.17	qolchedy	OL+CHD+CLOSE	Übertrage weiter und schließe	Führe den Posten weiter und schließe.	Führe den Posten weiter und schließe.	UNCHANGED_COMPACT	1	0	NO
B1-S006	B1	f81v	f81v.17	qokain shckhy dl ral	OK+AIN | CKH+Y | LOCAL_WHOLE | AL	Gib einen gezählten Anteil zu / Leite den aktuellen Posten durch; dazu Zusatz; zur Zielstelle	Gib einen gezählten Anteil und den Zusatz zu, leite den Posten durch und führe ihn zum Ziel.	Gib einen gezählten Anteil und den Zusatz zu, leite den Posten durch und führe ihn zum Ziel.	UNCHANGED_COMPACT	2	0	NO
B1-S007	B1	f81v	f81v.18	qokchdy	OK+CHD+CLOSE	Setze an, übertrage und schließe	Setze den Posten an, übertrage und schließe.	Nimm den Posten in Arbeit, übertrage und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B1-S008	B1	f81v	f81v.18	chey ol cheky ol shedy	Y | OL | CHK+E+Y | OL | SHED+E+CLOSE	Vorgabe dieser Posten: Führe fort / Wärme kurz / Führe fort / Lass kurz absetzen und schließe	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe.	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe.	UNCHANGED_COMPACT	4	0	NO
B1-S009	B1	f81v	f81v.18	qokedy	OK+E+CLOSE	Setze kurz und schließe	Setze kurz an und schließe.	Bearbeite kurz und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B1-S010	B1	f81v	f81v.18	qokedy	OK+E+CLOSE	Setze kurz und schließe	Setze kurz an und schließe.	Bearbeite kurz und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B1-S011	B1	f81v	f81v.18	chckhy qoky	CKH+Y | OK+Y	Leite den aktuellen Posten durch / Setze den aktuellen Posten	Leite durch und setze den Posten an.	Leite durch und nimm den Posten in Arbeit.	CONSISTENT_WORKSHOP_REPHRASE	2	0	NO
B1-S012	B1	f81v	f81v.21	lsho qokey lshedy	WASH | OK+E+Y | WASH+CLOSE	Führe den Waschgang aus / Setze die kurze Stufe / Wasche und schließe	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe.	Beginne mit dem durchgeleiteten Waschposten den Waschgang, bearbeite kurz, wasche und schließe.	CONSISTENT_WORKSHOP_REPHRASE	3	0	NO
B1-S013	B1	f81v	f81v.21	lshedy	WASH+CLOSE	Wasche und schließe	Wasche und schließe.	Wasche und schließe.	UNCHANGED_COMPACT	1	0	NO
B1-S014	B1	f81v	f81v.21	chedy qolky lchedal qol otar	CHD+Y | OL | L+CHD+AL | OL | OT+AR	Übertrage den aktuellen Posten / Führe auf dem Arbeitsweg fort / Führe zum Ziel ab / Führe fort; dazu danach von dort	Übertrage, führe weiter, leite am Auslass ab und führe danach von dort weiter.	Übertrage, führe weiter, leite am Auslass ab und führe danach von dort weiter.	UNCHANGED_COMPACT	4	0	NO
B1-S015	B1	f81v	f81v.24	ytey okchedy	Y+E+TY | OK+CHD+CLOSE	Vorgabe kurzen Teil des aktuellen Postens nehmen: Setze an, übertrage und schließe	Nimm einen kurzen Teil des aktuellen Postens, setze ihn an, übertrage und schließe.	Nimm einen kurzen Teil des aktuellen Postens, setze ihn an, übertrage und schließe.	UNCHANGED_COMPACT	1	0	NO
B1-S016	B1	f81v	f81v.24	qokal okeey qol cheedy	OK+AL | OK+EE+Y | OL | SHED+E+CLOSE	Setze am Ziel / Setze die lange Stufe / Führe fort / Lass kurz absetzen und schließe	Setze dort länger an, führe weiter, lass absetzen und schließe.	Setze dort länger an, führe weiter, lass absetzen und schließe.	UNCHANGED_COMPACT	4	0	NO
B1-S017	B1	f81v	f81v.24	sal teol dchdy	AL | E+OL | CHD+CLOSE	Vorgabe dorthin: Führe kurz fort / Übertrage und schließe	Führe dorthin, führe kurz weiter, übertrage und schließe.	Führe dorthin, führe kurz weiter, übertrage und schließe.	UNCHANGED_COMPACT	2	0	NO
B1-S018	B1	f81v	f81v.24|f81v.27	ly dsheol oiiin olkeedy	L+Y | SH+E+OL | IIN | SOLK+EE+CLOSE	Führe den aktuellen Posten ab / Halte kurz und führe fort; dazu Sollstufe / Sammle länger und schließe	Führe den aktuellen Posten ab, halte kurz, führe fort, stelle die Stufe ein, sammle länger und schließe.	Führe den aktuellen Posten ab, halte kurz, führe fort, stelle die Stufe ein, sammle länger und schließe.	UNCHANGED_COMPACT	3	1	YES
B1-S019	B1	f81v	f81v.27	tedy	SHED+E+CLOSE	Lass kurz absetzen und schließe	Lass absetzen und schließe.	Lass absetzen und schließe.	UNCHANGED_COMPACT	1	0	NO
B1-S020	B1	f81v	f81v.27	cheky shckhedy	CHK+E+Y | CKHE+CLOSE	Wärme kurz / Seihe und schließe	Wärme kurz, seih und schließe.	Wärme kurz, seih und schließe.	UNCHANGED_COMPACT	2	0	NO
B1-S021	B1	f81v	f81v.27	chal	AL	Führe zum Ziel	Führe den Posten dorthin.	Führe den Posten dorthin.	UNCHANGED_COMPACT	1	0	NO
B2-S001	B2	f82r	f82r.2	dchedy	CHD+CLOSE	Übertrage und schließe	Übertrage und schließe.	Übertrage und schließe.	UNCHANGED_COMPACT	1	0	NO
B2-S002	B2	f82r	f82r.2	qolchedy	OL+CHD+CLOSE	Übertrage weiter und schließe	Führe weiter und schließe.	Führe weiter und schließe.	UNCHANGED_COMPACT	1	0	NO
B2-S003	B2	f82r	f82r.2	qokain dy qokeedy	OK+AIN | Y | OK+EE+CLOSE	Gib einen gezählten Anteil zu; dazu dieser Posten / Setze länger und schließe	Gib einen Anteil zu, setze den Posten länger an und schließe.	Gib einen Anteil zu, setze den Posten länger an und schließe.	UNCHANGED_COMPACT	2	1	NO
B2-S004	B2	f82r	f82r.2|f82r.3	qokal lcheckhy lched qokeey lcheckhedy	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKHE+CLOSE	Setze am Ziel / Führe den Posten durch den Ausgang / Führe ab / Setze die lange Stufe / Seihe ab und schließe	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe.	Setze dort an, leite durch den Ausgang, führe ab, bearbeite länger, seih ab und schließe.	CONSISTENT_WORKSHOP_REPHRASE	5	0	YES
B2-S005	B2	f82r	f82r.3|f82r.4	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | CTH+OL | CHK+EE+Y | L+CLOSE	Setze den aktuellen Posten am Ziel / Sammle bis zum Vorgabewert / Leite den aktuellen Posten durch / Stelle auf den Vorgabewert ein / Stelle auf den Vorgabewert ein / Führe den bereiten Posten fort / Wärme länger / Führe ab und schließe	Setze den aktuellen Posten am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	CONSISTENT_WORKSHOP_REPHRASE	8	0	YES
B2-S006	B2	f82r	f82r.4	oteey qokal sheckhy qoky	OT+EE+Y | OK+AL | CKH+E+Y | OK+Y	Vorgabe langer Folgeposten: Setze am Ziel / Leite kurz durch / Setze den aktuellen Posten	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und nimm den Posten in Arbeit.	CONSISTENT_WORKSHOP_REPHRASE	3	0	NO
B2-S007	B2	f82r	f82r.7	dshedy	SHED+E+CLOSE	Lass kurz absetzen und schließe	Lass kurz absetzen und schließe.	Lass kurz absetzen und schließe.	UNCHANGED_COMPACT	1	0	NO
B2-S008	B2	f82r	f82r.7	sotaiin qokar shedy	OT+AIIN | OK+AR | SHED+E+CLOSE	Vorgabe Folgemaß: Setze vom Ausgang aus an / Lass kurz absetzen und schließe	Stelle den Folgewert ein, setze daraus an, lass absetzen und schließe.	Stelle den Folgewert ein, setze daraus an, lass absetzen und schließe.	UNCHANGED_COMPACT	2	0	NO
B2-S009	B2	f82r	f82r.7	solshedy	OL+SHED+CLOSE	Lass weiter absetzen und schließe	Lass weiter absetzen und schließe.	Lass weiter absetzen und schließe.	UNCHANGED_COMPACT	1	0	NO
B2-S010	B2	f82r	f82r.7	qokeey qoky ls cheey	OK+EE+Y | OK+Y | L | CHEEY	Setze die lange Stufe / Setze den aktuellen Posten / Nutze den Auslass; dazu klarer Auszug	Setze länger an, führe den Posten durch den Auslass und nimm den freigegebenen Auszug.	Bearbeite länger, führe den Posten durch den Auslass und nimm den Klarauszug.	CONSISTENT_WORKSHOP_REPHRASE	3	0	NO
B2-S011	B2	f82r	f82r.19	okain char okain qokeedy	OK+AIN | AR | OK+AIN | OK+EE+CLOSE	Gib einen gezählten Anteil zu; dazu aus dem Ansatz / Gib einen gezählten Anteil zu / Setze länger und schließe	Gib einen gezählten Anteil zu, nimm vom Ausgang einen weiteren Anteil, setze länger an und schließe.	Gib einen gezählten Anteil zu, nimm vom Ausgang einen weiteren Anteil, bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	3	1	NO
B2-S012	B2	f82r	f82r.19|f82r.23	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	L+Y | CHEEY | CTH+E+Y | OK+EE+Y | L+CHEEY | AIIN | Y | OK+EEE+CLOSE	Ziehe den aktuellen Posten ab; dazu klarer Auszug / Halte kurz bereit / Setze die lange Stufe / Führe den freigegebenen Wert ab; dazu Sollmaß / Vorgabe dieser Posten: Setze vollständig und schließe	Ziehe den Posten ab, nimm den freigegebenen Auszug, halte ihn kurz bereit, setze ihn länger an, führe den freigegebenen Auszug ab, stelle den Vorgabewert ein, führe den Posten vollständig aus und schließe.	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	CONSISTENT_WORKSHOP_REPHRASE	5	1	YES
B2-S013	B2	f82r	f82r.23	lchedy	L+CHD+CLOSE	Führe ab und schließe	Führe ab und schließe.	Führe ab und schließe.	UNCHANGED_COMPACT	1	0	NO
B2-S014	B2	f82r	f82r.23	lar	L+AR	Führe vom Ausgang ab	Führe von dort ab.	Führe von dort ab.	UNCHANGED_COMPACT	1	0	NO
B2-S015	B2	f82r	f82r.26	tshey qokeedy	CHEEY | OK+EE+CLOSE	Vorgabe Klarlauf zugeben: Setze länger und schließe	Nimm den freigegebenen Auszug, setze länger an und schließe.	Nimm den Klarauszug, bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B2-S016	B2	f82r	f82r.26|f82r.27	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | PARTITION | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+CLOSE	Vorgabe dorthin: Führe vom Ausgang ab / Trenne; dazu Sollmaß / Vorgabe langer Folgeposten: Stelle auf den Vorgabewert ein / Setze die kurze Stufe / Führe ein und schließe	Führe zum Ziel und vom Ausgang ab, trenne, setze den Vorgabewert, nimm den langen Folgeposten, setze kurz, führe ein und schließe.	Führe zum Ziel und vom Ausgang ab, trenne, stelle auf Sollmaß, nimm den langen Folgeposten, setze kurz, führe ein und schließe.	CONSISTENT_WORKSHOP_REPHRASE	5	0	YES
B2-S017	B2	f82r	f82r.27	rsheal daldy	SH+E+AL | AL+CLOSE	Halte kurz am Ziel; dazu Nebenoeffnung; Schluss	Halte den Posten kurz am Ziel, schließe das Ziel und beende den Schritt.	Halte den Posten kurz am Ziel, schließe das Ziel und beende den Schritt.	UNCHANGED_COMPACT	1	0	NO
B2-S018	B2	f82r	f82r.27	qokeedy	OK+EE+CLOSE	Setze länger und schließe	Setze länger an und schließe.	Bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B2-S019	B2	f82r	f82r.27	rshedy	WASH+CLOSE	Wasche und schließe	Führe den Waschgang aus und schließe.	Führe den Waschgang aus und schließe.	UNCHANGED_COMPACT	1	0	NO
B2-S020	B2	f82r	f82r.27	qoteedy	OT+EE+CLOSE	Führe die lange Folge aus und schließe	Nimm die lange Folge und schließe.	Führe den längeren Folgegang aus und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B2-S021	B2	f82r	f82r.27	qokeedy	OK+EE+CLOSE	Setze länger und schließe	Setze länger an und schließe.	Bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B2-S022	B2	f82r	f82r.27	lochedy	L+CHD+CLOSE	Führe den Rest ab und schließe	Führe den Rest ab und schließe.	Führe den Rest ab und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S001	B3	f83r	f83r.3	olkeedy	SOLK+EE+CLOSE	Sammle länger und schließe	Sammle länger und schließe.	Sammle länger und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S002	B3	f83r	f83r.3	qotal chkeedy	OT+AL | CHK+EE+CLOSE	Vorgabe danach dorthin: Wärme länger und schließe	Führe danach dorthin, wärme länger und schließe.	Führe danach dorthin, wärme länger und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S003	B3	f83r	f83r.3	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+CLOSE	Vorgabe dieser Posten; Sollmaß; dieser Posten: Führe ab und schließe	Nimm den aktuellen Posten, stelle den Vorgabewert ein, nimm ihn wieder auf, führe ab und schließe.	Nimm den aktuellen Posten, arbeite nach Sollmaß, nimm ihn wieder auf, führe ab und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B3-S004	B3	f83r	f83r.3	qokaiin qotal dar	OK+AIIN | OT+AL | AR	Stelle auf den Vorgabewert ein; dazu danach dorthin; aus dem Ansatz	Stelle den Vorgabewert ein, führe danach dorthin und nimm daraus.	Arbeite nach Sollmaß, führe danach dorthin und nimm daraus.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B3-S005	B3	f83r	f83r.6	schedy	CHD+CLOSE	Übertrage und schließe	Übertrage und schließe.	Übertrage und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S006	B3	f83r	f83r.6	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+CLOSE	Übertrage den aktuellen Posten / Setze am Ziel / Übertrage weiter und schließe	Übertrage den aktuellen Posten, setze ihn am Ziel an, führe weiter und schließe.	Übertrage den aktuellen Posten, setze ihn am Ziel an, führe weiter und schließe.	UNCHANGED_COMPACT	3	0	NO
B3-S007	B3	f83r	f83r.6	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+CLOSE	Stelle auf den Vorgabewert ein / Übertrage den aktuellen Posten / Setze länger und schließe	Stelle den Vorgabewert ein, übertrage, setze länger an und schließe.	Arbeite nach Sollmaß, übertrage, bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	3	0	NO
B3-S008	B3	f83r	f83r.6	lchedy	L+CHD+CLOSE	Führe ab und schließe	Führe ab und schließe.	Führe ab und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S009	B3	f83r	f83r.6	qoky	OK+Y	Setze den aktuellen Posten	Setze den Posten an.	Nimm den Posten in Arbeit.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B3-S010	B3	f83r	f83r.8	pchedal otedy	P+CHD+AL | OT+E+CLOSE	Führe zum Ziel ein; dazu kurze Folge; Schluss	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	UNCHANGED_COMPACT	1	0	NO
