tile_id	page	role	label_id	label	x	y	annotator	note
f77r_B2L	f77r	calibration	f77r_B2L_I2	ink	83	101	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B2L	f77r	calibration	f77r_B2L_I3	ink	138	94	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B2L	f77r	calibration	f77r_B2L_I4	ink	131	155	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B2L	f77r	calibration	f77r_B2L_P1	paper	77	23	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B2L	f77r	calibration	f77r_B2L_P2	paper	81	69	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B2L	f77r	calibration	f77r_B2L_P3	paper	108	138	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B2L	f77r	calibration	f77r_B2L_P4	paper	42	131	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B2R	f77r	calibration	f77r_B2R_I1	ink	94	27	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B2R	f77r	calibration	f77r_B2R_I2	ink	65	39	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B2R	f77r	calibration	f77r_B2R_I3	ink	93	101	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B2R	f77r	calibration	f77r_B2R_I4	ink	109	166	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B2R	f77r	calibration	f77r_B2R_P1	paper	66	20	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B2R	f77r	calibration	f77r_B2R_P2	paper	80	61	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B2R	f77r	calibration	f77r_B2R_P3	paper	126	132	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B2R	f77r	calibration	f77r_B2R_P4	paper	148	155	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B3L	f77r	calibration	f77r_B3L_I1	ink	60	40	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B3L	f77r	calibration	f77r_B3L_I2	ink	111	28	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B3L	f77r	calibration	f77r_B3L_I3	ink	31	85	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B3L	f77r	calibration	f77r_B3L_I4	ink	87	155	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B3L	f77r	calibration	f77r_B3L_P1	paper	33	23	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B3L	f77r	calibration	f77r_B3L_P2	paper	84	68	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B3L	f77r	calibration	f77r_B3L_P3	paper	94	123	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B3L	f77r	calibration	f77r_B3L_P4	paper	145	177	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B3R	f77r	calibration	f77r_B3R_I1	ink	83	46	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B3R	f77r	calibration	f77r_B3R_I2	ink	133	49	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B3R	f77r	calibration	f77r_B3R_I3	ink	60	108	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B3R	f77r	calibration	f77r_B3R_I4	ink	15	162	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B3R	f77r	calibration	f77r_B3R_P1	paper	119	26	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B3R	f77r	calibration	f77r_B3R_P2	paper	78	80	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B3R	f77r	calibration	f77r_B3R_P3	paper	89	112	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B3R	f77r	calibration	f77r_B3R_P4	paper	160	145	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
