tile_id	page	role	label_id	label	x	y	annotator	note
f83r_B2L	f83r	held_labels	f83r_B2L_P4	paper	99	162	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B2R	f83r	held_labels	f83r_B2R_I1	ink	109	25	visual_B	Visually selected dense writing core; center pixel only.
f83r_B2R	f83r	held_labels	f83r_B2R_I2	ink	29	92	visual_B	Visually selected dense writing core; center pixel only.
f83r_B2R	f83r	held_labels	f83r_B2R_I3	ink	85	96	visual_B	Visually selected dense writing core; center pixel only.
f83r_B2R	f83r	held_labels	f83r_B2R_I4	ink	142	153	visual_B	Visually selected dense writing core; center pixel only.
f83r_B2R	f83r	held_labels	f83r_B2R_P1	paper	117	36	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B2R	f83r	held_labels	f83r_B2R_P2	paper	44	104	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B2R	f83r	held_labels	f83r_B2R_P3	paper	98	91	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B2R	f83r	held_labels	f83r_B2R_P4	paper	148	153	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B3L	f83r	held_labels	f83r_B3L_I1	ink	113	31	visual_B	Visually selected dense writing core; center pixel only.
f83r_B3L	f83r	held_labels	f83r_B3L_I2	ink	133	85	visual_B	Visually selected dense writing core; center pixel only.
f83r_B3L	f83r	held_labels	f83r_B3L_I3	ink	27	94	visual_B	Visually selected dense writing core; center pixel only.
f83r_B3L	f83r	held_labels	f83r_B3L_I4	ink	89	152	visual_B	Visually selected dense writing core; center pixel only.
f83r_B3L	f83r	held_labels	f83r_B3L_P1	paper	121	48	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B3L	f83r	held_labels	f83r_B3L_P2	paper	140	84	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B3L	f83r	held_labels	f83r_B3L_P3	paper	39	90	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B3L	f83r	held_labels	f83r_B3L_P4	paper	82	161	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B3R	f83r	held_labels	f83r_B3R_I1	ink	23	29	visual_B	Visually selected dense writing core; center pixel only.
f83r_B3R	f83r	held_labels	f83r_B3R_I2	ink	111	35	visual_B	Visually selected dense writing core; center pixel only.
f83r_B3R	f83r	held_labels	f83r_B3R_I3	ink	64	99	visual_B	Visually selected dense writing core; center pixel only.
f83r_B3R	f83r	held_labels	f83r_B3R_I4	ink	160	105	visual_B	Visually selected dense writing core; center pixel only.
f83r_B3R	f83r	held_labels	f83r_B3R_P1	paper	35	26	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B3R	f83r	held_labels	f83r_B3R_P2	paper	118	28	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B3R	f83r	held_labels	f83r_B3R_P3	paper	80	95	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B3R	f83r	held_labels	f83r_B3R_P4	paper	141	113	visual_B	Visually selected nearby paper with native texture; center pixel only.
