joint_tuple_id	surface_family	occurrences	records	previous_default_de	selected_default_de	selected_segmentation	family	latin_workshop_mnemonic	event_ids	composition_or_nomenclator	workshop_reason
ba8142680851f24c9ff2	lched	1	B2	hinausführen	abführen	L_OUT+CHED_TRANSFER	OUT_TRANSFER	EDUCE	E174	COMPOSITION	Use one portable outward-transfer verb.
de7321bface5628e35d6	lchedy	8	B2|B3|B4	hinausführen; Schluss	abführen; Schluss	L_OUT+CHED_TRANSFER+TERMINAL	OUT_TRANSFER_CLOSE	EDUCE	E210|E235|E246|E262|E269|E282|E345|E357	COMPOSITION	Same transfer with the learned terminal construction.
f2af6326898fb5b490a4	lochedy	1	B2	den Rest hinausführen; Schluss	Rest abführen; Schluss	LO_REMAINDER+CHED_TRANSFER+TERMINAL	REMAINDER_OUT	EDUCE RELIQUUM	E228	COMPOSITION	Keep the local remainder hull but shorten the action.
6f7ff8287eddf4da9fdb	chdy|chedy	11	B1|B3|B4|B5|H4	den laufenden Posten umsetzen oder durcharbeiten	umsetzen	CHD~CHED_TRANSFER+Y_ITEM	TRANSFER_CORE	TRANSFER	E062|E123|E145|E244|E252|E287|E304|E319|E328|E342|E372	COMPOSITION	Collapse the old sentence-sized 'current item transfer or work through' hedge to one operation.
5e8441397e7c0faf042b	chedchy	1	B3	den laufenden Posten zuführen oder umsetzen	umsetzen	CHED_TRANSFER+CHY_ITEM	TRANSFER_CORE	TRANSFER	E240	COMPOSITION	Wrapped current-item realization of the same short operation.
259b2b3b0bf859882e2c	dchedy|schedy|tchedy	4	B1|B2|B3	Arbeitsbewegung abschließen	umsetzen; Schluss	CHED_TRANSFER+TERMINAL	TRANSFER_CLOSE	TRANSFER; FINIS	E120|E167|E239|E283	COMPOSITION	Replace 'finish the work movement' with the operation plus its learned close.
2cc8bb3c2af19607888f	chckhy|shckhy	4	B1|B2	durch den Durchlass führen	durchleiten	CKH_THROUGH+Y_ITEM	PASSAGE	PER	E119|E128|E139|E179	COMPOSITION	CKH is most useful as a through-path, not as a named pipe.
f329f2051370174e9a38	lcheckhy	1	B2	zweite Öffnung	Ausgangsdurchlass	L_OUT+CKH_THROUGH+Y_ITEM	OUT_PASSAGE	PER EXITUM	E173	COMPOSITION	This becomes the compositional outward passage rather than an unexplained ordinal opening.
c1db6b0a28d5cbb5d3d2	lcheckhedy	1	B2	klar seihen; Schluss	abseihen; Schluss	L_OUT+CKHE_STRAIN+TERMINAL	STRAIN_OUT	COLA	E176	COMPOSITION	Remove the unsupported adjective 'klar'.
d68bc8de3bcee09db23c	shckhedy	3	B1|B4	seihen; Schluss	seihen; Schluss	CKHE_STRAIN+TERMINAL	STRAIN	COLA	E165|E330|E331	COMPOSITION	Learned filtered version of the through-path.
c1913ec4ff84148da6d3	sheckhy	1	B2	über der Stelle	Überlauf	SHE_OVERFLOW_WHOLE	OVERFLOW	SUPERFLUUM	E187	LEARNED_WHOLE_SIGN	Replace the prepositional sentence fragment with one apparatus noun.
ecce30bc8dcc400bf2c8	qockhey	1	B4	über der Stelle	Überlauf	QO_OVERFLOW_WHOLE	OVERFLOW	SUPERFLUUM	E350	LEARNED_WHOLE_SIGN	Second learned realization of the same workshop object.
42cdc187d5b9ffc60063	solkey	1	B4	kurz auffangen	kurz sammeln	SOLK_COLLECT+E_SHORT+Y_ITEM	COLLECT_GRADE	COLLIGE	E356	COMPOSITION	Use a verb that combines cleanly with the E grade.
1bfd786e6b8b63734a59	solkeey	1	B6	länger auffangen	länger sammeln	SOLK_COLLECT+EE_LONG+Y_ITEM	COLLECT_GRADE	COLLIGE	E373	COMPOSITION	Same collection family with the longer grade.
3b70942557b3a40e8030	olkeedy|solkeedy	3	B1|B3	länger auffangen; Schluss	länger sammeln; Schluss	SOLK_COLLECT+EE_LONG+TERMINAL	COLLECT_GRADE	COLLIGE	E162|E229|E291	COMPOSITION	Closed member of the same collection family.
2d2e37ccb2dacc53ee5a	solkaiin	1	B2	Seihtuch	Seihtuch	SOLKAIIN_CLOTH_WHOLE	CLOTH_NOMENCLATOR	COLATORIUM	E178	LEARNED_WHOLE_SIGN	Memorized specialist cloth, not forced into SOLK+AIIN.
53cd0637c6820ba5e91f	dain	2	B4|B6	Tuch	Tuch	DAIN_CLOTH_WHOLE	CLOTH_NOMENCLATOR	PANNUS	E327|E379	LEARNED_WHOLE_SIGN	Plain cloth remains a shorter learned whole sign.
df1098831679a8ad1b39	os	1	H1	Gefäß	Gefäß	OS_VESSEL_WHOLE	VESSEL_NOMENCLATOR	VAS	E005	LEARNED_WHOLE_SIGN	Generic vessel sign.
27d97af8c96eb056c2e6	oykchor	1	H2	glasiertes Gefäß	Topf	OYKCHOR_POT_WHOLE	VESSEL_NOMENCLATOR	OLLA	E032	LEARNED_WHOLE_SIGN	The former adjective 'glasiert' was too specific for the card.
b38d70daefd663d74625	ly	1	B1	Empfangsgefäß	Auffangschale	LY_RECEIVER_WHOLE	VESSEL_NOMENCLATOR	SCUTELLA	E159	LEARNED_WHOLE_SIGN	Short learned receiving-vessel name.
1779decef17481ec2853	qotedaiin	1	B3	breites Gefäß	Wanne	QOTEDAIIN_VAT_WHOLE	VESSEL_NOMENCLATOR	TINA	E305	LEARNED_WHOLE_SIGN	Replace the descriptive phrase 'breites Gefäß' with one vessel class.
e2eb77ca9d9e1a8ba29a	qolchey	1	B4	Arbeitsbecken	Becken	QOLCHEY_BASIN_WHOLE	VESSEL_NOMENCLATOR	LABRUM	E316	LEARNED_WHOLE_SIGN	Short learned basin name.
342c3f0777337648f4b3	cheedar	1	B3	Beckenstation	Sammelbecken	CHEEDAR_COLLECTING_BASIN_WHOLE	VESSEL_NOMENCLATOR	RECEPTACULUM	E285	LEARNED_WHOLE_SIGN	One compact vessel name replaces 'Beckenstation'.
a06244ef1f2b37ca44c1	teol	1	B1	erste Öffnung	Hahn	TEOL_TAP_WHOLE	PORT_NOMENCLATOR	CANNA	E157	LEARNED_WHOLE_SIGN	The former 'first opening' was an overread; retain the concrete fitting.
5eff216ba51fbfb21f22	ls	1	B2	erste Öffnung	Düse	LS_NOZZLE_WHOLE	PORT_NOMENCLATOR	FISTULA	E196	LEARNED_WHOLE_SIGN	Local hand-device reading becomes a learned nozzle sign.
92e43836d82f98bf02d3	sheey	1	B4	erste Öffnung	Ablauf	SHEEY_DRAIN_WHOLE	PORT_NOMENCLATOR	EMISSARIUM	E334	LEARNED_WHOLE_SIGN	Separate exact card from the CHEEY/SHEY clear-extract card.
3e9c7f217843b588489d	raly	1	B6	erste Öffnung	Seitenarm	RALY_SIDE_ARM_WHOLE	PORT_NOMENCLATOR	RAMUS	E375	LEARNED_WHOLE_SIGN	Fits the visible multiport owner without inventing an ordinal.
78b3b3140714da19090d	daldy	1	B2	zweite Öffnung; Ende	Nebenöffnung; Schluss	DALDY_SIDE_PORT+TERMINAL	PORT_NOMENCLATOR	OSTIUM LATERALE	E223	COMPOSITION	Remove the unsupported second/again reading.
fcc1deda9e24ec268eb0	daiiin	1	B5	zweite Öffnungsstufe	Öffnungsstufe	DA+IIN_PORT_GRADE	PORT_GRADE	GRADUS OSTII	E371	COMPOSITION	The IIN grade survives; the ordinal does not.
29e0eb222ef2fb99523a	lar	1	B2	unterer Ablauf	Bodenablauf	LAR_BOTTOM_DRAIN_WHOLE	PORT_NOMENCLATOR	EMISSARIUM INFERIUS	E211	LEARNED_WHOLE_SIGN	Short exact station name.
2b7fa918d1b2f5c656e3	lo	1	B3	unterer Ablauf	Bodenablauf	LO_BOTTOM_DRAIN_WHOLE	PORT_NOMENCLATOR	EMISSARIUM INFERIUS	E263	LEARNED_WHOLE_SIGN	Second learned code for the same local fitting.
b6b654722e55729cc947	otar	1	B1	Folgeauslass	Folgeabgang	OT_NEXT+AR_OUT	ORDERED_PORT	EXITUS SEQUENS	E149	COMPOSITION	Keep order and source-side relation visible.
3ae9a121ba0045b913e8	qokar	1	B2	daraus in den Arbeitsgang nehmen	daraus ansetzen	OK_SET+AR_FROM	OK_AR	PONE EX	E191	COMPOSITION	Productive source-directed counterpart to OK+AL.
12efe866f335461823a6	chair	1	H1	Wasserzulauf	Wasserzulauf	CH_INLET+AIR_WATER	WATER_PATH	AQUA	E006	COMPOSITION	AIR remains the water stem inside a learned inlet hull.
22fb87a5a83e5c3fb510	kair	1	B1	Beckenwasser	Beckenwasser	K_BASIN+AIR_WATER	WATER_PATH	AQUA IN PELVI	E103	COMPOSITION	Learned basin hull plus AIR.
7d2404c835b10a2c06af	okair	1	B3	Wasser in Gang setzen	Wasser einlassen	OK_SET+AIR_WATER	WATER_PATH	MITTE AQUAM	E260	COMPOSITION	The apparatus expansion is shorter than 'water in motion'.
b154ff779abe5f196c80	schedair	1	B3	Wasser weiterführen	Wasser weiterleiten	SCHED_LEAD+AIR_WATER	WATER_PATH	DUCE AQUAM	E300	COMPOSITION	Portable water-transfer compound.
8aedd154964a78e555d6	dairydy	1	B4	Wasserlauf schließen; Schluss	Wasserlauf schließen; Schluss	D_HULL+AIR_WATER+Y_ITEM+TERMINAL	WATER_PATH	CLAUDE AQUAM	E351	COMPOSITION	Retain the learned close around the water item.
5fca8fc3dee57e1d8c1f	lcheey	1	B2	benetzte Stelle	Nassstelle	LCHEEY_WET_PLACE_WHOLE	WORKPLACE_NOMENCLATOR	LOCUS MADIDUS	E206	LEARNED_WHOLE_SIGN	Shorten 'benetzte Stelle' to a compact station name.
c205570c49d4d93c23d3	qolky	1	B1	Behandlungsstelle	Arbeitsstelle	QOLKY_WORKPLACE_WHOLE	WORKPLACE_NOMENCLATOR	LOCUS OPERIS	E146	LEARNED_WHOLE_SIGN	Neutral workplace is more portable than treatment site.
