edition	model	paragraph	position	form	meaning	role	raw_line	action_patient	action_patient_form	action_rule	action_debts	L_patient	L_debts	R_patient	R_debts	row_status
ZL3b	C	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühl	STATE	oty kchol chol chy kyty					f9v.10:2		f9v.10:2		recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.10:3	chol	trockne	ACTION	oty kchol chol chy kyty	f9v.10:2	kchol	LOCAL_LEFT		f9v.10:2		f9v.10:2		recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.7:2	chol	trocken	STATE	qo chol chol {ct}chy daiin otal dor daim					f9v.7:6	UNREAD_BETWEEN:f9v.7:4	f9v.7:6	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.7:3	chol	trocken	STATE	qo chol chol {ct}chy daiin otal dor daim					f9v.7:6	UNREAD_BETWEEN:f9v.7:4	f9v.7:6	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühle	ACTION	oty kchol chol chy kyty	f9v.10:2	kchol	LOCAL_RIGHT		f9v.10:2		f9v.10:2		recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.10:3	chol	trocken	STATE	oty kchol chol chy kyty					f9v.10:2		f9v.10:2		recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.7:2	chol	trockne	ACTION	qo chol chol {ct}chy daiin otal dor daim	f9v.6:4	chody	PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	f9v.6:4	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	f9v.6:4	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.7:3	chol	trockne	ACTION	qo chol chol {ct}chy daiin otal dor daim	f9v.7:6	otal	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	f9v.7:6	UNREAD_BETWEEN:f9v.7:4	f9v.7:6	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühle	ACTION	oty kchol chol chy kyty	f9v.10:2	kchol	LOCAL_RIGHT		f9v.10:2		f9v.10:2		recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.10:3	chol	trockne	ACTION	oty kchol chol chy kyty	f9v.10:2	kchol	LOCAL_LEFT		f9v.10:2		f9v.10:2		recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.5:2	chol	trocken	STATE	ychol chol dolcheey tchol dar ckhy					f17v.5:4	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.11:4	chol	trocken	STATE	qokcheo qokoiir ctheol chol						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.13:2	chol	trocken	STATE	ykeor chol chol cthol chkor sheol					f17v.13:4		f17v.13:4		recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.13:3	chol	trocken	STATE	ykeor chol chol cthol chkor sheol					f17v.13:4		f17v.13:4		recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.16:2	chol	trocken	STATE	okcheol chol okeol cthol otcheolom					f17v.16:3		f17v.16:3		recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.18:4	chol	trocken	STATE	otor cheeor ol chol dor chr or eees					f17v.18:2		f17v.18:2		recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.20:4	chol	trocken	STATE	ykeey okeey cheor chol sho odaiin					f17v.20:3		f17v.20:3		recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	ACTION	ychol chol dolcheey tchol dar ckhy	f17v.5:4	tchol	LOCAL_RIGHT	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	ACTION	qokcheo qokoiir ctheol chol	f17v.10:4	okol	PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	f17v.10:4	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	f17v.10:4	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	ACTION	ykeor chol chol cthol chkor sheol	f17v.12:6	chor	PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.12:6	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.12:6	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	ACTION	ykeor chol chol cthol chkor sheol	f17v.13:4	cthol	LOCAL_RIGHT		f17v.13:4		f17v.13:4		recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	ACTION	okcheol chol okeol cthol otcheolom	f17v.16:3	okeol	LOCAL_RIGHT		f17v.16:3		f17v.16:3		recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	ACTION	otor cheeor ol chol dor chr or eees	f17v.18:2	cheeor	LOCAL_LEFT		f17v.18:2		f17v.18:2		recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	ACTION	ykeey okeey cheor chol sho odaiin	f17v.20:3	cheor	LOCAL_LEFT		f17v.20:3		f17v.20:3		recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.5:2	chol	trocken	STATE	ychol chol dolcheey tchol dar ckhy					f17v.5:4	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.11:4	chol	trocken	STATE	qokcheo qokoiir ctheol chol						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.13:2	chol	trocken	STATE	ykeor chol chol cthol chkor sheol					f17v.13:4		f17v.13:4		recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.13:3	chol	trocken	STATE	ykeor chol chol cthol chkor sheol					f17v.13:4		f17v.13:4		recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.16:2	chol	trocken	STATE	okcheol chol okeol cthol otcheolom					f17v.16:3		f17v.16:3		recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.18:4	chol	trocken	STATE	otor cheeor ol chol dor chr or eees					f17v.18:2		f17v.18:2		recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.20:4	chol	trocken	STATE	ykeey okeey cheor chol sho odaiin					f17v.20:3		f17v.20:3		recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	ACTION	ychol chol dolcheey tchol dar ckhy	f17v.5:4	tchol	LOCAL_RIGHT	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	ACTION	qokcheo qokoiir ctheol chol	f17v.10:4	okol	PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	f17v.10:4	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	f17v.10:4	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	ACTION	ykeor chol chol cthol chkor sheol	f17v.12:6	chor	PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.12:6	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.12:6	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	ACTION	ykeor chol chol cthol chkor sheol	f17v.13:4	cthol	LOCAL_RIGHT		f17v.13:4		f17v.13:4		recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	ACTION	okcheol chol okeol cthol otcheolom	f17v.16:3	okeol	LOCAL_RIGHT		f17v.16:3		f17v.16:3		recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	ACTION	otor cheeor ol chol dor chr or eees	f17v.18:2	cheeor	LOCAL_LEFT		f17v.18:2		f17v.18:2		recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	ACTION	ykeey okeey cheor chol sho odaiin	f17v.20:3	cheor	LOCAL_LEFT		f17v.20:3		f17v.20:3		recorded
ZL3b	N	f19v|f19v.8-f19v.14	f19v.9:5	chol	trocken	STATE	ychor oky chor yt[o:a]l chol oky ddor					f19v.9:3	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	N	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühl	STATE	yees ykchol oty ytor ytar ytchor ytaiin					f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
ZL3b	C	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	ACTION	ychor oky chor yt[o:a]l chol oky ddor	f19v.9:3	chor	LOCAL_LEFT	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	C	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühl	STATE	yees ykchol oty ytor ytar ytchor ytaiin					f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
ZL3b	T	f19v|f19v.8-f19v.14	f19v.9:5	chol	trocken	STATE	ychor oky chor yt[o:a]l chol oky ddor					f19v.9:3	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	T	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühle	ACTION	yees ykchol oty ytor ytar ytchor ytaiin	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
ZL3b	CT	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	ACTION	ychor oky chor yt[o:a]l chol oky ddor	f19v.9:3	chor	LOCAL_LEFT	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	CT	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühle	ACTION	yees ykchol oty ytor ytar ytchor ytaiin	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
ZL3b	N	f22v|f22v.6-f22v.16	f22v.9:3	chol	trocken	STATE	okshor shody chol tchol otaiin daiin					f22v.9:2		f22v.9:2		recorded
ZL3b	N	f22v|f22v.6-f22v.16	f22v.11:2	oty	kühl	STATE	sokaiin oty dy						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	C	f22v|f22v.6-f22v.16	f22v.9:3	chol	trockne	ACTION	okshor shody chol tchol otaiin daiin	f22v.9:2	shody	LOCAL_LEFT		f22v.9:2		f22v.9:2		recorded
ZL3b	C	f22v|f22v.6-f22v.16	f22v.11:2	oty	kühl	STATE	sokaiin oty dy						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	T	f22v|f22v.6-f22v.16	f22v.9:3	chol	trocken	STATE	okshor shody chol tchol otaiin daiin					f22v.9:2		f22v.9:2		recorded
ZL3b	T	f22v|f22v.6-f22v.16	f22v.11:2	oty	kühle	ACTION	sokaiin oty dy	f22v.9:5	otaiin	PARAGRAPH_CARRY	UNREAD_BETWEEN:f22v.10:5;UNREAD_BETWEEN:f22v.11:1;IMPLICIT_SUBJECT_CONTINUATION	f22v.9:5	UNREAD_BETWEEN:f22v.10:5;UNREAD_BETWEEN:f22v.11:1;IMPLICIT_SUBJECT_CONTINUATION	f22v.9:5	UNREAD_BETWEEN:f22v.10:5;UNREAD_BETWEEN:f22v.11:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f22v|f22v.6-f22v.16	f22v.9:3	chol	trockne	ACTION	okshor shody chol tchol otaiin daiin	f22v.9:2	shody	LOCAL_LEFT		f22v.9:2		f22v.9:2		recorded
ZL3b	CT	f22v|f22v.6-f22v.16	f22v.11:2	oty	kühle	ACTION	sokaiin oty dy	f22v.9:5	otaiin	PARAGRAPH_CARRY	UNREAD_BETWEEN:f22v.10:5;UNREAD_BETWEEN:f22v.11:1;IMPLICIT_SUBJECT_CONTINUATION	f22v.9:5	UNREAD_BETWEEN:f22v.10:5;UNREAD_BETWEEN:f22v.11:1;IMPLICIT_SUBJECT_CONTINUATION	f22v.9:5	UNREAD_BETWEEN:f22v.10:5;UNREAD_BETWEEN:f22v.11:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f23r|f23r.4-f23r.5	f23r.5:4	chol	trocken	STATE	ychor qokchol ytym chol da[ir:in] chol ar ol ol dol dain					f23r.5:2	UNREAD_BETWEEN:f23r.5:3	f23r.5:2	UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	N	f23r|f23r.4-f23r.5	f23r.5:6	chol	trocken	STATE	ychor qokchol ytym chol da[ir:in] chol ar ol ol dol dain					f23r.5:2	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	f23r.5:2	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	C	f23r|f23r.4-f23r.5	f23r.5:4	chol	trockne	ACTION	ychor qokchol ytym chol da[ir:in] chol ar ol ol dol dain	f23r.5:2	qokchol	LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3	f23r.5:2	UNREAD_BETWEEN:f23r.5:3	f23r.5:2	UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	C	f23r|f23r.4-f23r.5	f23r.5:6	chol	trockne	ACTION	ychor qokchol ytym chol da[ir:in] chol ar ol ol dol dain	f23r.5:2	qokchol	LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	f23r.5:2	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	f23r.5:2	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	T	f23r|f23r.4-f23r.5	f23r.5:4	chol	trocken	STATE	ychor qokchol ytym chol da[ir:in] chol ar ol ol dol dain					f23r.5:2	UNREAD_BETWEEN:f23r.5:3	f23r.5:2	UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	T	f23r|f23r.4-f23r.5	f23r.5:6	chol	trocken	STATE	ychor qokchol ytym chol da[ir:in] chol ar ol ol dol dain					f23r.5:2	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	f23r.5:2	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	CT	f23r|f23r.4-f23r.5	f23r.5:4	chol	trockne	ACTION	ychor qokchol ytym chol da[ir:in] chol ar ol ol dol dain	f23r.5:2	qokchol	LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3	f23r.5:2	UNREAD_BETWEEN:f23r.5:3	f23r.5:2	UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	CT	f23r|f23r.4-f23r.5	f23r.5:6	chol	trockne	ACTION	ychor qokchol ytym chol da[ir:in] chol ar ol ol dol dain	f23r.5:2	qokchol	LOCAL_LEFT	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	f23r.5:2	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	f23r.5:2	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.18:2	chol	trocken	STATE	ycheol chol daiin chol s						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.18:4	chol	trocken	STATE	ycheol chol daiin chol s						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.19:3	chol	trocken	STATE	yol kol chol shom otacphy						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.18:2	chol	trockne	ACTION	ycheol chol daiin chol s	f24r.17:3	sham	PARAGRAPH_CARRY	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.18:4	chol	trockne	ACTION	ycheol chol daiin chol s	f24r.17:3	sham	PARAGRAPH_CARRY	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.19:3	chol	trockne	ACTION	yol kol chol shom otacphy	f24r.17:3	sham	PARAGRAPH_CARRY	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.18:2	chol	trocken	STATE	ycheol chol daiin chol s						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.18:4	chol	trocken	STATE	ycheol chol daiin chol s						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.19:3	chol	trocken	STATE	yol kol chol shom otacphy						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.18:2	chol	trockne	ACTION	ycheol chol daiin chol s	f24r.17:3	sham	PARAGRAPH_CARRY	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.18:4	chol	trockne	ACTION	ycheol chol daiin chol s	f24r.17:3	sham	PARAGRAPH_CARRY	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.19:3	chol	trockne	ACTION	yol kol chol shom otacphy	f24r.17:3	sham	PARAGRAPH_CARRY	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	f24r.17:3	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f45v|f45v.5-f45v.11	f45v.5:5	oty	kühl	STATE	qotol choiin okchar dar oty shoto dol py otytam					f45v.5:1	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	f45v.5:1	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
ZL3b	N	f45v|f45v.5-f45v.11	f45v.9:3	chol	trocken	STATE	ychor cthy chol qokom sy sa ykchom					f45v.9:2		f45v.9:2		recorded
ZL3b	C	f45v|f45v.5-f45v.11	f45v.5:5	oty	kühl	STATE	qotol choiin okchar dar oty shoto dol py otytam					f45v.5:1	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	f45v.5:1	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
ZL3b	C	f45v|f45v.5-f45v.11	f45v.9:3	chol	trockne	ACTION	ychor cthy chol qokom sy sa ykchom	f45v.9:2	cthy	LOCAL_LEFT		f45v.9:2		f45v.9:2		recorded
ZL3b	T	f45v|f45v.5-f45v.11	f45v.5:5	oty	kühle	ACTION	qotol choiin okchar dar oty shoto dol py otytam	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	f45v.5:1	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	f45v.5:1	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
ZL3b	T	f45v|f45v.5-f45v.11	f45v.9:3	chol	trocken	STATE	ychor cthy chol qokom sy sa ykchom					f45v.9:2		f45v.9:2		recorded
