edition	model	paragraph	operation	form	meaning	patient	patient_form	rule	coingredient	debts	row_status
ZL3b	C	f6v|f6v.6-f6v.21	f6v.8:3	okchey	zerstoße fein	f6v.8:2	chor	LOCAL_LEFT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.8:4	qokom	erwärme portionsweise	f6v.8:2	chor	LOCAL_LEFT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.9:1	oeeo	miss ab	f6v.9:3	chor	LOCAL_RIGHT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.10:1	qokchod	trockne vollständig	f6v.9:4	cthom	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.10:2	ychear	vermische	f6v.10:3	kchdy	LOCAL_RIGHT		MISSING_COINGREDIENT	recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.12:3	qokam	erwärme	f6v.12:4	cthy	LOCAL_RIGHT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.14:1	qokor	erhitze	f6v.13:4	chor	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.14:2	chol	trockne	f6v.14:3	cthol	LOCAL_RIGHT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.15:1	chockhy	vermische	f6v.14:3	cthol	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.16:1	ochy	kühle	f6v.16:2	cthar	LOCAL_RIGHT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.17:3	ckhal	presse aus	f6v.17:4	cthodam	LOCAL_RIGHT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.18:2	ches	stampfe	f6v.18:1	ytchocthol	LOCAL_LEFT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.19:2	kchos	zerreibe	f6v.19:1	ocholy	LOCAL_LEFT			recorded
ZL3b	C	f6v|f6v.6-f6v.21	f6v.21:3	octham	bewahre auf	f6v.21:2	chor	LOCAL_LEFT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.7:1	ychos	zerkleinere	f6v.6:2	shocthol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.7:2	ychol	trockne	f6v.7:4	cthol	LOCAL_RIGHT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.8:3	okchey	zerstoße fein	f6v.8:2	chor	LOCAL_LEFT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.8:4	qokom	erwärme portionsweise	f6v.8:2	chor	LOCAL_LEFT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.9:1	oeeo	miss ab	f6v.9:3	chor	LOCAL_RIGHT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.10:1	qokchod	trockne vollständig	f6v.9:4	cthom	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.10:2	ychear	vermische	f6v.10:3	kchdy	LOCAL_RIGHT		MISSING_COINGREDIENT	recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.12:3	qokam	erwärme	f6v.12:4	cthy	LOCAL_RIGHT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.14:1	qokor	erhitze	f6v.14:3	cthol	LOCAL_RIGHT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.15:1	chockhy	vermische	f6v.14:3	cthol	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.16:1	ochy	kühle	f6v.16:2	cthar	LOCAL_RIGHT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.17:3	ckhal	presse aus	f6v.17:4	cthodam	LOCAL_RIGHT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.18:2	ches	stampfe	f6v.18:1	ytchocthol	LOCAL_LEFT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.19:2	kchos	zerreibe	f6v.19:1	ocholy	LOCAL_LEFT			recorded
ZL3b	T	f6v|f6v.6-f6v.21	f6v.21:3	octham	bewahre auf	f6v.21:2	chor	LOCAL_LEFT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.7:1	ychos	zerkleinere	f6v.6:2	shocthol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.7:2	ychol	trockne	f6v.7:4	cthol	LOCAL_RIGHT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.8:3	okchey	zerstoße fein	f6v.8:2	chor	LOCAL_LEFT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.8:4	qokom	erwärme portionsweise	f6v.8:2	chor	LOCAL_LEFT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.9:1	oeeo	miss ab	f6v.9:3	chor	LOCAL_RIGHT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.10:1	qokchod	trockne vollständig	f6v.9:4	cthom	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.10:2	ychear	vermische	f6v.10:3	kchdy	LOCAL_RIGHT		MISSING_COINGREDIENT	recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.12:3	qokam	erwärme	f6v.12:4	cthy	LOCAL_RIGHT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.14:1	qokor	erhitze	f6v.13:4	chor	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.14:2	chol	trockne	f6v.14:3	cthol	LOCAL_RIGHT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.15:1	chockhy	vermische	f6v.14:3	cthol	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.16:1	ochy	kühle	f6v.16:2	cthar	LOCAL_RIGHT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.17:3	ckhal	presse aus	f6v.17:4	cthodam	LOCAL_RIGHT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.18:2	ches	stampfe	f6v.18:1	ytchocthol	LOCAL_LEFT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.19:2	kchos	zerreibe	f6v.19:1	ocholy	LOCAL_LEFT			recorded
ZL3b	CT	f6v|f6v.6-f6v.21	f6v.21:3	octham	bewahre auf	f6v.21:2	chor	LOCAL_LEFT			recorded
ZL3b	N	f9v|f9v.5-f9v.12	f9v.5:1	pchor	nimm			MISSING		MISSING_PATIENT	recorded
ZL3b	N	f9v|f9v.5-f9v.12	f9v.5:3	qotor	kühle ab			MISSING		MISSING_PATIENT	recorded
ZL3b	N	f9v|f9v.5-f9v.12	f9v.7:1	qo	nimm	f9v.7:6	otal	LOCAL_RIGHT		UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	N	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	verarbeite warm	f9v.7:6	otal	PARAGRAPH_CARRY		UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	stampfe	f9v.12:3	chor	LOCAL_RIGHT			recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.5:1	pchor	nimm			MISSING		MISSING_PATIENT	recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.5:3	qotor	kühle ab			MISSING		MISSING_PATIENT	recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.7:1	qo	nimm	f9v.6:4	chody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.7:2	chol	trockne	f9v.6:4	chody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.7:3	chol	trockne	f9v.7:6	otal	LOCAL_RIGHT		UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	verarbeite warm	f9v.7:6	otal	PARAGRAPH_CARRY		UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.10:3	chol	trockne	f9v.10:2	kchol	LOCAL_LEFT			recorded
ZL3b	C	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	stampfe	f9v.12:3	chor	LOCAL_RIGHT			recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.5:1	pchor	nimm			MISSING		MISSING_PATIENT	recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.5:3	qotor	kühle ab			MISSING		MISSING_PATIENT	recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.7:1	qo	nimm	f9v.7:6	otal	LOCAL_RIGHT		UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	verarbeite warm	f9v.7:6	otal	PARAGRAPH_CARRY		UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühle	f9v.10:2	kchol	LOCAL_RIGHT			recorded
ZL3b	T	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	stampfe	f9v.12:3	chor	LOCAL_RIGHT			recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.5:1	pchor	nimm			MISSING		MISSING_PATIENT	recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.5:3	qotor	kühle ab			MISSING		MISSING_PATIENT	recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.7:1	qo	nimm	f9v.6:4	chody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.7:2	chol	trockne	f9v.6:4	chody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.7:3	chol	trockne	f9v.7:6	otal	LOCAL_RIGHT		UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	verarbeite warm	f9v.7:6	otal	PARAGRAPH_CARRY		UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühle	f9v.10:2	kchol	LOCAL_RIGHT			recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.10:3	chol	trockne	f9v.10:2	kchol	LOCAL_LEFT			recorded
ZL3b	CT	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	stampfe	f9v.12:3	chor	LOCAL_RIGHT			recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.5:1	ychol	trockne	f17v.5:4	tchol	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.5:3	recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	stampfe	f17v.5:4	tchol	LOCAL_LEFT			recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	zerreibe vollständig	f17v.7:4	cheor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.7:3	recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	erhitze anhaltend	f17v.7:4	cheor	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.17:3	she	lasse stehen	f17v.17:6	cthor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.17:5	recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.19:2	chey	prüfe	f17v.19:4	cthor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.19:3	recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	erwärme erneut	f17v.19:4	cthor	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.20:2	okeey	erwärme vorsichtig	f17v.20:3	cheor	LOCAL_RIGHT			recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.22:3	chey	prüfe	f17v.22:4	keeor	LOCAL_RIGHT			recorded
ZL3b	N	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	zerreibe vollständig	f17v.23:2	okeor	LOCAL_RIGHT			recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.5:1	ychol	trockne	f17v.4:1	kchor	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	f17v.5:4	tchol	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.5:3	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	stampfe	f17v.5:4	tchol	LOCAL_LEFT			recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	zerreibe vollständig	f17v.7:4	cheor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.7:3	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	erhitze anhaltend	f17v.7:4	cheor	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	f17v.10:4	okol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	f17v.12:6	chor	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	f17v.13:4	cthol	LOCAL_RIGHT			recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	f17v.16:3	okeol	LOCAL_RIGHT			recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.17:3	she	lasse stehen	f17v.17:6	cthor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.17:5	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	f17v.18:2	cheeor	LOCAL_LEFT			recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.19:2	chey	prüfe	f17v.19:4	cthor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.19:3	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	erwärme erneut	f17v.19:4	cthor	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.20:2	okeey	erwärme vorsichtig	f17v.20:3	cheor	LOCAL_RIGHT			recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	f17v.20:3	cheor	LOCAL_LEFT			recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.22:3	chey	prüfe	f17v.22:4	keeor	LOCAL_RIGHT			recorded
ZL3b	C	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	zerreibe vollständig	f17v.23:2	okeor	LOCAL_RIGHT			recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.5:1	ychol	trockne	f17v.5:4	tchol	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.5:3	recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	stampfe	f17v.5:4	tchol	LOCAL_LEFT			recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	zerreibe vollständig	f17v.7:4	cheor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.7:3	recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	erhitze anhaltend	f17v.7:4	cheor	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.17:3	she	lasse stehen	f17v.17:6	cthor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.17:5	recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.19:2	chey	prüfe	f17v.19:4	cthor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.19:3	recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	erwärme erneut	f17v.19:4	cthor	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.20:2	okeey	erwärme vorsichtig	f17v.20:3	cheor	LOCAL_RIGHT			recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.22:3	chey	prüfe	f17v.22:4	keeor	LOCAL_RIGHT			recorded
ZL3b	T	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	zerreibe vollständig	f17v.23:2	okeor	LOCAL_RIGHT			recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.5:1	ychol	trockne	f17v.4:1	kchor	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	f17v.5:4	tchol	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.5:3	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	stampfe	f17v.5:4	tchol	LOCAL_LEFT			recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	zerreibe vollständig	f17v.7:4	cheor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.7:3	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	erhitze anhaltend	f17v.7:4	cheor	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	f17v.10:4	okol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	f17v.12:6	chor	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	f17v.13:4	cthol	LOCAL_RIGHT			recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	f17v.16:3	okeol	LOCAL_RIGHT			recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.17:3	she	lasse stehen	f17v.17:6	cthor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.17:5	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	f17v.18:2	cheeor	LOCAL_LEFT			recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.19:2	chey	prüfe	f17v.19:4	cthor	LOCAL_RIGHT		UNREAD_BETWEEN:f17v.19:3	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	erwärme erneut	f17v.19:4	cthor	PARAGRAPH_CARRY		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.20:2	okeey	erwärme vorsichtig	f17v.20:3	cheor	LOCAL_RIGHT			recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	f17v.20:3	cheor	LOCAL_LEFT			recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.22:3	chey	prüfe	f17v.22:4	keeor	LOCAL_RIGHT			recorded
ZL3b	CT	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	zerreibe vollständig	f17v.23:2	okeor	LOCAL_RIGHT			recorded
ZL3b	N	f19v|f19v.8-f19v.14	f19v.8:3	qo	nimm			MISSING		MISSING_PATIENT	recorded
ZL3b	C	f19v|f19v.8-f19v.14	f19v.8:3	qo	nimm			MISSING		MISSING_PATIENT	recorded
ZL3b	C	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	f19v.9:3	chor	LOCAL_LEFT		UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	T	f19v|f19v.8-f19v.14	f19v.8:3	qo	nimm			MISSING		MISSING_PATIENT	recorded
ZL3b	T	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühle	f19v.13:7	ytaiin	LOCAL_RIGHT		UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
ZL3b	CT	f19v|f19v.8-f19v.14	f19v.8:3	qo	nimm			MISSING		MISSING_PATIENT	recorded
ZL3b	CT	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	f19v.9:3	chor	LOCAL_LEFT		UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	CT	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühle	f19v.13:7	ytaiin	LOCAL_RIGHT		UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
ZL3b	N	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f22v.8:2	cthy	RELATION_LOCAL	f22v.8:3		recorded
ZL3b	N	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	mische ein	f22v.9:5	otaiin	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	N	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	mische ein	f22v.15:2	cthy	LOCAL_LEFT	f22v.15:1	UNREAD_BETWEEN:f22v.15:3	recorded
ZL3b	C	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f22v.8:2	cthy	RELATION_LOCAL	f22v.8:3		recorded
ZL3b	C	f22v|f22v.6-f22v.16	f22v.9:3	chol	trockne	f22v.9:2	shody	LOCAL_LEFT			recorded
ZL3b	C	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	mische ein	f22v.9:5	otaiin	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	C	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	mische ein	f22v.15:2	cthy	LOCAL_LEFT	f22v.15:1	UNREAD_BETWEEN:f22v.15:3	recorded
