edition	model	attachment	paragraph	locus	mention	form	kind	axis	value	scope	patient	patient_form	phase	rule	debts	row_status
ZL3b	CT	R	f6v|f6v.6-f6v.21	f6v.12	f6v.12:2	shy	STANDALONE	moisture	wet	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
ZL3b	CT	R	f6v|f6v.6-f6v.21	f6v.14	f6v.14:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f6v.14:3	cthol	1	REGISTERED_ACTION_RESULT		recorded
ZL3b	CT	R	f6v|f6v.6-f6v.21	f6v.15	f6v.15:4	chy	STANDALONE	thermal	hot	PHYSICAL	f6v.14:3	cthol	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	CT	R	f6v|f6v.6-f6v.21	f6v.18	f6v.18:1	ytchocthol	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f6v.18:1	ytchocthol	0	NOMINAL_INPUT		recorded
ZL3b	CT	R	f6v|f6v.6-f6v.21	f6v.19	f6v.19:1	ocholy	BARE_NOMINAL	moisture	dry	CONSTITUTION	f6v.19:1	ocholy	0	NOMINAL_INPUT		recorded
ZL3b	CT	R	f6v|f6v.6-f6v.21	f6v.19	f6v.19:3	chy	STANDALONE	thermal	hot	PHYSICAL	f6v.19:1	ocholy	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	recorded
ZL3b	CT	R	f6v|f6v.6-f6v.21	f6v.20	f6v.20:2	choldar	BARE_NOMINAL	moisture	dry	CONSTITUTION	f6v.20:2	choldar	0	NOMINAL_INPUT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	0	NOMINAL_INPUT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	1	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	1	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	0	NOMINAL_INPUT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	0	LOCAL_RIGHT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	0	NOMINAL_INPUT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.10:2	kchol	0	LOCAL_LEFT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	0	LOCAL_LEFT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	N	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	0	LOCAL_LEFT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	0	NOMINAL_INPUT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	1	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	1	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	0	NOMINAL_INPUT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	0	LOCAL_RIGHT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	0	NOMINAL_INPUT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.10:2	kchol	0	LOCAL_LEFT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	0	LOCAL_LEFT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	N	R	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	0	LOCAL_LEFT		recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	0	NOMINAL_INPUT		recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	2	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	0	NOMINAL_INPUT		recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	0	LOCAL_RIGHT		recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	0	NOMINAL_INPUT		recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	1	REGISTERED_ACTION_RESULT		recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	C	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	0	LOCAL_LEFT		recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	0	NOMINAL_INPUT		recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	2	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	0	NOMINAL_INPUT		recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	0	LOCAL_RIGHT		recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	0	NOMINAL_INPUT		recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	1	REGISTERED_ACTION_RESULT		recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	C	R	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	0	LOCAL_LEFT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	0	NOMINAL_INPUT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	1	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	1	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	0	NOMINAL_INPUT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	ACTION_EFFECT	thermal	cold	PHYSICAL	f9v.10:2	kchol	1	REGISTERED_ACTION_RESULT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	0	NOMINAL_INPUT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.10:2	kchol	1	LOCAL_LEFT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	1	LOCAL_LEFT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	0	NOMINAL_INPUT		recorded
ZL3b	T	L	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	0	LOCAL_LEFT		recorded
ZL3b	T	R	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	0	NOMINAL_INPUT		recorded
ZL3b	T	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	1	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	T	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	1	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4	recorded
ZL3b	T	R	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	0	NOMINAL_INPUT		recorded
ZL3b	T	R	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
ZL3b	T	R	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	ACTION_EFFECT	thermal	cold	PHYSICAL	f9v.10:2	kchol	1	REGISTERED_ACTION_RESULT		recorded
