probe_id	source_surface	synthetic_unseen_surface	content_class	insertion_index	expected_function_mask	observed_function_mask	expected_known_function_character_count	observed_known_function_character_count	observed_route	exact_known_route_blocked	selected_channel_trace	observed_reading_de	probe_pass
G466-U018	ofchdamy	ofcxhdamy	STAR_BEARING_RING_POSITION	3	110000000	110000000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:of=O+LOCAL_CHAR_F@G466-C07	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:cxhdamy]	YES
G466-U019	oklairdy	oklxairdy	STAR_BEARING_RING_POSITION	3	110011100	110011100	5	5	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08|4:7:air=AIR@G466-C36	SETZEN · [STERNSTELLENNAME:lx] · BAHN · [STERNSTELLENNAME:dy]	YES
G466-U020	okairy	okairyx	STAR_BEARING_RING_POSITION	6	1111100	1111100	5	5	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08|2:5:air=AIR@G466-C36	SETZEN · BAHN · [STERNSTELLENNAME:yx]	YES
G466-U021	okealar	okexalar	STAR_BEARING_RING_POSITION	3	11001111	11001111	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08|4:6:al=AL@G466-C39|6:8:ar=AR@G466-C33	SETZEN · [STERNSTELLENNAME:ex] · ZIELORT · AUSGANG	YES
G466-U022	oteeary	otexeary	STAR_BEARING_RING_POSITION	3	11000110	11000110	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ot=OT@G466-C11|5:7:ar=AR@G466-C40	DANACH · [STERNSTELLENNAME:exe] · AUSGANG · [STERNSTELLENNAME:y]	YES
G466-U023	okaircham	okaircxham	STAR_BEARING_RING_POSITION	6	1111100011	1111100011	7	7	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08|2:5:air=AIR@G466-C36|8:10:am=AM_ADDR@G466-C32	SETZEN · BAHN · [STERNSTELLENNAME:cxh] · HIER	YES
G466-U024	okeal	okexal	STAR_BEARING_RING_POSITION	3	110011	110011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08|4:6:al=AL@G466-C31	SETZEN · [STERNSTELLENNAME:ex] · ZIELORT	YES
G466-U025	orary	oraryx	STAR_BEARING_RING_POSITION	5	111100	111100	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:or=OR@G466-C10|2:4:ar=AR@G466-C40	EINHEIT · AUSGANG · [STERNSTELLENNAME:yx]	YES
G466-U026	okyd	okyxd	STAR_BEARING_RING_POSITION	3	11000	11000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08	SETZEN · [STERNSTELLENNAME:yxd]	YES
G466-U027	ralal	rxalal	STAR_BEARING_RING_POSITION	1	001111	001111	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:4:al=AL@G466-C39|4:6:al=AL@G466-C31	[STERNSTELLENNAME:rx] · ZIELORT · ZIELORT	YES
G466-U028	chosar	cxhosar	STAR_BEARING_RING_POSITION	1	0000011	0000011	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	5:7:ar=AR@G466-C33	[STERNSTELLENNAME:cxhos] · AUSGANG	YES
G466-U029	ainaly	axinaly	STAR_BEARING_RING_POSITION	1	0000111	0000111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	4:7:aly=AL+Y@G466-C23	[STERNSTELLENNAME:axin] · ZIELORT · POSTEN	YES
G466-U030	okarcham	okarcxham	STAR_BEARING_RING_POSITION	5	111100011	111100011	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08|2:4:ar=AR@G466-C40|7:9:am=AM_ADDR@G466-C32	SETZEN · AUSGANG · [STERNSTELLENNAME:cxh] · HIER	YES
G466-U031	olkalaiin	olkxalaiin	STAR_BEARING_RING_POSITION	3	1100111111	1100111111	8	8	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ol=OL@G466-C09|4:6:al=AL@G466-C39|6:10:aiin=AIIN@G466-C15	FORTSETZEN · [STERNSTELLENNAME:kx] · ZIELORT · WERT	YES
G466-U032	oraiinam	oraxiinam	STAR_BEARING_RING_POSITION	3	110000011	110000011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:or=OR@G466-C10|7:9:am=AM_ADDR@G466-C32	EINHEIT · [STERNSTELLENNAME:axiin] · HIER	YES
G466-U033	osarsheeeo	oxsarsheeeo	STAR_BEARING_RING_POSITION	1	00011110000	00011110000	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:5:ar=AR@G466-C40|5:7:sh=SH@G466-C44	[STERNSTELLENNAME:oxs] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	YES
G466-U034	opoiiinoin	oxpoiiinoin	STAR_BEARING_RING_POSITION	1	00000000111	00000000111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	8:11:oin=O+IIN@G466-C26	[STERNSTELLENNAME:oxpoiiin] · AUSFÜHRUNG · STUFE	YES
G466-U035	ypaiin	yxpaiin	STAR_BEARING_RING_POSITION	1	0001111	0001111	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:7:aiin=AIIN@G466-C15	[STERNSTELLENNAME:yxp] · WERT	YES
G466-U036	oeeodaiin	oxeeodaiin	STAR_BEARING_RING_POSITION	1	0000011111	0000011111	5	5	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	5:10:daiin=AIIN@G466-C14	[STERNSTELLENNAME:oxeeo] · WERT	YES
G466-U037	ofsholdy	ofsholdxy	STAR_BEARING_RING_POSITION	7	111111000	111111000	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:of=O+LOCAL_CHAR_F@G466-C07|2:4:sh=SH@G466-C44|4:6:ol=OL@G466-C42	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dxy]	YES
G466-U038	opoeey	oxpoeey	STAR_BEARING_RING_POSITION	1	0000111	0000111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	4:7:eey=EE+Y@G466-C25	[STERNSTELLENNAME:oxpo] · GRAD II · POSTEN	YES
G466-U039	ykolairol	yxkolairol	STAR_BEARING_RING_POSITION	1	0001111111	0001111111	7	7	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:5:ol=OL@G466-C42|5:8:air=AIR@G466-C36|8:10:ol=OL@G466-C34	[STERNSTELLENNAME:yxk] · FORTSETZEN · BAHN · FORTSETZEN	YES
G466-U040	oralkam	oralkxam	STAR_BEARING_RING_POSITION	5	11110011	11110011	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:or=OR@G466-C10|2:4:al=AL@G466-C39|6:8:am=AM_ADDR@G466-C32	EINHEIT · ZIELORT · [STERNSTELLENNAME:kx] · HIER	YES
G466-U041	ytairal	yxtairal	STAR_BEARING_RING_POSITION	1	00011111	00011111	5	5	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:6:air=AIR@G466-C36|6:8:al=AL@G466-C31	[STERNSTELLENNAME:yxt] · BAHN · ZIELORT	YES
G466-U042	oeeesaiin	oxeeesaiin	STAR_BEARING_RING_POSITION	1	0000001111	0000001111	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	6:10:aiin=AIIN@G466-C15	[STERNSTELLENNAME:oxeees] · WERT	YES
G466-U043	fydy	fxydy	STAR_BEARING_RING_POSITION	1	00111	00111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:5:ydy=Y+DY@G466-C30	[STERNSTELLENNAME:fx] · POSTEN · SCHLUSS	YES
G466-U044	eeesaly	exeesaly	STAR_BEARING_RING_POSITION	1	00000111	00000111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	5:8:aly=AL+Y@G466-C23	[STERNSTELLENNAME:exees] · ZIELORT · POSTEN	YES
G466-U045	ykaraiin	yxkaraiin	STAR_BEARING_RING_POSITION	1	000111111	000111111	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:5:ar=AR@G466-C40|5:9:aiin=AIIN@G466-C15	[STERNSTELLENNAME:yxk] · AUSGANG · WERT	YES
G466-U046	orara	orarax	STAR_BEARING_RING_POSITION	5	111100	111100	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:or=OR@G466-C10|2:4:ar=AR@G466-C40	EINHEIT · AUSGANG · [STERNSTELLENNAME:ax]	YES
G466-U047	olay	olaxy	STAR_BEARING_RING_POSITION	3	11000	11000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ol=OL@G466-C09	FORTSETZEN · [STERNSTELLENNAME:axy]	YES
G466-U048	olfsheoral	olfxsheoral	STAR_BEARING_RING_POSITION	3	11001100011	11001100011	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ol=OL@G466-C09|4:6:sh=SH@G466-C44|9:11:al=AL@G466-C31	FORTSETZEN · [STERNSTELLENNAME:fx] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	YES
G466-U049	opalal	oxpalal	STAR_BEARING_RING_POSITION	1	0001111	0001111	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:5:al=AL@G466-C39|5:7:al=AL@G466-C31	[STERNSTELLENNAME:oxp] · ZIELORT · ZIELORT	YES
G466-U050	yfary	yxfary	STAR_BEARING_RING_POSITION	1	000110	000110	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:5:ar=AR@G466-C40	[STERNSTELLENNAME:yxf] · AUSGANG · [STERNSTELLENNAME:y]	YES
G466-U051	oraiiral	oraxiiral	STAR_BEARING_RING_POSITION	3	110000011	110000011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:or=OR@G466-C10|7:9:al=AL@G466-C31	EINHEIT · [STERNSTELLENNAME:axiir] · ZIELORT	YES
G466-U052	ytoar	yxtoar	STAR_BEARING_RING_POSITION	1	000011	000011	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	4:6:ar=AR@G466-C33	[STERNSTELLENNAME:yxto] · AUSGANG	YES
G466-U053	octho	oxctho	STAR_BEARING_RING_POSITION	1	001110	001110	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:5:cth=CH+T@G466-C37	[STERNSTELLENNAME:ox] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	YES
G466-U054	oletal	olextal	STAR_BEARING_RING_POSITION	3	1100011	1100011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ol=OL@G466-C09|5:7:al=AL@G466-C31	FORTSETZEN · [STERNSTELLENNAME:ext] · ZIELORT	YES
G466-U055	darchdar	dxarchdar	BATH_OR_OUTLET_STATION	1	001100011	001100011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:4:ar=AR@G466-C40|7:9:ar=AR@G466-C33	[BADSTATIONSNAME:dx] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	YES
G466-U056	olkchs	olkxchs	BATH_OR_OUTLET_STATION	3	1100000	1100000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ol=OL@G466-C09	FORTSETZEN · [BADSTATIONSNAME:kxchs]	YES
G466-U057	otork	otoxrk	BATH_OR_OUTLET_STATION	3	110000	110000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ot=OT@G466-C11	DANACH · [BADSTATIONSNAME:oxrk]	YES
G466-U058	soral	sxoral	BATH_OR_OUTLET_STATION	1	000011	000011	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	4:6:al=AL@G466-C31	[BADSTATIONSNAME:sxor] · ZIELORT	YES
G466-U059	dotedy	dxotedy	BATH_OR_OUTLET_STATION	1	0011000	0011000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:4:ot=OT@G466-C43	[BADSTATIONSNAME:dx] · DANACH · [BADSTATIONSNAME:edy]	YES
G466-U060	okalyd	okalyxd	DRUG_OR_INGREDIENT_OBJECT	5	1111000	1111000	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08|2:4:al=AL@G466-C39	SETZEN · ZIELORT · [DROGENNAME:yxd]	YES
G466-U061	cheocthy	cxheocthy	DRUG_OR_INGREDIENT_OBJECT	1	000001111	000001111	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	5:9:cthy=CH+T+Y@G466-C20	[DROGENNAME:cxheo] · NEHMEN · EINSTELLEN · POSTEN	YES
G466-U062	cpheor	cxpheor	DRUG_OR_INGREDIENT_OBJECT	1	0000011	0000011	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	5:7:or=OR@G466-C35	[DROGENNAME:cxphe] · EINHEIT	YES
G466-U063	arody	aroxdy	DRUG_OR_INGREDIENT_OBJECT	3	110000	110000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ar=AR@G466-C06	AUSGANG · [DROGENNAME:oxdy]	YES
G466-U064	otoram	otoxram	DRUG_OR_INGREDIENT_OBJECT	3	1100011	1100011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ot=OT@G466-C11|5:7:am=AM_ADDR@G466-C32	DANACH · [DROGENNAME:oxr] · HIER	YES
G466-U065	otora	otoxra	DRUG_OR_INGREDIENT_OBJECT	3	110000	110000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ot=OT@G466-C11	DANACH · [DROGENNAME:oxra]	YES
G466-U066	cheosdy	cxheosdy	DRUG_OR_INGREDIENT_OBJECT	1	00000000	00000000	0	0	WHOLE_LEARNED_OWNER_NAME	YES	NONE	[DROGENNAME:cxheosdy]	YES
G466-U067	daramdal	dxaramdal	DRUG_OR_INGREDIENT_OBJECT	1	001100111	001100111	5	5	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:4:ar=AR@G466-C40|6:9:dal=AL@G466-C24	[DROGENNAME:dx] · AUSGANG · [DROGENNAME:am] · ZIELORT	YES
G466-U068	otydary	otyxdary	DRUG_OR_INGREDIENT_OBJECT	3	11001110	11001110	5	5	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ot=OT@G466-C11|4:7:dar=D_ADDR+AR@G466-C38	DANACH · [DROGENNAME:yx] · HIER · AUSGANG · [DROGENNAME:y]	YES
G466-U069	otdordy	otdxordy	DRUG_OR_INGREDIENT_OBJECT	3	11000000	11000000	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ot=OT@G466-C11	DANACH · [DROGENNAME:dxordy]	YES
G466-U070	dararda	dxararda	DRUG_OR_INGREDIENT_OBJECT	1	00111100	00111100	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:4:ar=AR@G466-C40|4:6:ar=AR@G466-C40	[DROGENNAME:dx] · AUSGANG · AUSGANG · [DROGENNAME:da]	YES
G466-U071	qkol	qxkol	DRUG_OR_INGREDIENT_OBJECT	1	00011	00011	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:5:ol=OL@G466-C34	[DROGENNAME:qxk] · FORTSETZEN	YES
G466-U072	oldam	oldxam	DRUG_OR_INGREDIENT_OBJECT	3	110011	110011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ol=OL@G466-C09|4:6:am=AM_ADDR@G466-C32	FORTSETZEN · [DROGENNAME:dx] · HIER	YES
G466-U073	otoldy	otoldxy	DRUG_OR_INGREDIENT_OBJECT	5	1111000	1111000	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:4:otol=OT+OL@G466-C02	DANACH · FORTSETZEN · [DROGENNAME:dxy]	YES
G466-U074	ararchodaiin	ararcxhodaiin	DRUG_OR_INGREDIENT_OBJECT	5	1111000011111	1111000011111	9	9	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ar=AR@G466-C06|2:4:ar=AR@G466-C40|8:13:daiin=AIIN@G466-C14	AUSGANG · AUSGANG · [DROGENNAME:cxho] · WERT	YES
G466-U075	otorain	otoxrain	DRUG_OR_INGREDIENT_OBJECT	3	11000111	11000111	5	5	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ot=OT@G466-C11|5:8:ain=AIN@G466-C22	DANACH · [DROGENNAME:oxr] · ANTEIL	YES
G466-U076	ykocfhy	yxkocfhy	DRUG_OR_INGREDIENT_OBJECT	1	00001111	00001111	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	4:8:cfhy=CH+LOCAL_CHAR_F+Y@G466-C18	[DROGENNAME:yxko] · NEHMEN · HIER · POSTEN	YES
G466-U077	saldam	sxaldam	DRUG_OR_INGREDIENT_OBJECT	1	0011011	0011011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:4:al=AL@G466-C39|5:7:am=AM_ADDR@G466-C32	[DROGENNAME:sx] · ZIELORT · [DROGENNAME:d] · HIER	YES
G466-U078	sydarary	sxydarary	DRUG_OR_INGREDIENT_OBJECT	1	000111110	000111110	5	5	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:6:dar=D_ADDR+AR@G466-C38|6:8:ar=AR@G466-C40	[DROGENNAME:sxy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	YES
G466-U079	odory	oxdory	DRUG_OR_INGREDIENT_OBJECT	1	000111	000111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:6:ory=OR+Y@G466-C28	[DROGENNAME:oxd] · EINHEIT · POSTEN	YES
G466-U080	doly	dxoly	DRUG_OR_INGREDIENT_OBJECT	1	00111	00111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:5:oly=OL+Y@G466-C27	[DROGENNAME:dx] · FORTSETZEN · POSTEN	YES
G466-U081	opchosam	oxpchosam	DRUG_OR_INGREDIENT_OBJECT	1	000000011	000000011	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	7:9:am=AM_ADDR@G466-C32	[DROGENNAME:oxpchos] · HIER	YES
G466-U082	saloiinsheol	sxaloiinsheol	DRUG_OR_INGREDIENT_OBJECT	1	0011000011011	0011000011011	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	2:4:al=AL@G466-C39|8:10:sh=SH@G466-C44|11:13:ol=OL@G466-C34	[DROGENNAME:sx] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	YES
G466-U083	otold	otoldx	DRUG_OR_INGREDIENT_OBJECT	5	111100	111100	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:4:otol=OT+OL@G466-C02	DANACH · FORTSETZEN · [DROGENNAME:dx]	YES
G466-U084	opchoroiin	oxpchoroiin	DRUG_OR_INGREDIENT_OBJECT	1	00000001111	00000001111	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	7:11:oiin=O+IIN@G466-C21	[DROGENNAME:oxpchor] · AUSFÜHRUNG · STUFE	YES
G466-U085	oporain	oxporain	DRUG_OR_INGREDIENT_OBJECT	1	00000111	00000111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	5:8:ain=AIN@G466-C22	[DROGENNAME:oxpor] · ANTEIL	YES
G466-U086	okshdchos	okshdxchos	DRUG_OR_INGREDIENT_OBJECT	5	1111000000	1111000000	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:ok=OK@G466-C08|2:4:sh=SH@G466-C44	SETZEN · HALTEN · [DROGENNAME:dxchos]	YES
G466-U087	yorain	yxorain	DRUG_OR_INGREDIENT_OBJECT	1	0000111	0000111	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	4:7:ain=AIN@G466-C22	[DROGENNAME:yxor] · ANTEIL	YES
G466-U088	ofakal	ofaxkal	DRUG_OR_INGREDIENT_OBJECT	3	1100011	1100011	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	0:2:of=O+LOCAL_CHAR_F@G466-C07|5:7:al=AL@G466-C31	AUSFÜHRUNG · HIER · [DROGENNAME:axk] · ZIELORT	YES
G466-U089	ytarem	yxtarem	DRUG_OR_INGREDIENT_OBJECT	1	0001100	0001100	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	3:5:ar=AR@G466-C40	[DROGENNAME:yxt] · AUSGANG · [DROGENNAME:em]	YES
