replay_id	surface	content_class	observed_route	observed_status	observed_known_function_character_count	observed_reading_de	source_reading_de	exact_replay
G466-E011	ofaom	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	YES
G466-E012	otalody	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	YES
G466-E013	otalaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	8	DANACH · ZIELORT · WERT	DANACH · ZIELORT · WERT	YES
G466-E014	sholshdy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	6	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	YES
G466-E015	oshodady	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	YES
G466-E016	chdaiirdainy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	YES
G466-E017	okalam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	6	SETZEN · ZIELORT · HIER	SETZEN · ZIELORT · HIER	YES
G466-E018	ytalshdy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	YES
G466-E019	alif	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	ZIELORT · [STERNSTELLENNAME:if]	ZIELORT · [STERNSTELLENNAME:if]	YES
G466-E020	otalef	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	YES
G466-E021	sharam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	6	HALTEN · AUSGANG · HIER	HALTEN · AUSGANG · HIER	YES
G466-E022	ofaralar	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	8	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	YES
G466-E023	otchoshy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	DANACH · [STERNSTELLENNAME:cho] · POSTEN	DANACH · [STERNSTELLENNAME:cho] · POSTEN	YES
G466-E024	otchdal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	YES
G466-E025	otainy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	6	DANACH · ANTEIL · POSTEN	DANACH · ANTEIL · POSTEN	YES
G466-E026	ofchdamy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	YES
G466-E027	oklairdy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	YES
G466-E028	okaram	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	6	SETZEN · AUSGANG · HIER	SETZEN · AUSGANG · HIER	YES
G466-E029	okairy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	SETZEN · BAHN · [STERNSTELLENNAME:y]	SETZEN · BAHN · [STERNSTELLENNAME:y]	YES
G466-E030	okealar	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	6	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	YES
G466-E031	oteeary	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	YES
G466-E032	okaircham	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	7	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	YES
G466-E033	okeal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	YES
G466-E034	orary	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	YES
G466-E035	okyd	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	SETZEN · [STERNSTELLENNAME:yd]	SETZEN · [STERNSTELLENNAME:yd]	YES
G466-E036	otolam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	6	DANACH · FORTSETZEN · HIER	DANACH · FORTSETZEN · HIER	YES
G466-E037	ralal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	YES
G466-E038	chosar	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[STERNSTELLENNAME:chos] · AUSGANG	[STERNSTELLENNAME:chos] · AUSGANG	YES
G466-E039	ainaly	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	YES
G466-E040	okarcham	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	6	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	YES
G466-E041	olkalaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	8	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	YES
G466-E042	oraiinam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	YES
G466-E043	osarsheeeo	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	YES
G466-E044	opoiiinoin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE	YES
G466-E045	ypaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[STERNSTELLENNAME:yp] · WERT	[STERNSTELLENNAME:yp] · WERT	YES
G466-E046	alaly	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	5	ZIELORT · ZIELORT · POSTEN	ZIELORT · ZIELORT · POSTEN	YES
G466-E047	oeeodaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	[STERNSTELLENNAME:oeeo] · WERT	[STERNSTELLENNAME:oeeo] · WERT	YES
G466-E048	ofsholdy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	6	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	YES
G466-E049	opoeey	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	YES
G466-E050	ykolairol	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	7	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	YES
G466-E051	oralkam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	6	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	YES
G466-E052	ytairal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	YES
G466-E053	oeeesaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[STERNSTELLENNAME:oeees] · WERT	[STERNSTELLENNAME:oeees] · WERT	YES
G466-E054	fydy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	YES
G466-E055	of	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	2	AUSFÜHRUNG · HIER	AUSFÜHRUNG · HIER	YES
G466-E056	eeesaly	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	YES
G466-E057	ykaraiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	6	[STERNSTELLENNAME:yk] · AUSGANG · WERT	[STERNSTELLENNAME:yk] · AUSGANG · WERT	YES
G466-E058	orara	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	YES
G466-E059	olay	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	FORTSETZEN · [STERNSTELLENNAME:ay]	FORTSETZEN · [STERNSTELLENNAME:ay]	YES
G466-E060	olfsheoral	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	6	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	YES
G466-E061	opalal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	YES
G466-E062	yfary	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	YES
G466-E063	oraiiral	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	YES
G466-E064	ytoar	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[STERNSTELLENNAME:yto] · AUSGANG	[STERNSTELLENNAME:yto] · AUSGANG	YES
G466-E065	octho	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	YES
G466-E066	oletal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	YES
G466-E067	darchdar	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	YES
G466-E068	olkchs	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	FORTSETZEN · [BADSTATIONSNAME:kchs]	FORTSETZEN · [BADSTATIONSNAME:kchs]	YES
G466-E069	otork	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	DANACH · [BADSTATIONSNAME:ork]	DANACH · [BADSTATIONSNAME:ork]	YES
G466-E070	soral	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[BADSTATIONSNAME:sor] · ZIELORT	[BADSTATIONSNAME:sor] · ZIELORT	YES
G466-E071	dotedy	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	YES
G466-E072	otolaiin	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	8	DANACH · FORTSETZEN · WERT	DANACH · FORTSETZEN · WERT	YES
G466-E073	okalyd	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	SETZEN · ZIELORT · [DROGENNAME:yd]	SETZEN · ZIELORT · [DROGENNAME:yd]	YES
G466-E074	cheocthy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	YES
G466-E075	cpheor	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[DROGENNAME:cphe] · EINHEIT	[DROGENNAME:cphe] · EINHEIT	YES
G466-E076	arody	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	AUSGANG · [DROGENNAME:ody]	AUSGANG · [DROGENNAME:ody]	YES
G466-E077	otokol	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	6	DANACH · SETZEN · FORTSETZEN	DANACH · SETZEN · FORTSETZEN	YES
G466-E078	otoram	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	DANACH · [DROGENNAME:or] · HIER	DANACH · [DROGENNAME:or] · HIER	YES
G466-E079	otora	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	DANACH · [DROGENNAME:ora]	DANACH · [DROGENNAME:ora]	YES
G466-E080	cheosdy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	OWNER_FAMILY_STEM_ONLY	0	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	YES
G466-E081	daramdal	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	YES
G466-E082	otydary	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	YES
G466-E083	otdordy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	DANACH · [DROGENNAME:dordy]	DANACH · [DROGENNAME:dordy]	YES
G466-E084	dararda	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	YES
G466-E085	qkol	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[DROGENNAME:qk] · FORTSETZEN	[DROGENNAME:qk] · FORTSETZEN	YES
G466-E086	oldam	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	FORTSETZEN · [DROGENNAME:d] · HIER	FORTSETZEN · [DROGENNAME:d] · HIER	YES
G466-E087	otoldy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	DANACH · FORTSETZEN · [DROGENNAME:dy]	DANACH · FORTSETZEN · [DROGENNAME:dy]	YES
G466-E088	ararchodaiin	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	9	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	YES
G466-E089	ykyd	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	4	POSTEN · GEBEN · POSTEN · HIER	POSTEN · GEBEN · POSTEN · HIER	YES
G466-E090	otorain	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	DANACH · [DROGENNAME:or] · ANTEIL	DANACH · [DROGENNAME:or] · ANTEIL	YES
G466-E091	ykocfhy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	YES
G466-E092	saldam	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	YES
G466-E093	sydarary	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	5	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	YES
G466-E094	yddy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	4	POSTEN · HIER · POSTEN	POSTEN · HIER · POSTEN	YES
G466-E095	odory	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[DROGENNAME:od] · EINHEIT · POSTEN	[DROGENNAME:od] · EINHEIT · POSTEN	YES
G466-E096	doly	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[DROGENNAME:d] · FORTSETZEN · POSTEN	[DROGENNAME:d] · FORTSETZEN · POSTEN	YES
G466-E097	opchosam	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	2	[DROGENNAME:opchos] · HIER	[DROGENNAME:opchos] · HIER	YES
G466-E098	saloiinsheol	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	6	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	YES
G466-E099	otold	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	DANACH · FORTSETZEN · [DROGENNAME:d]	DANACH · FORTSETZEN · [DROGENNAME:d]	YES
G466-E100	opchoroiin	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	YES
G466-E101	korainy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FULL_FUNCTION_FORMULA	7	GEBEN · EINHEIT · ANTEIL · POSTEN	GEBEN · EINHEIT · ANTEIL · POSTEN	YES
G466-E102	oporain	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	3	[DROGENNAME:opor] · ANTEIL	[DROGENNAME:opor] · ANTEIL	YES
G466-E103	okshdchos	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	4	SETZEN · HALTEN · [DROGENNAME:dchos]	SETZEN · HALTEN · [DROGENNAME:dchos]	YES
