replay_id	surface	content_class	source_status	source_function_mask	cold_function_mask	mask_relation	recovered_function_character_count	missing_function_character_count	extra_function_character_count	selected_channel_trace	observed_route	cold_disposition	observed_reading_de
G466-C023	otchoshy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11000111	11000111	EXACT	5	0	0	0:2:ot=OT@G466-C11|5:8:shy=Y@G466-C29	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	DANACH · [STERNSTELLENNAME:cho] · POSTEN
G466-C024	otchdal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1100111	1100111	EXACT	5	0	0	0:2:ot=OT@G466-C11|4:7:dal=AL@G466-C24	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	DANACH · [STERNSTELLENNAME:ch] · ZIELORT
G466-C025	otainy	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	111111	111111	EXACT	6	0	0	0:2:ot=OT@G466-C11|2:6:ainy=AIN+Y@G466-C16	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	DANACH · ANTEIL · POSTEN
G466-C026	ofchdamy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11000000	11000000	EXACT	2	0	0	0:2:of=O+LOCAL_CHAR_F@G466-C07	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]
G466-C027	oklairdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11011100	11011100	EXACT	5	0	0	0:2:ok=OK@G466-C08|3:6:air=AIR@G466-C36	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]
G466-C028	okaram	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	111111	111111	EXACT	6	0	0	0:2:ok=OK@G466-C08|2:4:ar=AR@G466-C40|4:6:am=AM_ADDR@G466-C32	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	SETZEN · AUSGANG · HIER
G466-C029	okairy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	111110	111110	EXACT	5	0	0	0:2:ok=OK@G466-C08|2:5:air=AIR@G466-C36	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	SETZEN · BAHN · [STERNSTELLENNAME:y]
G466-C030	okealar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1101111	1101111	EXACT	6	0	0	0:2:ok=OK@G466-C08|3:5:al=AL@G466-C39|5:7:ar=AR@G466-C33	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG
G466-C031	oteeary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1100110	1100110	EXACT	4	0	0	0:2:ot=OT@G466-C11|4:6:ar=AR@G466-C40	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]
G466-C032	okaircham	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	111110011	111110011	EXACT	7	0	0	0:2:ok=OK@G466-C08|2:5:air=AIR@G466-C36|7:9:am=AM_ADDR@G466-C32	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER
G466-C033	okeal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11011	11011	EXACT	4	0	0	0:2:ok=OK@G466-C08|3:5:al=AL@G466-C31	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	SETZEN · [STERNSTELLENNAME:e] · ZIELORT
G466-C034	orary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11110	11110	EXACT	4	0	0	0:2:or=OR@G466-C10|2:4:ar=AR@G466-C40	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]
G466-C035	okyd	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1100	1100	EXACT	2	0	0	0:2:ok=OK@G466-C08	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	SETZEN · [STERNSTELLENNAME:yd]
G466-C036	otolam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	111111	111111	EXACT	6	0	0	0:4:otol=OT+OL@G466-C02|4:6:am=AM_ADDR@G466-C32	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	DANACH · FORTSETZEN · HIER
G466-C037	ralal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	01111	01111	EXACT	4	0	0	1:3:al=AL@G466-C39|3:5:al=AL@G466-C31	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT
G466-C038	chosar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	000011	000011	EXACT	2	0	0	4:6:ar=AR@G466-C33	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:chos] · AUSGANG
G466-C039	ainaly	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	000111	000111	EXACT	3	0	0	3:6:aly=AL+Y@G466-C23	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN
G466-C040	okarcham	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11110011	11110011	EXACT	6	0	0	0:2:ok=OK@G466-C08|2:4:ar=AR@G466-C40|6:8:am=AM_ADDR@G466-C32	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER
G466-C041	olkalaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	110111111	110111111	EXACT	8	0	0	0:2:ol=OL@G466-C09|3:5:al=AL@G466-C39|5:9:aiin=AIIN@G466-C15	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT
G466-C042	oraiinam	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11000011	11000011	EXACT	4	0	0	0:2:or=OR@G466-C10|6:8:am=AM_ADDR@G466-C32	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	EINHEIT · [STERNSTELLENNAME:aiin] · HIER
G466-C043	osarsheeeo	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	0011110000	0011110000	EXACT	4	0	0	2:4:ar=AR@G466-C40|4:6:sh=SH@G466-C44	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]
G466-C044	opoiiinoin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	0000000111	0000000111	EXACT	3	0	0	7:10:oin=O+IIN@G466-C26	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE
G466-C045	ypaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	001111	001111	EXACT	4	0	0	2:6:aiin=AIIN@G466-C15	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:yp] · WERT
G466-C046	alaly	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	11111	11111	EXACT	5	0	0	0:2:al=AL@G466-C05|2:5:aly=AL+Y@G466-C23	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	ZIELORT · ZIELORT · POSTEN
G466-C047	oeeodaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	000011111	000011111	EXACT	5	0	0	4:9:daiin=AIIN@G466-C14	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:oeeo] · WERT
G466-C048	ofsholdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11111100	11111100	EXACT	6	0	0	0:2:of=O+LOCAL_CHAR_F@G466-C07|2:4:sh=SH@G466-C44|4:6:ol=OL@G466-C42	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]
G466-C049	opoeey	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	000111	000111	EXACT	3	0	0	3:6:eey=EE+Y@G466-C25	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:opo] · GRAD II · POSTEN
G466-C050	ykolairol	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	001111111	001111111	EXACT	7	0	0	2:4:ol=OL@G466-C42|4:7:air=AIR@G466-C36|7:9:ol=OL@G466-C34	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN
G466-C051	oralkam	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1111011	1111011	EXACT	6	0	0	0:2:or=OR@G466-C10|2:4:al=AL@G466-C39|5:7:am=AM_ADDR@G466-C32	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER
G466-C052	ytairal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	0011111	0011111	EXACT	5	0	0	2:5:air=AIR@G466-C36|5:7:al=AL@G466-C31	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:yt] · BAHN · ZIELORT
G466-C053	oeeesaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	000001111	000001111	EXACT	4	0	0	5:9:aiin=AIIN@G466-C15	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:oeees] · WERT
G466-C054	fydy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	0111	0111	EXACT	3	0	0	1:4:ydy=Y+DY@G466-C30	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS
G466-C055	of	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	11	11	EXACT	2	0	0	0:2:of=O+LOCAL_CHAR_F@G466-C07	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	AUSFÜHRUNG · HIER
G466-C056	eeesaly	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	0000111	0000111	EXACT	3	0	0	4:7:aly=AL+Y@G466-C23	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN
G466-C057	ykaraiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	00111111	00111111	EXACT	6	0	0	2:4:ar=AR@G466-C40|4:8:aiin=AIIN@G466-C15	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:yk] · AUSGANG · WERT
G466-C058	orara	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11110	11110	EXACT	4	0	0	0:2:or=OR@G466-C10|2:4:ar=AR@G466-C40	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]
G466-C059	olay	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1100	1100	EXACT	2	0	0	0:2:ol=OL@G466-C09	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	FORTSETZEN · [STERNSTELLENNAME:ay]
G466-C060	olfsheoral	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1101100011	1101100011	EXACT	6	0	0	0:2:ol=OL@G466-C09|3:5:sh=SH@G466-C44|8:10:al=AL@G466-C31	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT
G466-C061	opalal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	001111	001111	EXACT	4	0	0	2:4:al=AL@G466-C39|4:6:al=AL@G466-C31	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT
G466-C062	yfary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	00110	00110	EXACT	2	0	0	2:4:ar=AR@G466-C40	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]
G466-C063	oraiiral	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11000011	11000011	EXACT	4	0	0	0:2:or=OR@G466-C10|6:8:al=AL@G466-C31	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT
G466-C064	ytoar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	00011	00011	EXACT	2	0	0	3:5:ar=AR@G466-C33	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:yto] · AUSGANG
G466-C065	octho	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	01110	01110	EXACT	3	0	0	1:4:cth=CH+T@G466-C37	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]
G466-C066	oletal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	110011	110011	EXACT	4	0	0	0:2:ol=OL@G466-C09|4:6:al=AL@G466-C31	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT
G466-C067	darchdar	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	01100011	01100011	EXACT	4	0	0	1:3:ar=AR@G466-C40|6:8:ar=AR@G466-C33	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG
G466-C068	olkchs	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	110000	110000	EXACT	2	0	0	0:2:ol=OL@G466-C09	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	FORTSETZEN · [BADSTATIONSNAME:kchs]
G466-C069	otork	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11000	11000	EXACT	2	0	0	0:2:ot=OT@G466-C11	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	DANACH · [BADSTATIONSNAME:ork]
G466-C070	soral	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	00011	00011	EXACT	2	0	0	3:5:al=AL@G466-C31	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[BADSTATIONSNAME:sor] · ZIELORT
G466-C071	dotedy	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	011000	011000	EXACT	2	0	0	1:3:ot=OT@G466-C43	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]
G466-C072	otolaiin	BATH_OR_OUTLET_STATION	FULL_FUNCTION_FORMULA	11111111	11111111	EXACT	8	0	0	0:4:otol=OT+OL@G466-C02|4:8:aiin=AIIN@G466-C15	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	DANACH · FORTSETZEN · WERT
G466-C073	okalyd	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	111100	111100	EXACT	4	0	0	0:2:ok=OK@G466-C08|2:4:al=AL@G466-C39	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	SETZEN · ZIELORT · [DROGENNAME:yd]
G466-C074	cheocthy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	00001111	00001111	EXACT	4	0	0	4:8:cthy=CH+T+Y@G466-C20	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN
G466-C075	cpheor	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	000011	000011	EXACT	2	0	0	4:6:or=OR@G466-C35	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[DROGENNAME:cphe] · EINHEIT
