gdt466_label_id	gdt465_label_id	gdt464_label_id	gdt463_label_id	source_event_id	physical_page	register	locus	owner_de	surface	content_class	gdt463_hybrid_status	gdt464_hybrid_status	surface_segmentation	prefix_stem	prefix_recipe	internal_stem_trace	suffix_stem	suffix_recipe	owner_family_stem_trace	known_function_character_count	remaining_learned_character_count	surface_character_count	known_function_fraction	ordered_function_recipe_trace	revised_short_default_de	gdt464_change	strongest_rival	image_object_id	review_image_sha256	gdt465_hybrid_status	gdt465_change	gdt465_decision_evidence	gdt466_hybrid_status	gdt466_change	gdt466_decision_evidence
G466-L011	G465-L011	G464-L011	G463-L011	P1003-E0641	f71v	CELESTIAL	f71v.13	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	ofaom	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	of|[STERNSTELLENNAME:aom]	of	O+LOCAL_CHAR_F	NONE	NONE	NONE	NONE	2	3	5	0.400000	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	OF_FUNCTION_CHANNEL	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L012	G465-L012	G464-L012	G463-L012	P1003-E0642	f71v	CELESTIAL	f71v.14	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	otalody	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	otal	OT+AL	NONE	NONE	NONE	tal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|otal=STERNSTELLENFAMILIE	4	3	7	0.571429	OT+AL	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L013	G465-L013	G464-L013	G463-L013	P1003-E0643	f71v	CELESTIAL	f71v.15	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	otalaiin	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	otal	OT+AL	NONE	aiin	AIIN	ala=STERNSTELLENFAMILIE|tal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|otal=STERNSTELLENFAMILIE	8	0	8	1.000000	OT+AL+AIIN	DANACH · ZIELORT · WERT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L014	G465-L014	G464-L014	G463-L014	P1003-E0646	f71v	CELESTIAL	f71v.17	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	sholshdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	sh	SH	2:ol=OL|4:sh=SH	NONE	NONE	sho=STERNSTELLENFAMILIE	6	2	8	0.750000	SH+OL+SH	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L015	G465-L015	G464-L015	G463-L015	P1008-E0127	f72r	CELESTIAL	f72r1.2	lokale Kennung für Tierkreis-Ringgruppe A	oshodady	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:sh=SH	NONE	NONE	sho=STERNSTELLENFAMILIE	2	6	8	0.250000	SH	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L016	G465-L016	G464-L016	G463-L016	P1008-E0128	f72r	CELESTIAL	f72r1.3	lokale Kennung für Tierkreis-Ringgruppe A	chdaiirdainy	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	[STERNSTELLENNAME:chdaiird]|ain|y	NONE	NONE	NONE	ainy	AIN+Y	NONE	4	8	12	0.333333	AIN+Y	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	AINY_EXACT_CARD_PACKAGE	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L017	G465-L017	G464-L017	G463-L017	P1008-E0132	f72r	CELESTIAL	f72r1.5	lokale Kennung für Tierkreis-Ringgruppe A	okalam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	ok	OK	2:al=AL	am	AM_ADDR	ala=STERNSTELLENFAMILIE	6	0	6	1.000000	OK+AL+AM_ADDR	SETZEN · ZIELORT · HIER	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L018	G465-L018	G464-L018	G463-L018	P1008-E0133	f72r	CELESTIAL	f72r1.6	lokale Kennung für Tierkreis-Ringgruppe A	ytalshdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:al=AL|4:sh=SH	NONE	NONE	tal=STERNSTELLENFAMILIE	4	4	8	0.500000	AL+SH	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L019	G465-L019	G464-L019	G463-L019	P1008-E0135	f72r	CELESTIAL	f72r1.7	lokale Kennung für Tierkreis-Ringgruppe A	alif	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	al	AL	NONE	NONE	NONE	NONE	2	2	4	0.500000	AL	ZIELORT · [STERNSTELLENNAME:if]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L020	G465-L020	G464-L020	G463-L020	P1008-E0139	f72r	CELESTIAL	f72r1.10	lokale Kennung für Tierkreis-Ringgruppe A	otalef	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	otal	OT+AL	NONE	NONE	NONE	tal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|otal=STERNSTELLENFAMILIE	4	2	6	0.666667	OT+AL	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L021	G465-L021	G464-L021	G463-L021	P1008-E0143	f72r	CELESTIAL	f72r1.11	lokale Kennung für Tierkreis-Ringgruppe A	sharam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	sh	SH	2:ar=AR	am	AM_ADDR	NONE	6	0	6	1.000000	SH+AR+AM_ADDR	HALTEN · AUSGANG · HIER	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L022	G465-L022	G464-L022	G463-L022	P1008-E0171	f72r	CELESTIAL	f72r1.13	lokale Kennung für Tierkreis-Ringgruppe B	ofaralar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FULL_FUNCTION_FORMULA	of|ar|al|ar	of	O+LOCAL_CHAR_F	2:ar=AR|4:al=AL	ar	AR	ala=STERNSTELLENFAMILIE|alar=STERNSTELLENFAMILIE	8	0	8	1.000000	O+LOCAL_CHAR_F+AR+AL+AR	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	OF_FUNCTION_CHANNEL	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L023	G465-L023	G464-L023	G463-L023	P1008-E0172	f72r	CELESTIAL	f72r1.14	lokale Kennung für Tierkreis-Ringgruppe B	otchoshy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	NONE	shy	Y	otch=STERNSTELLENFAMILIE	5	3	8	0.625000	OT+Y	DANACH · [STERNSTELLENNAME:cho] · POSTEN	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L024	G465-L024	G464-L024	G463-L024	P1008-E0173	f72r	CELESTIAL	f72r1.15	lokale Kennung für Tierkreis-Ringgruppe B	otchdal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	NONE	dal	AL	otch=STERNSTELLENFAMILIE	5	2	7	0.714286	OT+AL	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L025	G465-L025	G464-L025	G463-L025	P1008-E0176	f72r	CELESTIAL	f72r1.17	lokale Kennung für Tierkreis-Ringgruppe B	otainy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FULL_FUNCTION_FORMULA	ot|ain|y	ot	OT	NONE	ainy	AIN+Y	ota=STERNSTELLENFAMILIE	6	0	6	1.000000	OT+AIN+Y	DANACH · ANTEIL · POSTEN	AINY_EXACT_CARD_PACKAGE	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L026	G465-L026	G464-L026	G463-L026	P1008-E0190	f72r	CELESTIAL	f72r2.1	lokale Kennung für Tierkreis-Ringgruppe D	ofchdamy	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	of|[STERNSTELLENNAME:chdamy]	of	O+LOCAL_CHAR_F	NONE	NONE	NONE	NONE	2	6	8	0.250000	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	OF_FUNCTION_CHANNEL	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L027	G465-L027	G464-L027	G463-L027	P1008-E0191	f72r	CELESTIAL	f72r2.2	lokale Kennung für Tierkreis-Ringgruppe D	oklairdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	3:air=AIR	NONE	NONE	NONE	5	3	8	0.625000	OK+AIR	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L028	G465-L028	G464-L028	G463-L028	P1008-E0192	f72r	CELESTIAL	f72r2.3	lokale Kennung für Tierkreis-Ringgruppe D	okaram	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	ok	OK	2:ar=AR	am	AM_ADDR	kar=STERNSTELLENFAMILIE|kara=STERNSTELLENFAMILIE|okar=STERNSTELLENFAMILIE	6	0	6	1.000000	OK+AR+AM_ADDR	SETZEN · AUSGANG · HIER	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L029	G465-L029	G464-L029	G463-L029	P1008-E0193	f72r	CELESTIAL	f72r2.4	lokale Kennung für Tierkreis-Ringgruppe D	okairy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	2:air=AIR	NONE	NONE	NONE	5	1	6	0.833333	OK+AIR	SETZEN · BAHN · [STERNSTELLENNAME:y]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
