parallel_id	portable_core_reading_de	register_count	registers	global_statement_id	physical_page	register	owner_de	surface_sequence	imperative_reading_de
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S156	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S157	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S174	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S181	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S199	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	qokedy	Setze im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S205	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S242	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokedy	Setze im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S285	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	okedy	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S296	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S298	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S339	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokedy	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S350	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokedy	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S435	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokedy	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S445	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okedy	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S459	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S475	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S476	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S506	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S516	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokedy	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S577	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokedy	Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S584	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S615	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
EXACT-003	SETZEN · GRAD I · SCHLUSS	2	BIOLOGICAL|PHARMA	G407-S674	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	qokedy	Setze als Ansatz an; auf Grad I; schließe den Schritt.
