component_recipe	portable_core_reading_de	portability_tier	global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	imperative_clause_de
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0534	G407-S026	f18r	HERBAL	große abgebildete Blütenpflanze	daiin	Im laufenden Gang nimm den Arbeitswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0593	G407-S029	f18r	HERBAL	große abgebildete Blütenpflanze	daiin	Im laufenden Gang stelle den Arbeitswert ein.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0709	G407-S034	f55v	HERBAL	große aromatische Doldenpflanze	aiin	Im laufenden Gang wähle den Arbeitswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0726	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	daiin	Im laufenden Gang gib den Arbeitswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0730	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	daiin	Im laufenden Gang gib den Arbeitswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0762	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	aiin	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0769	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	aiin	Im laufenden Gang wähle den Arbeitswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0782	G407-S037	f55v	HERBAL	große aromatische Doldenpflanze	aiin	Im laufenden Gang gib den Arbeitswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0788	G407-S037	f55v	HERBAL	große aromatische Doldenpflanze	daiin	Im laufenden Gang stelle den Arbeitswert ein.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0794	G407-S037	f55v	HERBAL	große aromatische Doldenpflanze	aiin	Im laufenden Gang wähle den Arbeitswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0795	G407-S037	f55v	HERBAL	große aromatische Doldenpflanze	daiin	Im laufenden Gang wähle den Arbeitswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0832	G407-S039	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	daiin	Im laufenden Gang nimm den Arbeitswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0837	G407-S039	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	daiin	Im laufenden Gang gib den Arbeitswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0864	G407-S040	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	daiin	Im laufenden Gang nimm den Arbeitswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0893	G407-S040	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	aiin	Im laufenden Gang nimm den Arbeitswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0901	G407-S040	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	daiin	Im laufenden Gang gib den Arbeitswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0917	G407-S042	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	daiin	Im laufenden Gang setze den Positionswert ein.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0939	G407-S043	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	Im laufenden Gang markiere den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0956	G407-S047	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	daiin	Im laufenden Gang stelle den Positionswert ein.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0971	G407-S048	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	daiin	Im laufenden Gang ordne den Positionswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0972	G407-S048	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	Im laufenden Gang ordne den Positionswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0977	G407-S049	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	Im laufenden Gang halte den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E0988	G407-S050	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	Im laufenden Gang markiere den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1021	G407-S051	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	Im laufenden Gang wähle den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1064	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	daiin	Im laufenden Gang stelle den Positionswert ein.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1085	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	aiin	Im laufenden Gang nimm den Positionswert auf.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1154	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	aiin	Im laufenden Gang markiere den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1165	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	aiin	Im laufenden Gang wähle den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1176	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	aiin	Im laufenden Gang setze den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1214	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	aiin	Im laufenden Gang setze den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1220	G407-S067	f72r	CELESTIAL	Tierkreis-Ringgruppe D	aiin	Bezug: den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1222	G407-S067	f72r	CELESTIAL	Tierkreis-Ringgruppe D	daiin	Im laufenden Gang setze den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1237	G407-S067	f72r	CELESTIAL	Tierkreis-Ringgruppe D	daiin	Im laufenden Gang ordne den Positionswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1250	G407-S067	f72r	CELESTIAL	Tierkreis-Ringgruppe D	aiin	Im laufenden Gang markiere den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1267	G407-S068	f72r	CELESTIAL	Tierkreis-Ringgruppe E	aiin	Im laufenden Gang nimm den Positionswert auf.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1269	G407-S068	f72r	CELESTIAL	Tierkreis-Ringgruppe E	daiin	Im laufenden Gang nimm den Positionswert auf.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1285	G407-S070	f72r	CELESTIAL	Tierkreis-Ringgruppe E	aiin	Im laufenden Gang wähle den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1327	G407-S073	f72r	CELESTIAL	Tierkreis-Ringgruppe G	aiin	Im laufenden Gang wähle den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1360	G407-S077	f72r	CELESTIAL	Tierkreis-Ringgruppe H	aiin	Im laufenden Gang nimm den Positionswert auf.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1417	G407-S081	f72r	CELESTIAL	Tierkreis-Ringgruppe J	aiin	Im laufenden Gang wähle den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1423	G407-S081	f72r	CELESTIAL	Tierkreis-Ringgruppe J	aiin	Im laufenden Gang setze den Positionswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1906	G407-S208	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	aiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E1968	G407-S221	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2091	G407-S250	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	aiin	Im laufenden Gang entnimm den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2240	G407-S276	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	daiin	Im laufenden Gang halte den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2297	G407-S287	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	aiin	Im laufenden Gang führe den Stationswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2375	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	aiin	Im laufenden Gang bearbeite den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2474	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2528	G407-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2587	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	Im laufenden Gang markiere den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2651	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	Im laufenden Gang halte den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2667	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2696	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	Im laufenden Gang markiere den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2703	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2850	G407-S425	f81r	BIOLOGICAL	F81R_LOWER_POOL	daiin	Im laufenden Gang bearbeite den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2948	G407-S444	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2964	G407-S447	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang führe den Stationswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2967	G407-S447	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2973	G407-S448	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang führe den Stationswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2983	G407-S448	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2989	G407-S449	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang führe den Stationswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E2991	G407-S449	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3000	G407-S452	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang führe den Stationswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3008	G407-S454	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3052	G407-S466	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	Im laufenden Gang führe den Stationswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3179	G407-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	daiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3183	G407-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	daiin	Im laufenden Gang halte den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3289	G407-S518	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	daiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3300	G407-S521	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3338	G407-S530	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	daiin	Im laufenden Gang halte den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3342	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	daiin	Im laufenden Gang halte den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3361	G407-S531	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	daiin	Im laufenden Gang setze den Stationswert im Stationsgang an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3391	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3477	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	daiin	Im laufenden Gang führe den Stationswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3487	G407-S565	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	daiin	Im laufenden Gang führe den Stationswert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3540	G407-S579	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3545	G407-S579	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3717	G407-S635	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3731	G407-S636	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	aiin	Im laufenden Gang wähle den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3762	G407-S643	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	daiin	Im laufenden Gang bearbeite den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3776	G407-S646	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	aiin	Im laufenden Gang bearbeite den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3788	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	daiin	Im laufenden Gang entnimm den Stationswert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3810	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3813	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3852	G407-S650	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3863	G407-S650	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3866	G407-S650	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	Im laufenden Gang nimm den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3896	G407-S652	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	Im laufenden Gang halte den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3935	G407-S653	f88v	PHARMA	erste Gefaess-/Zutatengruppe	aiin	Im laufenden Gang halte den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3945	G407-S653	f88v	PHARMA	erste Gefaess-/Zutatengruppe	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E3960	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	aiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4036	G407-S663	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	daiin	Im laufenden Gang halte den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4038	G407-S663	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	aiin	Im laufenden Gang halte den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4041	G407-S663	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4044	G407-S664	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	daiin	Im laufenden Gang halte den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4086	G407-S668	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe A	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4092	G407-S668	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe A	daiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4094	G407-S668	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe A	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4107	G407-S668	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe A	daiin	Im laufenden Gang nimm den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4120	G407-S669	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4125	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	aiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4132	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4134	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4170	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	aiin	Im laufenden Gang bearbeite den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4185	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	daiin	Im laufenden Gang nimm den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4203	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	aiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4205	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	daiin	Im laufenden Gang nimm den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4209	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	daiin	Im laufenden Gang gib den Mengenwert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4219	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	daiin	Im laufenden Gang stelle den Mengenwert ein.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4220	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	daiin	Im laufenden Gang stelle den Mengenwert ein.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4227	G407-S676	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	daiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4247	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	daiin	Im laufenden Gang setze den Mengenwert ein.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4257	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	daiin	Im laufenden Gang gib den Mengenwert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4287	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4306	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	Im laufenden Gang halte den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4310	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	Im laufenden Gang gib den Mengenwert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4315	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4331	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	Im laufenden Gang gib den Mengenwert zu.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4337	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4341	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	aiin	Im laufenden Gang wähle den Mengenwert.
AIIN	WERT	ALL_FIVE_REGISTERS	G407-E4362	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	Im laufenden Gang setze den Mengenwert als Ansatz an.
