codex_word_id	domain	source_slot	selected_word_de	role_de	portable_card_or_root_meaning
B_B16	BATH_SERVICE	SERVICE_STATION	Dienststation	figurenlose B5/B6-Hilfsstation	NO__SOURCE_PROGRAM_ONLY
B_B17	BATH_SERVICE	SERVICE_TARGET	Arbeitsstelle	örtliches Ziel ohne Figur	NO__SOURCE_PROGRAM_ONLY
C_A01	CELESTIAL	ELECTION_WHEEL	Wahlrad	lokales Rad auswählen	NO__SOURCE_PROGRAM_ONLY
C_A02	CELESTIAL	CELESTIAL_SECTOR	Himmelssektor	sichtbarer Radabschnitt	NO__SOURCE_PROGRAM_ONLY
C_A03	CELESTIAL	STAR_PLACE	Sternort	lokaler Sternbesitzer	NO__SOURCE_PROGRAM_ONLY
C_A04	CELESTIAL	CONDITION_FIELD	Bedingungsfeld	örtliche Bedingungsadresse	NO__SOURCE_PROGRAM_ONLY
C_A05	CELESTIAL	RING_RUBRIC	Ringrubrik	Textlage am Ring	NO__SOURCE_PROGRAM_ONLY
C_A06	CELESTIAL	CELESTIAL_SIGN	Himmelszeichen	opakes lokales Etikett	NO__SOURCE_PROGRAM_ONLY
C_A07	CELESTIAL	CALENDAR_SIGN	Kalenderzeichen	örtlicher Kalenderreadout	NO__SOURCE_PROGRAM_ONLY
C_A08	CELESTIAL	ELECTION_SIGN	Wahlzeichen	örtliches Ergebnis ohne Gunstwert	NO__SOURCE_PROGRAM_ONLY
C_A09	CELESTIAL	STAR_TABLE	Sterntafel	mehrpaneelige Sternkarte	NO__SOURCE_PROGRAM_ONLY
C_A10	CELESTIAL	FIELD_28	28er Feld	ungeordnete lokale 28er Adresse	NO__SOURCE_PROGRAM_ONLY
C_A11	CELESTIAL	ROSETTE_WHEEL	Rosettenrad	eines von drei getrennten Rädern	NO__SOURCE_PROGRAM_ONLY
C_A12	CELESTIAL	WEATHER_SIGN	Wetterzeichen	mittlere Wellen-/Wolkenrosette	NO__SOURCE_PROGRAM_ONLY
C_A13	CELESTIAL	LIGHT_SIGN	Lichtzeichen	rechte Strahlenrosette	NO__SOURCE_PROGRAM_ONLY
C_A14	CELESTIAL	TIME_SIGN	Zeitzeichen	lokaler Zeitreadout	NO__SOURCE_PROGRAM_ONLY
C_A15	CELESTIAL	PROPERTY_SIGN	Eigenschaftszeichen	lokaler Eigenschaftsreadout	NO__SOURCE_PROGRAM_ONLY
C_A16	CELESTIAL	LOCAL_KEY	Ortsschlüssel	nur im aktiven Namensraum	NO__SOURCE_PROGRAM_ONLY
