assignment_id	source_event_id	record_id	bundle_id	physical_page	register	active_model	surface	working_recipe	strict_template_id	strict_occurrence_count	role_shape_id	role_occurrence_count	event_support_tier	event_support_detail	source_event_reading_de	current_event_reading_de	reading_refined_by_gdt483	provenance_assigned	source_meaning_preserved
G484-E011	P1003-E0603	G475-R009	G474-B009	f71v	CELESTIAL	COORDINATE	otar	OT+AR	G481-ET010	2	G481-ES010	4	RECURRENT_STRICT_EVENT	G481-ET010 ×2	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	NO	YES	YES
G484-E012	P1003-E0604	G475-R009	G474-B009	f71v	CELESTIAL	COORDINATE	ar	AR	G481-ET011	2	G481-ES011	2	RECURRENT_STRICT_EVENT	G481-ET011 ×2	Adressspur: Ausgangsposition.	Adressspur: Ausgangsposition.	NO	YES	YES
G484-E013	P1003-E0605	G475-R009	G474-B009	f71v	CELESTIAL	COORDINATE	aly	AL+Y	G481-ET012	1	G481-ES012	2	RECURRENT_ROLE_EVENT	G481-ES012 ×2	Adressspur: Zielposition → Positionsposten.	Adressspur: Zielposition → Positionsposten.	NO	YES	YES
G484-E014	P1003-E0606	G475-R010	G474-B010	f71v	CELESTIAL	COORDINATE	opalar	AL+AR	G481-ET013	1	G481-ES013	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition.	Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition.	NO	YES	YES
G484-E015	P1003-E0607	G475-R010	G474-B010	f71v	CELESTIAL	COORDINATE	am	AM_ADDR	G481-ET014	1	G481-ES014	2	RECURRENT_ROLE_EVENT	G481-ES014 ×2	Adressspur: hier.	Adressspur: hier.	NO	YES	YES
G484-E016	P1003-E0608	G475-R010	G474-B010	f71v	CELESTIAL	COORDINATE	dan	AIN	G481-ET015	1	G481-ES015	4	RECURRENT_ROLE_EVENT	G481-ES015 ×4	Adressspur: Sektoranteil.	Adressspur: Sektoranteil.	NO	YES	YES
G484-E017	P1003-E0609	G475-R011	G474-B011	f71v	CELESTIAL	CATALOGUE	opalor	AL+OR	G481-ET016	1	G481-ES005	5	RECURRENT_ROLE_EVENT	G481-ES005 ×5	Sternstelle »op« — Zielzuordnung, Einheitsangabe.	Sternstelle »op« — Zielzuordnung, Einheitsangabe.	NO	YES	YES
G484-E018	P1003-E0610	G475-R011	G474-B011	f71v	CELESTIAL	CATALOGUE	ar	AR	G481-ET003	3	G481-ES003	3	RECURRENT_STRICT_EVENT	G481-ET003 ×3	Eintrag »ar« — Ausgangszuordnung.	Eintrag »ar« — Ausgangszuordnung.	NO	YES	YES
G484-E019	P1003-E0641	G475-R012	G474-B012	f71v	CELESTIAL	CATALOGUE	ofaom	O+LOCAL_CHAR_F	G481-ET017	2	G481-ES016	2	RECURRENT_STRICT_EVENT	G481-ET017 ×2	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	NO	YES	YES
G484-E020	P1003-E0642	G475-R013	G474-B013	f71v	CELESTIAL	CATALOGUE	otalody	OT+AL	G481-ET018	1	G481-ES017	1	LOCAL_COMPONENT_RECURRENT	[DANACH · ZIELORT · {N1} ×1]	Sternstelle »ody« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	Sternstelle »ody« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	NO	YES	YES
G484-E021	P1003-E0643	G475-R014	G474-B014	f71v	CELESTIAL	COORDINATE	otalaiin	OT+AL+AIIN	G481-ET019	1	G481-ES018	3	RECURRENT_ROLE_EVENT	G481-ES018 ×3	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	NO	YES	YES
G484-E022	P1003-E0644	G475-R015	G474-B015	f71v	CELESTIAL	INSTRUCTION	otar	OT+AR	G481-ET020	1	G481-ES019	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Danach beziehe den Eintrag von der Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	Danach beziehe den Eintrag von der Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	NO	YES	YES
G484-E023	P1003-E0645	G475-R015	G474-B015	f71v	CELESTIAL	INSTRUCTION	shar	SH+AR	G481-ET021	1	G481-ES020	3	RECURRENT_ROLE_EVENT	G481-ES020 ×3	Halte den Eintrag von der Ausgangsposition.	Halte den Eintrag von der Ausgangsposition.	NO	YES	YES
G484-E024	P1003-E0646	G475-R016	G474-B016	f71v	CELESTIAL	INSTRUCTION	sholshdy	SH+OL+SH	G481-ET022	1	G481-ES021	1	LOCAL_COMPONENT_RECURRENT	[HALTEN · FORTSETZEN ×2] + [HALTEN · {N1} ×1]	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	NO	YES	YES
G484-E025	P1008-E0127	G475-R017	G474-B017	f72r	CELESTIAL	INSTRUCTION	oshodady	SH	G481-ET023	1	G481-ES022	1	LOCAL_COMPONENT_RECURRENT	[{N1} · HALTEN · {N2} ×1]	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	NO	YES	YES
G484-E026	P1008-E0128	G475-R018	G474-B018	f72r	CELESTIAL	CATALOGUE	chdaiirdainy	AIN+Y	G481-ET024	1	G481-ES023	2	RECURRENT_ROLE_EVENT	G481-ES023 ×2	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	NO	YES	YES
G484-E027	P1008-E0129	G475-R019	G474-B019	f72r	CELESTIAL	COORDINATE	oaiin	O+AIIN	G481-ET025	1	G481-ES024	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Adressspur: Ausführungspunkt → Positionswert.	Adressspur: Ausführungspunkt → Positionswert.	NO	YES	YES
G484-E028	P1008-E0130	G475-R019	G474-B019	f72r	CELESTIAL	COORDINATE	ar	AR	G481-ET011	2	G481-ES011	2	RECURRENT_STRICT_EVENT	G481-ET011 ×2	Adressspur: Ausgangsposition.	Adressspur: Ausgangsposition.	NO	YES	YES
G484-E029	P1008-E0131	G475-R019	G474-B019	f72r	CELESTIAL	COORDINATE	ary	AR+Y	G481-ET026	1	G481-ES012	2	RECURRENT_ROLE_EVENT	G481-ES012 ×2	Adressspur: Ausgangsposition → Positionsposten.	Adressspur: Ausgangsposition → Positionsposten.	NO	YES	YES
G484-E030	P1008-E0132	G475-R020	G474-B020	f72r	CELESTIAL	INSTRUCTION	okalam	OK+AL+AM_ADDR	G481-ET027	1	G481-ES025	4	RECURRENT_ROLE_EVENT	G481-ES025 ×4	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	NO	YES	YES
G484-E031	P1008-E0133	G475-R021	G474-B021	f72r	CELESTIAL	INSTRUCTION	ytalshdy	AL+SH	G481-ET028	1	G481-ES026	2	RECURRENT_ROLE_EVENT	G481-ES026 ×2	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	NO	YES	YES
G484-E032	P1008-E0134	G475-R022	G474-B022	f72r	CELESTIAL	CATALOGUE	char	AR	G481-ET003	3	G481-ES003	3	RECURRENT_STRICT_EVENT	G481-ET003 ×3	Eintrag »char« — Ausgangszuordnung.	Eintrag »char« — Ausgangszuordnung.	NO	YES	YES
G484-E033	P1008-E0135	G475-R022	G474-B022	f72r	CELESTIAL	CATALOGUE	alif	AL	G481-ET029	1	G481-ES004	3	RECURRENT_ROLE_EVENT	G481-ES004 ×3	Sternstelle »if« — Zielzuordnung.	Sternstelle »if« — Zielzuordnung.	NO	YES	YES
G484-E034	P1008-E0136	G475-R023	G474-B023	f72r	CELESTIAL	COORDINATE	otaraldy	OT+AR+AL+Y	G481-ET030	2	G481-ES027	2	RECURRENT_STRICT_EVENT	G481-ET030 ×2	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	NO	YES	YES
G484-E035	P1008-E0137	G475-R024	G474-B024	f72r	CELESTIAL	COORDINATE	otaiin	OT+AIIN	G481-ET008	2	G481-ES008	3	RECURRENT_STRICT_EVENT	G481-ET008 ×2	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	NO	YES	YES
G484-E036	P1008-E0138	G475-R024	G474-B024	f72r	CELESTIAL	COORDINATE	otain	OT+AIN	G481-ET031	1	G481-ES008	3	RECURRENT_ROLE_EVENT	G481-ES008 ×3	Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Anteil.	Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Anteil.	NO	YES	YES
G484-E037	P1008-E0139	G475-R025	G474-B025	f72r	CELESTIAL	INSTRUCTION	otalef	OT+AL	G481-ET032	1	G481-ES028	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. Reihenfolge konkret: OT — danach Zielort.	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. Reihenfolge konkret: OT — danach Zielort.	NO	YES	YES
G484-E038	P1008-E0140	G475-R025	G474-B025	f72r	CELESTIAL	INSTRUCTION	ys	Y+S	G481-ET033	2	G481-ES029	2	RECURRENT_STRICT_EVENT	G481-ET033 ×2	Wähle den Positionsposten.	Wähle den Positionsposten.	NO	YES	YES
G484-E039	P1008-E0141	G475-R025	G474-B025	f72r	CELESTIAL	INSTRUCTION	ainam	AIN+AM_ADDR	G481-ET034	1	G481-ES030	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	NO	YES	YES
G484-E040	P1008-E0142	G475-R026	G474-B026	f72r	CELESTIAL	INSTRUCTION	ochol	O+OL	G481-ET035	1	G481-ES031	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	NO	YES	YES
G484-E041	P1008-E0143	G475-R026	G474-B026	f72r	CELESTIAL	INSTRUCTION	sharam	SH+AR+AM_ADDR	G481-ET036	1	G481-ES025	4	RECURRENT_ROLE_EVENT	G481-ES025 ×4	Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	NO	YES	YES
G484-E042	P1008-E0171	G475-R027	G474-B027	f72r	CELESTIAL	COORDINATE	ofaralar	O+LOCAL_CHAR_F+AR+AL+AR	G481-ET037	1	G481-ES032	1	LOCAL_COMPONENT_RECURRENT	[AUSFÜHRUNG · HIER ×5] + [AUSGANG · ZIELORT ×3] + [AUSGANG ×44]	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	NO	YES	YES
G484-E043	P1008-E0172	G475-R028	G474-B028	f72r	CELESTIAL	CATALOGUE	otchoshy	OT+Y	G481-ET038	1	G481-ES033	2	RECURRENT_ROLE_EVENT	G481-ES033 ×2	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	NO	YES	YES
G484-E044	P1008-E0173	G475-R029	G474-B029	f72r	CELESTIAL	CATALOGUE	otchdal	OT+AL	G481-ET039	1	G481-ES034	1	LOCAL_COMPONENT_RECURRENT	[DANACH · {N1} ×10] + [ZIELORT ×47]	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	NO	YES	YES
G484-E045	P1008-E0174	G475-R030	G474-B030	f72r	CELESTIAL	INSTRUCTION	okeey	OK+EE+Y	G481-ET040	2	G481-ES035	2	RECURRENT_STRICT_EVENT	G481-ET040 ×2	Setze den Positionsposten, auf Grad II.	Setze den Positionsposten, auf Grad II.	NO	YES	YES
G484-E046	P1008-E0175	G475-R030	G474-B030	f72r	CELESTIAL	INSTRUCTION	ary	AR+Y	G481-ET041	2	G481-ES036	2	RECURRENT_STRICT_EVENT	G481-ET041 ×2	Im selben Gang setze den Positionsposten von der Ausgangsposition.	Im selben Gang setze den Positionsposten von der Ausgangsposition.	NO	YES	YES
G484-E047	P1008-E0176	G475-R031	G474-B031	f72r	CELESTIAL	COORDINATE	otainy	OT+AIN+Y	G481-ET042	1	G481-ES037	1	LOCAL_COMPONENT_RECURRENT	[DANACH · ANTEIL ×1] + [POSTEN ×39]	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	NO	YES	YES
G484-E048	P1008-E0190	G475-R032	G474-B032	f72r	CELESTIAL	CATALOGUE	ofchdamy	O+LOCAL_CHAR_F	G481-ET017	2	G481-ES016	2	RECURRENT_STRICT_EVENT	G481-ET017 ×2	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	NO	YES	YES
G484-E049	P1008-E0191	G475-R033	G474-B033	f72r	CELESTIAL	INSTRUCTION	oklairdy	OK+AIR	G481-ET043	1	G481-ES038	1	LOCAL_COMPONENT_RECURRENT	[SETZEN · {N1} ×3] + [BAHN ×6] + [{N2} ×14]	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	NO	YES	YES
G484-E050	P1008-E0192	G475-R034	G474-B034	f72r	CELESTIAL	INSTRUCTION	okaram	OK+AR+AM_ADDR	G481-ET044	1	G481-ES025	4	RECURRENT_ROLE_EVENT	G481-ES025 ×4	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	NO	YES	YES
G484-E051	P1008-E0193	G475-R035	G474-B035	f72r	CELESTIAL	INSTRUCTION	okairy	OK+AIR	G481-ET045	1	G481-ES039	2	RECURRENT_ROLE_EVENT	G481-ES039 ×2	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	NO	YES	YES
G484-E052	P1008-E0194	G475-R036	G474-B036	f72r	CELESTIAL	INSTRUCTION	okealar	OK+AL+AR	G481-ET046	1	G481-ES040	1	LOCAL_COMPONENT_RECURRENT	[SETZEN · {N1} ×3] + [ZIELORT · AUSGANG ×4]	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	NO	YES	YES
G484-E053	P1008-E0236	G475-R037	G474-B037	f72r	CELESTIAL	COORDINATE	otaraldy	OT+AR+AL+Y	G481-ET030	2	G481-ES027	2	RECURRENT_STRICT_EVENT	G481-ET030 ×2	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	NO	YES	YES
G484-E054	P1008-E0237	G475-R038	G474-B038	f72r	CELESTIAL	INSTRUCTION	okalar	OK+AL+AR	G481-ET047	2	G481-ES041	2	RECURRENT_STRICT_EVENT	G481-ET047 ×2	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	NO	YES	YES
G484-E055	P1008-E0238	G475-R039	G474-B039	f72r	CELESTIAL	INSTRUCTION	okal	OK+AL	G481-ET048	2	G481-ES020	3	RECURRENT_STRICT_EVENT	G481-ET048 ×2	Setze den Eintrag zur Zielposition.	Setze den Eintrag zur Zielposition.	NO	YES	YES
G484-E056	P1008-E0239	G475-R040	G474-B040	f72r	CELESTIAL	INSTRUCTION	okaly	OK+AL+Y	G481-ET049	2	G481-ES009	3	RECURRENT_STRICT_EVENT	G481-ET049 ×2	Setze den Positionsposten zur Zielposition.	Setze den Positionsposten zur Zielposition.	NO	YES	YES
G484-E057	P1008-E0240	G475-R041	G474-B041	f72r	CELESTIAL	INSTRUCTION	okal	OK+AL	G481-ET048	2	G481-ES020	3	RECURRENT_STRICT_EVENT	G481-ET048 ×2	Setze den Eintrag zur Zielposition.	Setze den Eintrag zur Zielposition.	NO	YES	YES
G484-E058	P1008-E0241	G475-R042	G474-B042	f72r	CELESTIAL	INSTRUCTION	okeey	OK+EE+Y	G481-ET040	2	G481-ES035	2	RECURRENT_STRICT_EVENT	G481-ET040 ×2	Setze den Positionsposten, auf Grad II.	Setze den Positionsposten, auf Grad II.	NO	YES	YES
G484-E059	P1008-E0242	G475-R042	G474-B042	f72r	CELESTIAL	INSTRUCTION	ary	AR+Y	G481-ET041	2	G481-ES036	2	RECURRENT_STRICT_EVENT	G481-ET041 ×2	Im selben Gang setze den Positionsposten von der Ausgangsposition.	Im selben Gang setze den Positionsposten von der Ausgangsposition.	NO	YES	YES
G484-E060	P1008-E0243	G475-R043	G474-B043	f72r	CELESTIAL	CATALOGUE	oteeary	OT+AR	G481-ET050	1	G481-ES042	1	LOCAL_COMPONENT_RECURRENT	[DANACH · {N1} ×10] + [AUSGANG · {N2} ×6]	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	NO	YES	YES
G484-E061	P1008-E0244	G475-R044	G474-B044	f72r	CELESTIAL	COORDINATE	otair	OT+AIR	G481-ET051	1	G481-ES010	4	RECURRENT_ROLE_EVENT	G481-ES010 ×4	Adressspur: danach → Ringbahn. Reihenfolge konkret: OT — danach Bahn.	Adressspur: danach → Ringbahn. Reihenfolge konkret: OT — danach Bahn.	NO	YES	YES
G484-E062	P1008-E0245	G475-R044	G474-B044	f72r	CELESTIAL	COORDINATE	dy	Y	G481-ET052	1	G481-ES015	4	RECURRENT_ROLE_EVENT	G481-ES015 ×4	Adressspur: Positionsposten.	Adressspur: Positionsposten.	NO	YES	YES
G484-E063	P1008-E0246	G475-R045	G474-B045	f72r	CELESTIAL	INSTRUCTION	okaircham	OK+AIR+AM_ADDR	G481-ET053	1	G481-ES043	2	RECURRENT_ROLE_EVENT	G481-ES043 ×2	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	NO	YES	YES
G484-E064	P1008-E0247	G475-R046	G474-B046	f72r	CELESTIAL	INSTRUCTION	okeal	OK+AL	G481-ET054	1	G481-ES044	1	LOCAL_COMPONENT_RECURRENT	[SETZEN · {N1} · ZIELORT ×1]	Setze den Sternstelleneintrag »e« zur Zielposition.	Setze den Sternstelleneintrag »e« zur Zielposition.	NO	YES	YES
G484-E065	P1008-E0248	G475-R047	G474-B047	f72r	CELESTIAL	COORDINATE	otar	OT+AR	G481-ET010	2	G481-ES010	4	RECURRENT_STRICT_EVENT	G481-ET010 ×2	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	NO	YES	YES
G484-E066	P1008-E0249	G475-R048	G474-B048	f72r	CELESTIAL	INSTRUCTION	okaly	OK+AL+Y	G481-ET049	2	G481-ES009	3	RECURRENT_STRICT_EVENT	G481-ET049 ×2	Setze den Positionsposten zur Zielposition.	Setze den Positionsposten zur Zielposition.	NO	YES	YES
G484-E067	P1008-E0250	G475-R049	G474-B049	f72r	CELESTIAL	CATALOGUE	orary	OR+AR	G481-ET055	2	G481-ES045	2	RECURRENT_STRICT_EVENT	G481-ET055 ×2	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	NO	YES	YES
G484-E068	P1008-E0251	G475-R050	G474-B050	f72r	CELESTIAL	INSTRUCTION	okyd	OK	G481-ET056	1	G481-ES046	1	LOCAL_COMPONENT_RECURRENT	[SETZEN · {N1} ×3]	Setze den Sternstelleneintrag »yd«.	Setze den Sternstelleneintrag »yd«.	NO	YES	YES
G484-E069	P1008-E0252	G475-R051	G474-B051	f72r	CELESTIAL	COORDINATE	otolam	OT+OL+AM_ADDR	G481-ET057	1	G481-ES047	1	LOCAL_COMPONENT_RECURRENT	[DANACH · FORTSETZEN ×5] + [HIER ×26]	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	NO	YES	YES
G484-E070	P1008-E0279	G475-R052	G474-B052	f72r	CELESTIAL	COORDINATE	otal	OT+AL	G481-ET058	1	G481-ES010	4	RECURRENT_ROLE_EVENT	G481-ES010 ×4	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	NO	YES	YES
G484-E071	P1008-E0280	G475-R053	G474-B053	f72r	CELESTIAL	CATALOGUE	ralal	AL+AL	G481-ET059	2	G481-ES048	3	RECURRENT_STRICT_EVENT	G481-ET059 ×2	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	NO	YES	YES
G484-E072	P1008-E0281	G475-R054	G474-B054	f72r	CELESTIAL	INSTRUCTION	okam	OK+AM_ADDR	G481-ET060	1	G481-ES049	2	RECURRENT_ROLE_EVENT	G481-ES049 ×2	Setze den Eintrag an der bezeichneten Stelle.	Setze den Eintrag an der bezeichneten Stelle.	NO	YES	YES
G484-E073	P1008-E0282	G475-R055	G474-B055	f72r	CELESTIAL	COORDINATE	otalshy	OT+AL+Y	G481-ET061	2	G481-ES018	3	RECURRENT_STRICT_EVENT	G481-ET061 ×2	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	NO	YES	YES
