held_out_page	slot_skeleton	head_or_pair	grade_slot	argument_slot	endpoint_slot	leave_page_replay_status	red_causes	event_count	surfaces	component_recipes
f56r	OK+CH|EE|Y|OPEN	OK+CH	EE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE	1	qokcheey	OK+CH+EE+Y
f56r	OK+S|NONE|Y|OPEN	OK+S	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	choksy	OK+S+Y
f56r	S+CH|E|Y|OPEN	S+CH	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	schey	S+CH+E+Y
f56r	SH+OK|NONE|AIIN|OPEN	SH+OK	NONE	AIIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	shokaiin	SH+OK+AIIN
f56r	T+OK|NONE|Y|OPEN	T+OK	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	tchoky	T+OK+Y
f67r2	S+S|NONE|AIN|OPEN	S+S	NONE	AIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	salsain	S+AL+S+AIN
f68r1	P+CH|EE|NONE|OPEN	P+CH	EE	NONE	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE	1	opcheeol	O+P+CH+EE+OL
f71v	OK+K|NONE|Y|OPEN	OK+K	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	okaikaly	OK+A_ADDR+IIN+K+AL+Y
f72r	P+CH|NONE|AIIN|OPEN	P+CH	NONE	AIIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	opcholalaiin	O+P+CH+OL+AL+AIIN
f75r	CH+S|NONE|NONE|CLOSE	CH+S	NONE	NONE	CLOSE	RED_PAGE_PRIVATE_HEAD_OR_SLOT	CLOSE_SLOT_PAGE_PRIVATE	1	chsdy	CH+S+DY
f75r	CHD+K|NONE|Y|OPEN	CHD+K	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	chedykar	CHD+Y+K+AR
f75r	CHD+OK|NONE|Y|OPEN	CHD+OK	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	chedyqokam	CHD+Y+OK+AM_ADDR
f75r	P+SH|NONE|OR|OPEN	P+SH	NONE	OR	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	pdalshor	P+D_ADDR+AL+SH+OR
f75r	S+OK|EE|NONE|CLOSE	S+OK	EE	NONE	CLOSE	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE|CLOSE_SLOT_PAGE_PRIVATE	1	sokeedy	S+OK+EE+DY
f75r	SH+OK|NONE|AIN|OPEN	SH+OK	NONE	AIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	shokain	SH+OK+AIN
f75r	SH+P|E|Y|OPEN	SH+P	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	shepchy	SH+E+P+Y
f76r	CH+SH|E|OR|CLOSE	CH+SH	E	OR	CLOSE	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE|CLOSE_SLOT_PAGE_PRIVATE	1	chorshedy	CH+OR+SH+E+DY
f76r	CHD|NONE|OR|OPEN	CHD	NONE	OR	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	chedor	CHD+OR
f77r	P+CHD|E|Y|OPEN	P+CHD	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE	1	qepchedy	CARRIER_Q+E+P+CHD+Y
f77r	P+S|NONE|NONE|OPEN	P+S	NONE	NONE	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE	1	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S
f81r	OK+S|E|NONE|CLOSE	OK+S	E	NONE	CLOSE	RED_PAGE_PRIVATE_HEAD_OR_SLOT	CLOSE_SLOT_PAGE_PRIVATE	1	qokesdy	OK+E+S+DY
f82r	K|EEE|Y|OPEN	K	EEE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE	2	keeedy	K+EEE+D_ADDR+Y
f82r	R+CH|E|Y|OPEN	R+CH	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	ralchey|rchey	R+AL+CH+E+Y|R+CH+E+Y
f82r	R+S|NONE|Y|OPEN	R+S	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	rasy	R+A_ADDR+S+Y
f83r	R+T|NONE|AIN|OPEN	R+T	NONE	AIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	rtain	R+T+AIN
f83r	S+K|NONE|NONE|OPEN	S+K	NONE	NONE	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE	1	skal	S+K+AL
f83r	SH+CH|E|Y|OPEN	SH+CH	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	shechy	SH+E+CH+Y
f83r	T+CHD|E|Y|OPEN	T+CHD	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE	1	techedy	T+E+CHD+Y
f88r	CH+S|NONE|OR|OPEN	CH+S	NONE	OR	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	chorcholsal	CH+OR+OL+S+AL
f88r	S+S|NONE|Y|OPEN	S+S	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	salsaly	S+AL+S+AL+Y
f88r	SH+CH|NONE|OR|OPEN	SH+CH	NONE	OR	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR
f88r	SH+K|E|OR|OPEN	SH+K	E	OR	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	shekor	SH+E+K+OR
f88v	S+OK|E|AIIN|OPEN	S+OK	E	AIIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN
f88v	S|NONE|NONE|CLOSE	S	NONE	NONE	CLOSE	RED_PAGE_PRIVATE_HEAD_OR_SLOT	CLOSE_SLOT_PAGE_PRIVATE	1	saldy	S+AL+DY
f89r	CH+P|EEE|NONE|OPEN	CH+P	EEE	NONE	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE	1	cpheeedol	CH+P+EEE+D_ADDR+OL
f89r	K+P|E|NONE|OPEN	K+P	E	NONE	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE	1	lkeopol	L+K+E+O+P+OL
f89r	SH+R|E|Y|OPEN	SH+R	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	sheyr	SH+E+Y+R
f95v	OK+SH|E|Y|OPEN	OK+SH	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	okshey	OK+SH+E+Y
f95v	OK+SH|NONE|Y|OPEN	OK+SH	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	qokshy	OK+SH+Y
f95v	P|E|AIIN|OPEN	P	E	AIIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	oepaiin	O+E+P+AIIN
f95v	SH+K|E|AIIN|OPEN	SH+K	E	AIIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	shekaiin	SH+E+K+AIIN
f95v	SH+K|E|Y|CLOSE	SH+K	E	Y	CLOSE	RED_PAGE_PRIVATE_HEAD_OR_SLOT	CLOSE_SLOT_PAGE_PRIVATE	1	shekydy	SH+E+K+Y+DY
f95v	SH+SH|E|Y|OPEN	SH+SH	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE	1	shotshey	SH+OT+SH+E+Y
f95v	T+CHD|NONE|AIIN|OPEN	T+CHD	NONE	AIIN	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	tchdaiin	T+CHD+AIIN
f95v	T+SH|E|Y|CLOSE	T+SH	E	Y	CLOSE	RED_PAGE_PRIVATE_HEAD_OR_SLOT	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE|CLOSE_SLOT_PAGE_PRIVATE	1	ytshedy	Y+T+SH+E+DY
f95v	T+SH|NONE|OR|OPEN	T+SH	NONE	OR	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	tshor	T+SH+OR
f95v	T+S|NONE|Y|OPEN	T+S	NONE	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	ytasal	Y+T+A_ADDR+S+AL
