burst_id	source_pair_id	statement_id	physical_page	owner_de	first_event_id	second_event_id	third_event_id	first_source_recipe	second_source_recipe	first_neighbor_id	second_neighbor_id	first_mutation_family	second_mutation_family	first_neutral_selection_class	second_neutral_selection_class	first_target_recipe	second_target_recipe	first_decision	first_blocked_factor_rules	first_stop_preserves_state	scope_action_before_first	scope_action_before_second	second_incoming_action	second_incoming_argument	second_decision	second_blocked_factor_rules	second_stop_preserves_state	burst_decision_class	third_source_recipe	third_incoming_action	third_incoming_argument	scope_action_before_third	third_next_recipe	third_recovery_decision	third_recovery_blocked_factor_rules	third_recovery_status	post_recovery_boundary_event_id	post_recovery_boundary_recipe	post_recovery_boundary_decision	post_recovery_boundary_blocked_factor_rules	post_recovery_boundary_status	identity_can_override	advisory_can_override	meaning_revision	surface_prediction	occurrence_prediction
G454-B0000082	G454-P0009	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0009	G407-E0010	G407-E0011	K+OR	SH+OL+D_ADDR+Y	G447-N10983	G447-N26824	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+OR	OL+SH+D_ADDR+Y	READ	NONE	YES	S	CH	CH	OR	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	S+OR+Y	SH	Y	SH	CH+K+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000090	G454-P0010	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0010	G407-E0011	G407-E0012	SH+OL+D_ADDR+Y	S+OR+Y	G447-N26827	G447-N23283	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	OL+D_ADDR+Y	CH+OR+Y	READ	NONE	YES	K	K	K	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+K+AR	CH	Y	CH	OR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000098	G454-P0011	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0011	G407-E0012	G407-E0013	S+OR+Y	CH+K+AR	G447-N23280	G447-N04154	ATOM_DELETION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	OR+Y	CH+AR+K	READ	NONE	YES	SH	SH	SH	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	OR	K	Y	K	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000106	G454-P0012	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0012	G407-E0013	G407-E0014	CH+K+AR	OR	G447-N04154	G447-N18501	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_STOP	CH+AR+K	EMPTY_RECIPE	READ	NONE	YES	S	K	K	Y	STOP	UNSEEN:EMPTY_RECIPE	YES	FIRST_READABLE__SECOND_STOP	Y	K	Y	K	K+AIR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000114	G454-P0013	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0013	G407-E0014	G407-E0015	OR	Y	G447-N18501	G447-N28192	ATOM_DELETION	ATOM_DELETION	NEUTRAL_STOP	NEUTRAL_STOP	EMPTY_RECIPE	EMPTY_RECIPE	STOP	UNSEEN:EMPTY_RECIPE	YES	K	K	K	Y	STOP	UNSEEN:EMPTY_RECIPE	YES	FIRST_STOP__SECOND_STOP	K+AIR	K	Y	K	CH+T+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000122	G454-P0014	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0014	G407-E0015	G407-E0016	Y	K+AIR	G447-N28193	G447-N09619	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN	AIR	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AIIN	K	AIIN	K	SH+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000130	G454-P0015	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0015	G407-E0016	G407-E0017	K+AIR	CH+T+AIIN	G447-N09619	G447-N06652	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIR	CH+CH+AIIN	READ	NONE	YES	K	K	K	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	SH+AR	CH	AIIN	CH	A_ADDR+S+E	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000138	G454-P0016	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0016	G407-E0017	G407-E0018	CH+T+AIIN	SH+AR	G447-N06647	G447-N23726	ADJACENT_SWAP	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AIIN+T	CH+AR	READ	NONE	YES	K	T	T	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	A_ADDR+S+E	CH	AIIN	CH	CH+T+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000146	G454-P0016	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0016	G407-E0017	G407-E0018	CH+T+AIIN	SH+AR	G447-N06653	G447-N23724	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_STOP	NEUTRAL_READABLE	CH+CHD+AIIN	AR	STOP	PAIR:CH>CHD	YES	K	K	K	Y	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	A_ADDR+S+E	K	Y	K	CH+T+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000154	G454-P0017	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0017	G407-E0018	G407-E0019	SH+AR	A_ADDR+S+E	G447-N23726	G447-N00962	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AR	A_ADDR+E+S	READ	NONE	YES	T	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AR	S	AIIN	S	CH+T+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000162	G454-P0018	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0018	G407-E0019	G407-E0020	A_ADDR+S+E	CH+T+AR	G447-N00964	G447-N06745	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	A_ADDR+E	CH+AR	READ	NONE	YES	SH	SH	SH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AR	CH	AIIN	CH	AIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000170	G454-P0019	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0019	G407-E0020	G407-E0021	CH+T+AR	CH+T+AR	G447-N06743	G447-N06745	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AR+T	CH+AR	READ	NONE	YES	S	T	T	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	AIN	CH	AIIN	CH	S+Y+IIN+R	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000178	G454-P0019	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0019	G407-E0020	G407-E0021	CH+T+AR	CH+T+AR	G447-N06748	G447-N06745	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+CH+AR	CH+AR	READ	NONE	YES	S	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	AIN	CH	AIIN	CH	S+Y+IIN+R	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000186	G454-P0020	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0020	G407-E0021	G407-E0022	CH+T+AR	AIN	G447-N06743	G447-N00049	ADJACENT_SWAP	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AR+T	AIIN	READ	NONE	YES	T	T	T	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	S+Y+IIN+R	T	AIIN	T	SH+E+K+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000194	G454-P0021	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0021	G407-E0022	G407-E0023	AIN	S+Y+IIN+R	G447-N00048	G447-N23635	ATOM_DELETION	ATOM_DELETION	NEUTRAL_STOP	NEUTRAL_READABLE	EMPTY_RECIPE	S+IIN+R	STOP	UNSEEN:EMPTY_RECIPE	YES	T	T	T	AIIN	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	SH+E+K+Y	R	AIIN	S	OR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000202	G454-P0022	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0022	G407-E0023	G407-E0024	S+Y+IIN+R	SH+E+K+Y	G447-N23635	G447-N24916	ATOM_DELETION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	S+IIN+R	E+SH+K+Y	READ	NONE	YES	T	S	R	AIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	OR	K	Y	K	Y+K+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000210	G454-P0023	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0023	G407-E0024	G407-E0025	SH+E+K+Y	OR	G447-N24919	G447-N18501	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_STOP	E+K+Y	EMPTY_RECIPE	READ	NONE	YES	S	K	K	Y	STOP	UNSEEN:EMPTY_RECIPE	YES	FIRST_READABLE__SECOND_STOP	Y+K+AIIN	K	Y	K	SH+O+D_ADDR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000218	G454-P0024	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0024	G407-E0025	G407-E0026	OR	Y+K+AIIN	G447-N18502	G447-N28754	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN	K+AIIN	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	SH+O+D_ADDR	K	AIIN	K	CH+T+O+AR+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000226	G454-P0025	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0025	G407-E0026	G407-E0027	Y+K+AIIN	SH+O+D_ADDR	G447-N28757	G447-N26336	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN+K+AIIN	O+SH+D_ADDR	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+O+AR+Y	SH	AIIN	SH	CH+T+E+S	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000234	G454-P0026	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0026	G407-E0027	G407-E0028	SH+O+D_ADDR	CH+T+O+AR+Y	G447-N26338	G447-N07119	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	O+D_ADDR	CH+O+AR+Y	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+E+S	CH	Y	CH	D_ADDR+AR+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000242	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07115	G447-N06955	ADJACENT_SWAP	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_STOP	CH+O+T+AR+Y	CH+E+T+S	READ	NONE	YES	SH	T	T	Y	STOP	PAIR:T>S	YES	FIRST_READABLE__SECOND_STOP	D_ADDR+AR+AIIN	T	Y	T	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000250	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07119	G447-N06960	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_STOP	CH+O+AR+Y	CH+T+S	READ	NONE	YES	SH	CH	CH	Y	STOP	PAIR:T>S	YES	FIRST_READABLE__SECOND_STOP	D_ADDR+AR+AIIN	CH	Y	CH	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000258	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07124	G447-N06963	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_STOP	CH+CH+O+AR+Y	CH+CHD+E+S	READ	NONE	YES	SH	CH	CH	Y	STOP	PAIR:CH>CHD	YES	FIRST_READABLE__SECOND_STOP	D_ADDR+AR+AIIN	CH	Y	CH	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000266	G454-P0028	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0028	G407-E0029	G407-E0030	CH+T+E+S	D_ADDR+AR+AIIN	G447-N06957	G447-N07999	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	T+CH+E+S	AR+AIIN	READ	NONE	YES	T	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	Y	S	AIIN	S	S+O+IIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000274	G454-P0028	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0028	G407-E0029	G407-E0030	CH+T+E+S	D_ADDR+AR+AIIN	G447-N06960	G447-N07997	ATOM_DELETION	ADJACENT_SWAP	NEUTRAL_STOP	NEUTRAL_READABLE	CH+T+S	AR+D_ADDR+AIIN	STOP	PAIR:T>S	YES	T	T	T	Y	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	Y	T	AIIN	T	S+O+IIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000282	G454-P0028	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0028	G407-E0029	G407-E0030	CH+T+E+S	D_ADDR+AR+AIIN	G447-N06963	G447-N08002	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	NEUTRAL_READABLE	CH+CHD+E+S	D_ADDR+AIR+AIIN	STOP	PAIR:CH>CHD	YES	T	T	T	Y	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	Y	T	AIIN	T	S+O+IIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000290	G454-P0030	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0030	G407-E0031	G407-E0032	Y	S+O+IIN	G447-N28192	G447-N22904	ATOM_DELETION	ATOM_DELETION	NEUTRAL_STOP	NEUTRAL_READABLE	EMPTY_RECIPE	O+IIN	STOP	UNSEEN:EMPTY_RECIPE	YES	S	S	S	AIIN	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	OT+EE+Y	S	AIIN	S	OT+E+O+S_ADDR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000298	G454-P0031	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0031	G407-E0032	G407-E0033	S+O+IIN	OT+EE+Y	G447-N22904	G447-N19506	ATOM_DELETION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	O+IIN	EE+OT+Y	READ	NONE	YES	S	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	OT+E+O+S_ADDR	S	Y	S	R+OL+OT+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000306	G454-P0032	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0032	G407-E0033	G407-E0034	OT+EE+Y	OT+E+O+S_ADDR	G447-N19506	G447-N19313	ADJACENT_SWAP	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	EE+OT+Y	OL+E+O+S_ADDR	READ	NONE	YES	S	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	R+OL+OT+Y	S	Y	S	CH+T+LOCAL_CHAR_I+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000314	G454-P0033	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0033	G407-E0034	G407-E0035	OT+E+O+S_ADDR	R+OL+OT+Y	G447-N19306	G447-N21698	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	E+OT+O+S_ADDR	OL+OT+Y	READ	NONE	YES	S	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+LOCAL_CHAR_I+AR	S	Y	S	AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000322	G454-P0034	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0034	G407-E0035	G407-E0036	R+OL+OT+Y	CH+T+LOCAL_CHAR_I+AR	G447-N21695	G447-N07068	ADJACENT_SWAP	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	OL+R+OT+Y	CH+LOCAL_CHAR_I+T+AR	READ	NONE	YES	S	R	R	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	AIIN	T	Y	T	OK+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
