burst_id	source_pair_id	statement_id	physical_page	owner_de	first_event_id	second_event_id	third_event_id	first_source_recipe	second_source_recipe	first_neighbor_id	second_neighbor_id	first_mutation_family	second_mutation_family	first_neutral_selection_class	second_neutral_selection_class	first_target_recipe	second_target_recipe	first_decision	first_blocked_factor_rules	first_stop_preserves_state	scope_action_before_first	scope_action_before_second	second_incoming_action	second_incoming_argument	second_decision	second_blocked_factor_rules	second_stop_preserves_state	burst_decision_class	third_source_recipe	third_incoming_action	third_incoming_argument	scope_action_before_third	third_next_recipe	third_recovery_decision	third_recovery_blocked_factor_rules	third_recovery_status	post_recovery_boundary_event_id	post_recovery_boundary_recipe	post_recovery_boundary_decision	post_recovery_boundary_blocked_factor_rules	post_recovery_boundary_status	identity_can_override	advisory_can_override	meaning_revision	surface_prediction	occurrence_prediction
G454-B0000085	G454-P0010	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0010	G407-E0011	G407-E0012	SH+OL+D_ADDR+Y	S+OR+Y	G447-N26824	G447-N23278	ADJACENT_SWAP	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	OL+SH+D_ADDR+Y	OR+S+Y	READ	NONE	YES	K	SH	SH	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+K+AR	S	Y	S	OR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000093	G454-P0010	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0010	G407-E0011	G407-E0012	SH+OL+D_ADDR+Y	S+OR+Y	G447-N26831	G447-N23283	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+OL+D_ADDR+Y	CH+OR+Y	READ	NONE	YES	K	CH	CH	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+K+AR	CH	Y	CH	OR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000101	G454-P0011	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0011	G407-E0012	G407-E0013	S+OR+Y	CH+K+AR	G447-N23280	G447-N04160	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_STOP	OR+Y	CH+CHD+AR	READ	NONE	YES	SH	SH	SH	Y	STOP	PAIR:CH>CHD	YES	FIRST_READABLE__SECOND_STOP	OR	SH	Y	SH	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000109	G454-P0012	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0012	G407-E0013	G407-E0014	CH+K+AR	OR	G447-N04156	G447-N18502	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AR	AIIN	READ	NONE	YES	S	CH	CH	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	Y	CH	AIIN	CH	K+AIR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000117	G454-P0013	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0013	G407-E0014	G407-E0015	OR	Y	G447-N18502	G447-N28193	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN	AIIN	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	K+AIR	K	AIIN	K	CH+T+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000125	G454-P0015	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0015	G407-E0016	G407-E0017	K+AIR	CH+T+AIIN	G447-N09618	G447-N06649	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIR+K	CH+AIIN	READ	NONE	YES	K	K	K	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	SH+AR	CH	AIIN	CH	A_ADDR+S+E	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000133	G454-P0015	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0015	G407-E0016	G407-E0017	K+AIR	CH+T+AIIN	G447-N09621	G447-N06649	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AIR	CH+AIIN	READ	NONE	YES	K	CH	CH	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	SH+AR	CH	AIIN	CH	A_ADDR+S+E	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000141	G454-P0016	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0016	G407-E0017	G407-E0018	CH+T+AIIN	SH+AR	G447-N06649	G447-N23726	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AIIN	CH+AR	READ	NONE	YES	K	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	A_ADDR+S+E	CH	AIIN	CH	CH+T+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000149	G454-P0017	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0017	G407-E0018	G407-E0019	SH+AR	A_ADDR+S+E	G447-N23723	G447-N00964	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	AR+SH	A_ADDR+E	READ	NONE	YES	T	SH	SH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AR	SH	AIIN	SH	CH+T+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000157	G454-P0018	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0018	G407-E0019	G407-E0020	A_ADDR+S+E	CH+T+AR	G447-N00962	G447-N06743	ADJACENT_SWAP	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	A_ADDR+E+S	CH+AR+T	READ	NONE	YES	SH	S	S	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AR	T	AIIN	T	AIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000165	G454-P0018	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0018	G407-E0019	G407-E0020	A_ADDR+S+E	CH+T+AR	G447-N00967	G447-N06743	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	A_ADDR+CH+E	CH+AR+T	READ	NONE	YES	SH	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AR	T	AIIN	T	AIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000173	G454-P0019	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0019	G407-E0020	G407-E0021	CH+T+AR	CH+T+AR	G447-N06745	G447-N06743	ATOM_DELETION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AR	CH+AR+T	READ	NONE	YES	S	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	AIN	T	AIIN	T	S+Y+IIN+R	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000181	G454-P0019	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0019	G407-E0020	G407-E0021	CH+T+AR	CH+T+AR	G447-N06749	G447-N06743	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_STOP	NEUTRAL_READABLE	CH+CHD+AR	CH+AR+T	STOP	PAIR:CH>CHD	YES	S	S	S	AIIN	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	AIN	T	AIIN	T	S+Y+IIN+R	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000189	G454-P0020	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0020	G407-E0021	G407-E0022	CH+T+AR	AIN	G447-N06748	G447-N00048	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_STOP	CH+CH+AR	EMPTY_RECIPE	READ	NONE	YES	T	CH	CH	AIIN	STOP	UNSEEN:EMPTY_RECIPE	YES	FIRST_READABLE__SECOND_STOP	S+Y+IIN+R	CH	AIIN	CH	SH+E+K+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000197	G454-P0021	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0021	G407-E0022	G407-E0023	AIN	S+Y+IIN+R	G447-N00049	G447-N23635	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN	S+IIN+R	READ	NONE	YES	T	T	T	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	SH+E+K+Y	R	AIIN	S	OR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000205	G454-P0022	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0022	G407-E0023	G407-E0024	S+Y+IIN+R	SH+E+K+Y	G447-N23639	G447-N24916	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+Y+IIN+R	E+SH+K+Y	READ	NONE	YES	T	CH	R	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	OR	K	Y	K	Y+K+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000213	G454-P0023	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0023	G407-E0024	G407-E0025	SH+E+K+Y	OR	G447-N24923	G447-N18502	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+E+K+Y	AIIN	READ	NONE	YES	S	K	K	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	Y+K+AIIN	K	AIIN	K	SH+O+D_ADDR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000221	G454-P0025	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0025	G407-E0026	G407-E0027	Y+K+AIIN	SH+O+D_ADDR	G447-N28752	G447-N26338	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	K+Y+AIIN	O+D_ADDR	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+O+AR+Y	K	AIIN	K	CH+T+E+S	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000229	G454-P0026	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0026	G407-E0027	G407-E0028	SH+O+D_ADDR	CH+T+O+AR+Y	G447-N26336	G447-N07115	ADJACENT_SWAP	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	O+SH+D_ADDR	CH+O+T+AR+Y	READ	NONE	YES	K	SH	SH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+E+S	T	Y	T	D_ADDR+AR+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000237	G454-P0026	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0026	G407-E0027	G407-E0028	SH+O+D_ADDR	CH+T+O+AR+Y	G447-N26341	G447-N07115	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+O+D_ADDR	CH+O+T+AR+Y	READ	NONE	YES	K	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+E+S	T	Y	T	D_ADDR+AR+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000245	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07115	G447-N06962	ADJACENT_SWAP	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+O+T+AR+Y	CH+CH+E+S	READ	NONE	YES	SH	T	T	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	D_ADDR+AR+AIIN	S	Y	S	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000253	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07124	G447-N06957	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+CH+O+AR+Y	T+CH+E+S	READ	NONE	YES	SH	CH	CH	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	D_ADDR+AR+AIIN	S	Y	S	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000261	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07125	G447-N06958	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_STOP	NEUTRAL_READABLE	CH+CHD+O+AR+Y	CH+E+S	STOP	PAIR:CH>CHD	YES	SH	SH	SH	AIIN	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	D_ADDR+AR+AIIN	S	AIIN	S	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000269	G454-P0028	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0028	G407-E0029	G407-E0030	CH+T+E+S	D_ADDR+AR+AIIN	G447-N06955	G447-N07999	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_STOP	NEUTRAL_READABLE	CH+E+T+S	AR+AIIN	STOP	PAIR:T>S	YES	T	T	T	Y	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	Y	T	AIIN	T	S+O+IIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000277	G454-P0028	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0028	G407-E0029	G407-E0030	CH+T+E+S	D_ADDR+AR+AIIN	G447-N06962	G447-N07997	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+CH+E+S	AR+D_ADDR+AIIN	READ	NONE	YES	T	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	Y	S	AIIN	S	S+O+IIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000285	G454-P0029	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0029	G407-E0030	G407-E0031	D_ADDR+AR+AIIN	Y	G447-N07999	G447-N28192	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_STOP	AR+AIIN	EMPTY_RECIPE	READ	NONE	YES	S	S	S	AIIN	STOP	UNSEEN:EMPTY_RECIPE	YES	FIRST_READABLE__SECOND_STOP	S+O+IIN	S	AIIN	S	OT+EE+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000293	G454-P0030	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0030	G407-E0031	G407-E0032	Y	S+O+IIN	G447-N28193	G447-N22904	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN	O+IIN	READ	NONE	YES	S	S	S	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	OT+EE+Y	S	AIIN	S	OT+E+O+S_ADDR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000301	G454-P0031	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0031	G407-E0032	G407-E0033	S+O+IIN	OT+EE+Y	G447-N22907	G447-N19506	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+O+IIN	EE+OT+Y	READ	NONE	YES	S	CH	CH	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	OT+E+O+S_ADDR	CH	Y	CH	R+OL+OT+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000309	G454-P0032	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0032	G407-E0033	G407-E0034	OT+EE+Y	OT+E+O+S_ADDR	G447-N19508	G447-N19313	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	EE+Y	OL+E+O+S_ADDR	READ	NONE	YES	S	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	R+OL+OT+Y	S	Y	S	CH+T+LOCAL_CHAR_I+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000317	G454-P0033	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0033	G407-E0034	G407-E0035	OT+E+O+S_ADDR	R+OL+OT+Y	G447-N19309	G447-N21698	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	E+O+S_ADDR	OL+OT+Y	READ	NONE	YES	S	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+LOCAL_CHAR_I+AR	S	Y	S	AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000325	G454-P0034	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0034	G407-E0035	G407-E0036	R+OL+OT+Y	CH+T+LOCAL_CHAR_I+AR	G447-N21695	G447-N07076	ADJACENT_SWAP	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_STOP	OL+R+OT+Y	CH+CHD+LOCAL_CHAR_I+AR	READ	NONE	YES	S	R	R	Y	STOP	PAIR:CH>CHD	YES	FIRST_READABLE__SECOND_STOP	AIIN	R	Y	R	OK+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
