burst_id	source_pair_id	statement_id	physical_page	owner_de	first_event_id	second_event_id	third_event_id	first_source_recipe	second_source_recipe	first_neighbor_id	second_neighbor_id	first_mutation_family	second_mutation_family	first_neutral_selection_class	second_neutral_selection_class	first_target_recipe	second_target_recipe	first_decision	first_blocked_factor_rules	first_stop_preserves_state	scope_action_before_first	scope_action_before_second	second_incoming_action	second_incoming_argument	second_decision	second_blocked_factor_rules	second_stop_preserves_state	burst_decision_class	third_source_recipe	third_incoming_action	third_incoming_argument	scope_action_before_third	third_next_recipe	third_recovery_decision	third_recovery_blocked_factor_rules	third_recovery_status	post_recovery_boundary_event_id	post_recovery_boundary_recipe	post_recovery_boundary_decision	post_recovery_boundary_blocked_factor_rules	post_recovery_boundary_status	identity_can_override	advisory_can_override	meaning_revision	surface_prediction	occurrence_prediction
G454-B0000123	G454-P0014	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0014	G407-E0015	G407-E0016	Y	K+AIR	G447-N28193	G447-N09621	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN	CH+AIR	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AIIN	CH	AIIN	CH	SH+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000131	G454-P0015	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0015	G407-E0016	G407-E0017	K+AIR	CH+T+AIIN	G447-N09619	G447-N06653	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_STOP	AIR	CH+CHD+AIIN	READ	NONE	YES	K	K	K	Y	STOP	PAIR:CH>CHD	YES	FIRST_READABLE__SECOND_STOP	SH+AR	K	Y	K	A_ADDR+S+E	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000139	G454-P0016	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0016	G407-E0017	G407-E0018	CH+T+AIIN	SH+AR	G447-N06649	G447-N23723	ATOM_DELETION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AIIN	AR+SH	READ	NONE	YES	K	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	A_ADDR+S+E	SH	AIIN	SH	CH+T+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000147	G454-P0016	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0016	G407-E0017	G407-E0018	CH+T+AIIN	SH+AR	G447-N06653	G447-N23726	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	NEUTRAL_READABLE	CH+CHD+AIIN	CH+AR	STOP	PAIR:CH>CHD	YES	K	K	K	Y	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	A_ADDR+S+E	CH	Y	CH	CH+T+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000155	G454-P0017	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0017	G407-E0018	G407-E0019	SH+AR	A_ADDR+S+E	G447-N23726	G447-N00964	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AR	A_ADDR+E	READ	NONE	YES	T	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AR	CH	AIIN	CH	CH+T+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000163	G454-P0018	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0018	G407-E0019	G407-E0020	A_ADDR+S+E	CH+T+AR	G447-N00964	G447-N06748	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	A_ADDR+E	CH+CH+AR	READ	NONE	YES	SH	SH	SH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+AR	CH	AIIN	CH	AIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000171	G454-P0019	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0019	G407-E0020	G407-E0021	CH+T+AR	CH+T+AR	G447-N06743	G447-N06748	ADJACENT_SWAP	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+AR+T	CH+CH+AR	READ	NONE	YES	S	T	T	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	AIN	CH	AIIN	CH	S+Y+IIN+R	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000179	G454-P0019	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0019	G407-E0020	G407-E0021	CH+T+AR	CH+T+AR	G447-N06748	G447-N06748	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+CH+AR	CH+CH+AR	READ	NONE	YES	S	CH	CH	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	AIN	CH	AIIN	CH	S+Y+IIN+R	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000187	G454-P0020	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0020	G407-E0021	G407-E0022	CH+T+AR	AIN	G447-N06745	G447-N00048	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_STOP	CH+AR	EMPTY_RECIPE	READ	NONE	YES	T	CH	CH	AIIN	STOP	UNSEEN:EMPTY_RECIPE	YES	FIRST_READABLE__SECOND_STOP	S+Y+IIN+R	CH	AIIN	CH	SH+E+K+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000195	G454-P0021	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0021	G407-E0022	G407-E0023	AIN	S+Y+IIN+R	G447-N00048	G447-N23639	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	NEUTRAL_READABLE	EMPTY_RECIPE	CH+Y+IIN+R	STOP	UNSEEN:EMPTY_RECIPE	YES	T	T	T	AIIN	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	SH+E+K+Y	R	Y	CH	OR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000203	G454-P0022	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0022	G407-E0023	G407-E0024	S+Y+IIN+R	SH+E+K+Y	G447-N23635	G447-N24919	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	S+IIN+R	E+K+Y	READ	NONE	YES	T	S	R	AIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	OR	K	Y	K	Y+K+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000211	G454-P0023	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0023	G407-E0024	G407-E0025	SH+E+K+Y	OR	G447-N24919	G447-N18502	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	E+K+Y	AIIN	READ	NONE	YES	S	K	K	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	Y+K+AIIN	K	AIIN	K	SH+O+D_ADDR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000219	G454-P0024	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0024	G407-E0025	G407-E0026	OR	Y+K+AIIN	G447-N18502	G447-N28757	SAME_CLASS_SUBSTITUTION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN	AIIN+K+AIIN	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	SH+O+D_ADDR	K	AIIN	K	CH+T+O+AR+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000227	G454-P0025	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0025	G407-E0026	G407-E0027	Y+K+AIIN	SH+O+D_ADDR	G447-N28757	G447-N26338	SAME_CLASS_SUBSTITUTION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	AIIN+K+AIIN	O+D_ADDR	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+O+AR+Y	K	AIIN	K	CH+T+E+S	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000235	G454-P0026	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0026	G407-E0027	G407-E0028	SH+O+D_ADDR	CH+T+O+AR+Y	G447-N26338	G447-N07124	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	O+D_ADDR	CH+CH+O+AR+Y	READ	NONE	YES	K	K	K	AIIN	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+E+S	CH	Y	CH	D_ADDR+AR+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000243	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07115	G447-N06958	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+O+T+AR+Y	CH+E+S	READ	NONE	YES	SH	T	T	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	D_ADDR+AR+AIIN	S	Y	S	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000251	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07119	G447-N06962	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	CH+O+AR+Y	CH+CH+E+S	READ	NONE	YES	SH	CH	CH	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	D_ADDR+AR+AIIN	S	Y	S	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000259	G454-P0027	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0027	G407-E0028	G407-E0029	CH+T+O+AR+Y	CH+T+E+S	G447-N07125	G447-N06957	SAME_CLASS_SUBSTITUTION	ADJACENT_SWAP	NEUTRAL_STOP	NEUTRAL_READABLE	CH+CHD+O+AR+Y	T+CH+E+S	STOP	PAIR:CH>CHD	YES	SH	SH	SH	AIIN	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	D_ADDR+AR+AIIN	S	AIIN	S	Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000267	G454-P0028	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0028	G407-E0029	G407-E0030	CH+T+E+S	D_ADDR+AR+AIIN	G447-N06957	G447-N08002	ADJACENT_SWAP	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	T+CH+E+S	D_ADDR+AIR+AIIN	READ	NONE	YES	T	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	Y	S	AIIN	S	S+O+IIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000275	G454-P0028	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0028	G407-E0029	G407-E0030	CH+T+E+S	D_ADDR+AR+AIIN	G447-N06960	G447-N07999	ATOM_DELETION	ATOM_DELETION	NEUTRAL_STOP	NEUTRAL_READABLE	CH+T+S	AR+AIIN	STOP	PAIR:T>S	YES	T	T	T	Y	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	Y	T	AIIN	T	S+O+IIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000283	G454-P0029	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0029	G407-E0030	G407-E0031	D_ADDR+AR+AIIN	Y	G447-N07997	G447-N28192	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_STOP	AR+D_ADDR+AIIN	EMPTY_RECIPE	READ	NONE	YES	S	S	S	AIIN	STOP	UNSEEN:EMPTY_RECIPE	YES	FIRST_READABLE__SECOND_STOP	S+O+IIN	S	AIIN	S	OT+EE+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000291	G454-P0030	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0030	G407-E0031	G407-E0032	Y	S+O+IIN	G447-N28192	G447-N22907	ATOM_DELETION	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	NEUTRAL_READABLE	EMPTY_RECIPE	CH+O+IIN	STOP	UNSEEN:EMPTY_RECIPE	YES	S	S	S	AIIN	READ	NONE	YES	FIRST_STOP__SECOND_READABLE	OT+EE+Y	CH	AIIN	CH	OT+E+O+S_ADDR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000299	G454-P0031	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0031	G407-E0032	G407-E0033	S+O+IIN	OT+EE+Y	G447-N22904	G447-N19508	ATOM_DELETION	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	O+IIN	EE+Y	READ	NONE	YES	S	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	OT+E+O+S_ADDR	S	Y	S	R+OL+OT+Y	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000307	G454-P0032	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0032	G407-E0033	G407-E0034	OT+EE+Y	OT+E+O+S_ADDR	G447-N19508	G447-N19306	ATOM_DELETION	ADJACENT_SWAP	NEUTRAL_READABLE	NEUTRAL_READABLE	EE+Y	E+OT+O+S_ADDR	READ	NONE	YES	S	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	R+OL+OT+Y	S	Y	S	CH+T+LOCAL_CHAR_I+AR	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000315	G454-P0033	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0033	G407-E0034	G407-E0035	OT+E+O+S_ADDR	R+OL+OT+Y	G447-N19306	G447-N21702	ADJACENT_SWAP	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	NEUTRAL_READABLE	E+OT+O+S_ADDR	CH+OL+OT+Y	READ	NONE	YES	S	S	S	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	CH+T+LOCAL_CHAR_I+AR	CH	Y	CH	AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G454-B0000323	G454-P0034	G404-S001	f1r	F1R_TEXT_BLOCK_A	G407-E0034	G407-E0035	G407-E0036	R+OL+OT+Y	CH+T+LOCAL_CHAR_I+AR	G447-N21695	G447-N07071	ADJACENT_SWAP	ATOM_DELETION	NEUTRAL_READABLE	NEUTRAL_READABLE	OL+R+OT+Y	CH+LOCAL_CHAR_I+AR	READ	NONE	YES	S	R	R	Y	READ	NONE	YES	FIRST_READABLE__SECOND_READABLE	AIIN	CH	Y	CH	OK+AIIN	READ	NONE	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
