page	locus	visible_owner	namespace_id	group_count	functional_tags	astro_template	template_reading_de	prose_slot_crosswalk	continuous_default_reading_de
f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	3	WHOLE|LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Ganzzeichen ycheody: aktueller Ablesewert fest.; Lokalschluessel es fuer A1_LEFT_LOCAL_FIELD_45; Lokalschluessel odaiiin fuer A1_LEFT_LOCAL_FIELD_45
f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	F67_LEFT_WHEEL_NS	2	GRADE|LOCAL|TARGET|CONDITION	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Lokalschluessel yekees fuer A1_LEFT_LOCAL_FIELD_46; Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.
f67r2	f67r2.47	A1_LEFT_LOCAL_FIELD_47	F67_LEFT_WHEEL_NS	1	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Portion des lokalen YF-Postens
f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	3	VALUE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Sollwert des lokalen TOD-Postens; ABDECK_ODER_TRAEGERFELD; dies
f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	3	LOCAL|VALUE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	AUFNAHMEFELD_ODER_UMSCHLUSS; Lokalschluessel choer fuer A1_LEFT_LOCAL_FIELD_49; Sollwert
f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	F67_LEFT_WHEEL_NS	2	GRADE|LOCAL	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Lokalschluessel choeea fuer A1_LEFT_LOCAL_FIELD_50; dorthin
f67r2	f67r2.51	A1_LEFT_LOCAL_FIELD_51	F67_LEFT_WHEEL_NS	1	VALUE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Sollwert des lokalen DAD-Postens
f67r2	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	F67_LEFT_WHEEL_NS	1	SOURCE|NEXT	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des Folgepostens
f67r2	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	F67_LEFT_WHEEL_NS	1	SOURCE|TRANSFER	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des DCHD-Postens
f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	2	TARGET	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	dies; Zieladresse des SALD-Postens
f67r2	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	F67_LEFT_WHEEL_NS	1	TARGET	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Zieladresse des YTOD-Postens
f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	F67_LEFT_WHEEL_NS	2	CONTINUE|VALUE	ROW_CONTINUATION	Den aktuellen Ring, das Band oder den Satz weiterführen.	LINK_SELECT	weiter; Sollwert
f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	F67_LEFT_WHEEL_NS	2	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	DANACH_VOM_AUSGANGSPLATZ; dies
f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	3	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	EINGANGSBEDINGUNG; dorthin; Lokalschluessel g fuer A1_LEFT_OUTER_STAR_STATION_07
f67r2	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	F67_LEFT_WHEEL_NS	1	WHOLE	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Ganzzeichen ytchodly: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.
f67r2	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	F67_LEFT_WHEEL_NS	1	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Lokalschluessel octhys fuer A1_LEFT_OUTER_STAR_STATION_09
f67r2	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	F67_LEFT_WHEEL_NS	1	SOURCE|ACTIVATE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des YTOK-Postens
f67r2	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	F67_LEFT_WHEEL_NS	1	CONDITION|CONTINUE|NEXT	FOLLOWING_RELATION	Am Folgeposten dieselbe Reihe fortsetzen oder eine neue Bedingung ansetzen.	LINK_SELECT	Folgeposten; gleiche Reihe; neuer Bedingungsansatz
f67r2	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	F67_LEFT_WHEEL_NS	1	SOURCE|ACTIVATE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des OKOD-Postens
f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	F67_RIGHT_WHEEL_NS	2	LOCAL|PATH	ACTION_OR_PATH	Den Posten setzen, halten, übertragen oder entlang seiner Bahn führen.	OPERATION+MEDIUM_FLOW	Lokalschluessel s fuer A1_RIGHT_PHASE_STATION_01; Lauf oder Bahn
f67r2	f67r2.65	A1_RIGHT_PHASE_STATION_02	F67_RIGHT_WHEEL_NS	1	SOURCE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des SOE-Postens
f67r2	f67r2.66	A1_RIGHT_PHASE_STATION_03	F67_RIGHT_WHEEL_NS	1	GRADE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	lange oder volle Diagrammstufe; lokaler Namensrest cph/y.
f67r2	f67r2.67	A1_RIGHT_PHASE_STATION_04	F67_RIGHT_WHEEL_NS	1	SOURCE|ACTIVATE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des OKOD-Postens
f67r2	f67r2.68	A1_RIGHT_PHASE_STATION_05	F67_RIGHT_WHEEL_NS	1	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Lokalschluessel oepchod fuer A1_RIGHT_PHASE_STATION_05
f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	F67_RIGHT_WHEEL_NS	2	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Lokalschluessel s fuer A1_RIGHT_PHASE_STATION_06; aktueller Hauptwert.
f67r2	f67r2.70	A1_RIGHT_PHASE_STATION_07	F67_RIGHT_WHEEL_NS	1	SOURCE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des OS-Postens
f67r2	f67r2.71	A1_RIGHT_PHASE_STATION_08	F67_RIGHT_WHEEL_NS	1	CONDITION	CONDITION_ENTRY	Den Bedingungsansatz des sichtbaren Platzes setzen oder lesen.	LINK_SELECT+STATE_GRADE	alternativer Ansatz
f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	12	TARGET|VALUE|WHOLE|PATH|CONTINUE|LOCAL	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	davon; voriger Ziel-Sollwert; Sollwert dieses vorigen Postens; Ganzzeichen qkoy: neue Grundklasse.; Sollwert dieses vorigen Postens; Lauf des lokalen QOF-Postens; diesen Posten in den Lauf führen; gebundener Sollwert dieses Postens; im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.; Lokalschluessel ytalchos fuer A1_LEFT_OUTER_RING_TEXT; im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.; KURZSTUFE_SETZEN
f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	11	RELEASED|GRADE|HOLD|LOCAL|ACTIVATE|VALUE|CONTINUE|SOURCE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	abgelesener oder freigegebener Wert; lokaler Namensrest s.; dies; Lokalschluessel shees fuer A1_RIGHT_OUTER_RING_TEXT; lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.; Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.; Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.; Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.; Rücknahmewert; den Posten einsetzen und im selben Lauf weiter; Quelladresse des ROOT-Postens; von der Quelladresse im selben Lauf weiter
