decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G669-D011	orshy	MEASURE	PRODUCTIVE_COMPOUND	eine Portion leicht einweichen und abschließen	OR_PORTION+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchtete Portion	2	2	2	1	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V46_REPLACEABLE
G669-D012	chordy	PLANT_PART	PRODUCTIVE_COMPOUND	Pflanzenteil fertigstellen	CHOR_PLANT_PART+DY_FINISHED	fertig bereiteter Blüten- oder Fruchtteil	2	2	1	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V46_REPLACEABLE
G669-D013	daiinol	MEASURE	PRODUCTIVE_COMPOUND	drei Dosen Drogenstoff abmessen	D_MEASURE+AIIN_III+OL_MATERIAL	Drogenstoff auf Dosisstufe III	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D014	tcheodal	MEASURE	PRODUCTIVE_COMPOUND	abkühlen, bis zur Mittelstufe trocknen, ansetzen und Rohdroge I abmessen	T_COLD+CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AL_RAW_I	abgemessener kalt getrockneter Rohstoff-I-Ansatz	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D015	yteain	COLD	PRODUCTIVE_COMPOUND	kühle hiervon zwei Teile bis zur Mittelstufe	Y_REFERENCE+T_COLD+E_MIDDLE+AIN_II	Kühlstufe II dieser Droge	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D016	cthal	HERB	PRODUCTIVE_COMPOUND	Kraut- oder Blattdroge aus Rohdroge I	CTH_HERB+AL_RAW_I	Rohstoff-I-Krautdroge	7	7	5	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D017	loeees	WOOD	PRODUCTIVE_COMPOUND	Charge Holzdrogenansatz der letzten Stufe	L_WOOD+O_PREP+EEE_LONG_OR_FINAL+S_TERM_SPECIES	vollständig bereitete Holzdrogencharge	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V46_REPLACEABLE
G669-D018	chodys	DRY	PRODUCTIVE_COMPOUND	eine Charge Trockenansatz fertigstellen	CH_DRY+O_PREP+DY_FINISHED+S_TERM_SPECIES	fertige Trockenansatz-Species	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D019	ytair	FRACTION	PRODUCTIVE_COMPOUND	kühle hiervon die zweite Fraktion	Y_REFERENCE+T_COLD+AIR_FRACTION_II	zweite kalte Fraktion dieser Droge	4	4	4	3	3	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D020	dsho	MEASURE	PRODUCTIVE_COMPOUND	eine Dosis Feuchtansatz abmessen	D_MEASURE+SH_MOIST+O_PREP	Feuchtansatz, eine Dosis	6	6	6	6	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D021	shear	FRACTION	PRODUCTIVE_COMPOUND	erste Fraktion bis zur Mittelstufe einweichen	SH_MOIST+E_MIDDLE+AR_FRACTION_I	mäßig eingeweichte Fraktion I	22	22	18	17	17	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D022	eeckhy	COMPOSITE	LEARNED_WHOLE	Arzneikompositum trocken in Grundform	LEARNED_EECKHY_WHOLE	Arzneikompositum vollständig bereiten und abschließen	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D023	kchokchy	ACTION	PRODUCTIVE_COMPOUND	erhitzen, trocknen, ansetzen, erneut erhitzen und trocknen, dann abschließen	K_HOT+CH_DRY+O_PREP+K_HOT+CH_DRY+Y_START_OR_CLOSE	heiß nachgetrockneter Doppelansatz	1	1	1	1	1	KCHOKCHY_ACTION	LOW_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D024	dalar	MEASURE	PRODUCTIVE_COMPOUND	erste Fraktion Rohdroge I abmessen	D_MEASURE+AL_RAW_I+AR_FRACTION_I	abgemessene Rohstoff-I-Fraktion	5	5	3	2	3	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D025	alchdy	ACTION	PRODUCTIVE_COMPOUND	Rohdroge I trocknen und fertigstellen	AL_RAW_I+CH_DRY+DY_FINISHED	fertig getrockneter Rohstoff I	2	2	2	1	1	ALCHDY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V46_REPLACEABLE
G669-D026	sh	ACTION	CONTEXT_SCOPED_SHORT_FORM	einweichen	SH_MOIST	angefeuchtete Droge	14	14	13	9	9	LABEL_SIGLUM|SH_ACTION|SH_READER_MERGE_BOTH_NOVEL|SH_READER_MERGE_RIGHT_KNOWN|SH_READER_MERGE_RIGHT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D027	psheedy	POWDER	PRODUCTIVE_COMPOUND	Pulver vollständig einweichen und fertigstellen	P_POWDER+SH_MOIST+EE_END+DY_FINISHED	fertiges vollständig angefeuchtetes Pulverpräparat	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D028	tchar	FRACTION	PRODUCTIVE_COMPOUND	erste Drogenfraktion abkühlen und trocknen	T_COLD+CH_DRY+AR_FRACTION_I	erste kalt getrocknete Fraktion	4	4	4	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D029	shedaiin	MEASURE	PRODUCTIVE_COMPOUND	drei Dosen bis zur Mittelstufe eingeweichter Droge	SH_MOIST+E_MIDDLE+D_MEASURE+AIIN_III	eingeweichte Droge auf Dosisstufe III	10	10	8	5	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D030	olkair	FRACTION	PRODUCTIVE_COMPOUND	zweite erhitzte Holzdrogenfraktion im Ansatz	O_PREP+L_WOOD+K_HOT+AIR_FRACTION_II	heißes Drogenmaterial der Fraktion II	4	4	4	2	2	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D031	sary	SEED	PRODUCTIVE_COMPOUND	erste Saatgutfraktion abschließen	S_SEED+AR_FRACTION_I+Y_START_OR_CLOSE	Saatgut der ersten Fraktion in Grundform	7	7	6	5	5	EXACT_WHOLE|LABEL_SIGLUM	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D032	dals	MEASURE	PRODUCTIVE_COMPOUND	eine Charge Rohdroge I abmessen	D_MEASURE+AL_RAW_I+S_TERM_SPECIES	abgemessene Rohstoff-I-Species	8	8	7	3	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D033	ckhody	COMPOSITE	PRODUCTIVE_COMPOUND	Arzneikompositum ansetzen und fertigstellen	CKH_COMPOSITE+O_PREP+DY_FINISHED	fertiger Arzneikompositum-Ansatz	4	4	4	3	3	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D034	lkeol	WOOD	PRODUCTIVE_COMPOUND	Holzdrogenstoff bis zur Mittelstufe erhitzen	L_WOOD+K_HOT+E_MIDDLE+OL_MATERIAL	mäßig erhitzter Holzdrogenauszug	5	5	5	4	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
G669-D035	shokol	ACTION	PRODUCTIVE_COMPOUND	eingeweichten Drogenstoff im Ansatz erhitzen	SH_MOIST+O_PREP+K_HOT+OL_MATERIAL	Feuchtansatz als erhitzter Drogenstoff	2	2	2	1	1	SHOKOL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V46_REPLACEABLE
G669-D036	ytchas	ACTION	PRODUCTIVE_COMPOUND	kühle und trockne hiervon einen Teil der Charge	Y_REFERENCE+T_COLD+CH_DRY+A_PART_OR_LINK+S_TERM_SPECIES	kalte Trockencharge dieser Droge	1	1	1	1	1	YTCHAS_ACTION	LOW_EXPLORATORY	ACCEPT_V46_REPLACEABLE
G669-D037	oeees	PREPARATION	PRODUCTIVE_COMPOUND	Ansatzcharge der letzten Stufe	O_PREP+EEE_LONG_OR_FINAL+S_TERM_SPECIES	lange bereitete Arzneispecies	6	6	6	6	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V46_REPLACEABLE
