page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v45_token_glosses_de	v46_token_glosses_de	v46_working_translation_de	v45_unknown_tokens	v46_unknown_tokens	v46_complete
f104v	f104v.37	S	1	7	odl	EXACT_WHOLE	posairy ytedar chedy shoefcheey kechy sar odl air shey qopcheey sol ain arodam	[posairy:?] | [ytedar:?] | trocken in der Mitte des Grades, abgeschlossen | [shoefcheey:?] | mäßig erhitzen, trocknen und abschließen | Samenfraktion I | [odl:?] | zweite Drogenfraktion | feucht in der Mitte des Grades | nimm vollständig getrocknetes Pulverpräparat | Samenmaterial/Saatgut | Menge-/Klassenwert II | [arodam:?]	[posairy:?] | [ytedar:?] | trocken in der Mitte des Grades, abgeschlossen | [shoefcheey:?] | mäßig erhitzen, trocknen und abschließen | Samenfraktion I | Holzdroge im Ansatz abmessen | zweite Drogenfraktion | feucht in der Mitte des Grades | nimm vollständig getrocknetes Pulverpräparat | Samenmaterial/Saatgut | Menge-/Klassenwert II | [arodam:?]	[posairy:?]; [ytedar:?]; bis zur mittleren Trockenstufe gebracht; [shoefcheey:?]; mäßig erhitzen, trocknen und abschließen; Samenfraktion I; Holzdroge im Ansatz abmessen; zweite Drogenfraktion; bis zur mittleren Einweichstufe; nimm vollständig getrocknetes Pulverpräparat; Samenmaterial/Saatgut; zwei Teile; [arodam:?]	5	4	0
f105r	f105r.32	S	1	2	lkeol	EXACT_WHOLE	ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam	[ycheochy:?] | [lkeol:?] | Qualitätsgrad III | [qkair:?] | [olkchey:?] | abgemessene Fraktion I | nimm fertig getrocknetes Pulver | abgemessene Fraktion II | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | [ajam:?]	[ycheochy:?] | Holzdrogenstoff bis zur Mittelstufe erhitzen | Qualitätsgrad III | [qkair:?] | [olkchey:?] | abgemessene Fraktion I | nimm fertig getrocknetes Pulver | abgemessene Fraktion II | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | [ajam:?]	[ycheochy:?]; Holzdrogenstoff bis zur Mittelstufe erhitzen; Stufe III; [qkair:?]; [olkchey:?]; abgemessene Fraktion I; nimm fertig getrocknetes Pulver; abgemessene Fraktion II; kalte Drogenfraktion I im Ansatz; Drogenfraktion I; [ajam:?]	5	4	0
f105v	f105v.13	S	1	8	lkchdal	EXACT_WHOLE	saiin opchedy qokchdy otar al kair okees lkchdal	Samen/Saatgut, Typ/Charge III | vollständig getrocknetes Pulverpräparat | heiß und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I | heiße Drogenfraktion II | Charge vollständig erhitzten Ansatzes | [lkchdal:?]	Samen/Saatgut, Typ/Charge III | vollständig getrocknetes Pulverpräparat | heiß und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I | heiße Drogenfraktion II | Charge vollständig erhitzten Ansatzes | Holzdroge vollständig erhitzen und Rohdroge I abmessen	Samen/Saatgut, Typ/Charge III; vollständig getrocknetes Pulverpräparat; heiß und angetrocknet; kalte Drogenfraktion I im Ansatz; Rohstoff I; heiße Drogenfraktion II; Charge vollständig erhitzten Ansatzes; Holzdroge vollständig erhitzen und Rohdroge I abmessen	1	0	1
f106r	f106r.25	S	1	8	shear	EXACT_WHOLE	soraiin cheeo lo lchey qokaiin shedy okain shear qokain chees ykarain	Samenportion III | [cheeo:?] | Holzabsud | Drogenholz, trocken gebunden, Form I | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | heiß im Zubereitungsrahmen, Grad II | [shear:?] | heiß, Grad II | vollständig getrocknete Kräutermischung | [ykarain:?]	Samenportion III | [cheeo:?] | Holzabsud | Drogenholz, trocken gebunden, Form I | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | heiß im Zubereitungsrahmen, Grad II | erste Fraktion bis zur Mittelstufe einweichen | heiß, Grad II | vollständig getrocknete Kräutermischung | [ykarain:?]	Samenportion III; [cheeo:?]; Holzabsud; Drogenholz, trocken gebunden, Form I; heiß, Grad III; bis zur mittleren Einweichstufe gebracht; heiß im Zubereitungsrahmen, Grad II; erste Fraktion bis zur Mittelstufe einweichen; heiß, Grad II; vollständig getrocknete Kräutermischung; [ykarain:?]	3	2	0
f106r	f106r.34	S	1	4	ro	EXACT_WHOLE	tcheorsho lkshey lpcheo ro lpchey oporaiin chpchy qopcheody qotarain	[tcheorsho:?] | [lkshey:?] | [lpcheo:?] | [ro:?] | [lpchey:?] | [oporaiin:?] | [chpchy:?] | [qopcheody:?] | [qotarain:?]	[tcheorsho:?] | [lkshey:?] | [lpcheo:?] | Wurzelansatz | [lpchey:?] | [oporaiin:?] | [chpchy:?] | [qopcheody:?] | [qotarain:?]	[tcheorsho:?]; [lkshey:?]; [lpcheo:?]; Wurzelansatz; [lpchey:?]; [oporaiin:?]; [chpchy:?]; [qopcheody:?]; [qotarain:?]	9	8	0
f106r	f106r.38	S	1	3	sh	SH_ACTION	pshodaiin opchy sh o teeody shotchey yteey sholfaiin opchdy lchdy dol	[pshodaiin:?] | Trockenpulverpräparat in Grundstufe | [sh:?] | sh im Ansatz mit teeody | [teeody:?] | [shotchey:?] | kühle hiervon bis zur Endstufe ab | [sholfaiin:?] | fertiges Trockenpulverpräparat | Drogenholz, getrocknete Kurz-/Kompaktform | Materialmaß	[pshodaiin:?] | Trockenpulverpräparat in Grundstufe | einweichen | sh im Ansatz mit teeody | [teeody:?] | [shotchey:?] | kühle hiervon bis zur Endstufe ab | [sholfaiin:?] | fertiges Trockenpulverpräparat | Drogenholz, getrocknete Kurz-/Kompaktform | Materialmaß	[pshodaiin:?]; Trockenpulverpräparat in Grundstufe; sh im Ansatz mit teeody; [shotchey:?]; kühle hiervon bis zur Endstufe ab; [sholfaiin:?]; fertiges Trockenpulverpräparat; Drogenholz, getrocknete Kurz-/Kompaktform; Materialmaß	5	4	0
f106v	f106v.24	S	1	8	odl	EXACT_WHOLE	soraiin solshedy qokchdy qokol chdaiin chdal air odl charain okay	Samenportion III | [solshedy:?] | heiß und trocken am Anfang des Grades, abgeschlossen | erhitzen | [chdaiin:?] | trockene abgemessene Rohstoffmenge I am Gradanfang | zweite Drogenfraktion | [odl:?] | [charain:?] | [okay:?]	Samenportion III | [solshedy:?] | heiß und trocken am Anfang des Grades, abgeschlossen | erhitzen | [chdaiin:?] | trockene abgemessene Rohstoffmenge I am Gradanfang | zweite Drogenfraktion | Holzdroge im Ansatz abmessen | [charain:?] | [okay:?]	Samenportion III; [solshedy:?]; heiß und angetrocknet; erhitze Folgendes: [chdaiin:?]; trockene abgemessene Rohstoffmenge I am Gradanfang; zweite Drogenfraktion; Holzdroge im Ansatz abmessen; [charain:?]; [okay:?]	5	4	0
f106v	f106v.45	S	1	5	tchar	EXACT_WHOLE	ysair okeey cheodain chey tchar oqotaiin oty rasal oteey sar aildy	[ysair:?] | heißer Ansatz am Ende des Grades | Trockenansatz, Dosis II | trocken in der Mitte des Grades | [tchar:?] | [oqotaiin:?] | kalter Ansatz am Anfang des Grades | [rasal:?] | kalter Ansatz am Ende des Grades | Samenfraktion I | [aildy:?]	[ysair:?] | heißer Ansatz am Ende des Grades | Trockenansatz, Dosis II | trocken in der Mitte des Grades | erste Drogenfraktion abkühlen und trocknen | [oqotaiin:?] | kalter Ansatz am Anfang des Grades | [rasal:?] | kalter Ansatz am Ende des Grades | Samenfraktion I | [aildy:?]	[ysair:?]; Ansatz auf Heizendstufe; Trockenansatz, Dosis II; bis zur mittleren Trockenstufe; erste Drogenfraktion abkühlen und trocknen; [oqotaiin:?]; kalter Ansatz am Anfang des Grades; [rasal:?]; Ansatz auf Kühlendstufe; Samenfraktion I; [aildy:?]	5	4	0
f106v	f106v.9	S	1	9	shear	EXACT_WHOLE	tshodaiin sholkair orainkar aiin shtchy qopchdy qopchy lolkair shear am	[tshodaiin:?] | [sholkair:?] | [orainkar:?] | Menge III | [shtchy:?] | nimm fertig getrocknetes Pulver | [qopchy:?] | [lolkair:?] | [shear:?] | Maßeinheit I	[tshodaiin:?] | [sholkair:?] | [orainkar:?] | Menge III | [shtchy:?] | nimm fertig getrocknetes Pulver | [qopchy:?] | [lolkair:?] | erste Fraktion bis zur Mittelstufe einweichen | Maßeinheit I	[tshodaiin:?]; [sholkair:?]; [orainkar:?]; drei Teile; [shtchy:?]; nimm fertig getrocknetes Pulver; [qopchy:?]; [lolkair:?]; erste Fraktion bis zur Mittelstufe einweichen; Maßeinheit I	7	6	0
f108r	f108r.35	S	1	3	lkeol	EXACT_WHOLE	pychory opchey lkeol chdar shedy qofchdy opalal cheedy qokalchdy opchdy	[pychory:?] | Trockenpulver-Ansatz, Form I | [lkeol:?] | abgemessene Trockenfraktion I, Anfangsstufe | feucht in der Mitte des Grades, abgeschlossen | [qofchdy:?] | [opalal:?] | trocken am Ende des Grades, abgeschlossen | [qokalchdy:?] | fertiges Trockenpulverpräparat	[pychory:?] | Trockenpulver-Ansatz, Form I | Holzdrogenstoff bis zur Mittelstufe erhitzen | abgemessene Trockenfraktion I, Anfangsstufe | feucht in der Mitte des Grades, abgeschlossen | [qofchdy:?] | [opalal:?] | trocken am Ende des Grades, abgeschlossen | [qokalchdy:?] | fertiges Trockenpulverpräparat	[pychory:?]; Trockenpulver-Ansatz, Form I; Holzdrogenstoff bis zur Mittelstufe erhitzen; abgemessene Trockenfraktion I, Anfangsstufe; bis zur mittleren Einweichstufe gebracht; [qofchdy:?]; [opalal:?]; vollständig getrocknet; [qokalchdy:?]; fertiges Trockenpulverpräparat	5	4	0
f108v	f108v.24	S	1	10	tchar	EXACT_WHOLE	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	Grad-/Maßwert III | [chekeek:?] | trockenes Arzneikompositum am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Wurzel | Menge-/Klassenwert II | [odar:?] | feucht am Ende des Grades | Grad-/Maßwert III | [tchar:?] | [okeedaiin:?] | [oram:?]	Grad-/Maßwert III | [chekeek:?] | trockenes Arzneikompositum am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Wurzel | Menge-/Klassenwert II | [odar:?] | feucht am Ende des Grades | Grad-/Maßwert III | erste Drogenfraktion abkühlen und trocknen | [okeedaiin:?] | [oram:?]	drei Maße; [chekeek:?]; trockenes Arzneikompositum am Gradanfang; Grundansatz; Wurzel; zwei Teile; [odar:?]; vollständig eingeweicht; drei Maße; erste Drogenfraktion abkühlen und trocknen; [okeedaiin:?]; [oram:?]	5	4	0
f108v	f108v.41	S	1	6	shear	EXACT_WHOLE	dshedy tedy checkhey sheeky lsheedain shear olkedy chy kar tar otaiin	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | kalt in der Mitte des Grades, abgeschlossen | trockenes Arzneikompositum in der Gradmitte | vollständig einweichen, erhitzen und abschließen | [lsheedain:?] | [shear:?] | erhitzte Drogenbasis, fertig | trocken am Anfang des Grades | heiße Drogenfraktion I | kalte Drogenfraktion I | kalt im Zubereitungsrahmen, Grad III	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | kalt in der Mitte des Grades, abgeschlossen | trockenes Arzneikompositum in der Gradmitte | vollständig einweichen, erhitzen und abschließen | [lsheedain:?] | erste Fraktion bis zur Mittelstufe einweichen | erhitzte Drogenbasis, fertig | trocken am Anfang des Grades | heiße Drogenfraktion I | kalte Drogenfraktion I | kalt im Zubereitungsrahmen, Grad III	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur mittleren Kühlstufe gebracht; trockenes Arzneikompositum in der Gradmitte; vollständig einweichen, erhitzen und abschließen; [lsheedain:?]; erste Fraktion bis zur Mittelstufe einweichen; erhitzter Holzdrogenansatz, fertig; angetrocknet; heiße Drogenfraktion I; kalte Drogenfraktion I; kalt im Zubereitungsrahmen, Grad III	2	1	0
f108v	f108v.47	S	1	6	okeedal	EXACT_WHOLE	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	trockne hiervon bis zur Endstufe | stark erhitzt, Endstufe III | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [okeedal:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | Drogenholz, heiß am Gradende | getrocknetes Drogenholz | getrocknetes Drogenholz	trockne hiervon bis zur Endstufe | stark erhitzt, Endstufe III | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Ansatz vollständig erhitzen und Rohdroge I abmessen | Grundansatz bis zur mittleren Heizstufe erwärmt | Drogenholz, heiß am Gradende | getrocknetes Drogenholz | getrocknetes Drogenholz	trockne hiervon bis zur Endstufe; erhitze bis Endstufe III; zwei Dosen bis zur Mittelstufe eingeweichter Droge; bis zur Heizendstufe gebracht; bis zur Heizendstufe; Ansatz vollständig erhitzen und Rohdroge I abmessen; Grundansatz bis zur mittleren Heizstufe erwärmt; Drogenholz, heiß am Gradende; getrocknetes Drogenholz; getrocknetes Drogenholz	1	0	1
f10v	f10v.3	H	1	1	dsho	EXACT_WHOLE	dsho ytey kchol ol ty chol dy	[dsho:?] | [ytey:?] | erhitztes Trockengut | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitäts-/Wertfeld geschlossen	eine Dosis Feuchtansatz abmessen | [ytey:?] | erhitztes Trockengut | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitäts-/Wertfeld geschlossen	eine Dosis Feuchtansatz abmessen; [ytey:?]; erhitztes Trockengut; Grundansatz; leicht gekühlt; Trockengut.	2	1	0
f111r	f111r.1	S	1	7	shear	EXACT_WHOLE	kcholchdar shar aiip chepchedy chetalshy sheek shear shey ror am shey	[kcholchdar:?] | angefeuchtete Drogenfraktion I | [aiip:?] | [chepchedy:?] | [chetalshy:?] | [sheek:?] | [shear:?] | feucht in der Mitte des Grades | Wurzelportion | Maßeinheit I | feucht in der Mitte des Grades	[kcholchdar:?] | angefeuchtete Drogenfraktion I | [aiip:?] | [chepchedy:?] | [chetalshy:?] | [sheek:?] | erste Fraktion bis zur Mittelstufe einweichen | feucht in der Mitte des Grades | Wurzelportion | Maßeinheit I | feucht in der Mitte des Grades	[kcholchdar:?]; angefeuchtete Drogenfraktion I; [aiip:?]; [chepchedy:?]; [chetalshy:?]; [sheek:?]; erste Fraktion bis zur Mittelstufe einweichen; bis zur mittleren Einweichstufe; Wurzelportion; Maßeinheit I; bis zur mittleren Einweichstufe	6	5	0
f111r	f111r.14	S	1	6	shear	EXACT_WHOLE	dchedar oteey lchey ykeeeos aiin shear oteedy tedam oteey pchedey chedy lchedy	[dchedar:?] | kalter Ansatz am Ende des Grades | Drogenholz, trocken gebunden, Form I | [ykeeeos:?] | Menge III | [shear:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [tedam:?] | kalter Ansatz am Ende des Grades | [pchedey:?] | trocken in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz	[dchedar:?] | kalter Ansatz am Ende des Grades | Drogenholz, trocken gebunden, Form I | [ykeeeos:?] | Menge III | erste Fraktion bis zur Mittelstufe einweichen | kalter Ansatz am Ende des Grades, abgeschlossen | [tedam:?] | kalter Ansatz am Ende des Grades | [pchedey:?] | trocken in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz	[dchedar:?]; Ansatz auf Kühlendstufe; Drogenholz, trocken gebunden, Form I; [ykeeeos:?]; drei Teile; erste Fraktion bis zur Mittelstufe einweichen; Ansatz auf Kühlendstufe abgeschlossen; [tedam:?]; Ansatz auf Kühlendstufe; [pchedey:?]; bis zur mittleren Trockenstufe gebracht; getrocknetes Drogenholz	5	4	0
