pair_id	edition	page	pair_kind	raw_group	left_id	right_id	left_locus	right_locus	left_kind	right_kind	separator	block_id	intervening_labels_json	preceding_json	following_json
ZL3b|f76r.5|G003>>ZL3b|f76r.5|G004	ZL3b	f76r	WITHIN_RECORD	or	ZL3b|f76r.5|G003	ZL3b|f76r.5|G004	f76r.5	f76r.5	P	P	UNCERTAIN_SMALL_SPACE		[]	"[""qokedy"", ""qokeey""]"	"[""or"", ""chkorol"", ""otey""]"
ZL3b|f76r.5|G004>>ZL3b|f76r.5|G005	ZL3b	f76r	WITHIN_RECORD	or	ZL3b|f76r.5|G004	ZL3b|f76r.5|G005	f76r.5	f76r.5	P	P	DEFINITE_SPACE		[]	"[""qokedy"", ""qokeey"", ""or""]"	"[""chkorol"", ""otey"", ""qokedy""]"
ZL3b|f76r.6|G010>>ZL3b|f76r.6|G011	ZL3b	f76r	WITHIN_RECORD	al	ZL3b|f76r.6|G010	ZL3b|f76r.6|G011	f76r.6	f76r.6	P	P	DEFINITE_SPACE		[]	"[""qokedy"", ""sheey"", ""okees""]"	"[""chedain"", ""dar""]"
IT2a|f76r.6|G010>>IT2a|f76r.6|G011	IT2a	f76r	WITHIN_RECORD	al	IT2a|f76r.6|G010	IT2a|f76r.6|G011	f76r.6	f76r.6	P	P	DEFINITE_SPACE		[]	"[""qokedy"", ""sheey"", ""okees""]"	"[""chedain"", ""dar""]"
RF1b|f76r.6|G010>>RF1b|f76r.6|G011	RF1b	f76r	WITHIN_RECORD	al	RF1b|f76r.6|G010	RF1b|f76r.6|G011	f76r.6	f76r.6	P	P	DEFINITE_SPACE		[]	"[""qokedy"", ""sheey"", ""okees""]"	"[""chedain"", ""dar""]"
ZL3b|f76r.19|G003>>ZL3b|f76r.19|G004	ZL3b	f76r	WITHIN_RECORD	qokeey	ZL3b|f76r.19|G003	ZL3b|f76r.19|G004	f76r.19	f76r.19	P	P	DEFINITE_SPACE		[]	"[""dcheedy"", ""qolchey""]"	"[""chedy"", ""qokar"", ""shedy""]"
ZL3b|f76r.19|G007>>ZL3b|f76r.19|G008	ZL3b	f76r	WITHIN_RECORD	shedy	ZL3b|f76r.19|G007	ZL3b|f76r.19|G008	f76r.19	f76r.19	P	P	DEFINITE_SPACE		[]	"[""qokeey"", ""chedy"", ""qokar""]"	"[""lshedy"", ""qolchedy"", ""otedyl""]"
IT2a|f76r.19|G003>>IT2a|f76r.19|G004	IT2a	f76r	WITHIN_RECORD	qokeey	IT2a|f76r.19|G003	IT2a|f76r.19|G004	f76r.19	f76r.19	P	P	DEFINITE_SPACE		[]	"[""dcheedy"", ""qolchey""]"	"[""chedy"", ""qokar"", ""shedy""]"
IT2a|f76r.19|G007>>IT2a|f76r.19|G008	IT2a	f76r	WITHIN_RECORD	shedy	IT2a|f76r.19|G007	IT2a|f76r.19|G008	f76r.19	f76r.19	P	P	DEFINITE_SPACE		[]	"[""qokeey"", ""chedy"", ""qokar""]"	"[""lshedy"", ""qolchedy"", ""otedyl""]"
ZL3b|f76r.23|G003>>ZL3b|f76r.23|G004	ZL3b	f76r	WITHIN_RECORD	chedy	ZL3b|f76r.23|G003	ZL3b|f76r.23|G004	f76r.23	f76r.23	P	P	DEFINITE_SPACE		[]	"[""sheedy"", ""qokedy""]"	"[""qokain"", ""chckhy"", ""olchy""]"
IT2a|f76r.23|G003>>IT2a|f76r.23|G004	IT2a	f76r	WITHIN_RECORD	chedy	IT2a|f76r.23|G003	IT2a|f76r.23|G004	f76r.23	f76r.23	P	P	DEFINITE_SPACE		[]	"[""sheedy"", ""qokedy""]"	"[""qokain"", ""chckhy"", ""olchy""]"
ZL3b|f76r.29|G002>>ZL3b|f76r.29|G003	ZL3b	f76r	WITHIN_RECORD	shedy	ZL3b|f76r.29|G002	ZL3b|f76r.29|G003	f76r.29	f76r.29	P	P	DEFINITE_SPACE		[]	"[""qokar""]"	"[""qokar"", ""shedy"", ""qokain""]"
IT2a|f76r.29|G002>>IT2a|f76r.29|G003	IT2a	f76r	WITHIN_RECORD	shedy	IT2a|f76r.29|G002	IT2a|f76r.29|G003	f76r.29	f76r.29	P	P	DEFINITE_SPACE		[]	"[""qokar""]"	"[""qokar"", ""shedy"", ""qokain""]"
ZL3b|f76r.34|G004>>ZL3b|f76r.34|G005	ZL3b	f76r	WITHIN_RECORD	shedy	ZL3b|f76r.34|G004	ZL3b|f76r.34|G005	f76r.34	f76r.34	P	P	DEFINITE_SPACE		[]	"[""cheor"", ""shey"", ""qoolkal""]"	"[""shey"", ""shedy"", ""ollchy""]"
IT2a|f76r.34|G004>>IT2a|f76r.34|G005	IT2a	f76r	WITHIN_RECORD	shedy	IT2a|f76r.34|G004	IT2a|f76r.34|G005	f76r.34	f76r.34	P	P	DEFINITE_SPACE		[]	"[""cheor"", ""shey"", ""qoolkal""]"	"[""shey"", ""shedy"", ""ollchy""]"
RF1b|f76r.34|G004>>RF1b|f76r.34|G005	RF1b	f76r	WITHIN_RECORD	shedy	RF1b|f76r.34|G004	RF1b|f76r.34|G005	f76r.34	f76r.34	P	P	DEFINITE_SPACE		[]	"[""chear"", ""{ch'}ey"", ""qo@221;lkal""]"	"[""shey"", ""shedy"", ""ollchy""]"
ZL3b|f77r.9|G005>>ZL3b|f77r.9|G006	ZL3b	f77r	WITHIN_RECORD	qopchedy	ZL3b|f77r.9|G005	ZL3b|f77r.9|G006	f77r.9	f77r.9	P	P	DEFINITE_SPACE		[]	"[""ol"", ""qokol"", ""chey""]"	"[""dylches"", ""olkedy"", ""loly""]"
IT2a|f77r.9|G006>>IT2a|f77r.9|G007	IT2a	f77r	WITHIN_RECORD	qopchedy	IT2a|f77r.9|G006	IT2a|f77r.9|G007	f77r.9	f77r.9	P	P	DEFINITE_SPACE		[]	"[""ol"", ""qokol"", ""chey""]"	"[""dylches"", ""olkedy"", ""loly""]"
RF1b|f77r.9|G004>>RF1b|f77r.9|G005	RF1b	f77r	WITHIN_RECORD	qopchedy	RF1b|f77r.9|G004	RF1b|f77r.9|G005	f77r.9	f77r.9	P	P	DEFINITE_SPACE		[]	"[""poldarairol"", ""qokol"", ""chey""]"	"[""dylches"", ""olkedy"", ""loly""]"
ZL3b|f77r.17|G001>>ZL3b|f77r.17|G002	ZL3b	f77r	WITHIN_RECORD	qoteedy	ZL3b|f77r.17|G001	ZL3b|f77r.17|G002	f77r.17	f77r.17	P	P	DEFINITE_SPACE		[]	[]	"[""qokedy"", ""sheed"", ""qeey""]"
IT2a|f77r.17|G001>>IT2a|f77r.17|G002	IT2a	f77r	WITHIN_RECORD	qoteedy	IT2a|f77r.17|G001	IT2a|f77r.17|G002	f77r.17	f77r.17	P	P	DEFINITE_SPACE		[]	[]	"[""qokedy"", ""sheed"", ""qeey""]"
RF1b|f77r.17|G001>>RF1b|f77r.17|G002	RF1b	f77r	WITHIN_RECORD	qoteedy	RF1b|f77r.17|G001	RF1b|f77r.17|G002	f77r.17	f77r.17	P	P	DEFINITE_SPACE		[]	[]	"[""qoke@152;y"", ""sheed"", ""qeey""]"
ZL3b|f77r.19|G004>>ZL3b|f77r.19|G005	ZL3b	f77r	WITHIN_RECORD	qokeedy	ZL3b|f77r.19|G004	ZL3b|f77r.19|G005	f77r.19	f77r.19	P	P	DEFINITE_SPACE		[]	"[""qokeedy"", ""lchey"", ""lsheey""]"	"[""qokar"", ""qokeey"", ""laiin""]"
IT2a|f77r.19|G004>>IT2a|f77r.19|G005	IT2a	f77r	WITHIN_RECORD	qokeedy	IT2a|f77r.19|G004	IT2a|f77r.19|G005	f77r.19	f77r.19	P	P	DEFINITE_SPACE		[]	"[""qokeedy"", ""lchey"", ""lsheey""]"	"[""qokar"", ""qokeey"", ""laiin""]"
RF1b|f77r.19|G004>>RF1b|f77r.19|G005	RF1b	f77r	WITHIN_RECORD	qokeedy	RF1b|f77r.19|G004	RF1b|f77r.19|G005	f77r.19	f77r.19	P	P	DEFINITE_SPACE		[]	"[""qokeedy"", ""lchey"", ""lsheey""]"	"[""qokar"", ""qokeey"", ""laiin""]"
ZL3b|f77r.29|G003>>ZL3b|f77r.29|G004	ZL3b	f77r	WITHIN_RECORD	qokeedy	ZL3b|f77r.29|G003	ZL3b|f77r.29|G004	f77r.29	f77r.29	P	P	DEFINITE_SPACE		[]	"[""saiin"", ""cheeol""]"	"[""qotal""]"
IT2a|f77r.29|G003>>IT2a|f77r.29|G004	IT2a	f77r	WITHIN_RECORD	qokeedy	IT2a|f77r.29|G003	IT2a|f77r.29|G004	f77r.29	f77r.29	P	P	DEFINITE_SPACE		[]	"[""saiin"", ""cheeol""]"	"[""qotal""]"
RF1b|f77r.29|G003>>RF1b|f77r.29|G004	RF1b	f77r	WITHIN_RECORD	qokeedy	RF1b|f77r.29|G003	RF1b|f77r.29|G004	f77r.29	f77r.29	P	P	DEFINITE_SPACE		[]	"[""saiin"", ""cheeol""]"	"[""qotal""]"
ZL3b|f77r.31|G004>>ZL3b|f77r.31|G005	ZL3b	f77r	WITHIN_RECORD	qotedy	ZL3b|f77r.31|G004	ZL3b|f77r.31|G005	f77r.31	f77r.31	P	P	DEFINITE_SPACE		[]	"[""qokain"", ""chckhy"", ""qokeey""]"	"[""qotary""]"
IT2a|f77r.31|G004>>IT2a|f77r.31|G005	IT2a	f77r	WITHIN_RECORD	qotedy	IT2a|f77r.31|G004	IT2a|f77r.31|G005	f77r.31	f77r.31	P	P	DEFINITE_SPACE		[]	"[""qokain"", ""chckhy"", ""qokeey""]"	"[""qotary""]"
ZL3b|f77r.34|G005>>ZL3b|f77r.34|G006	ZL3b	f77r	WITHIN_RECORD	qokaiin	ZL3b|f77r.34|G005	ZL3b|f77r.34|G006	f77r.34	f77r.34	P	P	DEFINITE_SPACE		[]	"[""shedy"", ""chedy"", ""qolchedy""]"	"[""checkhy"", ""raiin""]"
IT2a|f77r.34|G006>>IT2a|f77r.34|G007	IT2a	f77r	WITHIN_RECORD	qokaiin	IT2a|f77r.34|G006	IT2a|f77r.34|G007	f77r.34	f77r.34	P	P	DEFINITE_SPACE		[]	"[""chedy"", ""qol"", ""chedy""]"	"[""checkhy"", ""raiin""]"
RF1b|f77r.34|G005>>RF1b|f77r.34|G006	RF1b	f77r	WITHIN_RECORD	qokaiin	RF1b|f77r.34|G005	RF1b|f77r.34|G006	f77r.34	f77r.34	P	P	DEFINITE_SPACE		[]	"[""shedy"", ""chedy"", ""qolche@152;y""]"	"[""checkhy"", ""@206;aiin""]"
ZL3b|f81v.13|G003>>ZL3b|f81v.13|G004	ZL3b	f81v	WITHIN_RECORD	ytedy	ZL3b|f81v.13|G003	ZL3b|f81v.13|G004	f81v.13	f81v.13	P	P	DEFINITE_SPACE		[]	"[""ykeshey"", ""dch[s:]ed<!s above e>""]"	"[""dar"", ""ykeda{iph}y"", ""qoty""]"
IT2a|f81v.13|G003>>IT2a|f81v.13|G004	IT2a	f81v	WITHIN_RECORD	ytedy	IT2a|f81v.13|G003	IT2a|f81v.13|G004	f81v.13	f81v.13	P	P	DEFINITE_SPACE		[]	"[""ykecsey"", ""dched""]"	"[""dar"", ""ykeda"", ""iphy""]"
ZL3b|f81v.18|G007>>ZL3b|f81v.18|G008	ZL3b	f81v	WITHIN_RECORD	qokedy	ZL3b|f81v.18|G007	ZL3b|f81v.18|G008	f81v.18	f81v.18	P	P	DEFINITE_SPACE		[]	"[""cheky"", ""ol"", ""shedy""]"	"[""chckhy"", ""qoky""]"
IT2a|f81v.18|G007>>IT2a|f81v.18|G008	IT2a	f81v	WITHIN_RECORD	qokedy	IT2a|f81v.18|G007	IT2a|f81v.18|G008	f81v.18	f81v.18	P	P	DEFINITE_SPACE		[]	"[""cheky"", ""ol"", ""shedy""]"	"[""chckhy"", ""qoky""]"
ZL3b|f81v.21|G003>>ZL3b|f81v.21|G004	ZL3b	f81v	WITHIN_RECORD	lshedy	ZL3b|f81v.21|G003	ZL3b|f81v.21|G004	f81v.21	f81v.21	P	P	DEFINITE_SPACE		[]	"[""lsho"", ""qokey""]"	"[""chedy"", ""qolky"", ""lchedal""]"
IT2a|f81v.21|G003>>IT2a|f81v.21|G004	IT2a	f81v	WITHIN_RECORD	lshedy	IT2a|f81v.21|G003	IT2a|f81v.21|G004	f81v.21	f81v.21	P	P	DEFINITE_SPACE		[]	"[""lsho"", ""qokey""]"	"[""chedy"", ""qolky"", ""lchedal""]"
