page	locus	kind	paragraph_start	paragraph_end	ivtff_raw	readings_json	origins_json
f75r	f75r.4	P	0	0	dackhy.lkamo<->ykeey.lshey.kal.dy.shey.ok.shey.qokeedy	"{""zl3b_clean"": ""dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy"", ""it2a_clean"": ""dackhy lkamo ykeey lshey kal dy shey or shey qokeedy"", ""rf1b_clean"": ""dacthy lkago ykeey ley kal dy shey ok ey qokeed""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.5	P	0	0	shey,kar.chey<->ckhey.r.ain.ol.olsheedy.qokeey.qoky	"{""zl3b_clean"": ""shey kar chey ckhey r ain ol olsheedy qokeey qoky"", ""it2a_clean"": ""shey kar chey ckhey r ain ol ol sheedy qokeey qoky"", ""rf1b_clean"": ""sheykar chey ckhey r ain ol ol sheedy qokeey qoky""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv""]"
f75r	f75r.6	P	0	0	pcheykeeor.olky<->dar.okey.qokain.chcthy.qokeedy.qoky	"{""zl3b_clean"": ""pcheykeeor olky dar okey qokain chcthy qokeedy qoky"", ""it2a_clean"": ""pchey keeor olky dar okey qokain chcthy qokeedy qoky"", ""rf1b_clean"": ""pcheykeeor olky dar okey qokain chcthy qokeedy qoky""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.7	P	0	0	pchedy.qokshdy<->ytain.chedy.qokar.chy.lol.chedy.qoky	"{""zl3b_clean"": ""pchedy qokshdy ytain chedy qokar chy lol chedy qoky"", ""it2a_clean"": ""pchedy qokshdy ytain chedy qokar chy lol chedy qoky"", ""rf1b_clean"": ""pchedy qok y ytain che y qokar chy lol che y qoky""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.8	P	0	0	sor.chey.qokardy<->dsheckhy.qokain.chckhy.lshedy.okeedy	"{""zl3b_clean"": ""sor chey qokardy dsheckhy qokain chckhy lshedy okeedy"", ""it2a_clean"": ""sor chey qotardy dsheckhy qokain chckhy lshedy okeedy"", ""rf1b_clean"": ""sor chey qokardy sheckhy qokain chckhy lshe y okeedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.9	P	0	0	qokchdy.chcthy.lo<->qokedy.qokan.checkhy.qokar.olchedy.sal	"{""zl3b_clean"": ""qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal"", ""it2a_clean"": ""qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal"", ""rf1b_clean"": ""qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.10	P	0	0	dshor.qotar.chdy<->shey.qokain.chckhy.dy.otey.tedy.lchedy	"{""zl3b_clean"": ""dshor qotar chdy shey qokain chckhy dy otey tedy lchedy"", ""it2a_clean"": ""dshor qotar chdy shey qokain chckhy dy otey tedy lchedy"", ""rf1b_clean"": ""dshor qotar chdy shey qokain chckhy dy otey tedy lchedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.11	P	0	0	qokeedy.qokair.oly<->qokeedy.dy.qokal.okar.shedy.dor.chekam	"{""zl3b_clean"": ""qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam"", ""it2a_clean"": ""qokeedy qokain oly qokeedy dy qokal okar shedy dor chekam"", ""rf1b_clean"": ""qokeedy qokain oly qokeedy dy qokal okar shedy dar chekam""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.12	P	0	0	ssheckhy.qokal.oly<->shey.r.ol.cheey.shey.dy,olshedy.qoky	"{""zl3b_clean"": ""ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky"", ""it2a_clean"": ""ssheckhy qokal oly shey r ol cheey shey dy ol shedy qoky"", ""rf1b_clean"": ""ssheckhy qokal oly shey r ol cheey shey y ol shedy qoky""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.13	P	0	0	pchedy.keedy.qokedy<->qokedy.qokedy.qokedy.qokain.olshedy	"{""zl3b_clean"": ""pchedy keedy qokedy qokedy qokedy qokedy qokain olshedy"", ""it2a_clean"": ""pchedy keedy qokedy qokedy qokedy qokedy qokain olshedy"", ""rf1b_clean"": ""pchedy keedy qokedy qokedy qokedy qoke y qokain olshedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.14	P	0	0	sain.al,keishy.qokain,dy<->olshedy.qokain.chckhy.qokain.otar,aly	"{""zl3b_clean"": ""sain al keishy qokain dy olshedy qokain chckhy qokain otar aly"", ""it2a_clean"": ""sain ol keeshy qokain dy olshedy qokain chckhy qokain otar aly"", ""rf1b_clean"": ""sair alkeeshy qokain dy olshedy qokain chckhy qokain otar aly""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.15	P	0	0	sain.qokain.qolkeeoly<->saiin.chedy<->sol.or.shedy.okchdy.qoky	"{""zl3b_clean"": ""sain qokain qolkeeoly saiin chedy sol or shedy okchdy qoky"", ""it2a_clean"": ""sain qokain qol keeoly saiin chedy sol or shedy okchdy qoky"", ""rf1b_clean"": ""sain qokain qolkeeoly saiin chedy sol or shedy okchdy qoky""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.16	P	0	0	dshedy.qokar.sheedy.lch<->shokain.chy<->okshedy.qokain.chedy	"{""zl3b_clean"": ""dshedy qokar sheedy lch shokain chy okshedy qokain chedy"", ""it2a_clean"": ""dshedy qokar sheedy lch shokain chy otshedy qokain chedy"", ""rf1b_clean"": ""dshedy qokar sheedy lch shokain chy okedy qokain chedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv""]"
f75r	f75r.17	P	0	0	pchedar.shepchy.lshedary<->dal<->shal<->shy,kol.shedy.qokam	"{""zl3b_clean"": ""pchedar shepchy lshedary dal shal shy kol shedy qokam"", ""it2a_clean"": ""pchedar shepchy lshedary dal shal shy kol shedy qokam"", ""rf1b_clean"": ""pchedar shepchy lshe ary dal shal shy kol e y qokam""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.18	P	0	0	sol.sheedy.qol.shedy.qol<->otain.char.sar.oly	"{""zl3b_clean"": ""sol sheedy qol shedy qol otain char sar oly"", ""it2a_clean"": ""sol sheedy qol shedy qol otain char sar oly"", ""rf1b_clean"": ""sol sheedy qol shedy qol otain char s r oly""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv""]"
f75r	f75r.19	P	0	0	qokshedy.qol,shey.qoky<->shey.{ith}ey.qokain.ar	"{""zl3b_clean"": ""qokshedy qol shey qoky shey ey qokain ar"", ""it2a_clean"": ""qokshedy qol shey qoky shey ithey qokain ar"", ""rf1b_clean"": ""qoke y qoley qoky shey ey qokain ar""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.20	P	0	0	ry,shey.qor.chey.lchey,lo<->ydain.shey.qokain	"{""zl3b_clean"": ""ry shey qor chey lchey lo ydain shey qokain"", ""it2a_clean"": ""ry shey qor chey lchey lo ydain shey qokain"", ""rf1b_clean"": ""ry shey qor chey lchey lo ydain shey qokeiin""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.21	P	0	0	oqokain.chey.qckhsy.or<->ysheor.ol.lor.am	"{""zl3b_clean"": ""oqokain chey qckhsy or ysheor ol lor am"", ""it2a_clean"": ""oqekain chey qckhsy or ysheor ol lor am"", ""rf1b_clean"": ""oqokain chey qckhsy or ysheor ol lor am""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.22	P	0	0	odar,shey.qokain.chedy<->or,shey.kar.chedy,sar	"{""zl3b_clean"": ""odar shey qokain chedy or shey kar chedy sar"", ""it2a_clean"": ""odar shey qokain chedy or shey kar chedy sar"", ""rf1b_clean"": ""odar shey qokain chedy orshey kar che y rar""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.23	P	0	0	pchey,kshey.qokeey.qokal<->sshey.qol.chedyqokam	"{""zl3b_clean"": ""pchey kshey qokeey qokal sshey qol chedyqokam"", ""it2a_clean"": ""pchey kshey qokeey qokal sshey qol chedy qokam"", ""rf1b_clean"": ""pcheykshey qokeey qokal sshey qol chedy qokam""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.24	P	0	0	qokain.olkeey.qolkary<->sain.checthy.lor.ol	"{""zl3b_clean"": ""qokain olkeey qolkary sain checthy lor ol"", ""it2a_clean"": ""qokain olkeey qolkary sain checthy lor ol"", ""rf1b_clean"": ""qokain olkeey qolkary sain checthy lor ol""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.25	P	0	0	sain.shckhy.qokeedy.shy.dy<->qokeedy.lchedy.ram	"{""zl3b_clean"": ""sain shckhy qokeedy shy dy qokeedy lchedy ram"", ""it2a_clean"": ""saiin shckhy qokeedy shy dy qokeedy lchedy ram"", ""rf1b_clean"": ""sain shckhy qokeedy shy dy qokeedy lche y ram""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.26	P	0	1	dain.ol.sheol.dain.ol.qoly<->dar,ajy<$>	"{""zl3b_clean"": ""dain ol sheol dain ol qoly dar ajy"", ""it2a_clean"": ""dain ol sheol dain ol qoly dar ady"", ""rf1b_clean"": ""dain ol sheol dain ol qoly dar ajy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.28	P	0	0	tchedy.pchedy.qokeey.sol.oldair.shecthy.qol<->l.sheedy.qokeedy.lolchedy	"{""zl3b_clean"": ""tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy"", ""it2a_clean"": ""tchedy pchedy qokeey sol ol dair shecthy qol l sheedy qokeedy lol chedy"", ""rf1b_clean"": ""tchedy pchedy qokeey sol oldair shecthy qol l shee y qokeedy lolchedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv""]"
f75r	f75r.32	P	1	0	<%>polshy.dal.shedy.qokain.dar.chsdy.shedy.qotar.shedy.ldy	"{""zl3b_clean"": ""polshy dal shedy qokain dar chsdy shedy qotar shedy ldy"", ""it2a_clean"": ""polshy dal shedy qokain das chsdy shedy qokar shedy ldy"", ""rf1b_clean"": ""polshy dal shedy qokain dar chsdy shedy qokar she y ldy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.33	P	0	0	qokeey.l,shedy.qo,l.chedy.qokain.chcthedy.ltedy.darom	"{""zl3b_clean"": ""qokeey l shedy qo l chedy qokain chcthedy ltedy darom"", ""it2a_clean"": ""qokeey lshedy qol chedy qokain chcthedy ltedy darom"", ""rf1b_clean"": ""qokeey lshedy qol ched qokain chcthedy ltedy darom""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.34	P	0	0	s,olkedy.okal.dar.oty.okar.otar.ol,kain.oltedy	"{""zl3b_clean"": ""s olkedy okal dar oty okar otar ol kain oltedy"", ""it2a_clean"": ""solkedy okal dar oty otar otar ol kain olkedy"", ""rf1b_clean"": ""s olke y okal dar oty okar otar ol kain olkedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.35	P	0	0	qokain.sheety.qokain.dar.dar.shedy.qoka[in:r].oldy	"{""zl3b_clean"": ""qokain sheety qokain dar dar shedy qokain oldy"", ""it2a_clean"": ""qokain sheety qokain dar dar shedy qokar ol dy"", ""rf1b_clean"": ""qokain sheety qokain dar dar edy qokain oldy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.36	P	0	0	sol.keedy.qokeedy.qokey.okar.otar.dardardy	"{""zl3b_clean"": ""sol keedy qokeedy qokey okar otar dardardy"", ""it2a_clean"": ""sol keedy qokeedy qokey okar otar dar dar dy"", ""rf1b_clean"": ""sol keedy qokee y qokey okar otar dar dar dy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.37	P	0	0	qokedy.dy.sheety.qokedy.qokeedy.qokechdy.lol	"{""zl3b_clean"": ""qokedy dy sheety qokedy qokeedy qokechdy lol"", ""it2a_clean"": ""qokedy dy sheety qokedy qokchdy qokechdy lol"", ""rf1b_clean"": ""qoke y dy sheety qoke y qokee y qokechdy lol""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.38	P	0	0	qokeedy.qokeedy.qokedy.qokedy.qokeedy.ldy	"{""zl3b_clean"": ""qokeedy qokeedy qokedy qokedy qokeedy ldy"", ""it2a_clean"": ""qokeedy qokeedy qokedy qokedy qokeedy ldy"", ""rf1b_clean"": ""qokee y qokee y qokedy qokedy qokee y ldy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.39	P	0	0	yshedy.qokeedy.qokeedy.olkeedy.otey.koldy	"{""zl3b_clean"": ""yshedy qokeedy qokeedy olkeedy otey koldy"", ""it2a_clean"": ""yshedy qokeedy qokchdy olkeedy otey koldy"", ""rf1b_clean"": ""yshedy qokeedy qokeedy olkeedy otey koldy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.40	P	0	0	dar.shedy.qokain.shedy.dal,keedy.rshedy	"{""zl3b_clean"": ""dar shedy qokain shedy dal keedy rshedy"", ""it2a_clean"": ""dar shedy qokain shedy dal keedy rshedy"", ""rf1b_clean"": ""dar shedy qokain e y dal keedy rshedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.41	P	0	0	sokeedy.qokeedy.oteedy.qoky.dy,keedy.sy	"{""zl3b_clean"": ""sokeedy qokeedy oteedy qoky dy keedy sy"", ""it2a_clean"": ""sokeedy qokeedy oteedy qoky dykeedy sy"", ""rf1b_clean"": ""sokee y qokee y oteedy qoky dykeedy sy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.42	P	0	0	dshedy.qokedy.qokeedy.qoteey.qoteedy.d[o:a]r	"{""zl3b_clean"": ""dshedy qokedy qokeedy qoteey qoteedy dor"", ""it2a_clean"": ""dshedy qokedy c qoteey qoteedy dar"", ""rf1b_clean"": ""dshedy qokedy qokeedy qoteey qotee y d r""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.43	P	0	0	yshedy.chekar.oldy.qokain.chkar.otar,oldy	"{""zl3b_clean"": ""yshedy chekar oldy qokain chkar otar oldy"", ""it2a_clean"": ""yshedy chekar oldy qokain chkar otar oldy"", ""rf1b_clean"": ""yshedy chekar oldy qokain chkar otar oldy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.44	P	0	0	dchedy.sain.okedy.qokedy.otedy.okoldy.otar.otam.olaiin.ch<->dar.dy	"{""zl3b_clean"": ""dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy"", ""it2a_clean"": ""dchedy sain okedy qokedy otedy okoldy otar otam olaiin chdar dy"", ""rf1b_clean"": ""dchedy sain oke y qoke y ote y okoldy otar otam olaiin ch dar dy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.45	P	0	0	sshedy.shckhy.qokey.okedy.sarol.oty.otedy.qotedy.otedy.okaiin	"{""zl3b_clean"": ""sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin"", ""it2a_clean"": ""sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin"", ""rf1b_clean"": ""sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f75r	f75r.46	P	0	1	qokey.qokedy.sheol.qokedy.dain.shedy.otol,chedy.ol[o:a]r<$>	"{""zl3b_clean"": ""qokey qokedy sheol qokedy dain shedy otol chedy olor"", ""it2a_clean"": ""qokey qokedy sheol qokedy dain shedy otol chedy olor"", ""rf1b_clean"": ""qokey qokedy sheol qokedy dain shedy tol che y olar""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f76r	f76r.1	P	1	0	<%>potchokor.chcfhdy.opshdy.qolp.chcphy.chcphdy.opshey.qofshy.opchdy.sain.as,y	"{""zl3b_clean"": ""potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y"", ""it2a_clean"": ""potchokar chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain sy"", ""rf1b_clean"": ""potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qopshy opchdy sain asy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.2	P	0	0	dshedy.qotddyar.cthar.chep.dain.okain.qokeor.shedy.qol.ain.sheals,qokeey	"{""zl3b_clean"": ""dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey"", ""it2a_clean"": ""dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheols qokeey"", ""rf1b_clean"": ""dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.3	P	0	0	yshey.qokeey.qokey.qokeed.okedy.shky.qotedy.otedy.shol,qoty.ol,chedy.aiiny	"{""zl3b_clean"": ""yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol chedy aiiny"", ""it2a_clean"": ""yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol chedy aiiny"", ""rf1b_clean"": ""yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol che y aiiny""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.4	L	0	0	s	"{""zl3b_clean"": ""s"", ""it2a_clean"": ""s"", ""rf1b_clean"": ""s""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
