locus	edition	source_group_count	raw_grouped_line	flat_matches_current	exact_raiin_count
f66r.78	IT2a	9	dor.aiin.sheeol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin	1	0
f66r.78	RF1b	9	dor.@221;iin.sheeol.lshedy.lchedy.cheedy.shekol.dalol.lo@152;aiin	1	0
f66r.79	ZL3b	8	sheol.oteey,ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy	1	0
f66r.79	IT2a	8	sheol.oteey.ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy	1	0
f66r.79	RF1b	8	sheol.oteey.ldaiin.okalche@152;y.pche@152;y.kody.qotchedy.cfhe@152;y	1	0
f66r.80	ZL3b	9	daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar	1	1
f66r.80	IT2a	9	daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar	1	1
f66r.80	RF1b	9	daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar	1	1
f66r.81	ZL3b	5	lchey.lkeedy.chety.shekaly.shckhar	1	0
f66r.81	IT2a	5	lchey.lkeedy.chety.shekaly.shckhar	1	0
f66r.81	RF1b	5	lche@222;.lkee@152;y.chety.shekaly.shckhar	1	0
f70v1.1	ZL3b	38	dalalody.oteoshey.okoksheo.shokey.raiin.otor.ochy.s.a[ir:is].cheody.cheey.oteo,[ch:ee]y.daiir.chcthy.dlal.oteodaiin.ykeody.oteody.sheo.daiin.oteedy.chetalchs.zar.shoteeody.okeeo,dal.cheody.okchoteees.oteeody.cheokeo.otaiin.shes.to,ar.oly.daly.sheal	1	1
f70v1.1	IT2a	37	dalalody.oteoshey.okoksheo.shokey.raiin.otor.ochy.sais.cheody.cheey.oteoeey.oamr.chcthy.dlal.oteodaiin.ykeody.oteody.sheo.daiin.oteedy.chekalchs.dar.shoteeody.okeeo.dal.cheody.okchoteees.oteeody.cheokeo.otaiin.shes.toar.aly.daly.sheal.daly.sheal	1	1
f70v1.1	RF1b	36	dalalody.oteoshey.okoksheo.shokey.@206;aiin.otor.ochy.s.air.cheody.cheey.oteochy.daiir.chcthy.@152;lal.oteodaiin.ykeo@152;y.oteo@152;y.sheo.daiin.oteedy.chetalchr.mar.shoteeody.okeeodal.cheo@152;y.okchoteees.oteeody.cheokeo.otaiin.shes.to.ar.aly.daly.sheal	1	0
f76r.51	ZL3b	11	qkor.shedy.shey.keedy.sal.raiin.opchdy.dar,chedy.qopchedy.ro[r:s]ol	1	1
f76r.51	IT2a	11	qkor.shedy.shey.keedy.sal.raiin.opchdy.dar.chedy.qopchedy.rorol	1	1
f76r.51	RF1b	11	qkor.shed@222;.shey.keedy.sal.raiin.opchdy.dar.chedy.qopched@222;.@243;orol	1	1
f76r.52	ZL3b	9	olsheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain	1	0
f76r.52	IT2a	9	olsheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain	1	0
f76r.52	RF1b	9	@221;lsheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain	1	0
f76r.53	ZL3b	11	saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dshdy.okal.chedyl	1	0
f76r.53	IT2a	11	saiin.qol.shedy.ol.chedor.chal.shed.qoteedy.dshedy.okal.chedyl	1	0
f76r.53	RF1b	11	saiin.qol.{ch'}edy.ol.chedor.chal.shed.qoteedy.dshedy.okal.chedyl	1	0
f76r.54	ZL3b	11	dal,or,chedy.qolaiin.okedal.olchedy.chdol.olchedy.choly.aiin,y	1	0
f76r.54	IT2a	10	dal.or.chedy.qolaiin.okedal.olchedy.chdol.olchedy.choly.aiiny	1	0
f76r.54	RF1b	10	dal.or.chedy.qolaiin.oke@152;al.olchedy.chdal.olchedy.choly.aiiny	1	0
f76r.55	ZL3b	10	sain.sheey.or.ar.al.solshey.okeedy.ldaiin.checkhey.okedalor	1	0
f76r.55	IT2a	10	sain.sheey.or.or.al.solshey.okeedy.ldaiin.checthey.okedalor	1	0
f76r.55	RF1b	10	sain.sheey.or.or.al.solshey.okeedy.ldaiin.checthey.okedalor	1	0
f76r.56	ZL3b	6	qokaiin.ol.shedy.qokeey.or.shdy	1	0
f76r.56	IT2a	6	qokaiin.ol.shedy.qokeey.or.shdy	1	0
f76r.56	RF1b	6	qokaiin.ol.she@152;y.qokeey.or.shdy	1	0
f77r.25	ZL3b	8	otedy.qokar,shedy.qokal.shedar.dal,chedy.daror	1	0
f77r.25	IT2a	8	otedy.qokor.shedy.qokal.shedar.dal.chedy.daror	1	0
f77r.25	RF1b	8	otedy.qokor.shedy.qokal.shedar.dal.chedy.daror	1	0
f77r.26	ZL3b	6	qoteedy.qokeedy.qokaiin.chcthy.lchedy.qokaly	1	0
f77r.26	IT2a	6	qoteedy.qokeedy.qokaiin.chcthy.lchedy.qokaly	1	0
f77r.26	RF1b	6	qoteedy.qokee@152;y.qokaiin.chcthy.lche@152;y.qokaly	1	0
f77r.27	ZL3b	6	solchedy.qokain.okaiin.shedy.qokeedy.qotedy	1	0
f77r.27	IT2a	6	solchedy.qokain.okaiin.shedy.qokeedy.qotedy	1	0
f77r.27	RF1b	6	solche@152;y.qokain.okaiin.shedy.qokeedy.qotedy	1	0
f77r.28	ZL3b	6	olchey.qotey.qokain.olcheedy.sar.lom	1	0
f77r.28	IT2a	6	olchey.qotey.qokain.olcheedy.sar.lom	1	0
f77r.28	RF1b	6	olchey.qotey.qokain.olcheedy.sar.lom	1	0
f77r.29	ZL3b	5	saiin.cheeol.qokeedy.qokeedy.qotal	1	0
f77r.29	IT2a	5	saiin.cheeol.qokeedy.qokeedy.qotal	1	0
f77r.29	RF1b	5	saiin.cheeol.qokeedy.qokeedy.qotal	1	0
f77r.30	ZL3b	7	qokaiin.chckhey.sa,iin.qolkain.cheeky.lol	1	0
f77r.30	IT2a	6	qokaiin.chckhey.saiin.qolkain.cheeky.lol	1	0
f77r.30	RF1b	7	qokaiin.chckhey.s,aiin.qolkain.cheeky.lol	1	0
f77r.31	ZL3b	6	qokain.chckhy.qokeey.qotedy.qotedy.qotary	1	0
f77r.31	IT2a	6	qokain.chckhy.qokeey.qotedy.qotedy.qotary	1	0
f77r.31	RF1b	6	qokain.chckhy.qokeey.qote@152;y.qotedy.qotary	1	0
f77r.32	ZL3b	8	qor.ain.cheol.ol.chealor.cheey.qet[eiiin:aiin].d[a:y]ry	1	0
f77r.32	IT2a	8	qor.ain.cheol.ol.chealor.cheey.qetaiin.dary	1	0
f77r.32	RF1b	8	qor.ain.cheol.ol.chealor.cheey.qeteiiin.dary	1	0
f77r.33	ZL3b	9	daiin.chedy.qol,keedy.qoteeedy.sar.oiiiin.cheety.dy	1	0
f77r.33	IT2a	9	daiin.chedy.qol.keedy.qoteeedy.sar.oiiiin.cheety.dy	1	0
f77r.33	RF1b	9	daiin.chedy.qol.kee@152;y.qoteeedy.sar.@221;iiiin.cheety.dy	1	0
f77r.34	ZL3b	8	qokaiin.shedy.chedy.qolchedy.qokaiin.qokaiin.checkhy.raiin	1	1
f77r.34	IT2a	9	qokaiin.shedy.chedy.qol.chedy.qokaiin.qokaiin.checkhy.raiin	1	1
f77r.34	RF1b	8	qokaiin.shedy.chedy.qolche@152;y.qokaiin.qokaiin.checkhy.@206;aiin	1	0
f77r.35	ZL3b	8	solkeey.okaiin.chedy.qokain.sheedy.qokaiin.chedaiin.chealy	1	0
f77r.35	IT2a	8	solkeey.okaiin.chedy.qokain.sheedy.qokaiin.chedaiin.chealy	1	0
f77r.35	RF1b	8	solkeey.okaiin.chedy.qokain.sheedy.qotaiin.che@152;aiin.chealy	1	0
f77r.36	ZL3b	8	dshedy.pchedy.qotain.chedy.d[o:a]lchl.qokeedy.qokol,olchey	1	0
f77r.36	IT2a	8	dshedy.pchedy.qotain.chedy.dolchl.qokeedy.qokol.olchey	1	0
f77r.36	RF1b	8	dshedy.pchedy.qotain.chedy.dolchl.qokeedy.qokol.olchey	1	0
f77r.37	ZL3b	7	teeolain.chey.qoteedy.qokain.cheedy.cheey.lchedy	1	0
f77r.37	IT2a	7	teeolain.chey.qoteedy.qokain.cheedy.cheey.lchedy	1	0
f77r.37	RF1b	7	teeolain.chey.qotee@152;y.qokain.cheedy.cheey.lche@152;y	1	0
f77r.38	ZL3b	9	pol.shedy.qoeedy.qokaiin.chcphey.qol.ltaiin.shedy.qol	1	0
f77r.38	IT2a	9	pol.shedy.qoeedy.qokaiin.chcphey.qol.ltaiin.shedy.qol	1	0
f77r.38	RF1b	9	pol.shedy.qoee@152;y.qokaiin.chcphey.qol.ltaiin.she@152;y.qol	1	0
f77r.39	ZL3b	7	olaiin.cheey.sheckhey.lsheey.qykaiin.sheedy.laiin	1	0
f77r.39	IT2a	7	olaiin.cheey.sheckhey.lsheey.qykaiin.sheedy.laiin	1	0
f77r.39	RF1b	7	olaiin.cheey.sheckhey.lsheey.qykaiin.shee@152;y.laiin	1	0
f77r.40	ZL3b	8	daiiin.ol,eeedy.okaiin.sheeol.qotaiin.shody.qoty	1	0
f77r.40	IT2a	8	daiiin.ol.eeedy.okaiin.sheeol.qotaiin.shody.qoty	1	0
f77r.40	RF1b	8	daiiin.ol.eee@152;y.okaiin.sheeol.qotaiin.{ch'}o@152;y.qoty	1	0
f77r.41	ZL3b	10	daiin,sh.qolchey.qotedy.qotal.r,ain.chl.s.arol	1	0
f77r.41	IT2a	8	daiin.sh.qolchey.qotedy.qotal.rain.chlr.arol	1	0
f77r.41	RF1b	11	@152;aiin.sh.qol,che@222;.qotedy.qotal.r.ain.chl.s.@221;rol	1	0
f77r.42	ZL3b	8	qokeedy.qotedy.qokeedy.qokeedy.qokeey.[s:r],aiin.al	1	0
f77r.42	IT2a	7	qokeedy.qotedy.qokeedy.qokeedy.qokeey.raiin.al	1	1
f77r.42	RF1b	8	qokeedy.qote@152;y.qokeedy.qokeedy.qokeey.r.aiin.al	1	0
f77r.43	ZL3b	8	d,chee,ol.cheedy.qotaiin.qoteedy.qotedy.raiin	1	1
f77r.43	IT2a	7	dchee.ol.cheedy.qotaiin.qoteedy.qotedy.raiin	1	1
f77r.43	RF1b	7	dchee.ol.cheedy.qotaiin.qoteedy.qote@152;y.raiin	1	1
f77r.44	ZL3b	8	sheey.qepchedy.qol.cheedy.qokear.cheey.loly.dy	1	0
f77r.44	IT2a	8	sheey.qepchedy.qol.cheedy.qokear.cheey.loly.dy	1	0
f77r.44	RF1b	8	sheey.qepchedy.qol.cheedy.qoke@221;r.cheey.loly.dy	1	0
f77r.45	ZL3b	11	qokaiin.ches.lchear.dal.chr.sl,s,ain.ol.raiin.lod	1	1
f77r.45	IT2a	10	qokaiin.ches.lchear.dal.chr.sls.ain.ol.raiin.lod	1	1
f77r.45	RF1b	11	qokaiin.ches.lchear.dal.chr.sls.ain.ol.r,aiin.lod	1	0
f77r.46	ZL3b	8	daiin.chlchpsheey.tal.cheol.dag.as,otey.daiin	1	0
f77r.46	IT2a	7	daiin.chlchpsheey.tal.cheol.dam.arotey.daiin	1	0
f77r.46	RF1b	8	daiin.chlchpsheey.tal.cheol.@152;ag.ar.otey.daiin	1	0
f77r.47	ZL3b	8	ysheey.dal.saiis[o:a]l.sal.dalo.tain.dary.dalo	1	0
f77r.47	IT2a	8	ysheey.dal.saiirol.sal.dalo.tain.dary.dalo	1	0
f77r.47	RF1b	8	ysheey.@152;al.saiisol.sal.dalo.tain.@152;ary.dalo	1	0
f77r.48	ZL3b	2	sodar.oloky	1	0
f77r.48	IT2a	2	sodar.oloky	1	0
f77r.48	RF1b	2	sodar.oloky	1	0
f82r.20	ZL3b	9	posalshy.qokedy.cphal.shedy.sheol,keeedy.lkaiin.shedy.qoly	1	0
f82r.20	IT2a	9	posalshy.qokedy.cphal.shedy.sheol.keeedy.lkaiin.shedy.qoly	1	0
f82r.20	RF1b	8	posalshy.qoked@222;.cphal.{ch'}e@152;y.sheolkeee@152;y.lkaiin.she@152;y.qoly	1	0
f82r.21	ZL3b	10	daiin.cheoky.lkedy.salshey.daiin.chey.qol.chedy.qokeey.dal	1	0
f82r.21	IT2a	10	daiin.cheoky.lkedy.rolshey.daiin.chey.qol.chedy.qokeey.dal	1	0
f82r.21	RF1b	10	daiin.cheoky.lkedy.solshey.daiin.chey.qol.chedy.qokeey.dal	1	0
f82r.22	ZL3b	9	qokaiin.cheor.sheey.qokaiin.shckhey.qol,keeedy.qokeeey.ra[s:r]y	1	0
f82r.22	IT2a	9	qokaiin.cheor.sheey.qokaiin.shckhey.qol.keeedy.qokeeey.rary	1	0
f82r.22	RF1b	8	qokaiin.cheor.sheey.qokaiin.shckhey.qolkeeedy.qokeeey.rary	1	0
f82r.23	ZL3b	9	cheey.qcthey.qokeey.lcheey.daiin.chey.qokeeedy.lchedy.lar	1	0
f82r.23	IT2a	9	cheey.qcthey.qokeey.lcheey.daiin.chey.qokeeedy.lchedy.lar	1	0
f82r.23	RF1b	9	cheey.qcthey.qokeey.lchee@222;.daiin.chey.qokeeed@222;.lche@152;y.lar	1	0
f82r.24	ZL3b	10	qokeedy.lcheedy.qokeoy.sal.raiin.qokeey.lkeey.qokeey.raiin.ydy	1	2
f82r.24	IT2a	10	qokeedy.lcheedy.qokeey.sal.raiin.qokeey.lkeey.qokeey.raiin.ydy	1	2
f82r.24	RF1b	10	qokeedy.lcheedy.qokee@222;.sal.raiin.qokeey.lkeey.qokeey.raiin.ydy	1	2
f82r.25	ZL3b	10	dol.qoesedy.sheea'l.sheedy.lshed.qockhey.lchedy.lar.sheey.ry	1	0
f82r.25	IT2a	10	dol.qoesedy.sheeerl.sheedy.lshed.qockhey.lchedy.lor.sheey.ry	1	0
f82r.25	RF1b	11	dol.qoese@152;@222;.sheeerl.sheedy.lshed.qo,ckhey.lchedy.lor.sheey.ry	1	0
f82r.26	ZL3b	9	tshey.qokeedy.cheal.lchedar.ches.aiin.oteey.qokaiin.okey	1	0
f82r.26	IT2a	9	tshey.qokeedy.cheal.lchedar.ches.aiin.oteey.qokaiin.okey	1	0
f82r.26	RF1b	9	tshey.qokeedy.cheal.lche@152;ar.ches.aiin.oteey.qokaiin.okey	1	0
f82r.27	ZL3b	8	pchedy.rsheal.daldy.qokeedy.rshedy.qoteedy.qokeedy.lochedy	1	0
f82r.27	IT2a	8	pchedy.rsheal.daldy.qokeedy.rshedy.qoteedy.qokeedy.lochedy	1	0
f82r.27	RF1b	8	pche@152;y.rsheal.dal@152;y.qokeedy.rshedy.qotee@152;y.qokeedy.loche@152;y	1	0
f82r.28	ZL3b	9	qokoiin.shedy.qokeedy.qotaiin.chcthey.qoteeol,chey.qokaiin.oly	1	0
f82r.28	IT2a	9	qokoiin.shedy.qokeedy.qotain.chcthey.qoteeol.chey.qokaiin.oly	1	0
f82r.28	RF1b	9	qok@221;iin.shedy.qokee@152;y.qotaiin.chcthey.qoteeol.chey.qokaiin.oly	1	0
f82r.29	ZL3b	10	d,cheey.lchedy.qokeedy.lchedy.rchedy.ok{chh}y.qotedy.qoty.qoty	1	0
f82r.29	IT2a	9	dcheey.lchedy.qokeedy.lchedy.rchedy.okchhy.qotedy.qoty.qoty	1	0
f82r.29	RF1b	9	dcheey.lche@152;y.qokeedy.lchedy.rchedy.ok{chh}y.qotedy.qoty.qoty	1	0
f82r.30	ZL3b	9	qoteey.raiin.cheol.qoteey.shedy.qokeey.lshedy.qokeedy.rag	1	1
f82r.30	IT2a	9	qoteey.raiin.cheol.qoteey.shedy.qokeey.lshedy.qokeedy.ram	1	1
f82r.30	RF1b	10	qoteey.r,aiin.cheol.qoteey.shedy.qokeey.lshe@152;y.qokeedy.rag	1	0
f82r.31	ZL3b	9	cheol.ol.rsheedy.lchedy.qoty.lcheeor.qokain.cheedy.lched	1	0
f82r.31	IT2a	9	cheol.ol.rsheedy.lchedy.qoty.lcheeor.qokain.cheedy.lched	1	0
f82r.31	RF1b	9	cheol.ol.rsheedy.lche@152;y.qoty.lcheeor.qokeiin.chee@152;y.lched	1	0
f82r.32	ZL3b	9	taiin.shedaiin.chckhey.lchey.lcheckhy.sheey.lr.chey.rain	1	0
f82r.32	IT2a	10	teoiin.she.daiin.chckhey.lchey.lcheckhy.sheey.lr.chey.rain	1	0
f82r.32	RF1b	11	teoiin.she,daiin.chckhey.lchey.lcheckhy.sheey.lr.chey.r,ain	1	0
f82r.33	ZL3b	6	sain.ol,cheol.{ikh}ey.cheor.chey	1	0
f82r.33	IT2a	6	sain.ol.cheol.ikhey.cheor.chey	1	0
f82r.33	RF1b	6	sain.ol.cheol.{ikh}ey.cheor.chey	1	0
f88r.7	ZL3b	8	dorsheoy.ctheol.qockhey.dory.sheor.sholfchor.dal.chcthol	1	0
f88r.7	IT2a	8	dorsheoy.ctheol.qockhey.dory.sheor.sholfchor.dal.chckhod	1	0
f88r.7	RF1b	8	dor{ch'}eoy.ctheol.qockhey.dory.sheor.sholfchor.dal.chcthol	1	0
f88r.8	ZL3b	12	[r:s]al,sheom.keol,chear.shekor.qokor.daiin.sar.s,aiin.oky.sam	1	0
f88r.8	IT2a	11	sal.sheom.kol.chear.shekor.qokor.daiin.sar.raiin.oky.sam	1	1
f88r.8	RF1b	12	sal.sheom.keol.chear.shekor.qokor.@152;aiin.sar.s.aiin.oky.sam	1	0
f88r.9	ZL3b	11	oain.or.om.otam.okeom.cheeor.qokeody.dar.or.om.cheody	1	0
f88r.9	IT2a	11	oain.or.om.otam.okeom.cheeor.qokeody.dar.or.om.cheody	1	0
f88r.9	RF1b	11	oain.or.om.otam.okeom.cheeor.qokeody.dar.or.om.cheody	1	0
f88r.10	ZL3b	9	qokeol.cheol.saiin.cheos.cheol.doleeey.or.cheom.cheo[j:m]am	1	0
f88r.10	IT2a	9	qokeol.cheol.saiin.cheos.cheol.doleeey.or.cheom.cheomam	1	0
f88r.10	RF1b	9	qokeol.cheol.saiin.cheos.cheol.doleeey.or.cheom.cheomam	1	0
f88r.11	ZL3b	7	yokeody.cheom.qoor.cheeb.ykeor.shy.sam	1	0
f88r.11	IT2a	7	yokeody.cheom.qoor.chees.ykeor.shy.sam	1	0
f88r.11	RF1b	7	yokeody.cheom.qoor.cheeb.ykeor.shy.sam	1	0
f95v1.9	ZL3b	11	tshey,taiin.ol,k,shol,kshed.qokeeod.raiin.qokeey.qoko.skchdy	1	1
f95v1.9	IT2a	10	tshey.taiin.ol.kshol.kshed.qokeeod.raiin.qokeey.qoko.skchdy	1	1
f95v1.9	RF1b	12	tshey.taiin.ol.k.shol.kshed.qokeeod.r,aiin.qokeey.qoko.skch@152;y	1	0
f95v1.10	ZL3b	8	sain.sheyk.chody.k.chedain.chedaiin.otain.daiin	1	0
f95v1.10	IT2a	7	sain.sheyk.chody.kchedaiin.chedaiin.otain.daiin	1	0
f95v1.10	RF1b	8	sain.{ch'}eyk.chody.k.chedain.chedeiiin.otain.@152;aiin	1	0
