case_id	phase	statement_id	page	record	owner_or_station	event_count	surface_sequence	pre_617_controlled_backread_de	sharp_controlled_backread_de	original_readable_workshop_de	noun_address_components	noun_address_revision
C1	OPERATE_OR_APPLY	B1-S009	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · KURZ; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · KURZ; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S010	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · KURZ; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · KURZ; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S011	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	chckhy qoky	Bei gemeinsame zweireihige Figuren-/Beckenstation: DURCHLASS · DIES | ANSETZEN · DIES.	Bei gemeinsame zweireihige Figuren-/Beckenstation: DURCHLASSKANAL · ARBEITSPOSTEN | ANSETZEN · ARBEITSPOSTEN.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	CKH|Y	YES
C1	OPERATE_OR_APPLY	B1-S012	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	lsho qokey lshedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: WASCHEN · ARBEITSGANG | ANSETZEN · KURZ · DIES | WASCHEN · KURZ; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: WASCHEN · ARBEITSGANG | ANSETZEN · KURZ · ARBEITSPOSTEN | WASCHEN · KURZ; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	Y	YES
C1	OPERATE_OR_APPLY	B1-S013	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	lshedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: WASCHEN · KURZ; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: WASCHEN · KURZ; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S014	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	5	chedy qolky lchedal qol otar	Bei gemeinsame zweireihige Figuren-/Beckenstation: UMSETZEN · DIES | AUFFANGEN · DIES | WEITERLEITEN · UMSETZEN · ZIEL | FORTSETZEN | DANACH · QUELLE.	Bei gemeinsame zweireihige Figuren-/Beckenstation: UMSETZEN · ARBEITSPOSTEN | AUFFANGEN · ARBEITSPOSTEN | WEITERLEITEN · UMSETZEN · ZIELSTELLE | FORTSETZEN | DANACH · VORRAT.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	AL|AR|Y	YES
C1	OPERATE_OR_APPLY	B1-S015	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	ytey okchedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: EINTRAGEN · KURZ · DIES | ANSETZEN · UMSETZEN; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: EINTRAGEN · KURZ · ARBEITSPOSTEN | ANSETZEN · UMSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	Y	YES
C1	OPERATE_OR_APPLY	B1-S016	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	qokal okeey qol cheedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · ZIEL | ANSETZEN · LANG · DIES | FORTSETZEN | ABSETZEN; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · ZIELSTELLE | ANSETZEN · LANG · ARBEITSPOSTEN | FORTSETZEN | ABSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	AL|Y	YES
C1	OPERATE_OR_APPLY	B1-S017	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	sal teol dchdy	Bei gemeinsame zweireihige Figuren-/Beckenstation: ZIEL | KURZ · FORTSETZEN | UMSETZEN; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ZIELSTELLE | KURZ · FORTSETZEN | UMSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	AL	YES
C1	OPERATE_OR_APPLY	B1-S018	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	ly dsheol oiiin olkeedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: WEITERLEITEN · DIES | HALTEN · KURZ · FORTSETZEN | ARBEITSGANG · STUFE | AUFFANGEN · LANG; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: WEITERLEITEN · ARBEITSPOSTEN | HALTEN · KURZ · FORTSETZEN | ARBEITSGANG · ARBEITSSTUFE | AUFFANGEN · LANG; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	IIN|Y	YES
C1	OPERATE_OR_APPLY	B1-S019	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	tedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: ABSETZEN; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ABSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S020	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	cheky shckhedy	Bei gemeinsame zweireihige Figuren-/Beckenstation: WAERMEN · KURZ · DIES | HALTEN · DURCHLASS · KURZ; SCHLUSS.	Bei gemeinsame zweireihige Figuren-/Beckenstation: WAERMEN · KURZ · ARBEITSPOSTEN | HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	CKH|Y	YES
C1	OPERATE_OR_APPLY	B1-S021	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	chal	Bei gemeinsame zweireihige Figuren-/Beckenstation: ZIEL.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ZIELSTELLE.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.	AL	YES
C2	PREPARE_PRODUCT	H2-S001	f10r	H2	abgebildete breit gezähnte radialblütige Pflanze	9	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	Bei abgebildete breit gezähnte radialblütige Pflanze: DIES · ABNEHMEN · KURZ · ANSATZ | BEREIT · DIES | ANSATZ | BEREIT · MASS | ARBEITSGANG · BEREIT · FORTSETZEN · DIES | DIES | DIES | MASS | DIES.	Bei abgebildete breit gezähnte radialblütige Pflanze: ARBEITSPOSTEN · ABNEHMEN · KURZ · ANSATZ | BEREIT · ARBEITSPOSTEN | ANSATZ | BEREIT · SOLLMASS | ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN | ARBEITSPOSTEN | ARBEITSPOSTEN | SOLLMASS | ARBEITSPOSTEN.	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	AIIN|Y	YES
C2	PREPARE_PRODUCT	H2-S002	f10r	H2	abgebildete breit gezähnte radialblütige Pflanze	8	qotchor chor otol chol cholor chol daiin dar	Bei abgebildete breit gezähnte radialblütige Pflanze: DANACH · ABNEHMEN · ANSATZ | ANSATZ | DANACH · FORTSETZEN | FORTSETZEN | FORTSETZEN · ANSATZ | FORTSETZEN | MASS | QUELLE.	Bei abgebildete breit gezähnte radialblütige Pflanze: DANACH · ABNEHMEN · ANSATZ | ANSATZ | DANACH · FORTSETZEN | FORTSETZEN | FORTSETZEN · ANSATZ | FORTSETZEN | SOLLMASS | VORRAT.	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	AIIN|AR	YES
C2	PREPARE_PRODUCT	H2-S003	f10r	H2	abgebildete breit gezähnte radialblütige Pflanze	7	oykchor shor chor chy kaiiin dy chodaiin	Bei abgebildete breit gezähnte radialblütige Pflanze: ARBEITSGANG · DIES · ZUDOSIEREN · ANSATZ | ANSATZ | ANSATZ | DIES | ZUDOSIEREN · STUFE | DIES | ABNEHMEN · ARBEITSGANG · MASS.	Bei abgebildete breit gezähnte radialblütige Pflanze: ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ | ANSATZ | ANSATZ | ARBEITSPOSTEN | ZUDOSIEREN · ARBEITSSTUFE | ARBEITSPOSTEN | ABNEHMEN · ARBEITSGANG · SOLLMASS.	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	AIIN|IIN|Y	YES
C2	OPERATE_OR_APPLY	B2-S001	f82r	B2	oberes Beckenpaar mit Zylinder	1	dchedy	Bei oberes Beckenpaar mit Zylinder: UMSETZEN; SCHLUSS.	Bei oberes Beckenpaar mit Zylinder: UMSETZEN; SCHLUSS.	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S002	f82r	B2	oberes Beckenpaar mit Zylinder	1	qolchedy	Bei oberes Beckenpaar mit Zylinder: FORTSETZEN · UMSETZEN; SCHLUSS.	Bei oberes Beckenpaar mit Zylinder: FORTSETZEN · UMSETZEN; SCHLUSS.	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S003	f82r	B2	oberes Beckenpaar mit Zylinder	3	qokain dy qokeedy	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · PORTION | DIES | ANSETZEN · LANG; SCHLUSS.	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · PORTION | ARBEITSPOSTEN | ANSETZEN · LANG; SCHLUSS.	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	Y	YES
C2	OPERATE_OR_APPLY	B2-S004	f82r	B2	oberes Beckenpaar mit Zylinder	5	qokal lcheckhy lched qokeey lcheckhedy	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · ZIEL | WEITERLEITEN · DURCHLASS · DIES | WEITERLEITEN · UMSETZEN | ANSETZEN · LANG · DIES | WEITERLEITEN · DURCHLASS · KURZ; SCHLUSS.	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · ZIELSTELLE | WEITERLEITEN · DURCHLASSKANAL · ARBEITSPOSTEN | WEITERLEITEN · UMSETZEN | ANSETZEN · LANG · ARBEITSPOSTEN | WEITERLEITEN · DURCHLASSKANAL · KURZ; SCHLUSS.	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	AL|CKH|Y	YES
C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	oberes Beckenpaar mit Zylinder	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · ZIEL · DIES | AUFFANGEN · MASS | DURCHLASS · DIES | ANSETZEN · MASS | ANSETZEN · MASS | ARBEITSGANG · BEREIT · KURZ · FORTSETZEN | WAERMEN · LANG · DIES | WEITERLEITEN; SCHLUSS.	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN | AUFFANGEN · SOLLMASS | DURCHLASSKANAL · ARBEITSPOSTEN | ANSETZEN · SOLLMASS | ANSETZEN · SOLLMASS | ARBEITSGANG · BEREIT · KURZ · FORTSETZEN | WAERMEN · LANG · ARBEITSPOSTEN | WEITERLEITEN; SCHLUSS.	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	AIIN|AL|CKH|Y	YES
C2	OPERATE_OR_APPLY	B2-S006	f82r	B2	oberes Beckenpaar mit Zylinder	4	oteey qokal sheckhy qoky	Bei oberes Beckenpaar mit Zylinder: DANACH · LANG · DIES | ANSETZEN · ZIEL | HALTEN · KURZ · DURCHLASS · DIES | ANSETZEN · DIES.	Bei oberes Beckenpaar mit Zylinder: DANACH · LANG · ARBEITSPOSTEN | ANSETZEN · ZIELSTELLE | HALTEN · KURZ · DURCHLASSKANAL · ARBEITSPOSTEN | ANSETZEN · ARBEITSPOSTEN.	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	AL|CKH|Y	YES
C2	OPERATE_OR_APPLY	B2-S007	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	dshedy	Bei mittleres linkes Handgerät mit Inline-Knoten: HALTEN · KURZ; SCHLUSS.	Bei mittleres linkes Handgerät mit Inline-Knoten: HALTEN · KURZ; SCHLUSS.	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S008	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	3	sotaiin qokar shedy	Bei mittleres linkes Handgerät mit Inline-Knoten: DANACH · MASS | ANSETZEN · QUELLE | ABSETZEN; SCHLUSS.	Bei mittleres linkes Handgerät mit Inline-Knoten: DANACH · SOLLMASS | ANSETZEN · VORRAT | ABSETZEN; SCHLUSS.	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	AIIN|AR	YES
C2	OPERATE_OR_APPLY	B2-S009	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	solshedy	Bei mittleres linkes Handgerät mit Inline-Knoten: FORTSETZEN · HALTEN · KURZ; SCHLUSS.	Bei mittleres linkes Handgerät mit Inline-Knoten: FORTSETZEN · HALTEN · KURZ; SCHLUSS.	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S010	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	4	qokeey qoky ls cheey	Bei mittleres linkes Handgerät mit Inline-Knoten: ANSETZEN · LANG · DIES | ANSETZEN · DIES | FORTSETZEN | HALTEN · LANG · DIES.	Bei mittleres linkes Handgerät mit Inline-Knoten: ANSETZEN · LANG · ARBEITSPOSTEN | ANSETZEN · ARBEITSPOSTEN | FORTSETZEN | HALTEN · LANG · ARBEITSPOSTEN.	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	Y	YES
C2	OPERATE_OR_APPLY	B2-S011	f82r	B2	mittlere rechte unklare Station	4	okain char okain qokeedy	Bei mittlere rechte unklare Station: ANSETZEN · PORTION | QUELLE | ANSETZEN · PORTION | ANSETZEN · LANG; SCHLUSS.	Bei mittlere rechte unklare Station: ANSETZEN · PORTION | VORRAT | ANSETZEN · PORTION | ANSETZEN · LANG; SCHLUSS.	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittlere rechte unklare Station ein. Therapeutische Lesung: Bildort: mittlere rechte unklare Station. Arbeitsfolge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	AR	YES
