event_id	page	record	statement_id	desk	surface	card_no	semantic_component_parse	command_id	standard_command_de	local_surface_palette	silent_owner_de	case_expansion_de	old_standard_command_de	revised_components	backread_revision	pre_617_standard_command_de	noun_address_components	noun_address_revision
E011	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	qokchy	PROC011	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E012	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	qotchol	PROC012	OT+CH+OL	CMD112	DANACH · ABNEHMEN · FORTSETZEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	DANACH · ABZIEHEN · FORTSETZEN	CH	YES	DANACH · ABNEHMEN · FORTSETZEN	NONE	NO
E013	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E014	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · ARBEITSPOSTEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	BEREIT · DIES	NONE	NO	BEREIT · DIES	Y	YES
E015	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	ycheor	PROC015	Y+CH+E+OR	CMD159	ARBEITSPOSTEN · ABNEHMEN · KURZ · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten kurz abziehen	DIES · ABZIEHEN · KURZ · ANSATZ	CH	YES	DIES · ABNEHMEN · KURZ · ANSATZ	Y	YES
E016	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · ARBEITSPOSTEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	BEREIT · DIES	NONE	NO	BEREIT · DIES	Y	YES
E017	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	ANSATZ	NONE	NO	ANSATZ	NONE	NO
E018	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	cthaiin	PROC017	CTH+AIIN	CMD027	BEREIT · SOLLMASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	BEREIT · MASS	NONE	NO	BEREIT · MASS	AIIN	YES
E019	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	qoctholy	PROC018	O+CTH+OL+Y	CMD073	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	GANG · BEREIT · FORTSETZEN · DIES	O	YES	ARBEITSGANG · BEREIT · FORTSETZEN · DIES	Y	YES
E020	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	DIES	NONE	NO	DIES	Y	YES
E021	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	DIES	NONE	NO	DIES	Y	YES
E022	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	taiin	PROC009	AIIN	CMD001	SOLLMASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	MASS	NONE	NO	MASS	AIIN	YES
E023	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	shy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	DIES	NONE	NO	DIES	Y	YES
E024	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	qotchor	PROC020	OT+CH+OR	CMD113	DANACH · ABNEHMEN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	DANACH · ABZIEHEN · ANSATZ	CH	YES	DANACH · ABNEHMEN · ANSATZ	NONE	NO
E025	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	ANSATZ	NONE	NO	ANSATZ	NONE	NO
E026	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	otol	PROC021	OT+OL	CMD120	DANACH · FORTSETZEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	DANACH · FORTSETZEN	NONE	NO	DANACH · FORTSETZEN	NONE	NO
E027	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E028	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	cholor	PROC022	OL+OR	CMD102	FORTSETZEN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	FORTSETZEN · ANSATZ	NONE	NO	FORTSETZEN · ANSATZ	NONE	NO
E029	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E030	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	MASS	NONE	NO	MASS	AIIN	YES
E031	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	dar	PROC003	AR	CMD008	VORRAT	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	QUELLE	NONE	NO	QUELLE	AR	YES
E032	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	oykchor	PROC023	O+Y+K+OR	CMD076	ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	GANG · DIES · ZUFUEHREN · ANSATZ	K|O	YES	ARBEITSGANG · DIES · ZUDOSIEREN · ANSATZ	Y	YES
E033	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	shor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	ANSATZ	NONE	NO	ANSATZ	NONE	NO
E034	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	ANSATZ	NONE	NO	ANSATZ	NONE	NO
E035	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	DIES	NONE	NO	DIES	Y	YES
E036	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	kaiiin	PROC024	K+IIN	CMD048	ZUDOSIEREN · ARBEITSSTUFE	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	ZUFUEHREN · STUFE	K	YES	ZUDOSIEREN · STUFE	IIN	YES
E037	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen	DIES	NONE	NO	DIES	Y	YES
E038	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chodaiin	PROC025	CH+O+AIIN	CMD017	ABNEHMEN · ARBEITSGANG · SOLLMASS	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen	ABZIEHEN · GANG · MASS	CH|O	YES	ABNEHMEN · ARBEITSGANG · MASS	AIIN	YES
E039	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	tshol	PROC026	T+SH+OL	CMD155	EINTRAGEN · HALTEN · FORTSETZEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter eintragen und halten	EINTRAGEN · HALTEN · FORTSETZEN	NONE	NO	EINTRAGEN · HALTEN · FORTSETZEN	NONE	NO
E040	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	schoal	PROC027	SH+O+AL	CMD143	HALTEN · ARBEITSGANG · ZIELSTELLE	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten an der bezeichneten Stelle im Arbeitsgang an Ort halten	HALTEN · GANG · ZIEL	O	YES	HALTEN · ARBEITSGANG · ZIEL	AL	YES
E041	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	cfhy	PROC028	CFH+Y	CMD010	AUSWRINGEN · ARBEITSPOSTEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten auswringen	AUSWRINGEN · DIES	NONE	NO	AUSWRINGEN · DIES	Y	YES
E042	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	shfydaiin	PROC029	SH+Y+AIIN	CMD145	HALTEN · ARBEITSPOSTEN · SOLLMASS	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten nach vorgeschriebenem Maß halten	HALTEN · DIES · MASS	NONE	NO	HALTEN · DIES · MASS	AIIN|Y	YES
E043	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	cphy	PROC030	P+Y	CMD125	EINFUELLEN · ARBEITSPOSTEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten hineingeben	HINEIN · DIES	P	YES	EINFUELLEN · DIES	Y	YES
E044	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	shey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · ARBEITSPOSTEN	YES	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten länger halten	HALTEN · LANG · DIES	NONE	NO	HALTEN · LANG · DIES	Y	YES
E045	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	tchody	PROC032	T+CH+O+DY	CMD153	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten im Arbeitsgang abschließend eintragen und abziehen und den Schritt schließen	EINTRAGEN · ABZIEHEN · GANG; SCHLUSS	CH|O	YES	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	NONE	NO
E046	f11r	H3	H3-S002	P_PFLANZEN_ZUBEREITUNG	shoyty	PROC033	SH+O+Y+T+Y	CMD144	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten im Arbeitsgang halten und eintragen	DIES HALTEN · IM GANG EINTRAGEN · DIES	O	YES	DIES HALTEN · IM ARBEITSGANG EINTRAGEN · DIES	Y	YES
E047	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	dchol	PROC034	RESUME_CARD	CMD162	WIEDERAUFNEHMEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	WIEDERAUFNEHMEN	NONE	NO	WIEDERAUFNEHMEN	NONE	NO
E048	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	DIES	NONE	NO	DIES	Y	YES
E049	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	kchy	PROC035	K+Y	CMD050	ZUDOSIEREN · ARBEITSPOSTEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	ZUFUEHREN · DIES	K	YES	ZUDOSIEREN · DIES	Y	YES
E050	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	DIES	NONE	NO	DIES	Y	YES
E051	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	MASS	NONE	NO	MASS	AIIN	YES
E052	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	qotchy	PROC036	OT+Y	CMD121	DANACH · ARBEITSPOSTEN	YES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	DANACH · DIES	NONE	NO	DANACH · DIES	Y	YES
E053	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	okchol	PROC037	OK+OL	CMD093	ANSETZEN · FORTSETZEN	YES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	ANSETZEN · FORTSETZEN	NONE	NO	ANSETZEN · FORTSETZEN	NONE	NO
E054	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · ARBEITSPOSTEN	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	BEREIT · DIES	NONE	NO	BEREIT · DIES	Y	YES
E055	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	DIES	NONE	NO	DIES	Y	YES
E056	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß einsetzen	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E057	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	chaiin	PROC009	AIIN	CMD001	SOLLMASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	MASS	NONE	NO	MASS	AIIN	YES
E058	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ykain	PROC039	Y+K+AIN	CMD161	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	DIES · ZUFUEHREN · PORTION	K	YES	DIES · ZUDOSIEREN · PORTION	Y	YES
E059	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ykan	PROC040	Y+K+AN	CMD163	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	DIES · ZUFUEHREN · NACHPORTION	K	YES	DIES · ZUDOSIEREN · NACHPORTION	Y	YES
E060	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ody	PROC041	O+DY	CMD074	ARBEITSGANG; SCHLUSS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	GANG; SCHLUSS	O	YES	ARBEITSGANG; SCHLUSS	NONE	NO
E061	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	MASS	NONE	NO	MASS	AIIN	YES
E062	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E063	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	talam	PROC043	TALAM	CMD157	VERWAHREN	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten verwahren	VERWAHREN	NONE	NO	VERWAHREN	NONE	NO
E064	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	ykaiin	PROC044	Y+K+AIIN	CMD160	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß dosiert zugeben	DIES · ZUFUEHREN · MASS	K	YES	DIES · ZUDOSIEREN · MASS	AIIN|Y	YES
E065	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	cheoar	PROC045	CH+E+O+AR	CMD013	ABNEHMEN · KURZ · ARBEITSGANG · VORRAT	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten von dort im Arbeitsgang kurz entnehmen	ABZIEHEN · KURZ · GANG · QUELLE	CH|O	YES	ABNEHMEN · KURZ · ARBEITSGANG · QUELLE	AR	YES
E066	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	cheeky	PROC046	CHK+EE+Y	CMD025	WAERMEN · LANG · ARBEITSPOSTEN	YES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen	WAERMEN · LANG · DIES	NONE	NO	WAERMEN · LANG · DIES	Y	YES
E067	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	oldy	PROC047	OL+DY	CMD100	FORTSETZEN; SCHLUSS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen	FORTSETZEN; SCHLUSS	NONE	NO	FORTSETZEN; SCHLUSS	NONE	NO
E068	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	aiin	PROC009	AIIN	CMD001	SOLLMASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	MASS	NONE	NO	MASS	AIIN	YES
E069	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	okal	PROC048	OK+AL	CMD080	ANSETZEN · ZIELSTELLE	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO	ANSETZEN · ZIEL	AL	YES
E070	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	oltchy	PROC049	OL+T+Y	CMD104	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	FORTSETZEN · EINTRAGEN · DIES	NONE	NO	FORTSETZEN · EINTRAGEN · DIES	Y	YES
E071	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	or	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	ANSATZ	NONE	NO	ANSATZ	NONE	NO
E072	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	y	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	DIES	NONE	NO	DIES	Y	YES
E073	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	orain	PROC050	OR+AIN	CMD107	ANSATZ · PORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	ANSATZ · PORTION	NONE	NO	ANSATZ · PORTION	NONE	NO
E074	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	chochor	PROC051	HO+CH+OR	CMD039	ZUTAT · ABNEHMEN · ANSATZ	NO	abgebildete mehrköpfige stachelige Pflanze	den Ansatz abziehen	GABE · ABZIEHEN · ANSATZ	CH	YES	GABE · ABNEHMEN · ANSATZ	HO	YES
E075	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	cho	PROC052	HO	CMD037	ZUTAT	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	GABE	NONE	NO	GABE	HO	YES
E076	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	chodaly	PROC053	HO+AL+Y	CMD038	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	GABE · ZIEL · DIES	NONE	NO	GABE · ZIEL · DIES	AL|HO|Y	YES
E077	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	MASS	NONE	NO	MASS	AIIN	YES
E078	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	sho	PROC052	HO	CMD037	ZUTAT	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	GABE	NONE	NO	GABE	HO	YES
E079	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	kchol	PROC054	K+OL	CMD049	ZUDOSIEREN · FORTSETZEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	ZUFUEHREN · FORTSETZEN	K	YES	ZUDOSIEREN · FORTSETZEN	NONE	NO
E080	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	otchor	PROC020	OT+CH+OR	CMD113	DANACH · ABNEHMEN · ANSATZ	NO	abgebildete mehrköpfige stachelige Pflanze	danach den Ansatz abziehen	DANACH · ABZIEHEN · ANSATZ	CH	YES	DANACH · ABNEHMEN · ANSATZ	NONE	NO
