fragment_id	source_case	domain	desk	page	record	surface_fragment	card_candidates	card_candidate_count	desk_candidates	desk_candidate_count	desk_resolves	page_candidates	page_candidate_count	page_resolves	record_candidates	record_candidate_count	record_resolves	minimum_context_level	may_insert_missing_cards	safe_owner_reading_de
C1_K3_09	C1	BIOLOGICAL	B_BATH_DESK	f81v	B1	qokaiin qokal shedy	C1|C3	2	C1	1	YES	C1	1	YES	C1	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B1 auf f81v; keine ausgelassene Spezialkarte automatisch ergänzen
C1_K3_09	C1	HERBAL	P_PREPARATION_DESK	f10r	H1	qokaiin qokal shedy	C1|C3	2	C1|C3	2	NO	C1	1	YES	C1	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H1 auf f10r; keine ausgelassene Spezialkarte automatisch ergänzen
C1_K3_10	C1	BIOLOGICAL	B_BATH_DESK	f81v	B1	qokaiin shey shedy	C1|C3	2	C1	1	YES	C1	1	YES	C1	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B1 auf f81v; keine ausgelassene Spezialkarte automatisch ergänzen
C1_K3_10	C1	HERBAL	P_PREPARATION_DESK	f10r	H1	qokaiin shey shedy	C1|C3	2	C1|C3	2	NO	C1	1	YES	C1	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H1 auf f10r; keine ausgelassene Spezialkarte automatisch ergänzen
C1_K3_20	C1	BIOLOGICAL	B_BATH_DESK	f81v	B1	qokal shey shedy	C1|C3	2	C1	1	YES	C1	1	YES	C1	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B1 auf f81v; keine ausgelassene Spezialkarte automatisch ergänzen
C1_K3_20	C1	HERBAL	P_PREPARATION_DESK	f10r	H1	qokal shey shedy	C1|C3	2	C1|C3	2	NO	C1	1	YES	C1	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H1 auf f10r; keine ausgelassene Spezialkarte automatisch ergänzen
C1_K4_10	C1	BIOLOGICAL	B_BATH_DESK	f81v	B1	qokaiin qokal shey shedy	C1|C3	2	C1	1	YES	C1	1	YES	C1	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B1 auf f81v; keine ausgelassene Spezialkarte automatisch ergänzen
C1_K4_10	C1	HERBAL	P_PREPARATION_DESK	f10r	H1	qokaiin qokal shey shedy	C1|C3	2	C1|C3	2	NO	C1	1	YES	C1	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H1 auf f10r; keine ausgelassene Spezialkarte automatisch ergänzen
C2_K1_05	C2	BIOLOGICAL	B_BATH_DESK	f82r	B2	qokal	C1|C2|C3|C4	4	C1|C2	2	NO	C2	1	YES	C2	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B2 auf f82r; keine ausgelassene Spezialkarte automatisch ergänzen
C2_K1_05	C2	HERBAL	P_PREPARATION_DESK	f10r	H2	qokal	C1|C2|C3|C4	4	C1|C2|C3|C4	4	NO	C1|C2	2	NO	C2	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H2 auf f10r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K1_03	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokaiin	C1|C3|C4|C5	4	C3|C4|C5	3	NO	C3|C4|C5	3	NO	C3	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K1_03	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokaiin	C1|C3|C4|C5	4	C1|C3|C4|C5	4	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K1_04	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokal	C1|C2|C3|C4	4	C3|C4	2	NO	C3|C4	2	NO	C3	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K1_04	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokal	C1|C2|C3|C4	4	C1|C2|C3|C4	4	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K1_05	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	shey	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K1_05	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	shey	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K1_06	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	shedy	C1|C3|C5	3	C3|C5	2	NO	C3|C5	2	NO	C3	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K1_06	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	shedy	C1|C3|C5	3	C1|C3|C5	3	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_10	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokaiin qokal	C1|C3|C4	3	C3|C4	2	NO	C3|C4	2	NO	C3	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_10	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokaiin qokal	C1|C3|C4	3	C1|C3|C4	3	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_11	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokaiin shey	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_11	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokaiin shey	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_12	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokaiin shedy	C1|C3|C5	3	C3|C5	2	NO	C3|C5	2	NO	C3	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_12	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokaiin shedy	C1|C3|C5	3	C1|C3|C5	3	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_13	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokal shey	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_13	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokal shey	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_14	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokal shedy	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_14	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokal shedy	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_15	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	shey shedy	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K2_15	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	shey shedy	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K3_17	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokaiin qokal shey	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K3_17	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokaiin qokal shey	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K3_18	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokaiin qokal shedy	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K3_18	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokaiin qokal shedy	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K3_19	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokaiin shey shedy	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K3_19	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokaiin shey shedy	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K3_20	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokal shey shedy	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K3_20	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokal shey shedy	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K4_15	C3	BIOLOGICAL	S_STATION_DESK	f83r	B3	qokaiin qokal shey shedy	C1|C3	2	C3	1	YES	C3	1	YES	C3	1	YES	DESK	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B3 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C3_K4_15	C3	HERBAL	P_PREPARATION_DESK	f11r	H3	qokaiin qokal shey shedy	C1|C3	2	C1|C3	2	NO	C3	1	YES	C3	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H3 auf f11r; keine ausgelassene Spezialkarte automatisch ergänzen
C4_K1_01	C4	BIOLOGICAL	S_STATION_DESK	f83r	B4	qokaiin	C1|C3|C4|C5	4	C3|C4|C5	3	NO	C3|C4|C5	3	NO	C4	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B4 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C4_K1_01	C4	HERBAL	P_PREPARATION_DESK	f55v	H4	qokaiin	C1|C3|C4|C5	4	C1|C3|C4|C5	4	NO	C4	1	YES	C4	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H4 auf f55v; keine ausgelassene Spezialkarte automatisch ergänzen
C4_K1_04	C4	BIOLOGICAL	S_STATION_DESK	f83r	B4	qokal	C1|C2|C3|C4	4	C3|C4	2	NO	C3|C4	2	NO	C4	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B4 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C4_K1_04	C4	HERBAL	P_PREPARATION_DESK	f55v	H4	qokal	C1|C2|C3|C4	4	C1|C2|C3|C4	4	NO	C4	1	YES	C4	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H4 auf f55v; keine ausgelassene Spezialkarte automatisch ergänzen
C4_K2_03	C4	BIOLOGICAL	S_STATION_DESK	f83r	B4	qokaiin qokal	C1|C3|C4	3	C3|C4	2	NO	C3|C4	2	NO	C4	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B4 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C4_K2_03	C4	HERBAL	P_PREPARATION_DESK	f55v	H4	qokaiin qokal	C1|C3|C4	3	C1|C3|C4	3	NO	C4	1	YES	C4	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H4 auf f55v; keine ausgelassene Spezialkarte automatisch ergänzen
C5_K1_02	C5	BIOLOGICAL	S_STATION_DESK	f83r	B5	qokaiin	C1|C3|C4|C5	4	C3|C4|C5	3	NO	C3|C4|C5	3	NO	C5	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B5 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C5_K1_02	C5	HERBAL	P_PREPARATION_DESK	f56r	H5	qokaiin	C1|C3|C4|C5	4	C1|C3|C4|C5	4	NO	C5	1	YES	C5	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H5 auf f56r; keine ausgelassene Spezialkarte automatisch ergänzen
C5_K1_06	C5	BIOLOGICAL	S_STATION_DESK	f83r	B5	shedy	C1|C3|C5	3	C3|C5	2	NO	C3|C5	2	NO	C5	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B5 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C5_K1_06	C5	HERBAL	P_PREPARATION_DESK	f56r	H5	shedy	C1|C3|C5	3	C1|C3|C5	3	NO	C5	1	YES	C5	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H5 auf f56r; keine ausgelassene Spezialkarte automatisch ergänzen
C5_K2_09	C5	BIOLOGICAL	S_STATION_DESK	f83r	B5	qokaiin shedy	C1|C3|C5	3	C3|C5	2	NO	C3|C5	2	NO	C5	1	YES	RECORD	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb B5 auf f83r; keine ausgelassene Spezialkarte automatisch ergänzen
C5_K2_09	C5	HERBAL	P_PREPARATION_DESK	f56r	H5	qokaiin shedy	C1|C3|C5	3	C1|C3|C5	3	NO	C5	1	YES	C5	1	YES	PAGE	NO_NOT_UNLESS_COPY_DAMAGE_IS_INDEPENDENTLY_KNOWN	gemeinsamer Untergang innerhalb H5 auf f56r; keine ausgelassene Spezialkarte automatisch ergänzen
