paragraph	mention	form	meaning	earlier_exact_mentions	identity	row_status
f22v|f22v.6-f22v.16	f22v.12:3	cthy	Kraut	f22v.8:2	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f22v|f22v.6-f22v.16	f22v.15:1	sho	Flüssigkeit		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f22v|f22v.6-f22v.16	f22v.15:2	cthy	Kraut	f22v.8:2;f22v.12:3	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f23r|f23r.4-f23r.5	f23r.5:2	qokchol	erwärmtes Trockenmaterial		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.1:4	chor	Blüten		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.1:7	cheol	flüssige Zubereitung		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.2:2	char	Blütenanteil		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.3:2	cthal	Kräuterstück		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.3:3	okol	Grundansatz		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.4:3	cthar	kleine Kräuterportion		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.5:5	cthy	Kraut		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.6:2	cthor	Krautanteil		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.6:3	otal	kühles Ausgangsmaterial		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.7:4	cheor	Auszug		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.7:5	cthol	Krautpulver		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.8:6	qokeol	erhitzte Flüssigkeit		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.10:3	chor	Blüten	f24r.1:4	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.11:4	cheor	Auszug	f24r.7:4	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.11:5	qokain	erwärmte Dosis P		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.12:3	tol	kühles Material		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.12:4	tod	kalter Rest		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.14:4	char	Blütenanteil	f24r.2:2	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.14:5	cthal	Kräuterstück	f24r.3:2	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.16:1	sham	feuchte Masse		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.17:2	otam	Ansatzmasse		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f24r|f24r.1-f24r.20	f24r.17:3	sham	feuchte Masse	f24r.16:1	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f45v|f45v.5-f45v.11	f45v.5:1	qotol	kalter Ansatz		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f45v|f45v.5-f45v.11	f45v.6:5	tod	kalter Rest		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f45v|f45v.5-f45v.11	f45v.7:2	kchol	Trockenmaterial		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f45v|f45v.5-f45v.11	f45v.8:3	sho	Flüssigkeit		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f45v|f45v.5-f45v.11	f45v.8:6	otor	kühler Anteil		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f45v|f45v.5-f45v.11	f45v.9:2	cthy	Kraut		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f45v|f45v.5-f45v.11	f45v.11:2	chor	Blüten		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18:8	ody	Endprodukt		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20:5	otaiin	Dosis des kühlen Ansatzes		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20:6	ykaiin	erwärmte Dosis Q		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20:7	otal	kühles Ausgangsmaterial		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21:4	okaiin	Dosis des Grundansatzes		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21:6	ytaiin	weitere Dosis des kühlen Ansatzes		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22:1	ykaiin	erwärmte Dosis Q	f86v5.20:6	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23:1	ykaiin	erwärmte Dosis Q	f86v5.20:6;f86v5.22:1	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23:4	okol	Grundansatz		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23:6	sheol	feuchtes Gemenge		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23:7	qokar	erwärmter Anteil		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23:11	ody	Endprodukt	f86v5.18:8	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24:4	okal	Ausgangsmaterial		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24:7	otaiin	Dosis des kühlen Ansatzes	f86v5.20:5	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24:9	otaiin	Dosis des kühlen Ansatzes	f86v5.20:5;f86v5.24:7	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.2:6	sheo	feuchte Zubereitung		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.3:6	chody	getrocknetes Material		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.4:4	shody	benetztes Material		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.5:2	chody	getrocknetes Material	f93r.3:6	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.5:5	qokol	erwärmter Grundansatz		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.6:2	otor	kühler Anteil		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.7:1	shor	Samen		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.7:3	ody	Endprodukt		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.8:3	chodaiin	Dosis Q des Trockenmaterials		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.10:4	cheol	flüssige Zubereitung		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.11:1	okeol	warme Flüssigkeit		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.11:2	oteol	kühle Flüssigkeit		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.11:5	sheo	feuchte Zubereitung	f93r.2:6	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.13:1	shodaiin	Dosis Q des feuchten Materials		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.13:3	kchol	Trockenmaterial		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.14:4	chr	Blütenrest		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.18:2	shodaiin	Dosis Q des feuchten Materials	f93r.13:1	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.18:3	shody	benetztes Material	f93r.4:4	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.19:1	tchor	verarbeitetes Blütenmaterial		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.20:2	cthol	Krautpulver		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.22:1	kchor	trockene Blüten		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.22:2	cthy	Kraut		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.23:3	shody	benetztes Material	f93r.4:4;f93r.18:3	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.25:3	shody	benetztes Material	f93r.4:4;f93r.18:3;f93r.23:3	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.27:2	cheo	Zubereitung		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.28:2	odol	abgemessene Zubereitung		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.28:3	chodaiin	Dosis Q des Trockenmaterials	f93r.8:3	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.29:3	ctho	Krautmehl		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.30:1	shodaiin	Dosis Q des feuchten Materials	f93r.13:1;f93r.18:2	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.30:3	cthol	Krautpulver	f93r.20:2	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f93r|f93r.1-f93r.32	f93r.31:3	cthol	Krautpulver	f93r.20:2;f93r.30:3	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f99r|f99r.47-f99r.52	f99r.47:1	tol	kühles Material		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f99r|f99r.47-f99r.52	f99r.47:3	ctheey	Krautzubereitung		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f99r|f99r.47-f99r.52	f99r.48:2	okeol	warme Flüssigkeit		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f99r|f99r.47-f99r.52	f99r.49:6	okeol	warme Flüssigkeit	f99r.48:2	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f99r|f99r.47-f99r.52	f99r.52:2	ols	Endzubereitung		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32:2	cheor	Auszug		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32:4	okeol	warme Flüssigkeit		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32:9	cheeor	geklärter Auszug		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33:2	sho	Flüssigkeit		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33:4	cheor	Auszug	f102v2.32:2	SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35:2	sheol	feuchtes Gemenge		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35:4	sheeor	wässriger Auszug		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35:7	cheo	Zubereitung		SAME_FORM_NOT_PROVEN_SAME_MATERIAL_INSTANCE	recorded
