paragraph	locus	group_index	raw	A	B	role_A	status	row_status
f6v|f6v.6-f6v.21	f6v.11	3	otam	Ansatzmasse	Ansatzmasse	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.11	4	ctho	Krautmehl	Krautmehl	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.11	5	m	danach	danach	LINK	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.11	6	dy	fertig	fertig	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.12	1	ytcho[s:r]	[ungelesen: ytcho[s:r]]	[ungelesen: ytcho[s:r]]	OPEN	UNREAD	recorded
f6v|f6v.6-f6v.21	f6v.12	2	shy	feucht	feucht	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.12	3	qokam	erwärme	erwärme	ACTION	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.12	4	cthy	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	1	yodaiin	weitere Dosis Q	weitere Dosis Q	AMOUNT	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	2	cthy	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	3	s	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	4	chor	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	5	oees	gemischt	gemischt	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	6	or	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.14	1	qokor	erhitze	erhitze	ACTION	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.14	2	chol	trocken	trocken	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.14	3	cthol	Krautpulver	Krautpulver	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.14	4	tchalody	fein gesiebt	fein gesiebt	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	1	chockhy	vermische	vermische	MIX	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	2	s	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	3	or	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	4	chy	heiß	heiß	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	5	s	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	6	ain	Maßzahl P	Maßzahl P	NUMBER	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	7	ar	Teil	Teil	AMOUNT	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.16	1	ochy	kühle	kühle	ACTION	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.16	2	cthar	kleine Kräuterportion	kleine Kräuterportion	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.16	3	cth[a:o]r	[ungelesen: cth[a:o]r]	[ungelesen: cth[a:o]r]	OPEN	UNREAD	recorded
f6v|f6v.6-f6v.21	f6v.16	4	cthy	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	1	y	und	und	LINK	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	2	chaies	weich	weich	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	3	ckhal	presse aus	presse aus	ACTION	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	4	cthodam	Kräuterrückstand	Kräuterrückstand	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	5	dy	fertig	fertig	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.18	1	ytchocthol	benetztes Krautmehl	benetztes Krautmehl	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.18	2	ches	stampfe	stampfe	ACTION	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.18	3	{ith}or	[ungelesen: {ith}or]	[ungelesen: {ith}or]	OPEN	UNREAD	recorded
f6v|f6v.6-f6v.21	f6v.19	1	ocholy	trockenes Feinmehl	trockenes Feinmehl	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.19	2	kchos	zerreibe	zerreibe	ACTION	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.19	3	chy	heiß	heiß	STATE	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.19	4	dor	abgemessene Menge	abgemessene Menge	AMOUNT	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.20	1	dchor	Blütenportion	Blütenportion	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.20	2	choldar	Trockenanteil	Trockenanteil	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.20	3	okol	Grundansatz	Grundansatz	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.20	4	daiin	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.21	1	ycheor	zum Schluss	zum Schluss	LINK	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.21	2	chor	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.21	3	octham	bewahre auf	bewahre auf	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	1	pchor	nimm	nimm	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	2	ypcheey	[ungelesen: ypcheey]	[ungelesen: ypcheey]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	3	qotor	kühle ab	kühle ab	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	4	ypchy	[ungelesen: ypchy]	[ungelesen: ypchy]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	5	olcfholy	[ungelesen: olcfholy]	[ungelesen: olcfholy]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	6	t[o:e]	[ungelesen: t[o:e]]	[ungelesen: t[o:e]]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	7	ar	Teil	Teil	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	8	chty	[ungelesen: chty]	[ungelesen: chty]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	9	daiiin	[ungelesen: daiiin]	[ungelesen: daiiin]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	1	odol	abgemessene Zubereitung	abgemessene Zubereitung	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	2	choy	grob	grob	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	3	ksheody	[ungelesen: ksheody]	[ungelesen: ksheody]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	4	chody	getrocknetes Material	getrocknetes Material	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	5	da[in:iin]	[ungelesen: da[in:iin]]	[ungelesen: da[in:iin]]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	6	otchy	[ungelesen: otchy]	[ungelesen: otchy]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	7	cthod	[ungelesen: cthod]	[ungelesen: cthod]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	8	yko	[ungelesen: yko]	[ungelesen: yko]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.7	1	qo	nimm	nimm	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	2	chol	trocken	trocken	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	3	chol	trocken	trocken	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	4	{ct}chy	[ungelesen: {ct}chy]	[ungelesen: {ct}chy]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.7	5	daiin	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	6	otal	kühles Ausgangsmaterial	kühles Ausgangsmaterial	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	7	dor	abgemessene Menge	abgemessene Menge	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	8	daim	[ungelesen: daim]	[ungelesen: daim]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	1	soiin	[ungelesen: soiin]	[ungelesen: soiin]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	2	daiin	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.8	3	qokcho	verarbeite warm	verarbeite warm	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.8	4	rokyd	[ungelesen: rokyd]	[ungelesen: rokyd]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	5	daly	[ungelesen: daly]	[ungelesen: daly]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	1	daiin	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.9	2	chy	heiß	heiß	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.9	3	tor	[ungelesen: tor]	[ungelesen: tor]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	4	chyty	[ungelesen: chyty]	[ungelesen: chyty]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	5	dary	[ungelesen: dary]	[ungelesen: dary]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	6	ytoldy	[ungelesen: ytoldy]	[ungelesen: ytoldy]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.10	1	oty	kühl	kühl	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	2	kchol	Trockenmaterial	Trockenmaterial	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	3	chol	trocken	trocken	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	4	chy	heiß	heiß	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	5	kyty	[ungelesen: kyty]	[ungelesen: kyty]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.11	1	ychor	ferner	nimm	LINK	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	2	chshoty	kühl-feuchtes Material	kühl-feuchtes Material	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	3	oky	warm	warm	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	4	kaiin	Wärmestufe Q	Wärmestufe Q	QUALITY_VALUE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.12	1	chkaiin	[ungelesen: chkaiin]	[ungelesen: chkaiin]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.12	2	ckhy	stampfe	stampfe	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.12	3	chor	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	1	pchodol	[ungelesen: pchodol]	[ungelesen: pchodol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	2	chor	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	3	pchy	[ungelesen: pchy]	[ungelesen: pchy]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	4	opydaiin	[ungelesen: opydaiin]	[ungelesen: opydaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	5	odal	abgemessener Anteil	abgemessener Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	6	dy	fertig	fertig	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	1	ycheey	[ungelesen: ycheey]	[ungelesen: ycheey]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.2	2	keeor	Feinauszug	Feinauszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	3	cthodal	[ungelesen: cthodal]	[ungelesen: cthodal]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.2	4	okol	Grundansatz	Grundansatz	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	5	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	6	okal	Ausgangsmaterial	Ausgangsmaterial	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	1	oldaig	[ungelesen: oldaig]	[ungelesen: oldaig]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	2	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	3	okal	Ausgangsmaterial	Ausgangsmaterial	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	4	oldaiin	[ungelesen: oldaiin]	[ungelesen: oldaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	5	chockhol	[ungelesen: chockhol]	[ungelesen: chockhol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	6	olol	[ungelesen: olol]	[ungelesen: olol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	1	kchor	trockene Blüten	trockene Blüten	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.4	2	fchol	[ungelesen: fchol]	[ungelesen: fchol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	3	cphol	[ungelesen: cphol]	[ungelesen: cphol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	4	olcheol	[ungelesen: olcheol]	[ungelesen: olcheol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	5	ok[eee:eeee]y	[ungelesen: ok[eee:eeee]y]	[ungelesen: ok[eee:eeee]y]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.5	1	ychol	trockne	trockne	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	2	chol	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	3	dolcheey	[ungelesen: dolcheey]	[ungelesen: dolcheey]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.5	4	tchol	getrockneter Anteil	getrockneter Anteil	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	5	dar	Teilmenge	Teilmenge	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	6	ckhy	stampfe	stampfe	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	1	oekor	[ungelesen: oekor]	[ungelesen: oekor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.6	2	or	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	3	okaiin	Dosis des Grundansatzes	Dosis des Grundansatzes	MATERIAL_DOSE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	4	or	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	5	otaiin	Dosis des kühlen Ansatzes	Dosis des kühlen Ansatzes	MATERIAL_DOSE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	6	d	[ungelesen: d]	[ungelesen: d]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.7	1	sor	weiterer Bestandteil	weiterer Bestandteil	LINK	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	2	chkeey	zerreibe vollständig	zerreibe vollständig	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	3	poiis	[ungelesen: poiis]	[ungelesen: poiis]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.7	4	cheor	Auszug	Auszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	5	os	zusammen	zusammen	DISTRIBUTIVE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	6	s	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	7	aiin	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	1	qokeey	erhitze anhaltend	erhitze anhaltend	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	2	kchar	[ungelesen: kchar]	[ungelesen: kchar]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.8	3	ol	mit	mit	RELATION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	4	dy	fertig	fertig	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	5	choldaiin	[ungelesen: choldaiin]	[ungelesen: choldaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.8	6	sy	abgesetzt	abgesetzt	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	1	ycheol	danach	danach	LINK	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	2	shol	feucht	feucht	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	3	kchol	Trockenmaterial	Trockenmaterial	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	4	choltaiin	[ungelesen: choltaiin]	[ungelesen: choltaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.9	5	ol	mit	mit	RELATION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	1	oytor	[ungelesen: oytor]	[ungelesen: oytor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	2	okeor	warmer Auszug	warmer Auszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	3	okar	[ungelesen: okar]	[ungelesen: okar]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	4	okol	Grundansatz	Grundansatz	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	5	daiir	[ungelesen: daiir]	[ungelesen: daiir]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	6	a[r:m]	[ungelesen: a[r:m]]	[ungelesen: a[r:m]]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	1	qokcheo	[ungelesen: qokcheo]	[ungelesen: qokcheo]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	2	qokoiir	[ungelesen: qokoiir]	[ungelesen: qokoiir]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	3	ctheol	[ungelesen: ctheol]	[ungelesen: ctheol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	4	chol	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	1	oy	[ungelesen: oy]	[ungelesen: oy]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	2	choy	grob	grob	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	3	keaiin	[ungelesen: keaiin]	[ungelesen: keaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	4	chckhey	[ungelesen: chckhey]	[ungelesen: chckhey]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	5	ol	mit	mit	RELATION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	6	chor	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	1	ykeor	[ungelesen: ykeor]	[ungelesen: ykeor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.13	2	chol	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	3	chol	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	4	cthol	Krautpulver	Krautpulver	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	5	chkor	[ungelesen: chkor]	[ungelesen: chkor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.13	6	sheol	feuchtes Gemenge	feuchtes Gemenge	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	1	olo	[ungelesen: olo]	[ungelesen: olo]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.14	2	r	darauf	darauf	LINK	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	3	okeeol	[ungelesen: okeeol]	[ungelesen: okeeol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.14	4	chodaiin	Dosis Q des Trockenmaterials	Dosis Q des Trockenmaterials	MATERIAL_DOSE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	5	okeol	warme Flüssigkeit	warme Flüssigkeit	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	6	tchory	[ungelesen: tchory]	[ungelesen: tchory]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.15	1	ychor	ferner	nimm	LINK	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	2	cthy	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	3	che'eky	[ungelesen: che'eky]	[ungelesen: che'eky]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.15	4	cheo	Zubereitung	Zubereitung	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	5	otor	kühler Anteil	kühler Anteil	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	6	oteol	kühle Flüssigkeit	kühle Flüssigkeit	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	1	okcheol	[ungelesen: okcheol]	[ungelesen: okcheol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.16	2	chol	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	3	okeol	warme Flüssigkeit	warme Flüssigkeit	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	4	cthol	Krautpulver	Krautpulver	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	5	otcheolom	[ungelesen: otcheolom]	[ungelesen: otcheolom]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	1	qoain	[ungelesen: qoain]	[ungelesen: qoain]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	2	[s:e']ar	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	3	she	lasse stehen	lasse stehen	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.17	4	dol	Portion	Portion	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.17	5	qopchaiin	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	6	cthor	Krautanteil	Krautanteil	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	1	otor	kühler Anteil	kühler Anteil	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	2	cheeor	geklärter Auszug	geklärter Auszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	3	ol	mit	mit	RELATION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	4	chol	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	5	dor	abgemessene Menge	abgemessene Menge	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	6	chr	Blütenrest	Blütenrest	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	7	or	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	8	eees	[ungelesen: eees]	[ungelesen: eees]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.19	1	dain	Dosis P	Dosis P	AMOUNT	ASSUMED	recorded
