statement_order	statement_id	record_unit_id	page	owner_sequence	visible_surface_sequence	medical_bath_expansion_de	service_maintenance_expansion_de	selected_local_role	selected_reading_de	selection_reason	connection_rule
60	B2-S020	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	qoteedy	Körper-/Badelesung: Für die Rand- und Servicebadansatz des unteren Beckens: Nimm die lange Folge und schließe.	Service-/Betriebslesung: Für die Rand- und Servicecharge des unteren Beckens: Nimm die lange Folge und schließe.	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Nimm die lange Folge und schließe.	Die Randstationen bedienen das sichtbar figurenbezogene untere Becken.	SINGLE_LOCAL_OWNER
61	B2-S021	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	qokeedy	Körper-/Badelesung: Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.	Service-/Betriebslesung: Für die Rand- und Servicecharge des unteren Beckens: Setze länger an und schließe.	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.	Die Randstationen bedienen das sichtbar figurenbezogene untere Becken.	SINGLE_LOCAL_OWNER
62	B2-S022	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	lochedy	Körper-/Badelesung: Für die Rand- und Servicebadansatz des unteren Beckens: Führe den Rest ab und schließe.	Service-/Betriebslesung: Für die Rand- und Servicecharge des unteren Beckens: Führe den Rest ab und schließe.	KOERPER_BAD_ANWENDUNG	Für die Rand- und Servicebadansatz des unteren Beckens: Führe den Rest ab und schließe.	Die Randstationen bedienen das sichtbar figurenbezogene untere Becken.	SINGLE_LOCAL_OWNER
63	B3-S001	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	olkeedy	Körper-/Badelesung: Für die Badansatz der oberen offenen Fächerstation: Sammle länger und schließe.	Service-/Betriebslesung: Für die Charge der oberen offenen Fächerstation: Sammle länger und schließe.	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Sammle länger und schließe.	Offene Fächerstation ohne eindeutigen Körperkontakt.	SINGLE_LOCAL_OWNER
64	B3-S002	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	qotal chkeedy	Körper-/Badelesung: Für die Badansatz der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.	Service-/Betriebslesung: Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.	Offene Fächerstation ohne eindeutigen Körperkontakt.	SINGLE_LOCAL_OWNER
65	B3-S003	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	chey daiin chey lchedy	Körper-/Badelesung: Für die Badansatz der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.	Service-/Betriebslesung: Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.	Offene Fächerstation ohne eindeutigen Körperkontakt.	SINGLE_LOCAL_OWNER
66	B3-S004	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	qokaiin qotal dar	Körper-/Badelesung: Für die Badansatz der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.	Service-/Betriebslesung: Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.	ZUBEREITUNG_SERVICE	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.	Offene Fächerstation ohne eindeutigen Körperkontakt.	SINGLE_LOCAL_OWNER
67	B3-S005	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	schedy	Körper-/Badelesung: Für die Badansatz des runden Randgefäßes: Setze die entnommene Sollmaßportion um und schließe.	Service-/Betriebslesung: Für die Charge des runden Randgefäßes: Setze die entnommene Sollmaßportion um und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Setze die entnommene Sollmaßportion um und schließe.	Rundes Einzelgefäß mit Dosier- und Umsetzschritten.	SINGLE_LOCAL_OWNER
68	B3-S006	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	chedchy qokal olchedy	Körper-/Badelesung: Für die Badansatz des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.	Service-/Betriebslesung: Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.	Rundes Einzelgefäß mit Dosier- und Umsetzschritten.	SINGLE_LOCAL_OWNER
69	B3-S007	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	qokaiin chedy qokeedy	Körper-/Badelesung: Für die Badansatz des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.	Service-/Betriebslesung: Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.	Rundes Einzelgefäß mit Dosier- und Umsetzschritten.	SINGLE_LOCAL_OWNER
70	B3-S008	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	lchedy	Körper-/Badelesung: Für die Badansatz des runden Randgefäßes: Führe ab und schließe.	Service-/Betriebslesung: Für die Charge des runden Randgefäßes: Führe ab und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Führe ab und schließe.	Rundes Einzelgefäß mit Dosier- und Umsetzschritten.	SINGLE_LOCAL_OWNER
71	B3-S009	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	qoky	Körper-/Badelesung: Für die Badansatz des runden Randgefäßes: Setze den Posten an.	Service-/Betriebslesung: Für die Charge des runden Randgefäßes: Setze den Posten an.	ZUBEREITUNG_SERVICE	Für die Charge des runden Randgefäßes: Setze den Posten an.	Rundes Einzelgefäß mit Dosier- und Umsetzschritten.	SINGLE_LOCAL_OWNER
72	B3-S010	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	pchedal otedy	Körper-/Badelesung: Für die Badansatz des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	Service-/Betriebslesung: Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	Korb-/Randgefäß eignet sich als Vorbereitungs- oder Siebstation.	SINGLE_LOCAL_OWNER
73	B3-S011	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	shecthedchy qoky chedy chary	Körper-/Badelesung: Für die Badansatz des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	Service-/Betriebslesung: Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	Korb-/Randgefäß eignet sich als Vorbereitungs- oder Siebstation.	SINGLE_LOCAL_OWNER
74	B3-S012	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	sor shedy	Körper-/Badelesung: Für die Badansatz des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.	Service-/Betriebslesung: Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.	Korb-/Randgefäß eignet sich als Vorbereitungs- oder Siebstation.	SINGLE_LOCAL_OWNER
75	B3-S013	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	qokaiin chkain shcthey qokedy	Körper-/Badelesung: Für die Badansatz des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.	Service-/Betriebslesung: Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.	Korb-/Randgefäß eignet sich als Vorbereitungs- oder Siebstation.	SINGLE_LOCAL_OWNER
76	B3-S014	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	okair sheedy	Körper-/Badelesung: Für die Badansatz des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.	Service-/Betriebslesung: Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.	Korb-/Randgefäß eignet sich als Vorbereitungs- oder Siebstation.	SINGLE_LOCAL_OWNER
77	B3-S015	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	lchedy	Körper-/Badelesung: Für die Badansatz des unteren Korb-/Randgefäßes: Führe ab und schließe.	Service-/Betriebslesung: Für die Charge des unteren Korb-/Randgefäßes: Führe ab und schließe.	ZUBEREITUNG_SERVICE	Für die Charge des unteren Korb-/Randgefäßes: Führe ab und schließe.	Korb-/Randgefäß eignet sich als Vorbereitungs- oder Siebstation.	SINGLE_LOCAL_OWNER
78	B3-S016	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	lo qokchedy	Körper-/Badelesung: Führe die Badansatz des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen vorbereiteter Badansatz, setze ihn um und schließe; die Lücke ist keine Leitung.	Service-/Betriebslesung: Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.	ZUBEREITUNG_SERVICE	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.	Korb-/Randgefäß eignet sich als Vorbereitungs- oder Siebstation. | Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
79	B3-S017	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	qokeedy	Körper-/Badelesung: Den örtlichen vorbereiteter Badansatz länger ansetzen und schließen.	Service-/Betriebslesung: Den örtlichen Übergangsansatz länger ansetzen und schließen.	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz länger ansetzen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
80	B3-S018	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	shedy	Körper-/Badelesung: Den örtlichen vorbereiteter Badansatz kurz absetzen lassen und schließen.	Service-/Betriebslesung: Den örtlichen Übergangsansatz kurz absetzen lassen und schließen.	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz kurz absetzen lassen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
81	B3-S019	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	qokshedy	Körper-/Badelesung: Den örtlichen vorbereiteter Badansatz ansetzen, absetzen lassen und schließen.	Service-/Betriebslesung: Den örtlichen Übergangsansatz ansetzen, absetzen lassen und schließen.	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz ansetzen, absetzen lassen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
82	B3-S020	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	dal lchedy	Körper-/Badelesung: Den örtlichen vorbereiteter Badansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.	Service-/Betriebslesung: Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.	ZUBEREITUNG_SERVICE	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
83	B3-S021	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	Körper-/Badelesung: Am örtlichen vorbereiteter Badansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	Service-/Betriebslesung: Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
