statement_id	page	record	owner_de	event_count	surface_sequence	card_slot_signatures	sequence_slots	object_slots	quantity_slots	address_slots	action_slots	grade_slots	state_slots	close_slots	concrete_case_expansion_de
H4-S002	f55v	H4	abgebildete breitblättrige rispige Pflanze	3	daiin chedy talam	QUANTITY_STAGE | ACTION>OBJECT_MATERIAL | ACTION	0	1	1	0	2	0	0	0	Miss den nächsten Posten ab, setze ihn um und verwahre ihn nach Maß.
H4-S003	f55v	H4	abgebildete breitblättrige rispige Pflanze	4	ykaiin cheoar cheeky oldy	OBJECT_MATERIAL>ACTION>QUANTITY_STAGE | ACTION>GRADE>OBJECT_MATERIAL>SOURCE_PATH_TARGET | ACTION>GRADE>OBJECT_MATERIAL | SEQUENCE>CLOSE	1	3	1	1	3	2	0	1	Gib dosiert zu, entnimm den Fortsatz, temperiere ihn und schließe.
H4-S004	f55v	H4	abgebildete breitblättrige rispige Pflanze	6	aiin okal oltchy or y orain	QUANTITY_STAGE | ACTION>SOURCE_PATH_TARGET | SEQUENCE>ACTION>OBJECT_MATERIAL | OBJECT_MATERIAL | OBJECT_MATERIAL | OBJECT_MATERIAL>QUANTITY_STAGE	1	4	2	1	2	0	0	0	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.
H5-S001	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	9	chochor cho chodaly daiin sho kchol otchor choky dal	OBJECT_MATERIAL>ACTION>OBJECT_MATERIAL | OBJECT_MATERIAL | OBJECT_MATERIAL>SOURCE_PATH_TARGET>OBJECT_MATERIAL | QUANTITY_STAGE | OBJECT_MATERIAL | ACTION>SEQUENCE | SEQUENCE>ACTION>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | SOURCE_PATH_TARGET	2	8	1	2	4	0	0	0	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.
H5-S002	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	4	schol choy choky cheeckhody	SEQUENCE | OBJECT_MATERIAL>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | ACTION>GRADE>SOURCE_PATH_TARGET>OBJECT_MATERIAL>CLOSE	1	4	0	1	2	1	0	1	Lege die folgende Gabe an, lass sie ablaufen und fahre fort.
H5-S003	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	4	sh cho kchey qokokchy	ACTION | OBJECT_MATERIAL | ACTION>GRADE>OBJECT_MATERIAL | ACTION>ACTION>OBJECT_MATERIAL	0	3	0	0	4	1	0	0	Lass die Gabe ziehen, gib sie zu und setze sie zweimal ein.
H5-S004	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	3	okchy chokcheo kchal	ACTION>OBJECT_MATERIAL | ACTION>ACTION>GRADE>OBJECT_MATERIAL | ACTION>SOURCE_PATH_TARGET	0	2	0	1	4	1	0	0	Gib den nächsten Posten in den Ansatz, setze ihn an, zieh ihn ab und führe ihn weiter.
H5-S005	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	4	sho chokchy kchoar sotodan	OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL>SOURCE_PATH_TARGET | SEQUENCE>OBJECT_MATERIAL>QUANTITY_STAGE	1	4	1	1	2	0	0	0	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.
H5-S006	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	3	otchey keol daiin	SEQUENCE>OBJECT_MATERIAL | ACTION>GRADE>SEQUENCE | QUANTITY_STAGE	2	1	1	0	1	1	0	0	Gib danach diesen Posten nach Maß zu.
B1-S001	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.
B1-S002	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	19	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	ACTION>QUANTITY_STAGE | ACTION>SOURCE_PATH_TARGET | ACTION>SOURCE_PATH_TARGET | SOURCE_PATH_TARGET | SEQUENCE | ACTION>QUANTITY_STAGE | SEQUENCE>ACTION>QUANTITY_STAGE | SOURCE_PATH_TARGET | SEQUENCE | ACTION>SEQUENCE | ACTION | SEQUENCE>OBJECT_MATERIAL | SEQUENCE | ACTION>GRADE>SOURCE_PATH_TARGET>SOURCE_PATH_TARGET | QUANTITY_STAGE | ACTION>GRADE>SOURCE_PATH_TARGET | QUANTITY_STAGE | SOURCE_PATH_TARGET>OBJECT_MATERIAL | ACTION>CLOSE	6	2	5	8	10	2	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.
B1-S003	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	qol sshkchdy	SEQUENCE | ACTION>ACTION>ACTION>CLOSE	1	0	0	0	3	0	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.
B1-S004	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	chedy ol shedy	ACTION>OBJECT_MATERIAL | SEQUENCE | ACTION>CLOSE	1	1	0	0	2	0	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.
B1-S005	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qolchedy	SEQUENCE>ACTION>CLOSE	1	0	0	0	1	0	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.
B1-S006	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	qokain shckhy dl ral	ACTION>QUANTITY_STAGE | SOURCE_PATH_TARGET>OBJECT_MATERIAL | ACTION | ACTION>SOURCE_PATH_TARGET	0	1	1	2	3	0	0	0	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.
B1-S007	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokchdy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.
B1-S008	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	5	chey ol cheky ol shedy	OBJECT_MATERIAL | SEQUENCE | ACTION>GRADE>OBJECT_MATERIAL | SEQUENCE | ACTION>CLOSE	2	2	0	0	2	1	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.
B1-S009	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.
B1-S010	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.
B1-S011	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	chckhy qoky	SOURCE_PATH_TARGET>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL	0	2	0	1	1	0	0	0	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.
B1-S012	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	lsho qokey lshedy	ACTION>OBJECT_MATERIAL | ACTION>GRADE>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	2	0	0	3	2	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.
B1-S013	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	lshedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.
B1-S014	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	5	chedy qolky lchedal qol otar	ACTION>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | ACTION>ACTION>SOURCE_PATH_TARGET | SEQUENCE | SEQUENCE>SOURCE_PATH_TARGET	2	2	0	2	4	0	0	0	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.
B1-S015	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	ytey okchedy	ACTION>GRADE>OBJECT_MATERIAL | ACTION>ACTION>CLOSE	0	1	0	0	3	1	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.
B1-S016	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	qokal okeey qol cheedy	ACTION>SOURCE_PATH_TARGET | ACTION>GRADE>OBJECT_MATERIAL | SEQUENCE | ACTION>CLOSE	1	1	0	1	3	1	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.
B1-S017	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	sal teol dchdy	SOURCE_PATH_TARGET | GRADE>SEQUENCE | ACTION>CLOSE	1	0	0	1	1	1	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.
B1-S018	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	ly dsheol oiiin olkeedy	ACTION>OBJECT_MATERIAL | ACTION>GRADE>SEQUENCE | OBJECT_MATERIAL>QUANTITY_STAGE | ACTION>GRADE>CLOSE	1	2	1	0	3	2	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.
B1-S019	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	tedy	ACTION>CLOSE	0	0	0	0	1	0	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.
B1-S020	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	cheky shckhedy	ACTION>GRADE>OBJECT_MATERIAL | ACTION>SOURCE_PATH_TARGET>GRADE>CLOSE	0	1	0	1	2	2	0	1	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.
B1-S021	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	chal	SOURCE_PATH_TARGET	0	0	0	1	0	0	0	0	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.
B2-S001	f82r	B2	oberes Beckenpaar mit Zylinder	1	dchedy	ACTION>CLOSE	0	0	0	0	1	0	0	1	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.
B2-S002	f82r	B2	oberes Beckenpaar mit Zylinder	1	qolchedy	SEQUENCE>ACTION>CLOSE	1	0	0	0	1	0	0	1	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.
B2-S003	f82r	B2	oberes Beckenpaar mit Zylinder	3	qokain dy qokeedy	ACTION>QUANTITY_STAGE | OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	1	1	0	2	1	0	1	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies.
B2-S004	f82r	B2	oberes Beckenpaar mit Zylinder	5	qokal lcheckhy lched qokeey lcheckhedy	ACTION>SOURCE_PATH_TARGET | ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL | ACTION>ACTION | ACTION>GRADE>OBJECT_MATERIAL | ACTION>SOURCE_PATH_TARGET>GRADE>CLOSE	0	2	0	3	6	2	0	1	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.
B2-S005	f82r	B2	oberes Beckenpaar mit Zylinder	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL | ACTION>QUANTITY_STAGE | SOURCE_PATH_TARGET>OBJECT_MATERIAL | ACTION>QUANTITY_STAGE | ACTION>QUANTITY_STAGE | OBJECT_MATERIAL>STATE>GRADE>SEQUENCE | ACTION>GRADE>OBJECT_MATERIAL | ACTION>CLOSE	1	4	3	2	6	2	1	1	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.
B2-S006	f82r	B2	oberes Beckenpaar mit Zylinder	4	oteey qokal sheckhy qoky	SEQUENCE>GRADE>OBJECT_MATERIAL | ACTION>SOURCE_PATH_TARGET | ACTION>GRADE>SOURCE_PATH_TARGET>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL	1	3	0	2	3	2	0	0	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.
B2-S007	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	dshedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.
B2-S008	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	3	sotaiin qokar shedy	SEQUENCE>QUANTITY_STAGE | ACTION>SOURCE_PATH_TARGET | ACTION>CLOSE	1	0	1	1	2	0	0	1	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.
B2-S009	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	solshedy	SEQUENCE>ACTION>GRADE>CLOSE	1	0	0	0	1	1	0	1	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.
B2-S010	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	4	qokeey qoky ls cheey	ACTION>GRADE>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | SEQUENCE | ACTION>GRADE>OBJECT_MATERIAL	1	3	0	0	3	2	0	0	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.
B2-S011	f82r	B2	mittlere rechte unklare Station	4	okain char okain qokeedy	ACTION>QUANTITY_STAGE | SOURCE_PATH_TARGET | ACTION>QUANTITY_STAGE | ACTION>GRADE>CLOSE	0	0	2	1	3	1	0	1	Bildort: mittlere rechte unklare Station. Arbeitsfolge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.
B2-S012	f82r	B2	mittlere rechte unklare Station	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	ACTION>ACTION>OBJECT_MATERIAL | ACTION>GRADE>OBJECT_MATERIAL | STATE>GRADE>OBJECT_MATERIAL | ACTION>GRADE>OBJECT_MATERIAL | ACTION>GRADE>OBJECT_MATERIAL | QUANTITY_STAGE | OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	6	1	0	6	5	1	1	Bildort: mittlere rechte unklare Station. Arbeitsfolge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.
B2-S013	f82r	B2	unteres grünes Mehrfigurenbecken	1	lchedy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: abführen + überführen.
B2-S014	f82r	B2	unteres grünes Mehrfigurenbecken	1	lar	ACTION>SOURCE_PATH_TARGET	0	0	0	1	1	0	0	0	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: ableiten.
B2-S015	f82r	B2	kleine Randstationen des unteren Beckens	2	tshey qokeedy	ACTION>GRADE>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	1	0	0	2	2	0	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: stehen lassen → einwirken lassen.
B2-S016	f82r	B2	kleine Randstationen des unteren Beckens	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	SOURCE_PATH_TARGET | ACTION>ACTION>SOURCE_PATH_TARGET | ACTION>GRADE>ACTION | QUANTITY_STAGE | SEQUENCE>GRADE>OBJECT_MATERIAL | ACTION>QUANTITY_STAGE | ACTION>GRADE>OBJECT_MATERIAL | ACTION>ACTION>CLOSE	1	2	2	2	8	3	0	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.
B2-S017	f82r	B2	kleine Randstationen des unteren Beckens	2	rsheal daldy	ACTION>ACTION>GRADE>SOURCE_PATH_TARGET | SOURCE_PATH_TARGET>CLOSE	0	0	0	2	2	1	0	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.
B2-S018	f82r	B2	kleine Randstationen des unteren Beckens	1	qokeedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.
B2-S019	f82r	B2	kleine Randstationen des unteren Beckens	1	rshedy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: auskühlen lassen + absetzen lassen.
B2-S020	f82r	B2	kleine Randstationen des unteren Beckens	1	qoteedy	SEQUENCE>GRADE>CLOSE	1	0	0	0	0	1	0	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.
B2-S021	f82r	B2	kleine Randstationen des unteren Beckens	1	qokeedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.
B2-S022	f82r	B2	kleine Randstationen des unteren Beckens	1	lochedy	ACTION>OBJECT_MATERIAL>ACTION>CLOSE	0	1	0	0	2	0	0	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.
B3-S001	f83r	B3	obere offene Fächerstation am Rand	1	olkeedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen.
B3-S002	f83r	B3	obere offene Fächerstation am Rand	2	qotal chkeedy	SEQUENCE>SOURCE_PATH_TARGET | ACTION>GRADE>CLOSE	1	0	0	1	1	1	0	1	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: anwärmen. Angaben: danach · Ziel.
B3-S003	f83r	B3	obere offene Fächerstation am Rand	4	chey daiin chey lchedy	OBJECT_MATERIAL | QUANTITY_STAGE | OBJECT_MATERIAL | ACTION>ACTION>CLOSE	0	2	1	0	2	0	0	1	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.
B3-S004	f83r	B3	obere offene Fächerstation am Rand	3	qokaiin qotal dar	ACTION>QUANTITY_STAGE | SEQUENCE>SOURCE_PATH_TARGET | SOURCE_PATH_TARGET	1	0	1	2	1	0	0	0	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: setze nach Maß an. Angaben: danach · Ziel | davon.
B3-S005	f83r	B3	mittlere Randfigur im runden Gefäß	1	schedy	ACTION>CLOSE	0	0	0	0	1	0	0	1	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umfüllen.
B3-S006	f83r	B3	mittlere Randfigur im runden Gefäß	3	chedchy qokal olchedy	ACTION>OBJECT_MATERIAL | ACTION>SOURCE_PATH_TARGET | SEQUENCE>ACTION>CLOSE	1	1	0	1	3	0	0	1	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umschöpfen → anlegen → führe zur nächsten Station.
B3-S007	f83r	B3	mittlere Randfigur im runden Gefäß	3	qokaiin chedy qokeedy	ACTION>QUANTITY_STAGE | ACTION>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	1	1	0	3	1	0	1	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze nach Maß an → umschöpfen → einwirken lassen.
B3-S008	f83r	B3	mittlere Randfigur im runden Gefäß	1	lchedy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: abführen + überführen.
B3-S009	f83r	B3	mittlere Randfigur im runden Gefäß	1	qoky	ACTION>OBJECT_MATERIAL	0	1	0	0	1	0	0	0	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze dies ein.
B3-S010	f83r	B3	untere Randfigur im korbartigen Gefäß	2	pchedal otedy	ACTION>ACTION>SOURCE_PATH_TARGET | SEQUENCE>GRADE>CLOSE	1	0	0	1	2	1	0	1	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.
B3-S011	f83r	B3	untere Randfigur im korbartigen Gefäß	4	shecthedchy qoky chedy chary	ACTION>GRADE>STATE>ACTION>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | SOURCE_PATH_TARGET>OBJECT_MATERIAL	0	4	0	1	4	1	1	0	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.
B3-S012	f83r	B3	untere Randfigur im korbartigen Gefäß	2	sor shedy	OBJECT_MATERIAL | ACTION>CLOSE	0	1	0	0	1	0	0	1	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: absetzen lassen. Angaben: Ansatz.
B3-S013	f83r	B3	untere Randfigur im korbartigen Gefäß	4	qokaiin chkain shcthey qokedy	ACTION>QUANTITY_STAGE | ACTION>QUANTITY_STAGE | STATE>GRADE>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	1	2	0	3	2	1	1	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.
