fold	surface	truth_recipe	truth_generated	gdt528_rank	gdt529_rank	gdt528_top1	gdt529_top1	truth_square_feature	top1_square_feature	truth_square_trace	top1_square_trace
0	choteey	CH+OT+EE+Y	YES	1	1	CH+OT+EE+Y	CH+OT+EE+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chtaii	CH+AIIN	NO	0	0	CH+T+AIIN	NONE	NONE	NONE	NONE	NONE
0	chtaiin	CH+T+AIIN	YES	1	1	CH+T+AIIN	CH+T+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ckho	CH+K+O	YES	1	1	CH+K+O	CH+K+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ckhody	CH+K+O+DY	YES	1	1	CH+K+O+DY	CH+K+O+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ckhyds	CH+K+Y+D_ADDR+S	YES	2	2	CH+K+Y+D_ADDR	CH+K+Y+D_ADDR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cphal	CH+P+AL	YES	1	1	CH+P+AL	CH+P+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cpheeedol	CH+P+EEE+D_ADDR+OL	YES	1	1	CH+P+EEE+D_ADDR+OL	CH+P+EEE+D_ADDR+OL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cphesaiin	CH+P+E+S+AIIN	YES	1	1	CH+P+E+S+AIIN	CH+P+E+S+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cphey	CH+P+E+Y	YES	1	1	CH+P+E+Y	CH+P+E+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cphodal	CH+P+O+D_ADDR+AL	YES	1	1	CH+P+O+D_ADDR+AL	CH+P+O+D_ADDR+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cphol	CH+P+OL	YES	1	1	CH+P+OL	CH+P+OL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cthaiin	CH+T+AIIN	YES	1	1	CH+T+AIIN	CH+T+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cthar	CH+T+AR	YES	1	1	CH+T+AR	CH+T+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ctheol	CH+T+E+OL	YES	1	1	CH+T+E+OL	CH+T+E+OL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cthiar	CH+T+LOCAL_CHAR_I+AR	YES	1	1	CH+T+LOCAL_CHAR_I+AR	CH+T+LOCAL_CHAR_I+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cthol	CH+T+OL	YES	1	1	CH+T+OL	CH+T+OL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cthols	CH+T+OL+S	YES	1	1	CH+T+OL+S	CH+T+OL+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cthor	CH+T+OR	YES	1	1	CH+T+OR	CH+T+OR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cthy	CH+T+Y	YES	1	1	CH+T+Y	CH+T+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	d	D_ADDR	YES	1	1	D_ADDR	D_ADDR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dackhy	DA+CH+K+Y	YES	1	1	DA+CH+K+Y	DA+CH+K+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	daiidy	DA+IIN+DY	YES	15	15	D_ADDR+AIIN+DY	D_ADDR+AIIN+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	daimd	DA+IIN+M_LOCAL+D_ADDR	YES	16	16	A_ADDR+LOCAL_CHAR_I+M_LOCAL+D_ADDR	A_ADDR+LOCAL_CHAR_I+M_LOCAL+D_ADDR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	YES	1	1	D_ADDR+AIR+O+D_ADDR+AIN	D_ADDR+AIR+O+D_ADDR+AIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	daiy	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	YES	5	5	DA+Y	DA+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dalaiin	AL+AIIN	YES	1	1	AL+AIIN	AL+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	daldaiin	AL+AIIN	YES	1	1	AL+AIIN	AL+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	daldal	AL+AL	YES	1	1	AL+AL	AL+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	daldy	AL+DY	YES	2	2	D_ADDR+AL+DY	D_ADDR+AL+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dalo	D_ADDR+AL+O	YES	2	2	AL+O	AL+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dar	D_ADDR+AR	YES	1	1	D_ADDR+AR	D_ADDR+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dary	DA+R+Y	YES	3	3	D_ADDR+AR+Y	D_ADDR+AR+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	das	DA+S	YES	1	1	DA+S	DA+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dchar	D_ADDR+CH+AR	YES	1	1	D_ADDR+CH+AR	D_ADDR+CH+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dchg	D_ADDR+CH+LOCAL_CHAR_G	YES	1	1	D_ADDR+CH+LOCAL_CHAR_G	D_ADDR+CH+LOCAL_CHAR_G	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dchy	D_ADDR+Y	YES	2	2	D_ADDR+CH+Y	D_ADDR+CH+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dkain	D_ADDR+K+AIN	YES	1	1	D_ADDR+K+AIN	D_ADDR+K+AIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dolchl	D_ADDR+OL+CH+L	YES	1	1	D_ADDR+OL+CH+L	D_ADDR+OL+CH+L	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dolshed	D_ADDR+OL+SH+E	YES	1	1	D_ADDR+OL+SH+E	D_ADDR+OL+SH+E	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dory	D_ADDR+OR+Y	YES	1	1	D_ADDR+OR+Y	D_ADDR+OR+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dshody	SH+O+DY	YES	2	2	D_ADDR+SH+O+DY	D_ADDR+SH+O+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dshor	D_ADDR+SH+OR	YES	1	1	D_ADDR+SH+OR	D_ADDR+SH+OR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	dylches	D_ADDR+Y+L+CH+E+S	YES	3	3	DY+L+CH+E+S	DY+L+CH+E+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	edy	E+Y	YES	2	2	E+DY	E+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	eedy	EE+DY	YES	1	1	EE+DY	EE+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	eky	E+K+Y	YES	1	1	E+K+Y	E+K+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	eol	E+OL	YES	1	1	E+OL	E+OL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	es	E+S	YES	1	1	E+S	E+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	esedy	E+S+E+DY	YES	1	1	E+S+E+DY	E+S+E+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	fshody	LOCAL_CHAR_F+SH+O+DY	YES	1	1	LOCAL_CHAR_F+SH+O+DY	LOCAL_CHAR_F+SH+O+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	giin	LOCAL_CHAR_G+IIN	YES	1	1	LOCAL_CHAR_G+IIN	LOCAL_CHAR_G+IIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	iin	IIN	YES	1	1	IIN	IIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	k	K	YES	1	1	K	K	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kaiin	K+AIIN	YES	1	1	K+AIIN	K+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kaipy	K+A_ADDR+LOCAL_CHAR_I+P+Y	YES	2	2	K+A_ADDR+P+Y	K+A_ADDR+P+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kchoar	K+CH+O+AR	YES	1	1	K+CH+O+AR	K+CH+O+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kchod	K+CH+O+D_ADDR	YES	1	1	K+CH+O+D_ADDR	K+CH+O+D_ADDR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kchy	K+Y	YES	2	2	K+CH+Y	K+CH+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kdchy	K+D_ADDR+Y	YES	2	2	K+D_ADDR+CH+Y	K+D_ADDR+CH+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	keedy	K+EE+DY	YES	1	1	K+EE+DY	K+EE+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	keeod	K+EE+O+D_ADDR	YES	1	1	K+EE+O+D_ADDR	K+EE+O+D_ADDR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	key	K+E+Y	YES	1	1	K+E+Y	K+E+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kochky	K+O+CH+K+Y	YES	1	1	K+O+CH+K+Y	K+O+CH+K+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kodshey	K+O+D_ADDR+SH+E+Y	YES	1	1	K+O+D_ADDR+SH+E+Y	K+O+D_ADDR+SH+E+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	koeam	K+O+E+AM_ADDR	YES	1	1	K+O+E+AM_ADDR	K+O+E+AM_ADDR	0.000000000	0.000000000	NO_EXACT_M_LESS_BASE	NO_EXACT_M_LESS_BASE
0	kokaiin	K+OK+AIIN	YES	1	1	K+OK+AIIN	K+OK+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kolches	OL+Y	NO	0	0	K+OL+CHD+E+S	NONE	NONE	NONE	NONE	NONE
0	koldy	K+OL+DY	YES	1	1	K+OL+DY	K+OL+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kor	K+OR	YES	1	1	K+OR	K+OR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	kshedy	K+SH+E+DY	YES	1	1	K+SH+E+DY	K+SH+E+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ksho	K+SH+O	YES	1	1	K+SH+O	K+SH+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	l	L	YES	1	1	L	L	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lal	L+AL	YES	1	1	L+AL	L+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lar	L+AR	YES	1	1	L+AR	L+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lch	L+CH	YES	1	1	L+CH	L+CH	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lchar	L+AR	YES	2	2	L+CH+AR	L+CH+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lchdy	L+CHD+Y	YES	1	1	L+CHD+Y	L+CHD+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lcheedy	L+CH+EE+D_ADDR+Y	YES	2	2	L+CH+EE+DY	L+CH+EE+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lcheeor	L+CH+EE+OR	YES	1	1	L+CH+EE+OR	L+CH+EE+OR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lcheey	L+EE+Y	YES	3	3	L+CH+EE+Y	L+CH+EE+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lcho	L+CH+O	YES	1	1	L+CH+O	L+CH+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lchs	L+CH+S	YES	1	1	L+CH+S	L+CH+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ldy	L+DY	YES	2	2	L+Y	L+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lfcheal	L+LOCAL_CHAR_F+CH+E+AL	YES	1	1	L+LOCAL_CHAR_F+CH+E+AL	L+LOCAL_CHAR_F+CH+E+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lkamo	L+K+AM_ADDR+O	YES	1	1	L+K+AM_ADDR+O	L+K+AM_ADDR+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lkedy	L+K+E+DY	YES	1	1	L+K+E+DY	L+K+E+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lkeedy	L+K+EE+D_ADDR+Y	YES	2	2	L+K+EE+DY	L+K+EE+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lkeey	L+K+EE+Y	YES	1	1	L+K+EE+Y	L+K+EE+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lkey	L+K+E+Y	YES	1	1	L+K+E+Y	L+K+E+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lo	L+O	YES	1	1	L+O	L+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lshedary	L+SH+E+D_ADDR+AR+Y	YES	1	1	L+SH+E+D_ADDR+AR+Y	L+SH+E+D_ADDR+AR+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lshedy	L+SH+E+DY	YES	1	1	L+SH+E+DY	L+SH+E+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lsheey	L+SH+EE+Y	YES	1	1	L+SH+EE+Y	L+SH+EE+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	lshey	L+SH+E+Y	YES	1	1	L+SH+E+Y	L+SH+E+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ocheol	O+CH+E+O+L	YES	2	2	O+CH+E+OL	O+CH+E+OL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ocphoraiin	O+CH+P+OR+AIIN	YES	1	1	O+CH+P+OR+AIIN	O+CH+P+OR+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	octheolarl	O+CH+T+E+OL+AR+L	YES	1	1	O+CH+T+E+OL+AR+L	O+CH+T+E+OL+AR+L	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	odaeiin	O+DA+E+IIN	YES	1	1	O+DA+E+IIN	O+DA+E+IIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	odaiin	O+D_ADDR+AIIN	YES	1	1	O+D_ADDR+AIIN	O+D_ADDR+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	odor	O+D_ADDR+OR	YES	1	1	O+D_ADDR+OR	O+D_ADDR+OR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	oedain	O+E+D_ADDR+AIN	YES	2	2	O+E+AIN	O+E+AIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	og	O+G_LABEL	YES	2	2	O+LOCAL_CHAR_G	O+LOCAL_CHAR_G	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	oiiiin	O+IIN	YES	1	1	O+IIN	O+IIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	oiin	O+IIN	YES	1	1	O+IIN	O+IIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	okaldy	OK+AL+DY	YES	1	1	OK+AL+DY	OK+AL+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
