surface	truth_recipe	candidate_is_truth	gdt528_rank	gdt529_rank	candidate_recipe	gdt528_score	square_feature	gdt529_score	square_trace
chekchy	CH+K+CH+Y	NO	4	4	CH+E+K+CH+Y	8.078006063	0.000000000	8.078006063	NO_TERMINAL_M
chekchy	CH+K+CH+Y	NO	5	5	CH+E+K+Y	8.131336890	0.000000000	8.131336890	NO_TERMINAL_M
chekchy	CH+K+CH+Y	NO	6	6	CH+K+E+Y	8.598027518	0.000000000	8.598027518	NO_TERMINAL_M
chekchy	CH+K+CH+Y	NO	7	7	Y+CH+K	8.634842685	0.000000000	8.634842685	NO_TERMINAL_M
chekchy	CH+K+CH+Y	NO	8	8	CHD+K+CH+Y	8.970683154	0.000000000	8.970683154	NO_TERMINAL_M
chekchy	CH+K+CH+Y	NO	9	9	CH+E+K+LOCAL_C+Y	9.322955955	0.000000000	9.322955955	NO_TERMINAL_M
chekchy	CH+K+CH+Y	NO	10	10	LOCAL_C+K+CH+Y	9.336029003	0.000000000	9.336029003	NO_TERMINAL_M
chekchy	CH+K+CH+Y	NO	11	11	CH+K+LOCAL_C+SH+Y	9.897049003	0.000000000	9.897049003	NO_TERMINAL_M
chekchy	CH+K+CH+Y	NO	12	12	LOCAL_C+K+Y	9.926222047	0.000000000	9.926222047	NO_TERMINAL_M
cthom	CH+T+O+M_LOCAL	YES	2	1	CH+T+O+M_LOCAL	5.632512435	1.000000000	4.382512435	cth=CH+T[ctho/cthol/cthor];cho->chom adds M_LOCAL;ctho->cthom
cthom	CH+T+O+M_LOCAL	NO	1	2	CH+T+O+AM_ADDR	4.396763863	0.000000000	4.396763863	NEAREST_PAIR_PREDICTS_M_LOCAL
cthom	CH+T+O+M_LOCAL	NO	3	3	O+CH+T+AM_ADDR	9.105411030	0.000000000	9.105411030	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	4	4	O+CH+T+M_LOCAL	9.490792017	0.000000000	9.490792017	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	5	5	LOCAL_C+T+O+AM_ADDR	9.720259231	0.000000000	9.720259231	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	6	6	LOCAL_C+T+O+M_LOCAL	10.194971269	0.000000000	10.194971269	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	7	7	CH+T+O+D_ADDR+M_LOCAL	10.282543213	0.000000000	10.282543213	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	8	8	CH+T+SH+O+AM_ADDR	10.514389204	0.000000000	10.514389204	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	9	9	CH+T+O+D_ADDR+AM_ADDR	10.752971844	0.000000000	10.752971844	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	10	10	CH+T+SH+O+M_LOCAL	10.968469251	0.000000000	10.968469251	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	11	11	CARRIER_Q+O+CH+T+AM_ADDR	12.680342972	0.000000000	12.680342972	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
cthom	CH+T+O+M_LOCAL	NO	12	12	CARRIER_Q+O+CH+T+M_LOCAL	12.974773249	0.000000000	12.974773249	CANDIDATE_NOT_BASE_PLUS_ONE_M_TAG
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	1	1	D_ADDR+AIR+Y+K+O+DA+S	7.144267724	0.000000000	7.144267724	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	YES	2	2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	3	3	AIR+Y+K+O+DA+S	9.880947215	0.000000000	9.880947215	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	4	4	D_ADDR+AIR+Y+K+O+D_ADDR+S	10.293881371	0.000000000	10.293881371	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	5	5	AIR+Y+K+O+D_ADDR+A_ADDR+S	11.129353452	0.000000000	11.129353452	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	6	6	D_ADDR+AIR+Y+K+O+DA+SH	11.864475864	0.000000000	11.864475864	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	7	7	AIR+Y+K+O+D_ADDR+S	11.887314395	0.000000000	11.887314395	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	8	8	D_ADDR+AIR+A_ADDR+Y+K+O+DA+S	12.034417820	0.000000000	12.034417820	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	9	9	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR	12.057574830	0.000000000	12.057574830	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	10	10	D_ADDR+AIR+Y+K+O+D_ADDR+Y	13.053873611	0.000000000	13.053873611	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	11	11	AIR+Y+K+O+D_ADDR+A_ADDR	13.516814693	0.000000000	13.516814693	NO_TERMINAL_M
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	12	12	D_ADDR+AIR+Y+K+O+DA+LOCAL_CHAR_I+S	13.549364503	0.000000000	13.549364503	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	1	1	AL+EEE+K+Y	7.380002282	0.000000000	7.380002282	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	YES	2	2	AL+CH+EEE+K+Y	9.629385859	0.000000000	9.629385859	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	3	3	AL+CH+E+EE+K+Y	10.084818162	0.000000000	10.084818162	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	4	4	AL+LOCAL_C+EEE+K+Y	10.138279641	0.000000000	10.138279641	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	5	5	AL+CH+EE+E+K+Y	10.419691378	0.000000000	10.419691378	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	6	6	D_ADDR+AL+EEE+K+Y	10.567159932	0.000000000	10.567159932	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	7	7	D_ADDR+AL+CH+EEE+K+Y	10.790128412	0.000000000	10.790128412	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	8	8	AL+CHD+EE+K+Y	11.470249367	0.000000000	11.470249367	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	9	9	D_ADDR+AL+LOCAL_C+EEE+K+Y	11.651430082	0.000000000	11.651430082	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	10	10	AL+CH+EE+K+Y	11.765376881	0.000000000	11.765376881	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	11	11	D_ADDR+AL+CH+E+EE+K+Y	11.917816638	0.000000000	11.917816638	NO_TERMINAL_M
dalcheeeky	AL+CH+EEE+K+Y	NO	12	12	AL+CH+K+EE+Y	12.732227736	0.000000000	12.732227736	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	1	1	D_ADDR+SH+OL+D_ADDR+AIIN+R	8.489519376	0.000000000	8.489519376	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	YES	2	2	D_ADDR+SH+OL+D_ADDR+IIN+R	8.588737521	0.000000000	8.588737521	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	3	3	SH+OL+D_ADDR+IIN+R	9.701852558	0.000000000	9.701852558	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	4	4	SH+OL+D_ADDR+AIIN+R	9.756513520	0.000000000	9.756513520	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	5	5	D_ADDR+SH+OL+IIN+R	10.952214602	0.000000000	10.952214602	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	6	6	D_ADDR+SH+OL+DA+IIN+R	11.435283482	0.000000000	11.435283482	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	7	7	D_ADDR+SH+OL+AIIN+R	11.899233995	0.000000000	11.899233995	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	8	8	D_ADDR+SH+OL+DA+AIR	12.217983263	0.000000000	12.217983263	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	9	9	SH+SH+OL+D_ADDR+AIIN+R	12.772935778	0.000000000	12.772935778	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	10	10	D_ADDR+OL+D_ADDR+AIIN+R	13.040449590	0.000000000	13.040449590	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	11	11	D_ADDR+OL+D_ADDR+IIN+R	13.139939307	0.000000000	13.139939307	NO_TERMINAL_M
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	12	12	SH+OL+IIN+R	13.230602889	0.000000000	13.230602889	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	1	1	K+CH+E+O+D_ADDR+Y	3.799416470	0.000000000	3.799416470	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	YES	2	2	K+CH+E+O+Y	5.169289301	0.000000000	5.169289301	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	3	3	K+CH+E+O+DY	5.601339083	0.000000000	5.601339083	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	4	4	K+CH+E+O+R	9.256268138	0.000000000	9.256268138	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	5	5	K+LOCAL_C+E+O+DY	9.472212083	0.000000000	9.472212083	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	6	6	K+E+O+D_ADDR+Y	9.517957546	0.000000000	9.517957546	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	7	7	K+E+O+DY	9.981282678	0.000000000	9.981282678	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	8	8	K+LOCAL_C+E+O+D_ADDR+Y	10.092496612	0.000000000	10.092496612	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	9	9	K+E+O+Y	10.635124367	0.000000000	10.635124367	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	10	10	K+LOCAL_C+E+O+Y	10.869308253	0.000000000	10.869308253	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	11	11	K+CH+SH+E+O+D_ADDR+Y	11.333871374	0.000000000	11.333871374	NO_TERMINAL_M
kcheody	K+CH+E+O+Y	NO	12	12	K+Y+CH+E+O+D_ADDR	11.425060169	0.000000000	11.425060169	NO_TERMINAL_M
keeol	K+EE+O+L	NO	1	1	K+EE+OL	3.519453544	0.000000000	3.519453544	NO_TERMINAL_M
keeol	K+EE+O+L	YES	2	2	K+EE+O+L	7.713413406	0.000000000	7.713413406	NO_TERMINAL_M
keeol	K+EE+O+L	NO	3	3	K+E+E+OL	9.913400253	0.000000000	9.913400253	NO_TERMINAL_M
keeol	K+EE+O+L	NO	4	4	OL+K+EE	10.011081773	0.000000000	10.011081773	NO_TERMINAL_M
keeol	K+EE+O+L	NO	5	5	K+EE+O+AL	11.207415324	0.000000000	11.207415324	NO_TERMINAL_M
keeol	K+EE+O+L	NO	6	6	OK+EE+L	11.227330882	0.000000000	11.227330882	NO_TERMINAL_M
keeol	K+EE+O+L	NO	7	7	K+SH+EE+OL	11.464049393	0.000000000	11.464049393	NO_TERMINAL_M
keeol	K+EE+O+L	NO	8	8	OK+EE+AL	12.600155680	0.000000000	12.600155680	NO_TERMINAL_M
keeol	K+EE+O+L	NO	9	9	K+EE+O+D_ADDR+L	12.843878931	0.000000000	12.843878931	NO_TERMINAL_M
keeol	K+EE+O+L	NO	10	10	K+SH+EE+O+L	15.004014194	0.000000000	15.004014194	NO_TERMINAL_M
keeol	K+EE+O+L	NO	11	11	K+EE+O+D_ADDR+AL	15.464646832	0.000000000	15.464646832	NO_TERMINAL_M
keeol	K+EE+O+L	NO	12	12	K+E+E+O+L	15.475986803	0.000000000	15.475986803	NO_TERMINAL_M
qef	E+LOCAL_CHAR_F	NO	1	1	CARRIER_Q+E+LOCAL_CHAR_F	4.222664372	0.000000000	4.222664372	NO_TERMINAL_M
qef	E+LOCAL_CHAR_F	YES	2	2	E+LOCAL_CHAR_F	6.500320762	0.000000000	6.500320762	NO_TERMINAL_M
qef	E+LOCAL_CHAR_F	NO	3	3	CARRIER_Q+D_ADDR	7.319903478	0.000000000	7.319903478	NO_TERMINAL_M
qef	E+LOCAL_CHAR_F	NO	4	4	CARRIER_Q+CH+E+LOCAL_CHAR_F	11.386263822	0.000000000	11.386263822	NO_TERMINAL_M
saiis	S+IIN+S	NO	1	1	S+A_ADDR+IIN+S	6.744438423	0.000000000	6.744438423	NO_TERMINAL_M
saiis	S+IIN+S	NO	2	2	S+AIIN+S	6.923874818	0.000000000	6.923874818	NO_TERMINAL_M
saiis	S+IIN+S	YES	3	3	S+IIN+S	7.398819307	0.000000000	7.398819307	NO_TERMINAL_M
saiis	S+IIN+S	NO	4	4	S+LOCAL_CHAR_I+S	9.880087925	0.000000000	9.880087925	NO_TERMINAL_M
saiis	S+IIN+S	NO	5	5	S+A_ADDR+LOCAL_CHAR_I+S	10.193857956	0.000000000	10.193857956	NO_TERMINAL_M
saiis	S+IIN+S	NO	6	6	SH+IIN+S	10.460533393	0.000000000	10.460533393	NO_TERMINAL_M
saiis	S+IIN+S	NO	7	7	S+AIIN+SH	11.046548135	0.000000000	11.046548135	NO_TERMINAL_M
saiis	S+IIN+S	NO	8	8	SH+A_ADDR+IIN+S	11.191527488	0.000000000	11.191527488	NO_TERMINAL_M
saiis	S+IIN+S	NO	9	9	S+IIN+SH	11.200425172	0.000000000	11.200425172	NO_TERMINAL_M
saiis	S+IIN+S	NO	10	10	S+IIN+LOCAL_CHAR_I+S	11.434017146	0.000000000	11.434017146	NO_TERMINAL_M
saiis	S+IIN+S	NO	11	11	S+A_ADDR+AIIN+S	11.436464566	0.000000000	11.436464566	NO_TERMINAL_M
saiis	S+IIN+S	NO	12	12	S+A_ADDR+IIN+S+S	11.461276270	0.000000000	11.461276270	NO_TERMINAL_M
