surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt522_rank	gdt523_rank	candidate_recipe	gdt522_score	null_feature	gdt523_score	null_trace	alignment_trace
chady	CH+A_ADDR+DY	NO	9	12	12	LOCAL_C+A_ADDR+D_ADDR+Y	10.476670452	0.000000000	10.476670452	NO_DOMINANT_PATH_NULL	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chap	CH+A_ADDR+P	NO	1	1	1	CH+P	3.642233122	0.000000000	3.642233122	NO_DOMINANT_PATH_NULL	cha=>cha~CH@edit0+alias0.268 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	YES	2	2	2	CH+A_ADDR+P	4.394574143	0.000000000	4.394574143	NO_DOMINANT_PATH_NULL	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	3	3	3	LOCAL_C+A_ADDR+P	7.174690382	0.000000000	7.174690382	NO_DOMINANT_PATH_NULL	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	4	4	4	LOCAL_C+SH+A_ADDR+P	7.828358453	0.000000000	7.828358453	NO_DOMINANT_PATH_NULL	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	5	5	5	CH+SH+A_ADDR+P	8.937122217	0.000000000	8.937122217	NO_DOMINANT_PATH_NULL	c=>ch~CH@edit2+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	1	1	1	CH+K+Y	4.646258486	0.000000000	4.646258486	NO_DOMINANT_PATH_NULL	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	YES	5	2	2	CH+K+CH+Y	5.952739492	0.000000000	5.952739492	NO_DOMINANT_PATH_NULL	chek=>chek~CH+K@edit0+alias0.291 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	17	3	3	CH+K+LOCAL_C+Y	6.763719118	0.000000000	6.763719118	NO_DOMINANT_PATH_NULL	chek=>chek~CH+K@edit0+alias0.291 | c=>c~LOCAL_C@edit0+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	6	4	4	CH+E+K+CH+Y	8.078006063	0.000000000	8.078006063	NO_DOMINANT_PATH_NULL	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	4	5	5	CH+E+K+Y	8.131336890	0.000000000	8.131336890	NO_DOMINANT_PATH_NULL	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | kch=>kh~K@edit1+alias0.250 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	8	6	6	CH+K+E+Y	8.598027518	0.000000000	8.598027518	NO_DOMINANT_PATH_NULL	chek=>chek~CH+K@edit0+alias0.291 | c=>e~E@edit1+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	2	7	7	Y+CH+K	8.634842685	0.000000000	8.634842685	NO_DOMINANT_PATH_NULL	che=>hy~Y@edit2+alias0.254 | kch=>ch~CH@edit1+alias0.000 | y=>k~K@edit1+alias0.000
chekchy	CH+K+CH+Y	NO	11	8	8	CHD+K+CH+Y	8.970683154	0.000000000	8.970683154	NO_DOMINANT_PATH_NULL	che=>chd~CHD@edit1+alias0.500 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	39	9	9	CH+E+K+LOCAL_C+Y	9.322955955	0.000000000	9.322955955	NO_DOMINANT_PATH_NULL	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	23	10	10	LOCAL_C+K+CH+Y	9.336029003	0.000000000	9.336029003	NO_DOMINANT_PATH_NULL	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	40	11	11	CH+K+LOCAL_C+SH+Y	9.897049003	0.000000000	9.897049003	NO_DOMINANT_PATH_NULL	chek=>chek~CH+K@edit0+alias0.291 | c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	3	12	12	LOCAL_C+K+Y	9.926222047	0.000000000	9.926222047	NO_DOMINANT_PATH_NULL	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | chy=>hy~Y@edit1+alias0.254
cthom	CH+T+O+M_LOCAL	NO	1	1	1	CH+T+O+AM_ADDR	4.396763863	0.000000000	4.396763863	NO_DOMINANT_PATH_NULL	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	YES	2	2	2	CH+T+O+M_LOCAL	5.632512435	0.000000000	5.632512435	NO_DOMINANT_PATH_NULL	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	4	3	3	O+CH+T+AM_ADDR	9.105411030	0.000000000	9.105411030	NO_DOMINANT_PATH_NULL	c=>o~O@edit1+alias0.000 | th=>ch~CH@edit1+alias0.000 | o=>t~T@edit1+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	7	4	4	O+CH+T+M_LOCAL	9.490792017	0.000000000	9.490792017	NO_DOMINANT_PATH_NULL	c=>o~O@edit1+alias0.000 | th=>ch~CH@edit1+alias0.000 | o=>t~T@edit1+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	9	5	5	LOCAL_C+T+O+AM_ADDR	9.720259231	0.000000000	9.720259231	NO_DOMINANT_PATH_NULL	c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	11	6	6	LOCAL_C+T+O+M_LOCAL	10.194971269	0.000000000	10.194971269	NO_DOMINANT_PATH_NULL	c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	6	7	7	CH+T+O+D_ADDR+M_LOCAL	10.282543213	0.000000000	10.282543213	NO_DOMINANT_PATH_NULL	ct=>ct~CH+T@edit0+alias0.501 | h=>o~O@edit1+alias0.000 | o=>d~D_ADDR@edit1+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	10	8	8	CH+T+SH+O+AM_ADDR	10.514389204	0.000000000	10.514389204	NO_DOMINANT_PATH_NULL	ct=>ct~CH+T@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	3	9	9	CH+T+O+D_ADDR+AM_ADDR	10.752971844	0.000000000	10.752971844	NO_DOMINANT_PATH_NULL	ct=>ct~CH+T@edit0+alias0.501 | h=>o~O@edit1+alias0.000 | o=>d~D_ADDR@edit1+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	12	10	10	CH+T+SH+O+M_LOCAL	10.968469251	0.000000000	10.968469251	NO_DOMINANT_PATH_NULL	ct=>ct~CH+T@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	5	11	11	CARRIER_Q+O+CH+T+AM_ADDR	12.680342972	0.000000000	12.680342972	NO_DOMINANT_PATH_NULL	c=>q~CARRIER_Q@edit1+alias0.000 | tho=>oct~O+CH+T@edit3+alias0.500 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	8	12	12	CARRIER_Q+O+CH+T+M_LOCAL	12.974773249	0.000000000	12.974773249	NO_DOMINANT_PATH_NULL	c=>q~CARRIER_Q@edit1+alias0.000 | tho=>oct~O+CH+T@edit3+alias0.500 | m=>m~M_LOCAL@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	1	1	1	D_ADDR+AIR+Y+K+O+DA+S	7.144267724	0.000000000	7.144267724	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	YES	5	2	2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	2	3	3	AIR+Y+K+O+DA+S	9.880947215	0.000000000	9.880947215	NO_DOMINANT_PATH_NULL	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	7	4	4	D_ADDR+AIR+Y+K+O+D_ADDR+S	10.293881371	0.000000000	10.293881371	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>s~S@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	20	5	5	AIR+Y+K+O+D_ADDR+A_ADDR+S	11.129353452	0.000000000	11.129353452	NO_DOMINANT_PATH_NULL	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	8	6	6	D_ADDR+AIR+Y+K+O+DA+SH	11.864475864	0.000000000	11.864475864	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>h~SH@edit1+alias0.502
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	33	7	7	AIR+Y+K+O+D_ADDR+S	11.887314395	0.000000000	11.887314395	NO_DOMINANT_PATH_NULL	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>s~S@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	3	8	8	D_ADDR+AIR+A_ADDR+Y+K+O+DA+S	12.034417820	0.000000000	12.034417820	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | ∅=>a~A_ADDR@edit2+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	17	9	9	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR	12.057574830	0.000000000	12.057574830	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>a~A_ADDR@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	10	10	10	D_ADDR+AIR+Y+K+O+D_ADDR+Y	13.053873611	0.000000000	13.053873611	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>y~Y@edit2+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	70	11	11	AIR+Y+K+O+D_ADDR+A_ADDR	13.516814693	0.000000000	13.516814693	NO_DOMINANT_PATH_NULL	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>a~A_ADDR@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	16	12	12	D_ADDR+AIR+Y+K+O+DA+LOCAL_CHAR_I+S	13.549364503	0.000000000	13.549364503	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | ∅=>i~LOCAL_CHAR_I@edit2+alias0.000 | s=>s~S@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	2	1	1	AL+EEE+K+Y	7.380002282	0.000000000	7.380002282	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	YES	56	2	2	AL+CH+EEE+K+Y	9.629385859	0.000000000	9.629385859	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	3	3	3	AL+CH+E+EE+K+Y	10.084818162	0.000000000	10.084818162	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	55	4	4	AL+LOCAL_C+EEE+K+Y	10.138279641	0.000000000	10.138279641	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | c=>c~LOCAL_C@edit0+alias0.000 | heee=>heee~EEE@edit0+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	4	5	5	AL+CH+EE+E+K+Y	10.419691378	0.000000000	10.419691378	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	16	6	6	D_ADDR+AL+EEE+K+Y	10.567159932	0.000000000	10.567159932	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	58	7	7	D_ADDR+AL+CH+EEE+K+Y	10.790128412	0.000000000	10.790128412	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	13	8	8	AL+CHD+EE+K+Y	11.470249367	0.000000000	11.470249367	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | che=>chd~CHD@edit1+alias0.500 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	81	9	9	D_ADDR+AL+LOCAL_C+EEE+K+Y	11.651430082	0.000000000	11.651430082	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | heee=>heee~EEE@edit0+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	25	10	10	AL+CH+EE+K+Y	11.765376881	0.000000000	11.765376881	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ek=>k~K@edit1+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	6	11	11	D_ADDR+AL+CH+E+EE+K+Y	11.917816638	0.000000000	11.917816638	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	24	12	12	AL+CH+K+EE+Y	12.732227736	0.000000000	12.732227736	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | cheeek=>cheek~CH+K+EE@edit1+alias0.518 | y=>y~Y@edit0+alias0.000
